,GAS6 (2621)
ACH-000004,0.003498876758183615
ACH-000005,-0.12613360178868738
ACH-000007,-0.1317631501901293
ACH-000009,-0.10804201933097993
ACH-000011,-0.056865298256783124
ACH-000012,-0.12000666041435824
ACH-000013,-0.11858269022742195
ACH-000014,-0.08750486988809272
ACH-000015,-0.07392238401170736
ACH-000017,-0.29622709792452595
ACH-000018,-0.2169338651083184
ACH-000019,-0.1275235184754632
ACH-000021,5.784674773432972e-05
ACH-000022,-0.16877075853560905
ACH-000025,-0.3085437918024312
ACH-000028,-0.10640553484584883
ACH-000030,-0.1612795780490224
ACH-000035,-0.029250111349636787
ACH-000036,-0.25261169301527986
ACH-000037,-0.1894339887931968
ACH-000039,-0.149230907545685
ACH-000040,-0.2699369391221797
ACH-000041,-0.23020155410030066
ACH-000042,-0.16669919856432672
ACH-000045,-0.16061627498764544
ACH-000047,-0.04971588288538427
ACH-000052,-0.26572443876143204
ACH-000053,-0.13060047449545942
ACH-000054,-0.20523793393816905
ACH-000055,-0.3122007077445055
ACH-000060,-0.18254509751614176
ACH-000067,-0.16668302793619655
ACH-000070,-0.02035632099089336
ACH-000075,-0.16280546639752105
ACH-000078,-0.4804826234420812
ACH-000082,-0.0892774586902266
ACH-000085,-0.14365461201580668
ACH-000086,-0.17070379274552014
ACH-000087,-0.010742651680676759
ACH-000092,-0.11357726551144305
ACH-000095,-0.2046907076636752
ACH-000097,-0.20319474073113505
ACH-000098,-0.2268735069680563
ACH-000099,-0.31722402980749803
ACH-000108,-0.2044221605305499
ACH-000113,-0.23007526257839875
ACH-000116,-0.1827130093866985
ACH-000118,-0.05955876584399514
ACH-000120,-0.05727900878139178
ACH-000123,-0.08839851786389286
ACH-000127,-0.15848885790535094
ACH-000128,-0.008752384526388208
ACH-000132,-0.20580681081104413
ACH-000133,-0.03390216651747645
ACH-000137,-0.08588738217216703
ACH-000138,-0.101283628584045
ACH-000142,-0.03301392043288067
ACH-000143,-0.0030946776367602037
ACH-000146,-0.05324578558404427
ACH-000148,-0.10137960724978802
ACH-000150,-0.04082673176881082
ACH-000152,-0.27267676051869977
ACH-000153,-0.26446277481021496
ACH-000159,-0.09836572638423388
ACH-000160,-0.12759256309580744
ACH-000163,-0.2139773992870884
ACH-000167,-0.28355893650401803
ACH-000168,0.002241786567642648
ACH-000169,0.00912950437571178
ACH-000178,-0.21404937615978295
ACH-000183,-0.13354262464361544
ACH-000188,-0.09407244303606392
ACH-000189,-0.1760266965063097
ACH-000190,-0.3000436684537113
ACH-000198,-0.04365093297148318
ACH-000203,-0.4804895129838054
ACH-000204,-0.11106314168262524
ACH-000206,-0.2443083578913139
ACH-000207,-0.14022441123669133
ACH-000208,-0.059369794784975324
ACH-000210,-0.17915884500493628
ACH-000211,-0.1402649595891812
ACH-000215,-0.11347313354109335
ACH-000221,-0.16703497387493926
ACH-000222,-0.1314970045574358
ACH-000223,-0.2041040046951924
ACH-000226,-0.11078723858577784
ACH-000227,-0.3061337108228176
ACH-000228,-0.12188438735507665
ACH-000231,-0.11821842090538932
ACH-000232,-0.2420310882758144
ACH-000233,-0.3111012661563233
ACH-000234,-0.2730111468663121
ACH-000235,-0.04620317050811655
ACH-000237,-0.169587007878872
ACH-000238,-0.19300838384149466
ACH-000242,0.026713270167243168
ACH-000243,-0.04582423401198179
ACH-000244,-0.1574781579380653
ACH-000246,-0.14299015743355506
ACH-000248,-0.060318812682276526
ACH-000250,-0.15495716410782168
ACH-000251,-0.2126281422626412
ACH-000252,-0.2649820878276057
ACH-000253,-0.12124528526337212
ACH-000255,0.06943858891184093
ACH-000256,-0.1535702545103503
ACH-000257,-0.26515270595176205
ACH-000258,-0.19772385769579814
ACH-000259,-0.05112155072150496
ACH-000260,-0.13738855361649016
ACH-000261,-0.028225453242348358
ACH-000262,-0.012800456615448355
ACH-000263,-0.1110598027974056
ACH-000264,-0.07029423094096847
ACH-000265,-0.014562108417319806
ACH-000266,-0.1781169390120525
ACH-000272,-0.07982639122005672
ACH-000274,-0.3340278278766898
ACH-000277,-0.09619190159823984
ACH-000278,-0.10906365614961352
ACH-000279,-0.09546206006472427
ACH-000280,0.03555910585687905
ACH-000281,-0.2809244137269833
ACH-000288,-0.2673420279340921
ACH-000291,-0.06602773832320208
ACH-000293,-0.11021841563778068
ACH-000294,-0.1277097070372024
ACH-000295,-0.2925744160901941
ACH-000296,-0.1115590813665938
ACH-000302,-0.14451928917292345
ACH-000304,-0.01657532552685998
ACH-000307,-0.13213260719579634
ACH-000308,-0.16215432429643836
ACH-000310,-0.2296916990694552
ACH-000311,-0.061691257291137336
ACH-000312,-0.17560478290800513
ACH-000315,-0.04879941477897648
ACH-000316,-0.12670585170936327
ACH-000317,0.1487558028504736
ACH-000318,-0.04247292820203154
ACH-000319,-0.06953032727610986
ACH-000320,0.05280406601799719
ACH-000322,-0.05086658306848865
ACH-000323,-0.058662831636507484
ACH-000324,-0.13005366043107733
ACH-000329,-0.20298012304961888
ACH-000330,-0.05753017469286146
ACH-000331,0.01714242871344121
ACH-000332,-0.08742764718065206
ACH-000334,0.010189441084375212
ACH-000335,-0.26136550939509473
ACH-000336,0.09561525562628206
ACH-000337,-0.02546802061164449
ACH-000338,-0.1394723651307487
ACH-000339,-0.093375850701213
ACH-000341,-0.07441858757464011
ACH-000348,-0.15089522345925488
ACH-000350,-0.14574279772993728
ACH-000352,-0.031949446022747595
ACH-000356,-0.048209397667407436
ACH-000361,-0.009573551821459228
ACH-000362,-0.1362972076512836
ACH-000363,-0.24366242699699397
ACH-000364,-0.1556177199780187
ACH-000365,-0.1420454138315776
ACH-000366,-0.2039840411263211
ACH-000368,-0.24547179132712005
ACH-000374,-0.01978819326492335
ACH-000375,0.08240272330787174
ACH-000376,-0.1691311621005323
ACH-000381,-0.22351317532140136
ACH-000383,-0.13111104340565155
ACH-000387,-0.14601477439081706
ACH-000389,-0.19791743013465046
ACH-000390,-0.10166110754462768
ACH-000393,-0.12288404598155413
ACH-000395,-0.22790457409431786
ACH-000396,-0.08362204460287204
ACH-000397,-0.13225579518572048
ACH-000401,-0.11606667737224848
ACH-000402,-0.12364094664524225
ACH-000403,-0.2369417567655437
ACH-000404,0.06323995766983356
ACH-000406,-0.16656036458242718
ACH-000407,-0.06300862862454906
ACH-000408,0.08463590055713742
ACH-000410,-0.11577588569350848
ACH-000411,-0.1354148669467488
ACH-000414,-0.1782975701757734
ACH-000415,-0.10431757454929838
ACH-000416,-0.21687600575106064
ACH-000420,-0.14379499722032654
ACH-000421,-0.06717013615796677
ACH-000424,-0.2776107183250928
ACH-000425,-0.11054863779508904
ACH-000426,-0.15879457875025474
ACH-000427,-0.2404446693714224
ACH-000433,-0.05736196096312831
ACH-000435,-0.004371460806252147
ACH-000436,-0.34101683479441786
ACH-000444,-0.18628486270978134
ACH-000445,-0.3783812347951396
ACH-000448,-0.1593559204043403
ACH-000450,-0.03515379239623494
ACH-000452,-0.16763096879231154
ACH-000454,-0.059676626552979735
ACH-000458,-0.06231970928662929
ACH-000459,0.054414188860614235
ACH-000460,-0.17481371099025322
ACH-000461,-0.11333472598706346
ACH-000463,-0.02747813567674416
ACH-000464,-0.11383033258658988
ACH-000466,-0.06397931898366112
ACH-000467,-0.3434181065976279
ACH-000468,-0.27426506382851706
ACH-000469,-0.1081987865059434
ACH-000470,-0.1385081523352162
ACH-000471,-0.12320799795703068
ACH-000472,-0.11799853713906812
ACH-000473,0.050912117453922615
ACH-000475,-0.11484541355818625
ACH-000476,-0.2103644639379965
ACH-000477,-0.11650053537775665
ACH-000479,0.1252225207174035
ACH-000480,-0.05642135096764389
ACH-000481,-0.11854264549993088
ACH-000483,-0.07907353387738691
ACH-000484,-0.13813427353294316
ACH-000485,-0.1971622211398293
ACH-000486,-0.10201401623890054
ACH-000487,-0.14746650039720902
ACH-000488,-0.1639257327379335
ACH-000490,-0.14519828295291512
ACH-000491,-0.28023868047786593
ACH-000495,-0.23481233306991225
ACH-000496,-0.13790982695853518
ACH-000499,-0.018022330200782703
ACH-000500,-0.13938175817090476
