,NRDE2 (55051)
ACH-000004,-1.2534546407939469
ACH-000005,-1.0431235205500708
ACH-000007,-0.824588106042523
ACH-000009,-1.0258534544104545
ACH-000011,-0.9623984710173517
ACH-000012,-1.0336122316529237
ACH-000013,-0.9295271624941412
ACH-000014,-0.9553794476045896
ACH-000015,-0.9267531080494604
ACH-000017,-0.6428295868566354
ACH-000018,-0.6875933779688691
ACH-000019,-0.6042626270875416
ACH-000021,-0.8575820063148233
ACH-000022,-0.7168807130214152
ACH-000025,-0.7288498093396338
ACH-000028,-0.6277358795668246
ACH-000030,-1.0714006674192298
ACH-000035,-0.7482562516987897
ACH-000036,-1.0734248211500763
ACH-000037,-1.0403025444425855
ACH-000039,-0.8191267005647729
ACH-000040,-1.1353468678177774
ACH-000041,-0.9432443692223044
ACH-000042,-0.7687973203390317
ACH-000045,-0.7272487804479216
ACH-000047,-0.8073662194757213
ACH-000052,-0.8479895348038721
ACH-000053,-0.9015403258657032
ACH-000054,-0.786891096886345
ACH-000055,-0.9966804076528332
ACH-000060,-1.1138963491281324
ACH-000067,-0.9695614122488576
ACH-000070,-0.8735479471080351
ACH-000075,-0.9701915828423744
ACH-000078,-0.9996976620745384
ACH-000082,-1.1497562603154798
ACH-000085,-1.0086326223675597
ACH-000086,-0.7190591092275981
ACH-000087,-1.0153335890543815
ACH-000092,-1.4408498482670584
ACH-000095,-0.9891647596636144
ACH-000097,-0.8256827718418601
ACH-000098,-1.0364808794488285
ACH-000099,-0.7508129780475201
ACH-000108,-1.0215213882759229
ACH-000113,-0.7239791121219488
ACH-000116,-0.9010703869791356
ACH-000118,-0.9120415335407018
ACH-000120,-0.9540810749015612
ACH-000123,-0.927327330003792
ACH-000127,-0.7694128415561953
ACH-000128,-1.0390695006149369
ACH-000132,-1.0806023490749654
ACH-000133,-0.9993538946563799
ACH-000137,-0.9878329865612638
ACH-000138,-0.6689436699448054
ACH-000142,-0.7897906772742835
ACH-000143,-0.8357210862647811
ACH-000146,-0.7302714810520101
ACH-000148,-1.122799292510524
ACH-000150,-0.7649795661138025
ACH-000152,-0.9882454139947394
ACH-000153,-0.6665275366038371
ACH-000159,-0.9477685442291794
ACH-000160,-0.8325356214717544
ACH-000163,-0.6787054288335629
ACH-000167,-1.2961385257228872
ACH-000168,-0.7878732314149345
ACH-000169,-0.8397637740140772
ACH-000178,-0.8466732368198042
ACH-000183,-1.1161917552668204
ACH-000188,-1.0474150382504093
ACH-000189,-0.9588492861821338
ACH-000190,-0.9694756667903204
ACH-000198,-0.845878020705319
ACH-000203,-0.6236528552421704
ACH-000204,-0.7688072191535958
ACH-000206,-0.8592417972958571
ACH-000207,-0.6238104793700959
ACH-000208,-0.7635400146418907
ACH-000210,-1.1137141803775918
ACH-000211,-0.7685298800316401
ACH-000215,-0.9861924020469204
ACH-000221,-0.8006413840854548
ACH-000222,-0.7124977893687098
ACH-000223,-1.063704848875876
ACH-000226,-1.1111064483458035
ACH-000227,-0.9820229182073068
ACH-000228,-0.902296809196458
ACH-000231,-0.9364915376131232
ACH-000232,-0.9798442484168518
ACH-000233,-0.7123259253059304
ACH-000234,-1.0621842446584138
ACH-000235,-0.8260113604837431
ACH-000237,-0.8417328500818371
ACH-000238,-0.7828965894834093
ACH-000242,-0.6185441017147131
ACH-000243,-0.9854646434150144
ACH-000244,-1.0240089456233166
ACH-000246,-1.2019537628511645
ACH-000248,-0.5789079256013874
ACH-000250,-1.1488907011688874
ACH-000251,-0.7258992444854973
ACH-000252,-1.1027050336742503
ACH-000253,-0.8877761389347884
ACH-000255,-0.8953537681332536
ACH-000256,-0.7928615088680304
ACH-000257,-1.0728607789868454
ACH-000258,-1.1795793715035472
ACH-000259,-0.9490201685077272
ACH-000260,-1.0006859205287777
ACH-000261,-0.9583936244015882
ACH-000262,-0.8750143299052139
ACH-000263,-0.7362701053731315
ACH-000264,-0.7006320435836222
ACH-000265,-0.8968553016562396
ACH-000266,-0.8609386654827117
ACH-000272,-0.907434141124238
ACH-000274,-0.8400139788730042
ACH-000277,-0.9973127252194588
ACH-000278,-0.9723100200236476
ACH-000279,-0.9734711871918929
ACH-000280,-0.7114320962352175
ACH-000281,-0.9536789972446136
ACH-000288,-0.9544912379734778
ACH-000291,-0.9298741932546594
ACH-000293,-0.955277964091842
ACH-000294,-0.7260562001955684
ACH-000295,-0.8762086252984371
ACH-000296,-0.9806622045451716
ACH-000302,-0.9770080295333372
ACH-000304,-0.8330018685461219
ACH-000307,-0.9030794659045492
ACH-000308,-1.01019754173286
ACH-000310,-0.8661819419389133
ACH-000311,-0.6761838975073636
ACH-000312,-0.8968801004176604
ACH-000315,-0.8202776902883763
ACH-000316,-0.8244871030973068
ACH-000317,-1.148836582800739
ACH-000318,-0.6536042136769104
ACH-000319,-0.7720877301129808
ACH-000320,-0.9100700290792906
ACH-000322,-0.90622307550863
ACH-000323,-0.6797866644211676
ACH-000324,-0.945980056892052
ACH-000329,-1.2009171007575286
ACH-000330,-0.7085427795251814
ACH-000331,-1.0094318019296304
ACH-000332,-0.693644863742933
ACH-000334,-0.9248034711314541
ACH-000335,-1.09049514538711
ACH-000336,-0.8549011118465288
ACH-000337,-0.9376100605789656
ACH-000338,-0.28968548850225395
ACH-000339,-0.5918140991671211
ACH-000341,-1.198889473042376
ACH-000348,-0.8701595498315765
ACH-000350,-0.8276453879497404
ACH-000352,-0.8845495500133774
ACH-000356,-0.619594098337239
ACH-000361,-0.6869672632236039
ACH-000362,-0.6994124754962299
ACH-000363,-0.8846597005768806
ACH-000364,-1.0066360981740057
ACH-000365,-0.9813953596513276
ACH-000366,-0.9715562720708248
ACH-000368,-1.0468377759347267
ACH-000374,-0.7089671623294127
ACH-000375,-1.0872822883718305
ACH-000376,-0.904476996766824
ACH-000381,-0.7595070937372211
ACH-000383,-0.9789767189366052
ACH-000387,-0.8959164747284596
ACH-000389,-1.0947973827802906
ACH-000390,-0.7328060461595397
ACH-000393,-0.8997249752851593
ACH-000395,-0.7219432227310998
ACH-000396,-0.8661080179056396
ACH-000397,-1.0074011171330244
ACH-000401,-0.8889847009697572
ACH-000402,-0.6791023753875869
ACH-000403,-1.0945121752520357
ACH-000404,-1.2287917922145823
ACH-000406,-0.995448237232762
ACH-000407,-0.8302333105933193
ACH-000408,-0.9662181479905556
ACH-000410,-1.136345778214476
ACH-000411,-1.3260542262175221
ACH-000414,-0.8816084209861073
ACH-000415,-0.8877364594113547
ACH-000416,-0.8632270893326704
ACH-000420,-0.8774683458668473
ACH-000421,-0.8875685549215623
ACH-000424,-0.8215993162714798
ACH-000425,-0.7889923740443826
ACH-000426,-0.7611854514266703
ACH-000427,-1.0462575626758477
ACH-000433,-1.0306787197568172
ACH-000435,-0.9858079614064356
ACH-000436,-0.8898219922559614
ACH-000444,-0.9512120355931972
ACH-000445,-0.6332250257187476
ACH-000448,-0.7933978721269721
ACH-000450,-0.8322900017956681
ACH-000452,-0.7342364358173681
ACH-000454,-0.9361345371625162
ACH-000458,-0.8951558023020917
ACH-000459,-0.91761079350549
ACH-000460,-0.8485763315125546
ACH-000461,-0.7082618962556603
ACH-000463,-0.9639590495392536
ACH-000464,-0.9028912113147752
ACH-000466,-0.6920862978606341
ACH-000467,-1.0389032024633755
ACH-000468,-0.7804258177278208
ACH-000469,-0.8344910245317475
ACH-000470,-0.5943834817824353
ACH-000471,-0.8522167207177395
ACH-000472,-0.7314182215152341
ACH-000473,-0.8321995046191264
ACH-000475,-0.9490324631423877
ACH-000476,-0.9157543083309908
ACH-000477,-0.7150607304194623
ACH-000479,-0.9586174493782136
ACH-000480,-1.013512094724438
ACH-000481,-0.980956374983717
ACH-000483,-1.0193948533147823
ACH-000484,-1.14988691179004
ACH-000485,-0.7367900368895758
ACH-000486,-0.7743603906773853
ACH-000487,-0.9559630882054624
ACH-000488,-0.7288461423493139
ACH-000490,-0.8268653971573215
ACH-000491,-0.7583605073264843
ACH-000495,-1.1823241481491586
ACH-000496,-0.8537294976074817
ACH-000499,-1.0714410931175884
ACH-000500,-0.9121143305485488
ACH-000502,-0.7759566686376009
ACH-000503,-0.7575527202721949
ACH-000505,-0.8640741495499427
ACH-000507,-0.7927292700675176
ACH-000510,-0.6803524088612376
ACH-000511,-0.7846304020497413
ACH-000512,-1.015415240538508
ACH-000516,-0.9071435915430092
ACH-000517,-0.9510276286229646
ACH-000518,-1.0635716330518936
ACH-000520,-0.8223558738361828
ACH-000521,-0.7421001343374367
ACH-000522,-0.6665359841225689
ACH-000524,-1.0756651936693702
ACH-000527,-0.9028800103343764
ACH-000528,-1.0199329469160168
ACH-000537,-0.9377154872885188
ACH-000541,-0.9003707580174386
ACH-000542,-0.7010191470633552
ACH-000544,-1.0324149335782524
ACH-000545,-0.933508586971473
ACH-000547,-0.6614317865708439
ACH-000548,-0.8288317637851946
ACH-000549,-0.5997412110711641
ACH-000550,-0.7060722374477861
ACH-000552,-0.9050539083948724
ACH-000556,-0.7164200807784821
ACH-000557,-0.8125127988873092
ACH-000569,-0.6179135376245097
ACH-000570,-1.1306598526162162
ACH-000571,-1.0902035041038909
ACH-000573,-1.0877100988291941
ACH-000576,-0.9442265980520314
ACH-000579,-0.8264333108960289
ACH-000580,-0.8694124377916589
ACH-000584,-0.90577683429897
ACH-000585,-1.1939732567150174
ACH-000588,-0.8150791957655403
ACH-000589,-0.8789783999754837
ACH-000591,-0.8668025404826387
ACH-000593,-0.6272114311553509
ACH-000600,-0.9053869481394888
ACH-000601,-1.1195610977835944
ACH-000605,-0.53317110842227
ACH-000606,-0.8630362536215624
ACH-000608,-1.074958726408738
ACH-000614,-0.7574530593829011
ACH-000616,-0.9004261707963606
ACH-000618,-0.9061846858661964
ACH-000619,-0.8899644483924274
ACH-000620,-0.795619906697032
ACH-000621,-0.8042200480670489
ACH-000622,-1.12841325657739
ACH-000623,-1.150556370048828
ACH-000624,-0.9320870834023424
ACH-000627,-0.7338419125936003
ACH-000630,-0.6464480386667342
ACH-000631,-1.1801596976238562
ACH-000632,-0.6930820834680995
ACH-000633,-0.7396033509992199
ACH-000637,-1.0202131656144038
ACH-000638,-0.9536735089924712
