,MORC3 (23515)
ACH-000004,-0.1945419400904167
ACH-000005,0.027957433862372018
ACH-000007,0.09511869210738476
ACH-000009,0.1674970113142356
ACH-000011,0.10868987605519197
ACH-000012,0.039268330381608665
ACH-000013,0.0577883521308289
ACH-000014,0.12627417186018106
ACH-000015,-0.015703405361444156
ACH-000017,0.027375858442817882
ACH-000018,0.1355662667821144
ACH-000019,0.17877507538123266
ACH-000021,-0.0289338495872988
ACH-000022,0.08866535120248804
ACH-000025,0.13558841811093025
ACH-000028,-0.009766845852265109
ACH-000030,0.011291408868894015
ACH-000035,0.0061227033936425
ACH-000036,-0.02633054941935493
ACH-000037,-0.02580621894468247
ACH-000039,0.03636667820524733
ACH-000040,0.03377859985289284
ACH-000041,0.30262556370261195
ACH-000042,0.1631391720565037
ACH-000045,0.03164075330464504
ACH-000047,0.15624645461185035
ACH-000052,0.1940044509549397
ACH-000053,0.2132366928950144
ACH-000054,-0.002126847647322516
ACH-000055,0.06589752161792603
ACH-000060,-0.046350294535980587
ACH-000067,0.050757178325264725
ACH-000070,0.14824943537355162
ACH-000075,0.09022724297515974
ACH-000078,0.10484273101568817
ACH-000082,0.17180218148746915
ACH-000085,0.25472321862109315
ACH-000086,0.03506573666811125
ACH-000087,0.06354933101979011
ACH-000092,0.1401010518936398
ACH-000095,0.06539153457894448
ACH-000097,-0.007507344272606028
ACH-000098,0.11252764235954367
ACH-000099,0.13698686971328142
ACH-000108,0.057526634224956213
ACH-000113,0.042878756332696735
ACH-000116,-0.03685836630170044
ACH-000118,0.10134790053241427
ACH-000120,0.05659312279915731
ACH-000123,-0.0978758399085128
ACH-000127,0.06649226431526653
ACH-000128,0.07912425058411443
ACH-000132,-0.027743715780967813
ACH-000133,0.07853808149310977
ACH-000137,-0.057871443421517975
ACH-000138,0.1607135512050146
ACH-000142,-0.016089235973710942
ACH-000143,0.12194186437359385
ACH-000146,-0.064100734588729
ACH-000148,0.0928296553202506
ACH-000150,0.0016456668850746794
ACH-000152,0.12618266218618726
ACH-000153,0.07752736293134943
ACH-000159,-0.014594964247329369
