,XAF1 (54739)
ACH-000004,-0.2590774462656312
ACH-000005,-0.14167440903220616
ACH-000007,0.05329015877130112
ACH-000009,-0.2740388570093659
ACH-000011,-0.02432282289987913
ACH-000012,-0.0968303621075638
ACH-000013,-0.10448563661231487
ACH-000014,-0.2547680621211173
ACH-000015,-0.21007313346318554
ACH-000017,0.04722590141553608
ACH-000018,-0.05022261563478201
ACH-000019,-0.07839161162376164
ACH-000021,-0.0938148342569856
ACH-000022,-0.040154083921733474
ACH-000025,-0.07258847678227348
ACH-000028,-0.01067562928411852
ACH-000030,-0.09026490861376307
ACH-000035,0.014946673003864862
ACH-000036,-0.07573521390098881
ACH-000037,-0.06467211277007724
ACH-000039,-0.17521179334346368
ACH-000040,-0.12434165155891473
ACH-000041,-0.28695465667681025
ACH-000042,-0.04462051423851118
ACH-000045,-0.3769442825569273
ACH-000047,-0.0658039369137425
ACH-000052,-0.2913765733810626
ACH-000053,-0.005206812436417289
ACH-000054,-0.2046459455952579
ACH-000055,-0.0665670091638009
ACH-000060,-0.11143962053316307
ACH-000067,-0.20471370134246256
ACH-000070,-0.06344004512351349
ACH-000075,0.028476763219523357
ACH-000078,-0.15935430128782252
ACH-000082,-0.14316777167514713
ACH-000085,-0.19355351300763532
ACH-000086,-0.014739829618542881
ACH-000087,0.018533428113012538
ACH-000092,0.04766290436563152
ACH-000095,-0.1530980229033552
ACH-000097,-0.1425535920713557
ACH-000098,-0.1937850368767938
ACH-000099,-0.13737179972960833
ACH-000108,-0.08545763275186248
ACH-000113,-0.1462504393180345
ACH-000116,-0.10711832480445542
ACH-000118,-0.12709110322532394
ACH-000120,-0.02730747592729408
ACH-000123,-0.09468766566118393
ACH-000127,-0.15864819139517813
ACH-000128,-0.10727653005720607
ACH-000132,-0.18266976218398426
ACH-000133,-0.24502969449590664
ACH-000137,-0.1633985367837526
ACH-000138,-0.1999942890221303
ACH-000142,-0.08085458381709616
ACH-000143,-0.07969899916290184
ACH-000146,-0.15151939615450344
ACH-000148,-0.2522943731231204
ACH-000150,-0.2312118940341501
ACH-000152,-0.3434922331117045
ACH-000153,-0.20288373514275196
ACH-000159,-0.04741658497741316
ACH-000160,-0.10931299564646713
ACH-000163,-0.10754985031532334
ACH-000167,-0.16544315561758596
ACH-000168,-0.22760729388128906
ACH-000169,-0.03884352772982506
ACH-000178,-0.044795624528140655
ACH-000183,-0.1054048074191554
ACH-000188,-0.1298798791711729
ACH-000189,-0.17199318672883693
ACH-000190,-0.1621446590745273
ACH-000198,-0.1315017929156753
ACH-000203,-0.5703288090980184
ACH-000204,-0.207603669773632
ACH-000206,-0.06955091117209658
ACH-000207,-0.2322472403732323
ACH-000208,-0.07656969672911666
ACH-000210,-0.014348113812397109
ACH-000211,-0.06241535791048292
ACH-000215,-0.07497504955580672
ACH-000221,-0.1678183198409312
ACH-000222,-0.03496075234973052
ACH-000223,-0.15377795243928308
ACH-000226,-0.13553944457113953
ACH-000227,-0.28342278427079304
ACH-000228,-0.18424546279263587
ACH-000231,-0.1862897768338237
ACH-000232,-0.10003197415446938
ACH-000233,-0.027229640546779392
ACH-000234,-0.11465875277370464
ACH-000235,-0.15515100128298964
ACH-000237,-0.052887168591357565
ACH-000238,-0.08821160396770053
ACH-000242,-0.057649308238124836
ACH-000243,-0.2279363968284258
ACH-000244,-0.07358710615739691
ACH-000246,-0.21350313263169116
ACH-000248,0.035175395272279815
ACH-000250,-0.11862471487864765
ACH-000251,0.17357505468854392
ACH-000252,-0.128252069933106
ACH-000253,-0.08727512703895945
ACH-000255,-0.19655220953733832
ACH-000256,-0.14131501239044802
ACH-000257,-0.13048362989814566
ACH-000258,-0.13593016012199982
ACH-000259,-0.12100345123288132
ACH-000260,-0.09277413416659892
ACH-000261,-0.16236453483133814
ACH-000262,-0.26887322493096666
ACH-000263,-0.01822167263708277
ACH-000264,-0.19243146347075424
ACH-000265,-0.19434080274039586
ACH-000266,-0.11115686402802508
ACH-000272,-0.09412254834391627
ACH-000274,-0.19183752996047432
ACH-000277,-0.2442319307729537
ACH-000278,-0.18007546044556907
ACH-000279,-0.2693104522161887
ACH-000280,-0.0940200700495934
ACH-000281,-0.15965863504327302
ACH-000288,-0.2539452201736667
ACH-000291,-0.17811241958704518
ACH-000293,-0.013243738777351357
ACH-000294,-0.2806321685058448
ACH-000295,-0.3967506900529097
ACH-000296,-0.00030956627902891363
ACH-000302,-0.1993333098783479
ACH-000304,-0.19000664205687065
ACH-000307,0.028869846040869587
ACH-000308,-0.027818341674689127
ACH-000310,-0.03690126794361021
ACH-000311,-0.1259217297822665
ACH-000312,-0.06557088318031418
ACH-000315,-0.031988878829483154
ACH-000316,-0.14451081281283978
ACH-000317,-0.04203950579190961
ACH-000318,-0.06142950809924975
ACH-000319,-0.14287595480192405
ACH-000320,-0.16843826849368235
ACH-000322,-0.08424183353349239
ACH-000323,-0.15920298756435974
ACH-000324,-0.1442614735961274
ACH-000329,-0.1559004235615528
ACH-000330,-0.21158746020559405
ACH-000331,-0.1467802654580802
ACH-000332,-0.13362919122714426
ACH-000334,-0.09531659688278117
ACH-000335,-0.20364291410721616
ACH-000336,-0.07862518359768461
ACH-000337,0.09065303945728094
ACH-000338,0.013925013931020256
ACH-000339,-0.11558831265336925
ACH-000341,0.014540177468467582
ACH-000348,-0.20007583539089305
ACH-000350,-0.0320618758433429
ACH-000352,-0.18601710215871275
ACH-000356,-0.13612516770547092
ACH-000361,-0.06709781021089402
ACH-000362,-0.10294146861941328
ACH-000363,-0.06612704167755239
ACH-000364,-0.17273967391303108
ACH-000365,-0.17478447240965767
ACH-000366,-0.2734973775852079
ACH-000368,-0.01432822851101239
ACH-000374,0.016547698310568598
ACH-000375,-0.23220440002673315
ACH-000376,-0.08901171942639302
ACH-000381,-0.3390306057762805
ACH-000383,-0.0818299891407838
ACH-000387,-0.1761206779824418
ACH-000389,-0.16127478099376147
ACH-000390,0.01585563969935009
ACH-000393,-0.08437383044832207
ACH-000395,-0.1872449304659238
ACH-000396,0.03568324336082966
ACH-000397,-0.07212890650532065
ACH-000401,0.14715330158846068
ACH-000402,0.05053075196691653
ACH-000403,-0.09213780904219243
ACH-000404,-0.2024039777721132
ACH-000406,-0.1385802705441282
ACH-000407,-0.16212636068193534
ACH-000408,-0.011213636672689459
ACH-000410,-0.13010881524148998
ACH-000411,-0.0048755642617888
ACH-000414,-0.0624269469191966
ACH-000415,-0.10736936803459772
ACH-000416,-0.003811820994031678
ACH-000420,-0.22287284110583427
ACH-000421,-0.08907162625973583
ACH-000424,0.012611675941251559
ACH-000425,-0.11355529843125052
ACH-000426,-0.13232358888640186
ACH-000427,-0.0758400137057076
ACH-000433,0.024645452620780408
ACH-000435,-0.2532744067101937
ACH-000436,-0.19613461482031808
ACH-000444,-0.11655854075821492
ACH-000445,0.15774514464238076
ACH-000448,-0.13020386243502508
ACH-000450,-0.2536577835268755
ACH-000452,-0.08545560435373054
ACH-000454,-0.14632665332046468
ACH-000458,-0.051030184610056345
ACH-000459,-0.08048747097797879
ACH-000460,-0.046886452775150175
ACH-000461,0.04196510949861955
ACH-000463,-0.09222753221759344
ACH-000464,-0.15999944498317764
ACH-000466,-0.19110139316208488
ACH-000467,-0.09003655346326014
ACH-000468,-0.14728477279985475
ACH-000469,-0.21761427682063694
ACH-000470,-0.2744714668851925
ACH-000471,-0.16500252902775686
ACH-000472,-0.0702322031007217
ACH-000473,-0.07364022997546335
ACH-000475,-0.17727190357991834
ACH-000476,-0.18536909596708034
