,SSPN (8082)
ACH-000004,-0.225985462958304
ACH-000005,-0.2589395222269021
ACH-000007,-0.32664893837230025
ACH-000009,-0.016030490777065542
ACH-000011,-0.015289307223137953
ACH-000012,-0.1501028855769637
ACH-000013,-0.0290539118746434
ACH-000014,-0.2265298106493092
ACH-000015,-0.12956433007934473
ACH-000017,-0.10754801923256532
ACH-000018,-0.017185413230927968
ACH-000019,-0.11748839867421006
ACH-000021,-0.08058188926201429
ACH-000022,-0.13627695834962128
ACH-000025,0.04646172064712442
ACH-000028,0.0789200594148587
ACH-000030,-0.1267946132636401
ACH-000035,-0.12835296280417596
ACH-000036,-0.0904011182473497
ACH-000037,0.12919114501000484
ACH-000039,0.004487806251560842
ACH-000040,-0.08514756430568397
ACH-000041,-0.3438895136505956
ACH-000042,-0.1826305476439875
ACH-000045,-0.08005442848374661
ACH-000047,-0.14862015230445605
ACH-000052,-0.13872509843819206
ACH-000053,-0.04992965093179556
ACH-000054,-0.02267806315259166
ACH-000055,0.0652712987946734
ACH-000060,-0.13968151967370432
ACH-000067,-0.12188518346201893
ACH-000070,-0.04532081274236741
ACH-000075,-0.08306231385400953
ACH-000078,-0.16301254910624646
ACH-000082,-0.11772207801809075
ACH-000085,0.1065393903626126
ACH-000086,0.03127224639428736
ACH-000087,-0.33122224212600915
ACH-000092,0.005734219568888342
ACH-000095,-0.06935619740299077
ACH-000097,-0.1700725688183863
ACH-000098,0.02354465144667144
ACH-000099,-0.021710648162310817
ACH-000108,-0.051079537321063455
ACH-000113,-0.1931551242968877
ACH-000116,-0.11797200781944965
ACH-000118,-0.12427349647866852
ACH-000120,-0.10897442140885273
ACH-000123,-0.1365734179043472
ACH-000127,-0.1355163111393861
ACH-000128,0.07614321976888933
ACH-000132,-0.05733728915992771
ACH-000133,-0.18433405902528574
ACH-000137,-0.17596956710005862
ACH-000138,-0.3761512458223643
ACH-000142,-0.10759826760477248
ACH-000143,-0.24460138214122
ACH-000146,-0.2488730858467229
ACH-000148,-0.05726109926977025
ACH-000150,-0.10205296680446699
ACH-000152,0.010662648439449104
ACH-000153,-0.12875982470386085
ACH-000159,-0.07532633207649099
ACH-000160,-0.06580445367828731
ACH-000163,-0.09328003893985484
ACH-000167,-0.049182038400469114
ACH-000168,-0.10385615096409027
ACH-000169,-0.13725817553969552
ACH-000178,-0.10777835473429176
ACH-000183,-0.015766249940918256
ACH-000188,-0.0980926803799951
ACH-000189,-0.2697703449872147
ACH-000190,0.023929369843615524
ACH-000198,-0.2460645019162331
ACH-000203,0.03683235957566683
ACH-000204,0.06952464891232295
ACH-000206,0.005115523796740891
ACH-000207,-0.0033939895613444484
ACH-000208,-0.07740029914694184
ACH-000210,-0.2187879504966831
ACH-000211,-0.05752861387079656
ACH-000215,-0.1811930664796675
ACH-000221,-0.15943410733653715
ACH-000222,-0.264075872360564
ACH-000223,-0.17060467902614387
ACH-000226,-0.10942130219911207
ACH-000227,-0.1404631932331166
ACH-000228,-0.38641085924004026
ACH-000231,-0.17163583739268426
ACH-000232,-0.16300813430795855
ACH-000233,-0.08210857214024103
ACH-000234,0.19412725528588926
ACH-000235,-0.12590534176204007
ACH-000237,-0.06851541742369903
ACH-000238,-0.11600734282409628
ACH-000242,-0.4617533698374068
ACH-000243,-0.08836105866508821
ACH-000244,0.08972782405086117
ACH-000246,-0.1509103166975117
ACH-000248,-0.1304274976259928
ACH-000250,-0.07845760469925171
ACH-000251,-0.3799479794984064
ACH-000252,-0.22752508276966435
ACH-000253,-0.057684400584723135
ACH-000255,-0.09829669347447778
ACH-000256,-0.16814097323417004
ACH-000257,-0.002081026961841643
ACH-000258,-0.0557135454148656
ACH-000259,-0.12046367383831955
ACH-000260,-0.012471127238799331
ACH-000261,-0.18922776831049276
ACH-000262,-0.4386521714266416
ACH-000263,-0.3423656945224745
ACH-000264,-0.2606371235153292
ACH-000265,-0.19180804819419456
ACH-000266,-0.1490194297219069
ACH-000272,-0.235062644295646
ACH-000274,-0.11049939161393132
ACH-000277,-0.22127524529175288
ACH-000278,-0.1531297031044287
ACH-000279,-0.08330626978445109
ACH-000280,-0.0744601953436035
ACH-000281,-0.24811184511982196
ACH-000288,-0.1858032106869753
ACH-000291,-0.05010426854651895
ACH-000293,-0.07166861648522177
ACH-000294,-0.2901003166218411
ACH-000295,0.04529507291904258
ACH-000296,-0.08938858206238111
ACH-000302,-0.17924065222292024
ACH-000304,0.08967729194305228
ACH-000307,-0.2443887182417433
ACH-000308,-0.04810171616533236
ACH-000310,-0.10029918261528266
ACH-000311,-0.14897743820586815
ACH-000312,-0.019368912212125076
ACH-000315,-0.16003608275544226
ACH-000316,-0.13355428748454046
ACH-000317,-0.0763063408419149
ACH-000318,0.05798316253096685
ACH-000319,-0.06915358270405687
ACH-000320,-0.2643736534422393
ACH-000322,-0.002459831070818631
ACH-000323,-0.16229641845287407
ACH-000324,-0.11398398297479426
ACH-000329,-0.02963330054815342
ACH-000330,-0.019872682951201745
ACH-000331,-0.15341687682001512
ACH-000332,-0.17738104354698636
ACH-000334,-0.17590818615545606
ACH-000335,-0.0915091751577677
ACH-000336,0.0993728425531638
ACH-000337,-0.0157289637774312
ACH-000338,-0.4950144958743721
ACH-000339,-0.07374658350478758
ACH-000341,0.02492277633440792
ACH-000348,-0.12227733826290385
ACH-000350,-0.048375168730884925
ACH-000352,-0.0584940078127025
ACH-000356,-0.1517043158082856
ACH-000361,-0.061591904865974864
ACH-000362,-0.08299470890081516
ACH-000363,-0.17947199165899638
ACH-000364,-0.2340732433450072
ACH-000365,-0.18142247248427715
ACH-000366,-0.0228596709404276
ACH-000368,-0.2437919976966453
ACH-000374,-0.13082935437871618
ACH-000375,0.08850761208747837
ACH-000376,-0.08912327573694154
ACH-000381,-0.3396970342010984
ACH-000383,0.0021522804116757264
ACH-000387,-0.0930818480123462
ACH-000389,0.12338386327596215
ACH-000390,0.00336761358522474
ACH-000393,-0.12900327948813214
ACH-000395,-0.2017509495191188
ACH-000396,0.19704867553675898
ACH-000397,-0.0845372491043352
ACH-000401,-0.2358736405273185
ACH-000402,0.09177536351271022
ACH-000403,-0.050745870158751066
ACH-000404,-0.2411262262019804
ACH-000406,-0.09171204470558852
ACH-000407,-0.0634861262066888
ACH-000408,-0.19341058168033706
ACH-000410,-0.18962280914539725
ACH-000411,-0.11223824519063626
ACH-000414,-0.18456656960433213
ACH-000415,0.002757881363958834
ACH-000416,-0.4223960978583541
ACH-000420,-0.09828925756537434
ACH-000421,-0.14095010227971375
ACH-000424,-0.2873835228425136
ACH-000425,-0.0929539615139342
ACH-000426,-0.2026550206652933
ACH-000427,-0.11942498169299445
ACH-000433,-0.23006305151051096
ACH-000435,0.08282332664386002
ACH-000436,-0.10966470946694183
ACH-000444,-0.002653775553989882
ACH-000445,-0.013772815049026856
ACH-000448,-0.15870981322186775
ACH-000450,-0.1312362149732997
ACH-000452,-0.218598161505601
ACH-000454,-0.08161554139118371
ACH-000458,-0.18755533459156606
ACH-000459,-0.05178910532749622
ACH-000460,-0.04822661446587635
ACH-000461,-0.07439068181769269
ACH-000463,-0.1915195669663407
ACH-000464,-0.2388882346393149
ACH-000466,-0.29196404155898953
ACH-000467,-0.030492116750032883
ACH-000468,-0.22401716452812456
ACH-000469,-0.1858652059616064
ACH-000470,-0.09945507240509388
ACH-000471,-0.2065755619142004
ACH-000472,-0.196381594039274
ACH-000473,-0.06419733732645644
ACH-000475,-0.07477313935707174
ACH-000476,0.006416319441647155
ACH-000477,0.08503777007625027
ACH-000479,-0.4376619224230047
ACH-000480,0.04188582812796741
ACH-000481,-0.2616073546239953
ACH-000483,0.044571355219532566
ACH-000484,-0.07803694798000282
ACH-000485,-0.18000301517189776
ACH-000486,-0.1035294846236754
ACH-000487,-0.06846682048528004
ACH-000488,-0.16535712625227325
ACH-000490,-0.09305608685542466
ACH-000491,-0.13916799575213346
ACH-000495,-0.2863853677335812
ACH-000496,-0.12537891613690494
ACH-000499,0.002371585993830527
ACH-000500,-0.3048039532073624
ACH-000502,-0.2463730574421545
ACH-000503,-0.09978515369551967
ACH-000505,-0.25661186622275994
ACH-000507,-0.2739727303612092
ACH-000510,-0.14343274155877367
ACH-000511,-0.047166480030153536
ACH-000512,-0.03056777605801199
ACH-000516,-0.10609216096225173
ACH-000517,-0.1356357244312295
ACH-000518,-0.09193146915661704
ACH-000520,-0.19761061216049491
ACH-000521,-0.04301354764346363
ACH-000522,-0.2188175320502765
ACH-000524,-0.12495066190352926
ACH-000527,-0.15439681944474007
ACH-000528,-0.044216344490648284
ACH-000537,-0.17541178211005942
ACH-000541,-0.29176081106339546
ACH-000542,-0.1243127736788259
ACH-000544,-0.06308286653822774
ACH-000545,-0.1072714075078756
ACH-000547,-0.06080101282396401
ACH-000548,0.0007174780095369551
ACH-000549,-0.025913983102221545
ACH-000550,-0.2713830188048839
ACH-000552,0.04269790508269713
ACH-000556,-0.09203282849962964
ACH-000557,-0.16494803279205614
ACH-000569,-0.09649194603294484
ACH-000570,-0.2072857510459258
ACH-000571,-0.12656677615213613
ACH-000573,-0.06381484276391455
ACH-000576,-0.2983945459736344
ACH-000579,-0.003909897843398104
ACH-000580,-0.10594032583179258
ACH-000584,-0.04576882388839451
ACH-000585,-0.0980620298063281
ACH-000588,-0.24280383542780065
ACH-000589,-0.04251817852619338
ACH-000591,-0.19437966272357604
ACH-000593,-0.1414534274700697
ACH-000600,-0.021254367209030525
ACH-000601,-0.06992972366724405
ACH-000605,-0.1723381130041262
ACH-000606,-0.09919957026243706
ACH-000608,-0.0888255560535157
ACH-000614,-0.2749743966746317
ACH-000616,-0.12202098162870875
ACH-000618,0.019731098031820143
ACH-000619,-0.052692518969282336
ACH-000620,-0.030930317653184894
ACH-000621,-0.17989312417143646
ACH-000622,-0.18778998220134369
ACH-000623,-0.1261137176638317
ACH-000624,-0.11812565316345455
ACH-000627,-0.06714643309244908
ACH-000630,-0.08274366081487257
ACH-000631,-0.18465990222638493
ACH-000632,-0.14083219150296475
ACH-000633,-0.08034637176037014
ACH-000637,0.09557254287958347
ACH-000638,-0.018945801555350517
ACH-000646,-0.03148453161697013
ACH-000647,-0.17834327628393712
ACH-000648,-0.167153200184118
ACH-000649,-0.17097799957084026
ACH-000651,-0.23309359031076
ACH-000652,-0.2648062002272157
ACH-000653,-0.021880214205141208
ACH-000657,-0.05777203900007012
ACH-000658,-0.022798623974846888
ACH-000661,0.007437562536173462
ACH-000662,-0.024706320894812492
ACH-000663,-0.05824795871533856
ACH-000665,-0.15466930369680035
ACH-000671,-0.18572408754039785
ACH-000672,-0.4241161093559741
ACH-000673,-0.100701775756328
ACH-000676,-0.04564281933039503
ACH-000677,-0.060154022567039014
ACH-000681,-0.1777362205684729
ACH-000683,-0.05158955298875778
ACH-000684,-0.05974451198397755
ACH-000688,-0.3040515735082041
ACH-000693,-0.12300019876869164
ACH-000694,-0.05424115985509253
ACH-000695,0.019849192543766683
ACH-000696,-0.07357317686899581
ACH-000697,-0.2872467956901245
ACH-000699,-0.03113598335293165
ACH-000701,-0.08423684332335847
ACH-000706,-0.1578442980885486
ACH-000711,-0.1451329949843286
ACH-000713,0.017364180338763916
ACH-000714,-0.011028921685622434
ACH-000718,-0.08715014555540407
ACH-000720,-0.025905715428466387
ACH-000721,-0.24582513755946095
ACH-000724,-0.11165634894887587
ACH-000725,-0.1909482215183616
ACH-000732,0.09023138303570664
ACH-000734,-0.07821835528817198
ACH-000735,-0.17523889720732974
ACH-000736,-0.2487294231462075
ACH-000738,-0.026743498250802036
ACH-000746,-0.2780543021753217
ACH-000747,-0.0676210967677052
ACH-000748,-0.20086263381594396
ACH-000753,-0.12129803367510232
ACH-000756,-0.06107568207502654
ACH-000757,-0.062133236122081235
ACH-000758,-0.1638547275489449
ACH-000760,-0.06959431219830392
ACH-000762,-0.044593666004857146
ACH-000763,-0.14751743072048182
ACH-000764,-0.06452529781168162
ACH-000765,-0.215328580263074
ACH-000766,-0.11091995728812984
ACH-000767,-0.2214740299783245
ACH-000768,-0.2874541820669517
ACH-000769,-0.03323566407023943
ACH-000770,-0.08551388242619437
ACH-000771,-0.14715325727616468
ACH-000773,-0.050153852443066776
ACH-000776,0.05824321207692899
ACH-000777,-0.029892145487951494
ACH-000778,-0.1727210429371034
ACH-000781,-0.0248771985805606
ACH-000782,-0.06413541556132993
ACH-000783,-0.07227635788640058
ACH-000784,-0.035750859255180734
ACH-000785,-0.20163336963482767
ACH-000787,-0.1069493799197312
ACH-000788,-0.10391631105980677
ACH-000791,-0.2877080905875251
ACH-000792,-0.16500765441273918
ACH-000794,0.01885039569125491
ACH-000796,-0.196678065968204
ACH-000798,-0.12570022810139256
ACH-000799,0.060460819538009615
ACH-000800,0.004444127388173505
ACH-000802,-0.14706195624252522
ACH-000804,-0.06213627553360095
ACH-000805,0.1065317296219487
ACH-000809,-0.12406345282984113
ACH-000810,-0.2583350216406766
ACH-000811,-0.08588687649797078
ACH-000817,-0.2869006753199096
ACH-000819,-0.08612065673453409
ACH-000820,-0.18637822919597924
ACH-000821,-0.01920635930941447
ACH-000822,-0.09088305413029688
ACH-000823,-0.038370547967578716
ACH-000824,-0.12410862781642892
ACH-000827,-0.11541297692551725
ACH-000829,-0.13338761702667748
ACH-000831,0.02381269243863308
ACH-000832,-0.13111528438101944
ACH-000833,-0.2717846146426364
ACH-000834,-0.23173853775247324
ACH-000835,-0.18669217397231494
ACH-000836,-0.13486449886705246
ACH-000837,-0.22063225584205406
ACH-000838,0.04740149239599757
ACH-000839,-0.038092720694132914
ACH-000840,-0.21289850988206996
ACH-000841,-0.11214845423724512
ACH-000843,-0.05342162365428696
ACH-000846,0.09354655486259827
ACH-000847,-0.059859976370303325
ACH-000848,-0.15566120743330086
ACH-000849,-0.1524464008745363
ACH-000851,-0.04628770431630989
ACH-000855,-0.08139667134448393
ACH-000856,0.0578077506720745
ACH-000858,-0.02587024777251196
ACH-000859,-0.0180140601285016
ACH-000861,-0.0570243570183544
ACH-000862,-0.06684589440595548
ACH-000865,-0.23262188769376685
ACH-000866,-0.1650134124762102
ACH-000867,-0.19869605443297367
ACH-000869,-0.1913649920666308
ACH-000872,-0.08857112964471289
ACH-000873,0.0436557680128003
ACH-000876,-0.13991777762983834
ACH-000878,-0.17260182926076034
ACH-000880,-0.08436186123900337
ACH-000881,-0.1302141843543857
ACH-000882,-0.1328379044569344
ACH-000884,0.0013042636546285688
ACH-000885,-0.11185689864392694
ACH-000887,-0.10848943236596212
ACH-000889,-0.1820319929920421
ACH-000896,-0.14869690618272596
ACH-000898,-0.1817495563622368
ACH-000900,-0.14552278092589185
ACH-000901,-0.07026585271323957
ACH-000905,-0.11609903299888295
ACH-000906,-0.047618716279872485
ACH-000907,-0.03563885395591496
ACH-000910,-0.1487555758177226
ACH-000911,-0.04545509492571636
ACH-000912,-0.164567279166537
ACH-000913,-0.1876392922925489
ACH-000915,-0.11935905191952564
ACH-000916,-0.32291538917555984
ACH-000917,-0.07990335848415557
ACH-000920,-0.2980063838189433
ACH-000921,-0.008750016871980999
ACH-000924,-0.02984034673508309
ACH-000926,-0.1356245804779295
ACH-000928,-0.09778878649520424
ACH-000929,0.012372103279144632
ACH-000932,-0.11346423399230095
ACH-000935,-0.2947513627850216
ACH-000936,-0.2881028865912699
ACH-000937,-0.0508778758326626
ACH-000938,-0.18868779938284289
ACH-000939,-0.1532986741146779
ACH-000941,-0.059739807732015364
ACH-000943,-0.11321000335456625
ACH-000946,-0.1414051017841957
ACH-000947,-0.08719230469006081
ACH-000948,-0.08802610047427785
ACH-000950,0.0098582814366053
ACH-000953,-0.14894821491989002
ACH-000954,-0.12242502005861802
ACH-000957,-0.07892085462821823
ACH-000958,-0.2896825473461554
ACH-000960,-0.15808740215609285
ACH-000963,0.10074422559388878
ACH-000968,-0.17556366580685873
ACH-000969,-0.07496169656609973
ACH-000972,0.021649562167765892
ACH-000973,-0.10269168135606917
ACH-000974,-0.1992664479151272
ACH-000978,-0.0012606764096047712
ACH-000984,-0.06222530174974246
ACH-000986,0.03693099060700074
ACH-000988,-0.039622035080363466
ACH-000993,-0.10289846728678256
ACH-000994,-0.13199962663243428
ACH-000996,-0.0270726229805373
ACH-001001,-0.1838300606035496
ACH-001020,-0.3893025086946227
ACH-001028,-0.09812266441008334
ACH-001031,-0.26497829694729746
ACH-001038,-0.20248553134461605
ACH-001048,-0.2031697500421655
ACH-001050,-0.14941932064425434
ACH-001053,0.037320992294998565
ACH-001054,-0.17221657757674527
ACH-001061,-0.07166196715226092
ACH-001067,-0.10186002003928864
ACH-001075,-0.17998875981807164
ACH-001096,0.02635647849454191
ACH-001111,0.1622280442929721
ACH-001119,0.03651376136732884
ACH-001128,0.06920857915540347
ACH-001134,-0.1010425740771462
ACH-001151,-0.1436492624021386
ACH-001163,-0.09098221572083792
ACH-001164,0.05004949911614503
ACH-001183,-0.1085409604618753
ACH-001192,-0.1410060084807649
ACH-001193,-0.2078004603818303
ACH-001196,-0.019510603688502798
ACH-001197,0.011232880806926821
ACH-001205,-0.28610253723425044
ACH-001211,0.02917916498671805
ACH-001212,-0.08773761358194276
ACH-001228,-0.011523555009236871
ACH-001232,-0.27150884394912256
ACH-001239,-0.15080807532835613
ACH-001270,-0.09616740887260744
ACH-001274,-0.08805653355279447
ACH-001275,-0.14204553565443342
ACH-001277,0.017341601791832813
ACH-001278,-0.12134649579233915
ACH-001280,0.0824185344382268
ACH-001283,-0.20979555600783806
ACH-001289,-0.40482173647805547
ACH-001300,0.02210002852225804
ACH-001301,-0.32013281222688283
ACH-001302,0.03585782778630355
ACH-001306,-0.06982830281745027
ACH-001318,-0.15076638669470507
ACH-001322,-0.08870511410309087
ACH-001328,-0.08868535885239844
ACH-001332,0.01345683092776977
ACH-001336,-0.19228860158711775
ACH-001346,-0.1685134915105252
ACH-001353,-0.04872157424949665
ACH-001354,0.036281112394617065
ACH-001367,0.03130574037344819
ACH-001368,-0.026322277715310573
ACH-001374,0.12355159856751258
ACH-001377,-0.2381028878472992
ACH-001380,-0.07907706602065727
ACH-001391,-0.08494157386313722
ACH-001408,-0.07358177347451436
ACH-001430,-0.28448923667442233
ACH-001431,-0.059780481130957935
ACH-001450,-0.11297814786258854
ACH-001496,-0.11815611176348348
ACH-001500,-0.05920214774542588
ACH-001523,-0.06310072191350921
ACH-001532,-0.09284568791337812
ACH-001550,-0.09213211814956612
ACH-001552,-0.15882997003699667
ACH-001554,-0.1709644797751133
ACH-001654,-0.10947978883381433
ACH-001735,-0.04726890706735817
ACH-001736,-0.10032314619112932
ACH-001737,-0.4040127136122882
ACH-001740,0.02127746033536221
ACH-001745,-0.0664628752502134
ACH-001765,-0.07563063620442688
