,OGFRL1 (79627)
ACH-000004,0.2689838141101549
ACH-000005,0.23213178288881384
ACH-000007,-0.01336244016292912
ACH-000009,0.2790837899377567
ACH-000011,0.19749080174537909
ACH-000012,0.12000744736672235
ACH-000013,0.24102968121270496
ACH-000014,0.029735762829745518
ACH-000015,0.2304405113603105
ACH-000017,0.27772479467256866
ACH-000018,0.054180098379538966
ACH-000019,0.18302426780216105
ACH-000021,0.05439763522819565
ACH-000022,0.20057862715604724
ACH-000025,0.19076088130961372
ACH-000028,0.17856674525347718
ACH-000030,0.16357489718701373
ACH-000035,0.17930485524323075
ACH-000036,0.2014262624230033
ACH-000037,0.27476490980273643
ACH-000039,0.3132853460788458
ACH-000040,0.16957095221174853
ACH-000041,0.12374103567991775
ACH-000042,0.1747011902525044
ACH-000045,0.3694943929018279
ACH-000047,0.12259723813454265
ACH-000052,0.08461163905772133
ACH-000053,0.17900089493290813
ACH-000054,0.2252249580439502
ACH-000055,0.17322373348971465
ACH-000060,0.08523789380438518
ACH-000067,0.003558728922301476
ACH-000070,0.3288551130147144
ACH-000075,0.1884057277243788
ACH-000078,0.3698014071578065
ACH-000082,0.09105646171429116
ACH-000085,0.3054591276644472
ACH-000086,0.1630357931938875
ACH-000087,0.17022444345030852
ACH-000092,0.207921574056165
ACH-000095,0.2355140696281585
ACH-000097,0.2831752037511892
ACH-000098,0.15337869304799914
ACH-000099,0.2565998722964857
ACH-000108,0.06449974362351849
ACH-000113,0.25814098584025785
ACH-000116,0.1336845976315222
ACH-000118,0.1966809471205647
ACH-000120,0.05662721932425103
ACH-000123,0.1941226969139453
ACH-000127,0.17550372823754554
ACH-000128,0.0929758031902006
ACH-000132,0.16911720440754907
ACH-000133,0.10665941006186297
ACH-000137,0.2956203197908799
ACH-000138,0.16143239409869442
ACH-000142,0.3062278657704011
ACH-000143,0.21789279738400275
ACH-000146,0.24932184083810646
ACH-000148,0.12779755584257466
ACH-000150,0.10710510425904153
ACH-000152,0.13717307134974235
ACH-000153,0.16637122404569846
ACH-000159,0.2367350212478656
ACH-000160,0.17539110385083825
ACH-000163,0.13199153399714067
ACH-000167,0.32070360639528045
ACH-000168,0.11627226708039776
ACH-000169,0.13425875690862835
ACH-000178,0.2308566579159926
ACH-000183,0.3518120968606673
ACH-000188,0.19086596121241128
ACH-000189,0.11078604525209963
ACH-000190,0.2722799251371481
ACH-000198,0.17612451186203726
ACH-000203,0.06983029274855904
ACH-000204,0.023016759516442387
ACH-000206,0.3098955253552331
ACH-000207,0.07153801607881469
ACH-000208,0.11625815429295618
ACH-000210,0.061891553047715285
ACH-000211,0.11713856979771918
ACH-000215,0.19445755309127452
ACH-000221,0.00689051500156044
ACH-000222,-0.012220360283302707
ACH-000223,0.08939763614277664
ACH-000226,0.07847985796649469
ACH-000227,0.2661830899709914
ACH-000228,0.04970440933757578
ACH-000231,0.09743404095102004
ACH-000232,0.13026660477783097
ACH-000233,0.22061298541810945
ACH-000234,0.1533265264830206
ACH-000235,0.09438818541421523
ACH-000237,0.2547031481389692
ACH-000238,0.04505056621972002
ACH-000242,0.2925731825655824
ACH-000243,0.09926627105444102
ACH-000244,0.24441875075640165
ACH-000246,0.1248678984529042
ACH-000248,0.3683679914963574
ACH-000250,0.21521501632739895
ACH-000251,0.029752015663109824
ACH-000252,0.025756380929755462
ACH-000253,0.2223622193907006
ACH-000255,0.13546312703506044
ACH-000256,0.1508969383351989
ACH-000257,0.2560710398293791
ACH-000258,0.4536731189102202
ACH-000259,0.2263538554847904
ACH-000260,0.2616718979437905
ACH-000261,0.1559586287358048
ACH-000262,0.09815028287569898
ACH-000263,0.4378805729873721
ACH-000264,0.1891569281956273
ACH-000265,0.2906531907155448
ACH-000266,0.1777769450522604
ACH-000272,0.19273189804567506
ACH-000274,0.17549928417870453
ACH-000277,0.2357934951823032
ACH-000278,0.16545273301199853
ACH-000279,0.19858419273349048
ACH-000280,0.3000185591317317
ACH-000281,0.20271365904312635
ACH-000288,0.21014786721054698
ACH-000291,0.1652448616423252
ACH-000293,0.28657142486322146
ACH-000294,0.12099400942157043
ACH-000295,0.3661230679022111
ACH-000296,0.2530001425172477
ACH-000302,0.07343028394655607
ACH-000304,0.4650326477974835
ACH-000307,0.10586793876447964
ACH-000308,0.181892012818104
ACH-000310,0.2438793028762832
ACH-000311,0.21965714486179871
ACH-000312,0.2985112236982955
ACH-000315,0.2855355178155604
ACH-000316,0.22504245316383026
ACH-000317,0.15336448653559825
ACH-000318,0.2485665327727737
ACH-000319,0.10389841037604294
ACH-000320,0.19480338271537306
ACH-000322,0.12948362403297853
ACH-000323,0.1937432013050592
ACH-000324,0.18152556892739435
ACH-000329,0.16692793613774118
ACH-000330,0.10458142295950687
ACH-000331,0.2560477457009856
ACH-000332,0.21416690749193887
ACH-000334,0.0967678109522313
ACH-000335,-0.04804711969860884
ACH-000336,0.2288581721030467
ACH-000337,0.2633135206284393
ACH-000338,0.1493180320309112
ACH-000339,0.1796249670696201
ACH-000341,0.22134253773396276
ACH-000348,0.09319199082191876
ACH-000350,0.1825592185177012
ACH-000352,0.14960674118882406
ACH-000356,0.1519941840070201
ACH-000361,0.224081113753079
ACH-000362,0.2271642520302956
ACH-000363,0.09356158740756228
ACH-000364,0.18767045834820165
ACH-000365,0.2541154900237689
ACH-000366,0.23683346378684134
ACH-000368,0.09439875369962322
ACH-000374,0.2050286203568964
ACH-000375,0.3087258548065424
ACH-000376,0.2063969185324552
ACH-000381,0.2208049236082141
ACH-000383,0.28328295287143085
ACH-000387,0.18310459406044136
ACH-000389,0.19873091971181095
ACH-000390,0.16929231292453506
ACH-000393,0.2679731766312009
ACH-000395,0.16390067581229628
ACH-000396,-0.012580686669752024
ACH-000397,0.16762408287830122
ACH-000401,0.12499331567044634
ACH-000402,-0.042224226007579566
ACH-000403,0.1994036893498667
ACH-000404,0.0824209069131403
ACH-000406,0.19222936747952346
ACH-000407,0.16779578344777904
ACH-000408,0.33583338534798685
ACH-000410,0.1222798643944058
ACH-000411,0.2933223933748959
ACH-000414,0.22022823859685747
ACH-000415,0.06866613127712701
ACH-000416,0.14773028702971547
ACH-000420,0.19101365137967768
ACH-000421,0.021446264998731517
ACH-000424,0.13021581321161005
ACH-000425,0.15867589366120574
ACH-000426,0.1828129545735357
ACH-000427,0.10568308839025913
ACH-000433,-0.09078123303307924
ACH-000435,0.2294007575270039
ACH-000436,0.06632414798979079
ACH-000444,0.21835352778590408
ACH-000445,-0.027012904942974727
ACH-000448,0.18328122292880533
ACH-000450,0.234289526212846
ACH-000452,0.154583592032788
ACH-000454,-0.005110767945601741
ACH-000458,0.17241452075425887
ACH-000459,0.37573597460242736
ACH-000460,0.22112746797685934
ACH-000461,0.010309231887867795
ACH-000463,0.19337122896555745
ACH-000464,0.2503357472465892
ACH-000466,0.17744837940432104
ACH-000467,0.20760435175780165
ACH-000468,0.17504143057453014
ACH-000469,0.2557854825155189
ACH-000470,0.04007732737683846
ACH-000471,0.17960281817949714
ACH-000472,0.1863206363227897
ACH-000473,0.15533452475044324
ACH-000475,0.2258046874102794
ACH-000476,0.15945806492828402
ACH-000477,0.3509237475449741
ACH-000479,0.04449445401408095
ACH-000480,0.25725044983777234
ACH-000481,0.04219121560087393
ACH-000483,0.1027984042950302
ACH-000484,0.13045984454003465
ACH-000485,0.20642544351222425
ACH-000486,0.19604135871356887
