,TIGD1 (200765)
ACH-000004,-0.6734959079680328
ACH-000005,-0.4028045071463873
ACH-000007,-0.1262722857988645
ACH-000009,-0.33328976963315105
ACH-000011,-0.5009385901792069
ACH-000012,-0.3650427115282739
ACH-000013,-0.30464302614912
ACH-000014,-0.35479780199350114
ACH-000015,-0.25045964902480355
ACH-000017,-0.4297799772384759
ACH-000018,-0.331571337816302
ACH-000019,-0.2955362918890033
ACH-000021,-0.2806785272296434
ACH-000022,-0.3650033782135684
ACH-000025,-0.3218626748784714
ACH-000028,-0.09985239279791454
ACH-000030,-0.4428358273607817
ACH-000035,-0.3496022796687375
ACH-000036,-0.3763109974906973
ACH-000037,-0.3176524269717065
ACH-000039,-0.5371522655832636
ACH-000040,-0.6009784580543893
ACH-000041,-0.2768527464345925
ACH-000042,-0.2880830825794074
ACH-000045,-0.21229386125768704
ACH-000047,-0.4851597973814675
ACH-000052,-0.3943423269944222
ACH-000053,-0.3732312995149414
ACH-000054,-0.4708598790321775
ACH-000055,-0.3651082900340748
ACH-000060,-0.20388335258232956
ACH-000067,-0.5042833471075429
ACH-000070,-0.4864100843870816
ACH-000075,-0.89456868752512
ACH-000078,-0.4011859285669894
ACH-000082,-0.3202112086796329
ACH-000085,-0.2415089624400168
ACH-000086,-0.4938029397899867
ACH-000087,-0.6081130134443065
ACH-000092,-0.3773556408212778
ACH-000095,-0.3157264504228317
ACH-000097,-0.3213004789086024
ACH-000098,-0.2714640630606547
ACH-000099,-0.3708201898474132
ACH-000108,-0.22532382481977195
ACH-000113,-0.11815327107914644
ACH-000116,-0.3506297500212685
ACH-000118,-0.13333236190204364
ACH-000120,-0.12796471582339342
ACH-000123,-0.3681812950719538
ACH-000127,-0.24558170952140634
ACH-000128,-0.3903242101807757
ACH-000132,-0.38819431913043856
ACH-000133,-0.4508470718023634
ACH-000137,-0.36582797446254267
ACH-000138,-0.3385211698523709
ACH-000142,-0.3089727807776021
ACH-000143,-0.39432008609744695
ACH-000146,-0.13471423491670942
ACH-000148,-0.3749278341791252
ACH-000150,-0.4037851269232864
ACH-000152,-0.5453546692148983
ACH-000153,-0.36078903279351904
ACH-000159,-0.5307597174354013
ACH-000160,-0.15618218821192756
ACH-000163,-0.42932629451096005
ACH-000167,-0.6638807259839186
ACH-000168,-0.19428989172863675
ACH-000169,-0.3660512697281896
ACH-000178,-0.35415258584237874
ACH-000183,-0.27417387127074555
ACH-000188,-0.42984616547971344
ACH-000189,-0.5471486761665691
ACH-000190,-0.4981985707246368
ACH-000198,-0.3528157352154349
ACH-000203,0.22858711104627674
ACH-000204,-0.31394352078024396
ACH-000206,-0.31666618716947714
ACH-000207,-0.3725288731648459
ACH-000208,-0.040674880418603516
ACH-000210,-0.0962203350564458
ACH-000211,-0.2817999828176859
ACH-000215,-0.35873425051665203
ACH-000221,-0.2244406538281728
ACH-000222,-0.5668655320076164
ACH-000223,-0.4992497602921477
