,PIP5KL1 (138429)
ACH-000004,-0.19785639875652
ACH-000005,-0.08299628878161942
ACH-000007,-0.12085993428942107
ACH-000009,-0.08582192422722959
ACH-000011,-0.11037168097029804
ACH-000012,-0.18811812308281414
ACH-000013,-0.178711741464589
ACH-000014,0.03272202539396722
ACH-000015,-0.16192671487695795
ACH-000017,-0.01924282472598748
ACH-000018,-0.030315848270620806
ACH-000019,-0.05629132642224702
ACH-000021,-0.10935036648849514
ACH-000022,-0.1869622111358344
ACH-000025,-0.05734925970123274
ACH-000028,0.17525884103618436
ACH-000030,-0.05532516948475622
ACH-000035,0.0306329780667534
ACH-000036,0.08896904031692744
ACH-000037,-0.18024808234529469
ACH-000039,-0.15529784710045108
ACH-000040,-0.2943431363668431
ACH-000041,-0.0446702803566578
ACH-000042,-0.11236295142171056
ACH-000045,-0.05456890306324083
ACH-000047,-0.13617852963816862
ACH-000052,-0.17628087318992774
ACH-000053,0.05384994568973822
ACH-000054,0.07365190931390637
ACH-000055,-0.10552893554767384
ACH-000060,-0.10648958558780104
ACH-000067,0.039683782660196114
ACH-000070,0.05360907330339457
ACH-000075,-0.12276021640978875
ACH-000078,-0.038007986212252216
ACH-000082,0.04216392821230825
ACH-000085,-0.1065024580442593
ACH-000086,-0.09206289798508888
ACH-000087,-0.2987118935645123
ACH-000092,-0.040175909385959184
ACH-000095,-0.011976620692517636
ACH-000097,0.025687581174658605
ACH-000098,-0.0044381962110110725
ACH-000099,-0.017078612099526918
ACH-000108,-0.034255541451936634
ACH-000113,-0.02489910646046951
ACH-000116,-0.10598182279391648
ACH-000118,-0.1374535165546366
ACH-000120,0.050099417642550825
ACH-000123,-0.03284942672678761
ACH-000127,0.038786404336227306
ACH-000128,0.07795885900086569
ACH-000132,-0.02450895741585172
ACH-000133,-0.1171085983478273
ACH-000137,0.11670842465353168
ACH-000138,-0.14457878477398234
ACH-000142,-0.1933309859774296
ACH-000143,-0.05609756921821338
ACH-000146,0.029893622649411145
ACH-000148,-0.1235733595150351
ACH-000150,-0.014975578764302932
ACH-000152,-0.036406104054346126
ACH-000153,-0.1298476753000666
ACH-000159,-0.02652652328357563
ACH-000160,-0.04111163336327736
ACH-000163,-0.2283511666659236
ACH-000167,-0.0663663438003929
ACH-000168,-0.07113176564723621
ACH-000169,-0.12749846905021536
ACH-000178,-0.051221730286350416
ACH-000183,0.00761373907227075
ACH-000188,-0.16911589928157034
ACH-000189,-0.28631878212058626
ACH-000190,-0.18537734059708008
ACH-000198,0.03871285419554784
ACH-000203,-0.052516213429575465
ACH-000204,0.013536386128848341
ACH-000206,0.058151455936779124
ACH-000207,-0.02256385531315495
ACH-000208,0.032168515116606435
ACH-000210,0.17238598599056232
ACH-000211,0.01225229585942626
ACH-000215,-0.04804910209656131
ACH-000221,0.0779018632008431
ACH-000222,0.029790759813775682
ACH-000223,-0.0913428950456134
ACH-000226,0.0200512709921862
ACH-000227,0.045463683906435605
ACH-000228,0.08895580257999451
ACH-000231,-0.011218950975273605
ACH-000232,0.007050313101563885
ACH-000233,0.06636504327029473
ACH-000234,-0.02251465486165546
ACH-000235,-0.03762397299022432
ACH-000237,-0.0389221358636045
ACH-000238,-0.09076438198055184
ACH-000242,0.06368642342914356
ACH-000243,-0.05433187226031504
ACH-000244,0.01684816747567742
ACH-000246,0.007004812294276605
ACH-000248,-0.1064869969283571
ACH-000250,-0.13815723055292925
ACH-000251,0.04180492991721451
ACH-000252,-0.11721334925290358
ACH-000253,-0.015046048178701938
ACH-000255,-0.032319353800865286
ACH-000256,-0.15263944612359134
ACH-000257,0.011936835667335373
ACH-000258,0.09205259307663743
ACH-000259,-0.1905131232908472
ACH-000260,-0.06595638729819471
ACH-000261,-0.08573750034996493
ACH-000262,0.01872038397459552
ACH-000263,0.015764015150614985
ACH-000264,-0.08888659784039367
ACH-000265,0.026000864472532043
ACH-000266,-0.05698758862244234
ACH-000272,0.04218316201668836
ACH-000274,-0.1446658948815647
ACH-000277,-0.017390935415750024
ACH-000278,0.012467252596424734
ACH-000279,0.02556507885381977
ACH-000280,-0.2236219238394264
ACH-000281,-0.0390012442486795
ACH-000288,0.07082217622375404
ACH-000291,-0.014365631341649716
ACH-000293,-0.08407395538654366
ACH-000294,0.11345833849730662
ACH-000295,-0.028533409415180507
ACH-000296,-0.06278589599437194
ACH-000302,-0.04087779571861006
ACH-000304,-0.23590243219441775
ACH-000307,-0.05490610602885623
ACH-000308,-0.05812434736838885
ACH-000310,0.06859834606198659
ACH-000311,0.0027466615512994584
ACH-000312,-0.07867590166185011
ACH-000315,-0.17947563126426766
ACH-000316,-0.07651613232726608
ACH-000317,0.08704432209724075
ACH-000318,-0.15114522710184705
ACH-000319,0.07511694219433088
ACH-000320,-0.1085138328509017
ACH-000322,0.11642022742806375
ACH-000323,0.0040091092875004465
ACH-000324,-0.08557862323964033
ACH-000329,-0.009411733004212266
ACH-000330,-0.14647544984551436
ACH-000331,0.0553845190022095
ACH-000332,0.005794494895688549
ACH-000334,-0.029162164809233476
ACH-000335,-0.1288180543603059
ACH-000336,-0.06859999438862223
ACH-000337,-0.1128354184490823
ACH-000338,-0.22854030299005096
