,ALK (238)
ACH-000004,-0.26342821996314497
ACH-000005,-0.056009066700984725
ACH-000007,-0.01827068083554705
ACH-000009,-0.09120905409593437
ACH-000011,-0.07945015617123362
ACH-000012,-0.0538692765588008
ACH-000013,-0.1899643309475748
ACH-000014,-0.1197670782116637
ACH-000015,-0.14955052456891088
ACH-000017,-0.22372930660329493
ACH-000018,-0.0239733322486401
ACH-000019,-0.1370759807999205
ACH-000021,-0.0762992628681697
ACH-000022,-0.2275531298919987
ACH-000025,0.006423954031634928
ACH-000028,-0.1130301029599506
ACH-000030,-0.1824651699890152
ACH-000035,-0.08297641138988765
ACH-000036,-0.2259917646861412
ACH-000037,-0.2510616913131104
ACH-000039,-0.03766661198944948
ACH-000040,-0.06862152274854114
ACH-000041,-0.16785377673608096
ACH-000042,-0.1200989249777148
ACH-000045,-0.02313051688206136
ACH-000047,-0.13511880534062562
ACH-000052,-0.07354372382461842
ACH-000053,-0.14349831366019278
ACH-000054,-0.17434496619941653
ACH-000055,-0.03966621054362055
ACH-000060,-0.07896648816195517
ACH-000067,-0.3134509965670554
ACH-000070,-0.10559172209097924
ACH-000075,-0.31162332415815386
ACH-000078,-0.2240183126516932
ACH-000082,-0.00907888430611201
ACH-000085,-0.17597671823101896
ACH-000086,-0.15223423966540986
ACH-000087,-0.0290151311334727
ACH-000092,-0.18648651373412412
ACH-000095,-0.16380437753513466
ACH-000097,-0.18114529261575832
ACH-000098,-0.11388179891876653
ACH-000099,-0.15687741551507745
ACH-000108,-0.05507505292573783
ACH-000113,0.030668149860392426
ACH-000116,-0.059286813215035476
ACH-000118,-0.13868108028841455
ACH-000120,-0.11867628999818955
ACH-000123,-0.16689118382068502
ACH-000127,-0.2152366562934301
ACH-000128,-0.2253148224272347
ACH-000132,-0.1708391116137932
ACH-000133,-0.12509858360181672
ACH-000137,-0.044259865576565936
ACH-000138,-0.08982206908389566
ACH-000142,-0.17696707192879976
ACH-000143,-0.20241884107554364
ACH-000146,-0.18546353471132326
ACH-000148,-0.046450664315963765
ACH-000150,-0.05547079368327118
ACH-000152,-0.028547063712211607
ACH-000153,-0.22261173091111264
ACH-000159,-0.16191529918543154
ACH-000160,-0.11090795363551023
ACH-000163,-0.13945392509321874
ACH-000167,-0.2589957256220695
ACH-000168,-0.08118938655768873
ACH-000169,-0.1488693326668895
ACH-000178,-0.2283468011059589
ACH-000183,-0.08759287077162836
ACH-000188,-0.0465308797182057
ACH-000189,-0.14405237090890635
ACH-000190,-0.3235083374344109
ACH-000198,-0.12887282109205905
ACH-000203,-0.026877123137774853
ACH-000204,-0.3282453113224299
ACH-000206,-0.01897081479808192
ACH-000207,-0.06503098767725637
ACH-000208,-0.019878077063490845
ACH-000210,-0.3176878145688894
ACH-000211,-0.05878475517661962
ACH-000215,-0.1564907261770009
ACH-000221,-0.0623317508296473
ACH-000222,0.02885954251156808
ACH-000223,-0.2597451645038445
ACH-000226,-0.2333687898758889
ACH-000227,-0.1561606703538799
ACH-000228,0.026927883328704008
ACH-000231,-0.1505624882801703
ACH-000232,-0.09334800123307438
ACH-000233,-0.07392853796521022
ACH-000234,-0.03130059447442478
ACH-000235,-0.1302612604913695
ACH-000237,-0.06644585703646856
ACH-000238,-0.2586004468405453
ACH-000242,-0.23344581168742415
ACH-000243,-0.14107729035529862
ACH-000244,-0.2295325834961227
ACH-000246,-0.09402015010445276
ACH-000248,-0.11393978537706792
ACH-000250,-0.11126322378319356
ACH-000251,-0.07931265480003524
ACH-000252,-0.16471766310180572
ACH-000253,-0.0011384774480723721
ACH-000255,-0.18985298094438666
ACH-000256,-0.1841684415726564
ACH-000257,-0.034851035348608575
ACH-000258,-0.13530946151904613
ACH-000259,-0.5829905838641379
ACH-000260,-0.13499588141106394
ACH-000261,-0.15099397862706382
ACH-000262,0.1425460697794462
ACH-000263,-0.07548874189014854
ACH-000264,-0.15336636258835198
ACH-000265,-0.05081789334420145
ACH-000266,-0.19198058210964092
ACH-000272,-0.14083424244295126
ACH-000274,-0.1224477843781132
ACH-000277,-0.2709795828915381
ACH-000278,-0.17972357910769207
ACH-000279,-0.1025395391953022
ACH-000280,-0.08958746584169199
ACH-000281,-0.19062629079823587
ACH-000288,-0.1170981556859618
ACH-000291,-0.1244407435302143
ACH-000293,-0.20071310955447816
ACH-000294,-0.11528534494381112
ACH-000295,-0.1187403237523818
ACH-000296,-0.07359965669595317
ACH-000302,-0.11509740123061407
ACH-000304,-0.051528985825675666
ACH-000307,-0.10394609443284228
ACH-000308,-0.10126447824645284
ACH-000310,-0.3745474115597458
ACH-000311,-0.006213211940086616
ACH-000312,-0.19505735937976185
ACH-000315,-0.14222089311241742
ACH-000316,-0.006898428750268432
ACH-000317,-0.11092644032832
ACH-000318,-0.3494495138653528
ACH-000319,-0.07273600046546487
ACH-000320,-0.10588092706808017
ACH-000322,-0.28946829231085197
ACH-000323,-0.19513035244917276
ACH-000324,-0.15946566899102851
ACH-000329,-0.058400594990723136
ACH-000330,-0.0646928752018894
ACH-000331,-0.1729390825475217
ACH-000332,-0.11162263548821584
ACH-000334,-0.13444556165055804
ACH-000335,-0.2799030561839118
ACH-000336,-0.27767627035585923
ACH-000337,-0.036537981723664716
ACH-000338,-0.16703242562177273
ACH-000339,-0.08617846301798243
ACH-000341,0.031484704335629575
ACH-000348,-0.1845204866962124
ACH-000350,-0.21274294932274668
ACH-000352,-0.1895438192580442
ACH-000356,-0.1570841458950207
ACH-000361,-0.07276614239647514
ACH-000362,-0.06009999130948025
ACH-000363,-0.11170937155903002
ACH-000364,-0.23056412273381766
ACH-000365,-0.04587385478967433
ACH-000366,-0.17743539146267764
ACH-000368,-0.2522649874223569
ACH-000374,-0.05678646693406875
ACH-000375,0.02174294243723975
ACH-000376,-0.14355930950872095
ACH-000381,-0.05281972056638496
ACH-000383,-0.1227388068631022
ACH-000387,-0.07837172274498526
ACH-000389,-0.10308617893481807
ACH-000390,-0.0756593440213104
ACH-000393,-0.15852618138371868
ACH-000395,-0.1311131408300242
ACH-000396,-0.2314049531635645
ACH-000397,-0.12676168874150748
ACH-000401,-0.3496491148353897
ACH-000402,-0.16499923942479786
ACH-000403,-0.09688972618492753
ACH-000404,-0.20386559308187344
ACH-000406,-0.11442759311785675
ACH-000407,-0.18549808740132345
ACH-000408,-0.17629285135436704
ACH-000410,-0.2385821056696225
ACH-000411,-0.13573158911344166
ACH-000414,-0.01652833392555979
ACH-000415,-0.01799878247248236
ACH-000416,-0.1474626745249361
ACH-000420,-0.06950423733809599
ACH-000421,-0.18763286635126572
ACH-000424,-0.352812470737186
ACH-000425,-0.1319175612767904
ACH-000426,-0.033783936242800384
ACH-000427,-0.2827758424169702
ACH-000433,-0.02288075504454254
ACH-000435,-0.2377471799749916
ACH-000436,-0.04648129007391063
ACH-000444,-0.1720709633409565
ACH-000445,-0.18437181782828335
ACH-000448,-0.16880345019173928
ACH-000450,-0.13738729049466902
ACH-000452,-0.05823415081598988
ACH-000454,-0.28007575028506976
ACH-000458,-0.026232953241803032
ACH-000459,-0.15763503956279806
ACH-000460,-0.1787432889987938
ACH-000461,-0.04952593197953467
ACH-000463,-0.1838577309942097
ACH-000464,-0.021290003353029458
ACH-000466,-0.10670366569028457
ACH-000467,-0.1944911814900633
ACH-000468,-0.14208923936944942
ACH-000469,-0.172972750888811
ACH-000470,-0.028036477416462532
ACH-000471,-0.2641107591858068
