,HIST1H4A (8359)
ACH-000004,-0.08235390267831358
ACH-000005,-0.15529336952738398
ACH-000007,-0.30219363180506864
ACH-000009,-0.01857068845705251
ACH-000011,-0.3863494503644685
ACH-000012,-0.21482974041463554
ACH-000013,-0.020725214542439037
ACH-000014,-0.3846488258487171
ACH-000015,0.029354315584911164
ACH-000017,-0.10357302221087723
ACH-000018,-0.1350828588579517
ACH-000019,-0.28719131913499885
ACH-000021,-0.05506048681442585
ACH-000022,-0.03844492563987755
ACH-000025,-0.018443713187244724
ACH-000028,-0.07678005267007318
ACH-000030,-0.15295920650629585
ACH-000035,-0.2279030865664785
ACH-000036,-0.09402154977675482
ACH-000037,-0.04897659785966165
ACH-000039,-0.0033277215516100468
ACH-000040,-0.11623951666652148
ACH-000041,-0.15686038122554838
ACH-000042,-0.06917208113088145
ACH-000045,-0.10684789319813214
ACH-000047,-0.14731477765490475
ACH-000052,-0.10340589965792096
ACH-000053,-0.20940501317808088
ACH-000054,-0.16320649518619154
ACH-000055,-0.0206113791276792
ACH-000060,-0.18867514393787144
ACH-000067,-0.12287899087845545
ACH-000070,-0.10184853019863582
ACH-000075,-0.12243645694994923
ACH-000078,-0.2417184391918029
ACH-000082,-0.08364851422975042
ACH-000085,-0.31232622782725145
ACH-000086,-0.18650832346137314
ACH-000087,-0.2418752049481213
ACH-000092,-0.08900239768334284
ACH-000095,-0.08836952571785933
ACH-000097,-0.07450002361780803
ACH-000098,-0.17088096572380512
ACH-000099,-0.2910833410694685
ACH-000108,-0.05568223078355069
ACH-000113,-0.2152149703341613
ACH-000116,-0.17293941555204495
ACH-000118,-0.03865558670672743
ACH-000120,-0.1857851003910055
ACH-000123,-0.180639487138647
ACH-000127,-0.09509674535030403
ACH-000128,-0.04920488185303517
ACH-000132,-0.0961518720536538
ACH-000133,-0.07111409942239852
ACH-000137,-0.15107687053174146
ACH-000138,-0.14259735264389067
ACH-000142,-0.23185160747020556
ACH-000143,-0.01715288198918028
ACH-000146,-0.07589764675834731
ACH-000148,-0.04455976470811545
ACH-000150,-0.11447927082253308
ACH-000152,-0.19189317758171184
ACH-000153,-0.04794995107567929
ACH-000159,-0.10995827630318517
ACH-000160,0.23821110405636045
ACH-000163,-0.24851549952862276
ACH-000167,0.5830713723873755
ACH-000168,-0.12750847070298574
ACH-000169,-0.20599411323537345
ACH-000178,-0.05822210847581174
ACH-000183,-0.02724005982944392
ACH-000188,-0.17705961267291964
ACH-000189,-0.3210394704389358
ACH-000190,0.20090246495124534
ACH-000198,-0.1504995234542407
ACH-000203,0.03740053234874327
ACH-000204,0.10201755496340592
ACH-000206,-0.38222842541733215
ACH-000207,-0.20588865423276814
ACH-000208,-0.08028305118159586
ACH-000210,-0.19033477608831986
ACH-000211,-0.13245977169129972
ACH-000215,-0.06529800679914978
ACH-000221,0.018449463473691446
ACH-000222,-0.08357672475245087
ACH-000223,-0.2524527140575
ACH-000226,-0.15201376328342034
