,PPAN (56342)
ACH-000004,-0.8632422186675749
ACH-000005,-0.8835860902949887
ACH-000007,-1.1481721697563518
ACH-000009,-1.182236453092368
ACH-000011,-0.9928116026520012
ACH-000012,-0.97760794752115
ACH-000013,-0.9180788059180596
ACH-000014,-1.204606561376441
ACH-000015,-1.1172390354129738
ACH-000017,-1.0258950515352443
ACH-000018,-1.2312841841265776
ACH-000019,-0.8891482534559729
ACH-000021,-1.1968497616856286
ACH-000022,-1.0296648081593889
ACH-000025,-1.1956850334074984
ACH-000028,-1.1203364431941918
ACH-000030,-1.1901863233151322
ACH-000035,-1.062605491433822
ACH-000036,-1.091515213968369
ACH-000037,-0.9036788092167232
ACH-000039,-0.9213030781161096
ACH-000040,-0.9858876415324676
ACH-000041,-1.1409025505948305
ACH-000042,-1.0679968884326458
ACH-000045,-0.7802972148296013
ACH-000047,-0.9311025821707474
ACH-000052,-1.0504780582767372
ACH-000053,-1.2061967167847472
ACH-000054,-1.127672124024539
ACH-000055,-1.309592538168525
ACH-000060,-1.0028495490950942
ACH-000067,-1.2836014875896258
ACH-000070,-0.9777190292108487
ACH-000075,-1.111204749786476
ACH-000078,-1.0453094667011271
ACH-000082,-0.9055667317418552
ACH-000085,-1.1853533857126657
ACH-000086,-1.1348154323992818
ACH-000087,-1.1259903184403177
ACH-000092,-1.1195296983348872
ACH-000095,-0.903579031971902
ACH-000097,-1.133243250906106
ACH-000098,-1.1561883927777366
ACH-000099,-1.0320521293801193
ACH-000108,-1.2047767602508674
ACH-000113,-0.9627736356331756
ACH-000116,-0.978961860456288
ACH-000118,-0.8730375499421822
ACH-000120,-0.9979393554110938
ACH-000123,-0.9942022905985932
ACH-000127,-1.0196907680400504
ACH-000128,-1.0960694308341044
ACH-000132,-0.9577922794708392
ACH-000133,-0.9025357782212118
ACH-000137,-1.306430602159788
ACH-000138,-1.2325885435305666
ACH-000142,-1.1383611908098994
ACH-000143,-1.0413965374879102
ACH-000146,-0.9552131429258226
ACH-000148,-1.0291822258166623
ACH-000150,-1.1472838774642962
ACH-000152,-1.166366114671444
ACH-000153,-1.0601775495834698
ACH-000159,-1.331925970561338
ACH-000160,-1.3640051761095924
ACH-000163,-1.0992998750065988
ACH-000167,-1.3090026340557204
ACH-000168,-0.9353926658950648
ACH-000169,-1.027001484932608
ACH-000178,-1.0964455856086808
ACH-000183,-1.1956556456310334
ACH-000188,-1.027623006357913
ACH-000189,-0.966979736016488
ACH-000190,-1.221862173794643
ACH-000198,-0.9657337732562936
ACH-000203,-1.0621385436510284
ACH-000204,-1.2074395326023737
ACH-000206,-1.293638661833568
ACH-000207,-0.776447768396288
ACH-000208,-1.2864524205311774
ACH-000210,-1.0135353831286218
ACH-000211,-1.1620211551086794
ACH-000215,-1.1870420525342535
ACH-000221,-1.3852992382723135
ACH-000222,-1.113156961092001
ACH-000223,-1.0686538279363078
ACH-000226,-0.9821439388741348
ACH-000227,-0.7762807920647478
ACH-000228,-1.007880377292165
ACH-000231,-1.361996141331956
ACH-000232,-0.9846693713902764
ACH-000233,-1.0835453721547383
ACH-000234,-1.1670450049089882
ACH-000235,-1.123380059093667
ACH-000237,-1.2618712044710736
ACH-000238,-1.1837126605445243
ACH-000242,-1.004344241435808
ACH-000243,-1.2167053888242432
ACH-000244,-0.9871172646774814
ACH-000246,-1.0388817885020123
