,ST7L (54879)
ACH-000383,-0.11458113816259942
ACH-000387,-0.23984691344690426
ACH-000389,-0.08195449419246666
ACH-000390,-0.0840815615833601
ACH-000393,-0.2115378768297077
ACH-000395,-0.1871103397624531
ACH-000396,0.004873840576121729
ACH-000397,-0.11547874840870186
ACH-000401,0.019540422223497788
ACH-000402,-0.3490370918634891
ACH-000403,-0.06860396855505539
ACH-000404,-0.4083553872465809
ACH-000406,-0.09493007810340384
ACH-000407,-0.28325051484239866
ACH-000408,-0.02189457403717569
ACH-000410,-0.3001605259252239
ACH-000411,-0.22079643707283586
ACH-000414,-0.07639517888729286
ACH-000415,-0.04356048971564504
ACH-000416,-0.20549250734099667
ACH-000420,-0.2148570961540187
ACH-000421,-0.10704421422159403
ACH-000424,-0.3657212477573335
ACH-000425,-0.21500841893249573
ACH-000426,-0.2847715178407916
ACH-000427,-0.23908948537795224
ACH-000433,-0.189399088293
ACH-000435,-0.1906228238137414
ACH-000436,-0.2430517055452132
ACH-000444,-0.0814412712966438
ACH-000445,-0.28818188129362443
ACH-000448,-0.17840531769077062
ACH-000450,-0.10166237127056947
ACH-000452,-0.13152919294615095
ACH-000454,-0.059052953126137224
ACH-000458,-0.2419172599391323
ACH-000459,0.06476721504439717
ACH-000460,-0.09517785012061833
ACH-000461,-0.3567254497386097
ACH-000463,-0.2306062893206036
ACH-000464,-0.293223766324176
ACH-000466,-0.2851117385122228
ACH-000467,-0.07838471559524529
ACH-000468,-0.1386903616452067
ACH-000469,-0.15584311590863795
ACH-000470,-0.09553217275409538
ACH-000471,-0.11143047444208733
ACH-000472,-0.12368112852183633
ACH-000473,-0.1712300533252153
ACH-000475,-0.1815004042958237
ACH-000476,-0.08322720571714347
ACH-000477,-0.07781535477063738
ACH-000479,-0.42649604274065456
ACH-000480,-0.20654844690880814
ACH-000481,-0.121088483841378
ACH-000483,0.0593315464449784
ACH-000484,-0.07932304386529823
ACH-000485,-0.12498764644556125
ACH-000486,-0.15665910049046866
ACH-000487,-0.1496794128652766
ACH-000488,-0.07349364170119882
ACH-000490,-0.2160899577493092
ACH-000491,-0.08227266632229974
ACH-000495,-0.13037977016209484
ACH-000496,-0.15808665027077706
ACH-000499,-0.2700771985283105
ACH-000500,-0.4267654820430382
ACH-000502,-0.03678130795796618
ACH-000503,0.09493065428891703
ACH-000505,-0.11279846910678512
ACH-000507,-0.3479454096002215
ACH-000510,-0.11941604439602528
ACH-000511,-0.1103628509775787
ACH-000512,-0.3570578481714524
ACH-000516,-0.2079816880899937
ACH-000517,-0.11084783573790308
ACH-000518,-0.02847054109841335
ACH-000520,-0.12275971015383275
ACH-000521,-0.16040910547584125
ACH-000522,-0.2928088140673775
ACH-000524,-0.08134401373015403
ACH-000527,-0.03741800910632883
ACH-000528,-0.1974758063546898
ACH-000537,-0.14094142607924534
ACH-000541,-0.19550527425165898
ACH-000542,-0.2554965586708426
ACH-000544,-0.13257746666210307
ACH-000545,-0.07550952142053352
ACH-000547,-0.5018340736749578
ACH-000548,-0.19661096407793952
ACH-000549,-0.2382242915181716
ACH-000550,-0.14217961022986428
ACH-000552,-0.11868559219866505
ACH-000556,-0.06783959054705557
ACH-000557,-0.15557143061409434
ACH-000569,-0.09873786307587028
ACH-000570,-0.1803197919765791
ACH-000571,-0.24771614281184706
ACH-000573,-0.13145449757501926
ACH-000576,-0.1999259126342192
ACH-000579,-0.20024173493293426
ACH-000580,-0.08572401015303258
ACH-000584,-0.16772912542018392
ACH-000585,-0.10302825636182572
ACH-000588,-0.25262062795466395
ACH-000589,-0.042719023980073004
ACH-000591,-0.13073635616423745
ACH-000593,-0.17486811079700962
ACH-000600,-0.1899605085972305
ACH-000601,-0.08639759199269392
ACH-000605,-0.3305002401992121
ACH-000606,-0.14089082822561164
ACH-000608,-0.12270341131059323
ACH-000614,-0.1998310373227254
ACH-000616,-0.16943722672641245
ACH-000618,-0.11518410777312064
ACH-000619,-0.1627719557404901
ACH-000620,-0.21529936051638315
ACH-000621,-0.2720890028846788
ACH-000622,-0.2379700268370794
ACH-000623,-0.21145923514427264
ACH-000624,-0.13332773086155195
ACH-000627,-0.3348009008741216
ACH-000630,-0.08638970707353882
ACH-000631,0.20449831301169608
ACH-000632,-0.14628660481101435
ACH-000633,-0.08871272831544025
ACH-000637,-0.0896099794992172
ACH-000638,-0.06763000513214852
ACH-000646,-0.2450245777416751
ACH-000647,-0.1451202109388188
ACH-000648,-0.1627939421956622
ACH-000649,-0.18194010837440125
ACH-000651,-0.09111225881634537
ACH-000652,-0.0006166869829340268
ACH-000653,-0.163651488295155
ACH-000657,-0.1463201373728521
ACH-000658,-0.2330550582046684
ACH-000661,-0.13022492868152755
ACH-000662,-0.27507168030230256
ACH-000663,-0.035481892428443115
ACH-000665,-0.12301100770581645
ACH-000671,-0.15105871123321346
ACH-000672,-0.2907753326445728
ACH-000673,-0.20997857198214112
ACH-000676,-0.28850884943283983
ACH-000677,-0.10046766957696744
ACH-000681,-0.1047852818596948
ACH-000683,-0.2010281010253268
ACH-000684,-0.1551761990663804
ACH-000688,-0.2753084795829213
ACH-000693,-0.07600402997785735
ACH-000694,-0.05750440201570934
ACH-000695,0.13187114666132224
ACH-000696,-0.15271520039745426
ACH-000697,-0.13466419385018594
ACH-000699,-0.12795228252165675
ACH-000701,-0.20922927780832865
ACH-000706,-0.21028365662237908
ACH-000711,-0.12047786967136115
ACH-000713,-0.4086315310590027
ACH-000714,-0.11146283119626876
ACH-000718,-0.10679809539536332
ACH-000720,-0.1246763504761747
ACH-000721,-0.29980820608387715
ACH-000724,-0.12412136650861165
ACH-000725,-0.10493192274652333
ACH-000732,-0.14049204770675716
ACH-000734,-0.1476935469346616
ACH-000735,-0.226067729564263
ACH-000736,-0.1515951782072767
ACH-000738,-0.15255708851893718
ACH-000746,-0.11705689125945633
ACH-000747,-0.1574021782741606
ACH-000748,-0.1609576702527242
ACH-000753,-0.10070648264757452
ACH-000756,-0.1897365502528432
ACH-000757,-0.2137675663200241
ACH-000758,-0.017003372461247095
ACH-000760,-0.042448565068703085
ACH-000762,-0.046371989625105435
ACH-000763,-0.3231639585847948
ACH-000764,-0.09370223533113076
ACH-000765,-0.2428914372366275
ACH-000766,-0.17092265739439952
ACH-000767,-0.14667038667710114
ACH-000768,-0.1419593632648998
ACH-000769,-0.14511450750798918
ACH-000770,-0.24051295695917435
ACH-000771,-0.07195328515723959
ACH-000773,-0.0865704041219502
ACH-000776,-0.060100919720718814
ACH-000777,-0.17922641097520964
ACH-000778,-0.10290113467927432
ACH-000781,-0.09505310374013448
ACH-000782,-0.04672663801048844
ACH-000783,-0.2800790804621921
ACH-000784,-0.07179314953068673
ACH-000785,-0.1793252712508688
ACH-000787,-0.1440347332027028
ACH-000788,-0.16869082918074982
ACH-000791,-0.15048048439713682
ACH-000792,-0.10408482985981764
ACH-000794,-0.1611939983168323
ACH-000796,-0.16472454100143752
ACH-000798,-0.3227535644780937
ACH-000799,-0.22660293729055295
ACH-000800,-0.035826462923922976
ACH-000802,-0.18159102941696734
ACH-000804,-0.14021987336641953
ACH-000805,-0.38792239184983823
ACH-000809,-0.1206577672162329
ACH-000810,-0.21662417345622045
ACH-000811,-0.14546456174869998
ACH-000817,-0.08485776078481763
ACH-000819,-0.049793969590908205
ACH-000820,-0.2196739736361759
ACH-000821,-0.14873636684294114
ACH-000822,-0.11152200533722448
ACH-000823,-0.1353054430474657
ACH-000824,-0.014182216093602932
ACH-000827,-0.18324884903346192
ACH-000829,-0.223510751919316
ACH-000831,-0.3645168010848076
ACH-000832,-0.17376421930479802
ACH-000833,-0.057628509853735875
ACH-000834,-0.0579432006045524
ACH-000835,-0.1494874748146881
ACH-000836,-0.06576912636107053
ACH-000837,-0.04861742798793508
ACH-000838,0.07197792323861735
ACH-000839,-0.14002760024150818
ACH-000840,-0.08977630735283501
ACH-000841,-0.08106705200514268
ACH-000843,-0.1600634278712897
ACH-000846,-0.32100136864277296
ACH-000847,0.06496864264469288
ACH-000848,0.003443121434279737
ACH-000849,-0.33089905885597976
ACH-000851,-0.22318551139135467
ACH-000855,-0.10254665688768078
ACH-000856,-0.15914425998273646
ACH-000858,-0.06556372034622797
ACH-000859,-0.09760518632724813
ACH-000861,-0.3100096473825671
ACH-000862,-0.2423044647052024
ACH-000865,-0.12825200813604518
ACH-000866,-0.1473117791562437
ACH-000867,-0.18006564278970955
ACH-000869,-0.3334453809947989
ACH-000872,-0.22459513642860884
ACH-000873,-0.1326828965193485
ACH-000876,-0.06167406779842965
ACH-000878,-0.057552018466634776
ACH-000880,-0.16319192659684595
ACH-000881,-0.1936526073812668
ACH-000882,-0.10851476381972773
ACH-000884,-0.2775780538530579
ACH-000885,-0.10018086020839494
ACH-000887,-0.2415647873383571
ACH-000889,-0.2029083458631144
ACH-000896,-0.19571212239864488
ACH-000898,-0.07991442397602984
ACH-000900,0.050559894842390034
ACH-000901,-0.16161827401976595
ACH-000905,-0.23517319679722945
ACH-000906,-0.16732748812143794
ACH-000907,-0.18510787553982944
ACH-000910,0.05343235169354864
ACH-000911,-0.15191442229956836
ACH-000912,-0.09124619707371603
ACH-000913,-0.18668357536832192
ACH-000915,-0.2650310230431732
ACH-000916,0.3053572668042423
ACH-000917,-0.14049031146956772
ACH-000920,-0.2548813598617547
ACH-000921,-0.3156192757653487
ACH-000924,-0.121817676859122
ACH-000926,-0.07011852231850263
ACH-000928,-0.2459920402713834
ACH-000929,-0.020829817597077232
ACH-000932,-0.05459670022784574
ACH-000935,-0.1483121208559881
ACH-000936,-0.2866426117258479
ACH-000937,-0.14774920567858232
ACH-000938,-0.09735947580147238
ACH-000939,0.05072194422253985
ACH-000941,-0.09839672235474356
ACH-000943,-0.1246304941917592
ACH-000946,-0.20986113624011385
ACH-000947,-0.10611962423148097
ACH-000948,-0.15051489059469197
ACH-000950,-0.03829320001092712
ACH-000953,-0.18152246804069266
ACH-000954,-0.09662758696459174
ACH-000957,-0.00749017304987432
ACH-000958,-0.1632802482543272
ACH-000960,-0.10256394946009813
ACH-000963,-0.07424015989850344
ACH-000968,-0.2273825713871176
ACH-000969,-0.19528519178020493
ACH-000972,-0.2346438788471945
ACH-000973,-0.1794161882772853
ACH-000974,-0.162256083591922
ACH-000978,-0.19235787856510744
ACH-000984,-0.2476033782761355
ACH-000986,-0.10651756463618846
ACH-000988,-0.2308804601720486
ACH-000993,-0.03559256204623961
ACH-000994,-0.1946105839014046
ACH-000996,-0.2381207891449172
ACH-001001,-0.3203736443715797
ACH-001020,-0.19349637688623075
ACH-001028,-0.15006594088323774
ACH-001031,-0.09227778534274712
ACH-001038,-0.07915775035900173
ACH-001048,-0.1602225371096597
ACH-001050,-0.28896213079694605
ACH-001053,-0.2849189196885009
ACH-001054,-0.15202600227982258
ACH-001061,-0.07152617046833826
ACH-001067,-0.13481875293380335
ACH-001075,-0.07689263553829667
ACH-001096,-0.00804409775504245
ACH-001111,-0.2067580815678652
ACH-001119,-0.11320807327254155
ACH-001128,-0.2320517106722552
ACH-001134,-0.15912646700800065
ACH-001151,-0.1710286268962435
ACH-001163,-0.09377079947777582
ACH-001164,-0.16031380872671627
ACH-001183,-0.004459148128781762
ACH-001192,-0.2374540606293356
ACH-001193,-0.1763851640322823
ACH-001196,-0.14673189440877674
ACH-001197,-0.060871808820209365
ACH-001205,-0.23979026715968654
ACH-001211,-0.2367554844666019
ACH-001212,-0.02300725061118604
ACH-001228,-0.2688485022005049
ACH-001232,-0.27042010451273224
ACH-001239,-0.171774913066486
ACH-001270,-0.3031268509530867
ACH-001274,-0.06287327458485499
ACH-001275,-0.19023291356246871
ACH-001277,-0.2343423571630422
ACH-001278,-0.026405904358653417
ACH-001280,-0.06712712175407151
ACH-001283,-0.26413237477692675
ACH-001289,-0.21883114252811875
ACH-001300,-0.05187662443161178
ACH-001301,-0.17360496326063032
ACH-001302,0.00725277622141391
ACH-001306,-0.16510811163303932
ACH-001318,-0.1113964622267504
ACH-001322,-0.33496944824735153
ACH-001328,-0.09320855739391844
ACH-001332,-0.18551364061687986
ACH-001336,-0.08809722135873464
ACH-001346,-0.12500533555611304
ACH-001353,-0.16573562701304895
ACH-001354,-0.3184873296725395
ACH-001367,-0.30968550358784125
ACH-001368,-0.13048849441619476
ACH-001374,-0.19420069950210275
ACH-001377,-0.20742072293386168
ACH-001380,-0.18060899800095576
ACH-001391,-0.2876040179771007
ACH-001408,-0.05439025118360436
ACH-001430,-0.2185528385479678
ACH-001431,-0.1990686820760988
ACH-001450,0.08323776400618793
ACH-001496,-0.1362318713729442
ACH-001500,-0.04551108043659136
ACH-001523,-0.19627990083769495
ACH-001532,-0.21070229156919668
ACH-001550,-0.03670179749233104
ACH-001552,-0.07073270377801838
ACH-001554,-0.2437305303627426
ACH-001654,-0.17011922494554968
ACH-001735,-0.16539147848101424
ACH-001736,0.047616521594913856
ACH-001737,-0.08933153736706212
ACH-001740,-0.1786605592013252
ACH-001745,-0.174893246097265
ACH-001765,-0.1314827822813166
