,HESX1 (8820)
ACH-000004,-0.1260972788115535
ACH-000005,-0.20441693141809328
ACH-000007,0.060734928334703064
ACH-000009,-0.2635095552824998
ACH-000011,-0.008672729912229782
ACH-000012,-0.16908820932962898
ACH-000013,-0.1009573821686713
ACH-000014,0.012162570705087512
ACH-000015,-0.1905751958961773
ACH-000017,-0.11462574379426592
ACH-000018,-0.2681576211485668
ACH-000019,-0.1171888813564627
ACH-000021,-0.1652231120407092
ACH-000022,-0.2501171601906397
ACH-000025,-0.23143382484749694
ACH-000028,-0.22264118863782126
ACH-000030,-0.07803228594009723
ACH-000035,-0.08717448423546525
ACH-000036,-0.1696153945040764
ACH-000037,-0.15425158220167187
ACH-000039,-0.10204170207118923
ACH-000040,-0.29626905896937994
ACH-000041,-0.08405101953960185
ACH-000042,-0.2513098669331243
ACH-000045,-0.22522650972805575
ACH-000047,-0.13573679981103265
ACH-000052,-0.3366468528716962
ACH-000053,-0.03781984701574753
ACH-000054,-0.20058071018283072
ACH-000055,-0.11169803028144616
ACH-000060,-0.16009785793202894
ACH-000067,-0.19756515895736326
ACH-000070,-0.2774992336215891
ACH-000075,-0.06601295279977719
ACH-000078,-0.08278616151356608
ACH-000082,-0.16454174067089922
ACH-000085,-0.11605525891411657
ACH-000086,-0.115023007344388
ACH-000087,-0.16245991502078286
ACH-000092,-0.04148763848546958
ACH-000095,-0.10341554473126899
ACH-000097,-0.11938229583789095
ACH-000098,-0.21484251149786004
ACH-000099,-0.12239355867371035
ACH-000108,-0.20261148112540872
ACH-000113,-0.07534608673931874
ACH-000116,-0.10892969780066536
ACH-000118,-0.23556764983102824
ACH-000120,-0.2729195606884501
ACH-000123,-0.1517637342015216
ACH-000127,-0.125399818053719
ACH-000128,-0.052773032462636316
ACH-000132,0.021825476734197588
ACH-000133,-0.04727739852197922
ACH-000137,-0.1035460894801048
ACH-000138,-0.13799976313004753
ACH-000142,-0.04371532167678683
ACH-000143,-0.03242826424692015
ACH-000146,-0.1684847957798427
ACH-000148,-0.04238634686410784
ACH-000150,-0.14198629321987016
ACH-000152,-0.11880208427193804
ACH-000153,-0.17527622243246066
ACH-000159,-0.2284395763640027
ACH-000160,-0.1666988722082106
ACH-000163,-0.20610286689737664
ACH-000167,-0.19337356325615115
ACH-000168,0.08461070813692559
ACH-000169,-0.0948242254433746
ACH-000178,-0.06712158332570597
ACH-000183,-0.06540252818411353
ACH-000188,-0.1562805549432439
ACH-000189,-0.009183147718317764
ACH-000190,-0.22235581702176
ACH-000198,-0.13466458978344473
ACH-000203,-0.07115518732433583
ACH-000204,-0.11590982131421193
ACH-000206,-0.14007856996323506
ACH-000207,-0.1367030856270657
ACH-000208,0.17182287344563796
ACH-000210,0.061189614104273114
ACH-000211,-0.20098640626940126
ACH-000215,-0.114441420836285
ACH-000221,-0.17688104625136414
ACH-000222,-0.028406810712360106
ACH-000223,-0.0339197478272137
ACH-000226,-5.481256076686874e-05
ACH-000227,-0.029862588159574387
ACH-000228,-0.1653037758936651
ACH-000231,-0.09339832528507222
ACH-000232,-0.1936809766143316
ACH-000233,-0.052310650735426366
ACH-000234,-0.1515266693356639
ACH-000235,-0.08873929430279841
ACH-000237,-0.18567640443919667
ACH-000238,-0.35707120836853684
ACH-000242,-0.004536762767627653
ACH-000243,-0.13020113561355234
ACH-000244,-0.002370273797317834
ACH-000246,-0.045735189696472965
ACH-000248,-0.25838174147748866
ACH-000250,-0.11692409878187485
ACH-000251,-0.2280268553487713
ACH-000252,0.00294361144714796
ACH-000253,-0.10295420350354782
ACH-000255,-0.27650765624799833
ACH-000256,-0.02236134338228956
ACH-000257,-0.1742851250076651
ACH-000258,-0.1109395938151076
ACH-000259,-0.22724045614496616
ACH-000260,-0.10170529034562792
ACH-000261,-0.09255579782029474
ACH-000262,-0.12848612673530047
ACH-000263,0.10668427866386523
ACH-000264,-0.2616812495808972
ACH-000265,-0.16679910964740186
ACH-000266,-0.06325646905093006
ACH-000272,-0.1335910271400051
ACH-000274,-0.2337751025575727
ACH-000277,-0.029052625237725917
ACH-000278,-0.14613253151001016
ACH-000279,-0.14748205438362835
ACH-000280,-0.22006288276453406
ACH-000281,-0.13138811819071128
ACH-000288,-0.1837709076076789
ACH-000291,-0.10277986004426133
ACH-000293,-0.19949134896729348
ACH-000294,-0.05024204021535151
ACH-000295,-0.17413782858052995
ACH-000296,-0.06552837363142093
ACH-000302,-0.13206679317830386
ACH-000304,0.010345109803711013
ACH-000307,-0.1745787607022117
ACH-000308,-0.14392176457457878
ACH-000310,-0.10500569106694664
ACH-000311,-0.08076263282442718
ACH-000312,-0.2522292760992292
ACH-000315,0.006963570541947119
ACH-000316,-0.042953132732847316
ACH-000317,-0.10028696928814243
ACH-000318,-0.1284213594288177
ACH-000319,-0.1966259249973606
ACH-000320,-0.11361380389690748
ACH-000322,0.12396267779707068
ACH-000323,-0.11984628660430002
ACH-000324,-0.12186108512337172
ACH-000329,-0.18990503758621666
ACH-000330,-0.015001348208202226
ACH-000331,-0.12281332294442204
ACH-000332,-0.1437711667964533
ACH-000334,-0.18503628551917647
ACH-000335,-0.1499087478964061
ACH-000336,-0.028511073845963606
ACH-000337,-0.07757775788291084
ACH-000338,-0.3216659150785074
ACH-000339,-0.09078580787652914
ACH-000341,-0.3887947927541772
ACH-000348,-0.15395236095035714
ACH-000350,-0.17227108764356258
ACH-000352,-0.17561744688371092
ACH-000356,-0.13890864470766295
ACH-000361,-0.2158427082903108
ACH-000362,-0.1763551371357335
ACH-000363,-0.011421014033062764
ACH-000364,-0.1494991844199394
ACH-000365,-0.1052953673905196
ACH-000366,-0.1343955836014998
ACH-000368,-0.06453631501001167
ACH-000374,-0.19727743184941565
ACH-000375,-0.11441497124687572
ACH-000376,-0.06883934924723585
ACH-000381,-0.21383920053236655
ACH-000383,-0.1859301152672067
ACH-000387,-0.07869648143948481
