,SART3 (9733)
ACH-000004,-0.7533208875829689
ACH-000005,-0.5907060028064647
ACH-000007,-0.7779168085223133
ACH-000009,-0.8723106264260566
ACH-000011,-0.9900450636525481
ACH-000012,-0.763836558869378
ACH-000013,-0.9512605918352848
ACH-000014,-0.4283579794581605
ACH-000015,-0.7962364970843269
ACH-000017,-0.9439051673183824
ACH-000018,-0.8153466623083155
ACH-000019,-1.112464752004611
ACH-000021,-0.9132642817969692
ACH-000022,-0.7859827937274296
ACH-000025,-0.903466728869814
ACH-000028,-0.8778021386194844
ACH-000030,-0.7132939595520968
ACH-000035,-0.8332940687853203
ACH-000036,-0.9871282988484344
ACH-000037,-1.0165250935116794
ACH-000039,-0.8494693474716558
ACH-000040,-0.9505296396983948
ACH-000041,-0.6221256017695366
ACH-000042,-0.9223494700403242
ACH-000045,-0.8664632644491206
ACH-000047,-0.8449656280483843
ACH-000052,-1.0389776664595471
ACH-000053,-0.8771827784011375
ACH-000054,-0.8473116287422081
ACH-000055,-0.8971887397973654
ACH-000060,-0.8570508103091555
ACH-000067,-0.8628510332354641
ACH-000070,-0.7789024680040887
ACH-000075,-0.8150957220715541
ACH-000078,-0.7916531268657735
ACH-000082,-0.9364511803918596
ACH-000085,-0.7499930857067295
ACH-000086,-0.9918048082140548
ACH-000087,-0.6001975293019141
ACH-000092,-0.8784283101108215
ACH-000095,-0.8153181639134335
ACH-000097,-1.077775815868236
ACH-000098,-0.9595977992993866
ACH-000099,-0.6580949596260767
ACH-000108,-0.9122479119194716
ACH-000113,-0.7933099852581755
ACH-000116,-0.7442436018133295
ACH-000118,-0.7975905516856331
ACH-000120,-0.6831487567129602
ACH-000123,-0.9386886722576956
ACH-000127,-0.9292260591012312
ACH-000128,-0.7381189261786163
ACH-000132,-0.7700326838993151
ACH-000133,-1.0114431016602512
ACH-000137,-0.8236463386024245
ACH-000138,-0.7683116475511412
ACH-000142,-0.6353964237460602
ACH-000143,-0.7837456517747161
ACH-000146,-0.6773690586136772
ACH-000148,-0.9669564555159126
ACH-000150,-1.0266418523164624
ACH-000152,-0.9353493860386468
ACH-000153,-0.97256120304767
ACH-000159,-0.7034626027823347
ACH-000160,-0.9711958982127896
ACH-000163,-0.8700558556140405
ACH-000167,-1.805624854188857
ACH-000168,-0.9871043074691498
ACH-000169,-0.7265565248784724
ACH-000178,-0.905689132382943
ACH-000183,-0.7712927093499894
ACH-000188,-0.7888205938417868
ACH-000189,-0.9924126394812036
ACH-000190,-1.1665936090148663
ACH-000198,-0.8182298271367662
ACH-000203,-1.001100358820823
ACH-000204,-0.6475689609841758
ACH-000206,-0.8972398731887539
ACH-000207,-0.7800080742724697
ACH-000208,-0.7786134230375646
ACH-000210,-0.6337521448651803
ACH-000211,-0.7705925681986313
ACH-000215,-0.8754547502760169
ACH-000221,-0.8979146690345372
ACH-000222,-0.6551130058755495
ACH-000223,-1.1722432521765669
ACH-000226,-0.7517335174539934
ACH-000227,-0.5937449883053261
ACH-000228,-0.8928899269666656
ACH-000231,-0.9721135576299208
ACH-000232,-0.9659596124643012
ACH-000233,-0.728654710946918
ACH-000234,-0.8732309226785826
ACH-000235,-0.8069546123973762
ACH-000237,-1.0044267457158207
ACH-000238,-0.7905142593277377
ACH-000242,-0.7136402178859975
ACH-000243,-0.8368819411340122
ACH-000244,-1.0449991009555146
ACH-000246,-0.7537411722817197
ACH-000248,-0.8906101660817851
ACH-000250,-0.7174610058469567
ACH-000251,-1.0283843585648351
ACH-000252,-1.0804257358566105
ACH-000253,-0.8161877174288809
ACH-000255,-0.6280456123457673
ACH-000256,-0.883331679769962
ACH-000257,-0.6270985198956613
ACH-000258,-0.7534236663415803
ACH-000259,-0.8133075557738232
ACH-000260,-0.8109412413143003
ACH-000261,-0.9425077318450265
ACH-000262,-0.9285494244346052
ACH-000263,-0.8151706832964121
ACH-000264,-0.8548996099742079
ACH-000265,-0.7695460669887354
ACH-000266,-1.160552780550694
ACH-000272,-0.7243750915037532
ACH-000274,-0.8661661454993259
ACH-000277,-1.0330901392488805
ACH-000278,-0.9967016153091186
ACH-000279,-0.733848323426629
ACH-000280,-0.7689617705254991
ACH-000281,-0.7656400027353101
ACH-000288,-0.8085240522871747
ACH-000291,-0.8985861939594351
ACH-000293,-0.8590579382367486
ACH-000294,-0.6130435049114487
ACH-000295,-0.9792191260932254
ACH-000296,-0.7445518204769564
ACH-000302,-0.8231715657375062
ACH-000304,-1.1714139949643287
ACH-000307,-0.6659918189499128
ACH-000308,-1.1229351992926195
ACH-000310,-0.8051326503175966
ACH-000311,-0.8533960570393663
ACH-000312,-0.7009906320564633
ACH-000315,-0.6930777040616104
ACH-000316,-0.6478355479516331
ACH-000317,-0.6332603287162121
ACH-000318,-1.0718769527987304
ACH-000319,-0.8487089867638703
ACH-000320,-0.7863141685019475
ACH-000322,-0.8238664371488409
ACH-000323,-0.9610969737377448
ACH-000324,-0.9930967358122946
ACH-000329,-0.8020966707285095
ACH-000330,-1.071806696995702
ACH-000331,-0.9886767482631356
ACH-000332,-0.7889101814421564
