,PDXK (8566)
ACH-000004,-0.3224148220767624
ACH-000005,0.00931735203348813
ACH-000007,-0.041063489040786466
ACH-000009,-0.100650240856118
ACH-000011,-0.033018950263004505
ACH-000012,-0.05750919243538561
ACH-000013,-0.03899874127938836
ACH-000014,0.07538099595663117
ACH-000015,-0.01691516537038917
ACH-000017,-0.2507961825360841
ACH-000018,-0.1827548834150513
ACH-000019,-0.3985488357048835
ACH-000021,-0.055426021475516785
ACH-000022,-0.10217794212423748
ACH-000025,-0.0072304646761330894
ACH-000028,-0.04004338445606154
ACH-000030,-0.3264997220676681
ACH-000035,0.00042966365279892434
ACH-000036,-0.2011739862131682
ACH-000037,-0.3241600303934359
ACH-000039,-0.11135366480274712
ACH-000040,-0.14071761609437342
ACH-000041,0.07570391040584278
ACH-000042,-0.15449622754853926
ACH-000045,-0.3576103560430979
ACH-000047,-0.19109641331313992
ACH-000052,-0.1791226036492982
ACH-000053,-0.12863749208413966
ACH-000054,-0.174791521808069
ACH-000055,0.16929499368442524
ACH-000060,-0.16035009353323632
ACH-000067,-0.0652728154961442
ACH-000070,-0.4765078364840962
ACH-000075,-0.2175497432926632
ACH-000078,-0.06399718483340344
ACH-000082,-0.061678457015111814
ACH-000085,-0.2434740438700589
ACH-000086,-0.03882591653144159
ACH-000087,-0.19359579210631114
ACH-000092,-0.1337892753157768
ACH-000095,-0.20223720643285656
ACH-000097,-0.11095454966616304
ACH-000098,-0.18550328147139966
ACH-000099,-0.08905292077767082
ACH-000108,-0.28413640800572165
ACH-000113,-0.576656285805587
ACH-000116,-0.21999864716977646
ACH-000118,-0.20069320226757506
ACH-000120,-0.13170690521478676
ACH-000123,-0.1272550882759312
ACH-000127,-0.10579117896499636
ACH-000128,-0.06382909974449498
ACH-000132,-0.23841604867933935
ACH-000133,0.03305993488447334
ACH-000137,-0.151974177345714
ACH-000138,0.034514407727539435
ACH-000142,-0.1332661707567912
ACH-000143,-0.05807300917454095
ACH-000146,-0.1896888339856464
ACH-000148,-0.12626541936615365
ACH-000150,-0.295424074721894
ACH-000152,-0.08932642522248546
ACH-000153,-0.11616531931762715
ACH-000159,-0.13092092093266747
ACH-000160,-0.17171814253439033
ACH-000163,-0.119977027017433
ACH-000167,0.11610889289277401
ACH-000168,-0.1037087652761905
ACH-000169,-0.04467678023470442
ACH-000178,-0.17419042728339995
ACH-000183,-0.245056023877975
ACH-000188,-0.01759589124527965
ACH-000189,-0.13424479938050302
ACH-000190,0.09572482667967436
ACH-000198,-0.4853707930351655
ACH-000203,-0.0364903655984004
ACH-000204,-0.0481567090290001
ACH-000206,-0.2470389700823337
ACH-000207,-0.20227580534529604
ACH-000208,0.11638076479290595
ACH-000210,-0.2127146736877432
ACH-000211,-0.05729784235815829
ACH-000215,-0.14244515114387668
ACH-000221,0.06834681280997658
ACH-000222,-0.2658263354551451
ACH-000223,-0.12706664903341136
ACH-000226,-0.10978082548394208
ACH-000227,-0.22747320398499515
ACH-000228,-0.09555460187015748
ACH-000231,-0.20484877650629849
ACH-000232,-0.040467798154360614
ACH-000233,-0.08476498796154454
ACH-000234,-0.10845830872196298
ACH-000235,-0.11164725049236957
ACH-000237,-0.05155371020134191
ACH-000238,-0.20073134017227848
ACH-000242,0.08662854769380658
ACH-000243,-0.11112420189790352
ACH-000244,-0.26432951934455
ACH-000246,-0.16095116472083998
ACH-000248,-0.03724591016617522
ACH-000250,-0.14995272990946276
ACH-000251,-0.13045512692819392
ACH-000252,0.01084476400542741
ACH-000253,-0.05923122604865636
ACH-000255,0.0136104428498109
ACH-000256,0.07170233212470215
ACH-000257,-0.1171110912783768
ACH-000258,-0.3223773775873645
ACH-000259,-0.09683110979648396
ACH-000260,-0.0727341083644588
ACH-000261,-0.1251995361266219
ACH-000262,-0.08545900009655795
ACH-000263,-0.24298534125268945
ACH-000264,-0.1873680133100565
ACH-000265,-0.02355714089661209
ACH-000266,-0.17472743164795934
ACH-000272,-0.14881018758085018
ACH-000274,-0.1559366170857729
ACH-000277,-0.023520897405874455
ACH-000278,-0.07513795157625862
ACH-000279,-0.1660255459665057
ACH-000280,-0.2445072389462428
ACH-000281,-0.2676797737924752
ACH-000288,-0.1684251951754965
ACH-000291,-0.0872152941514198
ACH-000293,0.006808711350958694
ACH-000294,-0.033555672673375087
ACH-000295,-0.002914612524291148
ACH-000296,-0.07308629177194274
ACH-000302,-0.04259627316378143
ACH-000304,-0.2071885041512057
ACH-000307,-0.19379313569851087
ACH-000308,-0.08417958530633801
ACH-000310,-0.24557236958264134
ACH-000311,-0.3049634635340912
ACH-000312,-0.1746480036007169
ACH-000315,-0.3941138729543352
ACH-000316,-0.05628119468033907
ACH-000317,-0.112317870066858
ACH-000318,-0.13179749267121085
ACH-000319,-0.05677921639332852
ACH-000320,-0.2426493709518964
ACH-000322,-0.048362363252748085
ACH-000323,-0.0763471937727556
ACH-000324,-0.1108451667163101
ACH-000329,-0.12585541266579434
ACH-000330,-0.17401851631004492
ACH-000331,-0.02355909206071664
ACH-000332,-0.20250741356420696
ACH-000334,-0.2882815195130228
ACH-000335,-0.24521133527919056
ACH-000336,-0.15241394541588388
ACH-000337,-0.3197308057109156
ACH-000338,-0.17768991219556432
ACH-000339,-0.188774606773333
ACH-000341,-0.034547576400318865
ACH-000348,-0.1839782348054258
ACH-000350,-0.14400804075958545
ACH-000352,-0.14230559418220995
ACH-000356,-0.11527150818059645
ACH-000361,-0.32646558886721233
ACH-000362,-0.2913277546355771
ACH-000363,-0.2629468103013811
ACH-000364,-0.015744071962356568
ACH-000365,-0.3898329978294854
ACH-000366,0.005665606208623466
ACH-000368,-0.09514027302808403
ACH-000374,-0.027582834945792074
ACH-000375,-0.2964580871772842
ACH-000376,-0.2498322998836495
ACH-000381,-0.08771924053247876
ACH-000383,-0.2338575548080508
ACH-000387,-0.07735495658020415
ACH-000389,-0.15270644458965602
ACH-000390,-0.13897469107473492
ACH-000393,-0.0603992458784715
ACH-000395,-0.05394275346078205
ACH-000396,-0.3567178339557681
ACH-000397,-0.17386859199868654
ACH-000401,-0.607622571188681
ACH-000402,-0.3195976841453476
ACH-000403,-0.1319373062243852
ACH-000404,-0.09009788861825656
ACH-000406,-0.13066820700595008
ACH-000407,0.049543703943585066
ACH-000408,-0.051124627921250984
ACH-000410,-0.12225378017341687
ACH-000411,-0.1242902812016191
ACH-000414,-0.18426796681493388
ACH-000415,-0.31290217285922195
ACH-000416,-0.13686724483646195
ACH-000420,-0.12430617892631694
ACH-000421,-0.09915815816766453
ACH-000424,-0.09077101113853987
ACH-000425,-0.020600355298698938
ACH-000426,-0.07683198157798418
ACH-000427,0.02804890994845695
ACH-000433,-0.2697950083068573
ACH-000435,0.12324514876429934
ACH-000436,-0.14039447029936442
ACH-000444,-0.050038489375772766
ACH-000445,0.009549437841188895
ACH-000448,-0.0938699211093708
ACH-000450,-0.19652775884816054
ACH-000452,-0.15294174967472648
ACH-000454,-0.05844257767908281
ACH-000458,-0.11934518764331807
ACH-000459,-0.16887669878960254
ACH-000460,-0.16321746835712458
ACH-000461,-0.019103234526839336
ACH-000463,-0.09422261049590044
ACH-000464,-0.1285983104705866
ACH-000466,-0.1350883453538669
ACH-000467,-0.07641277216050481
ACH-000468,-0.1273834118654845
ACH-000469,-0.018954573291882063
ACH-000470,-0.02150071960285574
ACH-000471,-0.16326566640315354
ACH-000472,-0.1356567521293644
ACH-000473,-0.14395910701396902
ACH-000475,-0.10882782980294414
ACH-000476,-0.2229091100320083
ACH-000477,-0.053821442191700535
ACH-000479,-0.2349783591883004
ACH-000480,-0.20077336029072
ACH-000481,-0.2463844568633796
ACH-000483,-0.10178863407673816
ACH-000484,-0.11056356549096348
ACH-000485,0.055840455685137326
ACH-000486,-0.04187247939309687
ACH-000487,-0.16660484389863026
ACH-000488,-0.03523159399175324
ACH-000490,-0.14256578720875573
ACH-000491,-0.06373813264354315
ACH-000495,-0.0746831081877447
ACH-000496,-0.33367360394798184
ACH-000499,-0.07485881296698624
ACH-000500,-0.015706495418940432
ACH-000502,-0.1370605612899925
ACH-000503,-0.11088998328622007
ACH-000505,-0.15898935116924742
ACH-000507,-0.1040663795265228
ACH-000510,-0.044451764235083034
ACH-000511,-0.1071501422659054
ACH-000512,-0.08457645793582498
ACH-000516,-0.11126128938307688
ACH-000517,-0.12576496137527782
ACH-000518,-0.2521180149815609
ACH-000520,-0.06494584119424722
ACH-000521,-0.09759879703394124
ACH-000522,-0.20508861936212025
ACH-000524,-0.09728624290997116
ACH-000527,-0.0900959011352432
ACH-000528,-0.045183743033458235
ACH-000537,-0.07538177889869209
ACH-000541,-0.2616756558259088
ACH-000542,-0.1363751939376068
ACH-000544,-0.04380556452888988
ACH-000545,-0.13358592040709671
ACH-000547,-0.1214716943047934
ACH-000548,-0.054465126446703684
ACH-000549,-0.03730393963461412
ACH-000550,-0.18851033963679198
ACH-000552,-0.037722865600101504
ACH-000556,-0.23621857357732945
ACH-000557,-0.08337210381519085
ACH-000569,-0.26914157627540103
ACH-000570,-0.07538837269084492
ACH-000571,-0.17161370841229254
ACH-000573,-0.060842362141046914
ACH-000576,-0.195519275753692
ACH-000579,-0.06938522167222867
ACH-000580,-0.003924905909507504
ACH-000584,0.056006551576802684
ACH-000585,-0.2314837425575388
ACH-000588,-0.508036840573185
ACH-000589,-0.06272168275660606
ACH-000591,-0.051602774301501564
ACH-000593,0.01116856514011287
ACH-000600,-0.11483373644368547
ACH-000601,-0.13837145995600672
ACH-000605,-0.015810297066310097
ACH-000606,-0.09406222144334328
ACH-000608,-0.15267834917630868
ACH-000614,-0.12691919192282206
ACH-000616,-0.2394592248777289
ACH-000618,-0.1335829330307368
ACH-000619,-0.2032196970268416
ACH-000620,-0.1441453477219059
ACH-000621,-0.12520853799065845
ACH-000622,-0.12943126649665254
ACH-000623,-0.1538212794838131
ACH-000624,-0.07396729027929277
ACH-000627,-0.11859299621028582
ACH-000630,-0.12618794360976596
ACH-000631,0.025759584605513832
ACH-000632,-0.12983718147962908
ACH-000633,-0.034978987891887914
ACH-000637,-0.1689547708470148
ACH-000638,-0.035085431966352595
ACH-000646,-0.17865160960386134
ACH-000647,-0.13335605055698813
ACH-000648,-0.13059938003185725
ACH-000649,-0.08990914417629567
ACH-000651,-0.15646545295482012
ACH-000652,-0.2279626483963189
ACH-000653,0.0067353826796848594
ACH-000657,0.03380066675110875
ACH-000658,-0.2809239281138077
ACH-000661,-0.1081244933756478
ACH-000662,0.00397276987172456
ACH-000663,-0.1334545686245631
ACH-000665,-0.0698775794919685
ACH-000671,-0.06940482456889252
ACH-000672,-0.3190549060605955
ACH-000673,-0.11397347169260405
ACH-000676,-0.06662185301462105
ACH-000677,-0.20073523888370853
ACH-000681,-0.1302368536812242
ACH-000683,-0.08514306281799837
ACH-000684,-0.10706752844047182
ACH-000688,-0.2374251025387174
ACH-000693,-0.1189097550354724
ACH-000694,-0.15793236686140594
ACH-000695,-0.05612127343675333
ACH-000696,-0.0569697778394847
ACH-000697,-0.23838488585055015
ACH-000699,-0.21008965905661708
ACH-000701,-0.17719905950128914
ACH-000706,-0.17532012568855634
ACH-000711,-0.06876793708284086
ACH-000713,0.027985475875222238
ACH-000714,-0.1188057213151175
ACH-000718,-0.16397462484651407
ACH-000720,-0.035051987054715364
ACH-000721,-0.17401407252034212
ACH-000724,-0.1221273999753954
ACH-000725,-0.2052028301905771
ACH-000732,-0.0490418064202765
ACH-000734,-0.024708224955163702
ACH-000735,-0.2122197435019308
ACH-000736,0.1083656800366968
ACH-000738,0.0005729183049556563
ACH-000746,-0.025868282670522647
ACH-000747,-0.045865679248501295
ACH-000748,-0.04758934239386391
ACH-000753,-0.04463557974993527
ACH-000756,-0.10980143762499046
ACH-000757,-0.05182767273223942
ACH-000758,-0.152381911265607
ACH-000760,-0.21618431015759085
ACH-000762,-0.16596417745500874
ACH-000763,-0.2428317409139101
ACH-000764,0.08722062240543915
ACH-000765,-0.03231299272006846
ACH-000766,-0.15027302226586067
ACH-000767,-0.08079945576064859
ACH-000768,-0.15683455042802688
ACH-000769,0.009753565910908694
ACH-000770,-0.1478158807189851
ACH-000771,-0.09013204229303293
ACH-000773,-0.09287669385031874
ACH-000776,-0.12547584067732598
ACH-000777,-0.030904494361956525
ACH-000778,-0.1483291745928265
ACH-000781,-0.03585403056622186
ACH-000782,-0.041418499204818215
ACH-000783,-0.13860416695804936
ACH-000784,-0.0265563837458492
ACH-000785,-0.15506005446946866
ACH-000787,-0.007537632122588547
ACH-000788,-0.08350652320529385
ACH-000791,-0.1696556418337901
ACH-000792,-0.12236036880066516
ACH-000794,-0.10658008619889496
ACH-000796,-0.31403435519329265
ACH-000798,-0.16476670171310115
ACH-000799,-0.13945873722248447
ACH-000800,-0.10688548834623864
ACH-000802,-0.044201934127479255
ACH-000804,-0.09668413579068684
ACH-000805,-0.039031444167325215
ACH-000809,-0.18000879363716232
ACH-000810,-0.07373876220629959
ACH-000811,-0.12532442412029793
ACH-000817,-0.09979392428483876
ACH-000819,-0.04999727103655376
ACH-000820,-0.04515708586085514
ACH-000821,-0.048730908400565535
ACH-000822,-0.3956970026032282
ACH-000823,-0.012954938386753271
ACH-000824,-0.1912796233472389
ACH-000827,-0.01977442351585949
ACH-000829,-0.46966672049674696
ACH-000831,0.0030359329679156945
ACH-000832,-0.016520462209962058
ACH-000833,-0.18585849410552768
ACH-000834,-0.017549950425915558
ACH-000835,-0.10842190855370967
ACH-000836,-0.12464898936782433
ACH-000837,-0.17152218436672467
ACH-000838,0.005225566299001615
ACH-000839,0.0508679395640794
ACH-000840,-0.20038129419146736
ACH-000841,-0.21875043367769006
ACH-000843,-0.20522000614486216
ACH-000846,-0.27746943554648634
ACH-000847,-0.09368867662371452
ACH-000848,-0.08850371554431434
ACH-000849,-0.08899459478463534
ACH-000851,-0.16597862431273744
ACH-000855,-0.1767621827935148
ACH-000856,-0.1390631358868487
ACH-000858,0.02858898609835525
ACH-000859,-0.17222924812731116
ACH-000861,-0.0009576201568317844
ACH-000862,-0.09800803519982307
ACH-000865,-0.15144714048132865
ACH-000866,-0.08993566075273253
ACH-000867,-0.17249206572639655
ACH-000869,-0.11584893064802645
ACH-000872,-0.08294225704696337
ACH-000873,-0.20156562863742208
ACH-000876,-0.03556768967063765
ACH-000878,-0.3358520314608203
ACH-000880,-0.3041740142867047
ACH-000881,-0.12746081882322707
ACH-000882,-0.2275110436681217
ACH-000884,-0.07366247139053048
ACH-000885,-0.08788452867463425
ACH-000887,-0.12542119041080882
ACH-000889,-0.08907162602719805
ACH-000896,-0.14456079467280045
ACH-000898,-0.06980172111644113
ACH-000900,0.00843371433114366
ACH-000901,-0.14616123297410866
ACH-000905,-0.1205653874626153
ACH-000906,-0.12161732874014758
ACH-000907,-0.1155910953588282
ACH-000910,-0.05597777098808924
ACH-000911,-0.05574230338038296
ACH-000912,0.02284390961967394
ACH-000913,0.032596740731669294
ACH-000915,-0.06099300948489934
ACH-000916,-0.111118986894872
ACH-000917,-0.1124793243502391
ACH-000920,-0.4733339262559262
ACH-000921,-0.02818436784423092
ACH-000924,-0.17131579283799614
