,RTN4IP1 (84816)
ACH-000004,0.037793092459354166
ACH-000005,0.10812349883380516
ACH-000007,-0.08527653139957951
ACH-000009,-0.07450304868786191
ACH-000011,0.0568195194224072
ACH-000012,-0.17016602706550255
ACH-000013,-0.13484684051497914
ACH-000014,-0.15979234752712432
ACH-000015,-0.10550765343578897
ACH-000017,-0.009357311603262643
ACH-000018,-0.24525908415143025
ACH-000019,-0.08144720832239195
ACH-000021,-0.16355780129801226
ACH-000022,-0.005404236493802802
ACH-000025,-0.17882179044169422
ACH-000028,-0.3731700736596428
ACH-000030,-0.0644342718945161
ACH-000035,-0.16881608566235876
ACH-000036,0.12405382306320395
ACH-000037,-0.23996501643543794
ACH-000039,-0.17997645384332986
ACH-000040,-0.10749288316879503
ACH-000041,-0.0983945560281386
ACH-000042,0.02506510227684041
ACH-000045,-0.2395462708725813
ACH-000047,-0.06905573999951661
ACH-000052,-0.126007971680505
ACH-000053,-0.06665893948379338
ACH-000054,-0.013952775131082843
ACH-000055,-0.016407470998497858
ACH-000060,-0.2647265952077562
ACH-000067,-0.057283495323202
ACH-000070,-0.3899313337216413
ACH-000075,-0.06926991873139503
ACH-000078,0.10511623632345912
ACH-000082,-0.036172188327050006
ACH-000085,-0.13154845600487006
ACH-000086,-0.05143024705059327
ACH-000087,-0.3364114589276706
ACH-000092,-0.14513997368863166
ACH-000095,0.14441627171361182
ACH-000097,-0.0005410009312079783
ACH-000098,-0.11722379880832405
ACH-000099,-0.08073343450774399
ACH-000108,0.10026245365316352
ACH-000113,-0.07072139432894334
ACH-000116,-0.03666473361320777
ACH-000118,-0.6643701690110816
ACH-000120,-0.16914415213756193
ACH-000123,-0.02139385429809559
ACH-000127,-0.1568315441746186
ACH-000128,-0.5408128611050443
ACH-000132,-0.08980734997350298
ACH-000133,-0.08930593172576325
ACH-000137,-0.01516665817670836
ACH-000138,-0.3260021420803758
ACH-000142,0.06439296892120476
ACH-000143,-0.09690024330145278
ACH-000146,-0.00904484965687133
ACH-000148,-0.18805581344021302
ACH-000150,-0.13070616187248166
ACH-000152,-0.029755692451388288
ACH-000153,-0.16967309039710982
ACH-000159,-0.16570367931196195
ACH-000160,-0.15787088434857402
ACH-000163,0.10759718881820997
