,SNAP91 (9892)
ACH-000004,-0.20343570170183808
ACH-000005,0.024790451162688205
ACH-000007,-0.04020096967429995
ACH-000009,-0.05509343964469377
ACH-000011,-0.013379806800760155
ACH-000012,-0.07813862387290785
ACH-000013,-0.026920295134979337
ACH-000014,-0.19928526989355802
ACH-000015,-0.0519592618785699
ACH-000017,-0.13963539730468533
ACH-000018,-0.11862200406059067
ACH-000019,-0.2555439082125073
ACH-000021,-0.2465707745081639
ACH-000022,-0.07069079118057321
ACH-000025,-0.21805352256360347
ACH-000028,-0.1238139669942901
ACH-000030,-0.1289895610243659
ACH-000035,0.00011183839745850679
ACH-000036,-0.06698579955829775
ACH-000037,-0.030577997650060394
ACH-000039,-0.22537299943621136
ACH-000040,-0.016749719624309885
ACH-000041,-0.04252934110522048
ACH-000042,-0.18611197718138292
ACH-000045,-0.12409230662522434
ACH-000047,-0.27158066007308324
ACH-000052,-0.18181770722365945
ACH-000053,-0.21418004661193726
ACH-000054,-0.2339593134323555
ACH-000055,-0.17015124329252704
ACH-000060,-0.11968123075116455
ACH-000067,-0.20104340239535495
ACH-000070,0.06309763753986093
ACH-000075,-0.19865563316723567
ACH-000078,0.02477249744152166
ACH-000082,-0.18227583183982385
ACH-000085,-0.2359069309047369
ACH-000086,-0.2058647403667916
ACH-000087,-0.09912004269912293
ACH-000092,-0.1205512477540942
ACH-000095,-0.17521756665775853
ACH-000097,-0.10295013968960087
ACH-000098,-0.19122808308535172
ACH-000099,-0.019688761278249037
ACH-000108,-0.08820365125499767
ACH-000113,-0.0981281526624917
ACH-000116,-0.13905070842772874
ACH-000118,-0.1766858386558328
ACH-000120,0.027413549436361085
ACH-000123,-0.19146627276428346
ACH-000127,-0.0795532401383511
ACH-000128,-0.30780637307131514
ACH-000132,-0.12351680144582805
ACH-000133,-0.0688148050468548
ACH-000137,-0.14704304530651865
ACH-000138,-0.1380644420776468
ACH-000142,-0.0657679181314433
ACH-000143,-0.07582456280774467
ACH-000146,-0.07726047141819918
ACH-000148,-0.12525152636104675
ACH-000150,-0.07872825483708233
ACH-000152,-0.10251573425956996
ACH-000153,-0.17765652673118146
ACH-000159,-0.1970362993568543
ACH-000160,-0.1730006590990827
ACH-000163,-0.0878040374110137
ACH-000167,-0.25708503790804443
ACH-000168,-0.14276624746663835
ACH-000169,-0.04445153900206784
ACH-000178,-0.22348718285366828
ACH-000183,-0.018092363160330898
ACH-000188,-0.1081894077735392
ACH-000189,-0.02882544496474725
ACH-000190,-0.0026644645935163733
ACH-000198,-0.06858252561261133
ACH-000203,-0.4433427043020484
ACH-000204,0.08921418769466112
ACH-000206,-0.3878085400674111
ACH-000207,0.0014400408213174475
ACH-000208,0.024100601807634545
ACH-000210,-0.2649754696427687
ACH-000211,-0.1398649484073928
ACH-000215,-0.13001339254014027
ACH-000221,-0.17965413409568018
ACH-000222,-0.1239674163899103
ACH-000223,-0.15574133385523636
ACH-000226,-0.10059551491189923
ACH-000227,-0.08221024607039126
ACH-000228,-0.35172701885310503
ACH-000231,-0.21238293079832185
ACH-000232,-0.14497275347138694
ACH-000233,-0.13958822118740166
ACH-000234,-0.3246505770814381
ACH-000235,-0.0615244680723741
ACH-000237,-0.14108229990025742
ACH-000238,-0.08855516591782399
ACH-000242,0.15803479214154367
ACH-000243,-0.07335627000461067
ACH-000244,0.04783903175622388
ACH-000246,-0.13288370403497007
ACH-000248,-0.07490786176771537
ACH-000250,-0.13250691783344262
ACH-000251,-0.13547284153325256
ACH-000252,-0.10021010874500996
ACH-000253,-0.09868267065558588
ACH-000255,-0.2669513175782357
ACH-000256,0.0041701201979881305
ACH-000257,-0.10407282889477452
ACH-000258,-0.2903615239163749
ACH-000259,0.0008260051852927961
ACH-000260,-0.08061860117554974
ACH-000261,-0.10042039832276016
ACH-000262,-0.10205260577200748
ACH-000263,-0.1430613083262339
ACH-000264,-0.11535658509171758
ACH-000265,0.01164810769471421
ACH-000266,-0.07056554165374998
ACH-000272,-0.21400430254922648
ACH-000274,-0.11271958495675567
ACH-000277,0.002458127752482525
ACH-000278,-0.21625312562347165
ACH-000279,-0.2212616716100496
ACH-000280,-0.05159013416845665
ACH-000281,-0.13874928746355636
ACH-000288,-0.08452498257875285
ACH-000291,-0.1334723113607202
ACH-000293,-0.05450405404257239
ACH-000294,-0.2468105126772904
ACH-000295,-0.2134590669423572
ACH-000296,0.04938132323951604
ACH-000302,-0.1077158745362238
ACH-000304,0.03913161008348751
ACH-000307,-0.0762749350591069
ACH-000308,-0.1526221696185638
ACH-000310,0.041960828201491086
ACH-000311,-0.12362682605132627
ACH-000312,0.0850990958152671
ACH-000315,-0.15968045179644486
ACH-000316,-0.052759387110559074
ACH-000317,-0.1370405723551435
ACH-000318,-0.08294890812421148
ACH-000319,-0.032961778493636684
ACH-000320,-0.16876629444497826
ACH-000322,-0.13267436057908674
ACH-000323,-0.2536458633629945
ACH-000324,-0.005553594421187225
ACH-000329,-0.10410887338851886
ACH-000330,-0.19973923462407125
ACH-000331,-0.14616487920960775
ACH-000332,-0.11737822399908455
ACH-000334,-0.2173441925842793
ACH-000335,-0.18219965197152752
ACH-000336,-0.19372858649697136
ACH-000337,0.09281931905844906
ACH-000338,0.5407981869954206
ACH-000339,-0.2214627304979563
ACH-000341,0.008921980445163454
ACH-000348,-0.10178313055462386
ACH-000350,-0.08412148737396025
ACH-000352,-0.08287211204664728
ACH-000356,-0.2057528899599476
ACH-000361,-0.3617134131670489
ACH-000362,-0.0621498102766189
ACH-000363,-0.1867565644401933
ACH-000364,0.0871379484814206
ACH-000365,-0.05110684893550647
ACH-000366,-0.018235365403380683
ACH-000368,-0.14622389063398428
ACH-000374,-0.2733170914287749
ACH-000375,-0.25971972375188884
ACH-000376,-0.11801085014904635
ACH-000381,-0.06780948398483443
ACH-000383,-0.06610994066270216
ACH-000387,-0.1328903020088104
ACH-000389,-0.04529069167473272
ACH-000390,-0.13620791140556654
ACH-000393,-0.17104367193750195
ACH-000395,-0.04575495165076775
ACH-000396,0.26631850621760755
ACH-000397,0.042619968712198
ACH-000401,-0.19996771069547056
ACH-000402,0.1844806432624629
ACH-000403,-0.12165791570362634
ACH-000404,-0.15145513519823148
ACH-000406,-0.060833272536158875
ACH-000407,-0.20249338329059835
ACH-000408,-0.15818565916651772
ACH-000410,-0.21533375823987644
ACH-000411,-0.141943128910017
ACH-000414,-0.07870685002213812
ACH-000415,-0.051056284854364205
ACH-000416,-0.13476730583403368
ACH-000420,-0.021900512492059883
ACH-000421,-0.12812018790639507
ACH-000424,-0.13174050769485035
ACH-000425,-0.06813456228957701
ACH-000426,0.0024283931698976
ACH-000427,-0.1933975542786669
ACH-000433,0.045307906994797364
ACH-000435,-0.1905047673053492
ACH-000436,-0.2468186349521247
ACH-000444,-0.10682464819750072
ACH-000445,0.08373163194307254
ACH-000448,-0.1441762746117791
ACH-000450,0.006182671809790695
ACH-000452,-0.09698443816222127
ACH-000454,-0.13603917891555836
ACH-000458,-0.061898773779609076
ACH-000459,-0.2436317147257369
ACH-000460,0.011153948471963104
ACH-000461,-0.10629449804333332
ACH-000463,-0.11588183533891383
ACH-000464,-0.1653156863607739
ACH-000466,-0.28223579969617946
