,PLEKHG2 (64857)
ACH-000004,-0.043248889341312095
ACH-000005,-0.1622949675363397
ACH-000007,-0.047894354487838825
ACH-000009,-0.07130850363549683
ACH-000011,-0.08450868411292921
ACH-000012,0.03329209775778763
ACH-000013,-0.5031585695324796
ACH-000014,0.05929071511114836
ACH-000015,-0.21281921496738374
ACH-000017,-0.12739863886074462
ACH-000018,-0.09905826564462454
ACH-000019,-0.09967133622593173
ACH-000021,-0.046779516630018315
ACH-000022,-0.10414298910099458
ACH-000025,-0.08554964894050314
ACH-000028,-0.13580024196281104
ACH-000030,-0.17297473277197598
ACH-000035,-0.20966755012271765
ACH-000036,-0.05332180210614853
ACH-000037,-0.025336573157169424
ACH-000039,-0.05611110814739659
ACH-000040,0.004037289802359897
ACH-000041,-0.08254598071348053
ACH-000042,-0.16604789728601493
ACH-000045,-0.014570192447557362
ACH-000047,-0.23327262374563076
ACH-000052,-0.13578355504825626
ACH-000053,-0.09202980383240604
ACH-000054,-0.022455977797868308
ACH-000055,0.11960339471349005
ACH-000060,-0.06354209741422116
ACH-000067,-0.11334769079280678
ACH-000070,-0.1374166843126877
ACH-000075,-0.4009919601293789
ACH-000078,-0.026405126488102157
ACH-000082,-0.1650365381974858
ACH-000085,-0.10494849832287197
ACH-000086,0.006519060676679088
ACH-000087,0.1267032960414601
ACH-000092,-0.15815864584394282
ACH-000095,0.004110904504745507
ACH-000097,-0.15135751658277474
ACH-000098,-0.1808289752594284
ACH-000099,-0.1280816245934166
ACH-000108,-0.18091293289940047
ACH-000113,0.032478506538868065
ACH-000116,-0.028006819762884626
ACH-000118,-0.1979652926141599
ACH-000120,-0.20290816584163127
ACH-000123,-0.12980765799541788
ACH-000127,-0.13714648647643113
ACH-000128,-0.08564802928880258
ACH-000132,-0.022020206300219447
ACH-000133,-0.12701072767793606
ACH-000137,-0.4596730803657774
ACH-000138,-0.21447807212710648
ACH-000142,-0.2080826566503583
ACH-000143,-0.12838871218068726
ACH-000146,-0.08795459344121291
ACH-000148,0.01735413488246608
ACH-000150,-0.07521279176264628
ACH-000152,-0.12997894056162307
ACH-000153,-0.11161642140992996
ACH-000159,-0.10322326236277984
ACH-000160,-0.21515440552120685
ACH-000163,-0.1871135326600797
ACH-000167,-0.3285013670766789
ACH-000168,0.0892902462723999
ACH-000169,0.002515533728040738
ACH-000178,-0.0802427705591485
ACH-000183,-0.2663432534937197
ACH-000188,-0.04159267567525436
ACH-000189,-0.119187663977897
ACH-000190,-0.378322731881154
ACH-000198,-0.011175357854953395
ACH-000203,-0.3043456011230987
ACH-000204,-0.17238287934928842
ACH-000206,-0.07778719799791961
ACH-000207,-0.05781197108546723
ACH-000208,-0.1894329818236755
ACH-000210,0.03842791109964271
ACH-000211,-0.05068034797412697
ACH-000215,-0.040511726375180274
ACH-000221,-0.3029798679674345
ACH-000222,-0.2492759990576611
ACH-000223,-0.06380308853247588
ACH-000226,-0.056148147563192814
ACH-000227,-0.01546354532089329
ACH-000228,-0.03390178702399834
ACH-000231,-0.0020263277817461718
ACH-000232,-0.130525542116545
ACH-000233,-0.07987718084507177
ACH-000234,-0.2304017744141709
ACH-000235,-0.14641067452114065
