,INSC (387755)
ACH-000004,-0.12040696898535662
ACH-000005,0.38218509000662415
ACH-000007,0.015481930646138875
ACH-000009,-0.11791072389834598
ACH-000011,0.045904399413944835
ACH-000012,0.0028529062761275545
ACH-000013,0.02759616315542927
ACH-000014,-0.0703843556698049
ACH-000015,0.010302436565919663
ACH-000017,0.006716337958745159
ACH-000018,-0.17972328963344406
ACH-000019,-0.14691289664337567
ACH-000021,-0.029966996237407312
ACH-000022,-0.017634870837774718
ACH-000025,-0.15606180285227614
ACH-000028,0.02487155467380169
ACH-000030,-0.1248924762812554
ACH-000035,0.022725625297414502
ACH-000036,-0.09948081562145504
ACH-000037,-0.07465007225882804
ACH-000039,-0.047134465283587515
ACH-000040,0.011851520975402085
ACH-000041,-0.1417551364390259
ACH-000042,-0.0696754622701075
ACH-000045,-0.04878304272137799
ACH-000047,-0.04185488825019426
ACH-000052,0.058787081377313075
ACH-000053,-0.08421094300502968
ACH-000054,-0.07003363193354667
ACH-000055,-0.04726617536308536
ACH-000060,-0.10912740966207038
ACH-000067,-0.15022908588898362
ACH-000070,-0.10463639185550376
ACH-000075,-0.0760294642886213
ACH-000078,-0.0931482102097392
ACH-000082,0.030350676900435136
ACH-000085,0.06816273102213309
ACH-000086,-0.21715017227768896
ACH-000087,-0.17354423355886284
ACH-000092,0.09368595910200446
ACH-000095,-0.1668762563512036
ACH-000097,-0.048875033992194734
ACH-000098,-0.06454997588575588
ACH-000099,-0.009373824928338137
ACH-000108,-0.006589012255971575
ACH-000113,-0.04510048453360824
ACH-000116,-0.022217592364793842
ACH-000118,-0.01360011299694847
ACH-000120,0.011906055222401945
ACH-000123,-0.09174811728428514
ACH-000127,-0.01994564330377166
ACH-000128,0.08931882590958913
ACH-000132,0.06943258131291294
ACH-000133,-0.07092667039859442
ACH-000137,-0.15856588065649313
ACH-000138,-0.061064316606471825
ACH-000142,-0.11742439539904848
ACH-000143,-0.05802547558889199
ACH-000146,0.07410060468291271
ACH-000148,-0.021873467301673843
ACH-000150,-0.007822030686377993
ACH-000152,0.12305899579947815
ACH-000153,0.12887430935068458
ACH-000159,-0.049840561422649685
ACH-000160,0.05787648391693325
ACH-000163,-0.010491131442629312
ACH-000167,-0.013611493752481328
ACH-000168,0.07330346193825048
ACH-000169,-0.11495939838626675
ACH-000178,-0.015820898803461592
ACH-000183,-0.0991246522261244
ACH-000188,0.1064006400953439
ACH-000189,-0.07409001084519892
ACH-000190,-0.19420819541999712
ACH-000198,-0.15859042682250352
ACH-000203,0.2146970606412329
ACH-000204,0.019931000968905557
ACH-000206,0.03329719998900305
ACH-000207,-0.11346918799065027
ACH-000208,0.04471771558547511
ACH-000210,-0.09697998931995556
ACH-000211,-0.03717165388712186
ACH-000215,-0.053803379907259474
ACH-000221,-0.03878613591988685
ACH-000222,-0.06998575851948932
ACH-000223,-0.021880459424141
ACH-000226,-0.09220416682678652
ACH-000227,-0.06810476561005196
ACH-000228,0.07273993170057354
ACH-000231,-0.07591617662075607
ACH-000232,-0.11425446519760547
ACH-000233,-0.09676354266441027
ACH-000234,0.007866093918966942
ACH-000235,-0.059458844863248136
ACH-000237,0.011908266344663746
ACH-000238,-0.009969787583228579
ACH-000242,-0.012519617471946921
ACH-000243,0.003506498958956713
ACH-000244,-0.1838582345774374
ACH-000246,-0.05440968546009446
ACH-000248,0.06123284852594307
ACH-000250,-0.00708642569247103
ACH-000251,-0.2073646812254256
ACH-000252,-0.04092744874273968
ACH-000253,0.06137922471535433
ACH-000255,-0.2238223612007367
ACH-000256,-0.14537851411034106
ACH-000257,-0.2923558825274285
ACH-000258,-0.18713263327781687
ACH-000259,0.04145386151452488
ACH-000260,-0.0790815664774829
ACH-000261,-0.13011999893859766
ACH-000262,-0.23028570054437605
ACH-000263,-0.05913271354588394
ACH-000264,0.052750816421148934
ACH-000265,0.04774792256012928
ACH-000266,0.012984884846466307
ACH-000272,-0.08395201638100942
ACH-000274,-0.016290149085764108
ACH-000277,-0.08736358104800188
ACH-000278,-0.04390170965928642
ACH-000279,-0.16794799319611614
ACH-000280,0.02328816252210654
ACH-000281,-0.10344170217038637
ACH-000288,-0.004418571116731685
ACH-000291,-0.10484984312600752
ACH-000293,-0.026366309398720342
ACH-000294,-0.008043363858199322
ACH-000295,-0.3351633976229085
ACH-000296,0.019009733338658928
ACH-000302,-0.05658180096937004
ACH-000304,-0.05640874617811013
ACH-000307,-0.15582635594311087
ACH-000308,0.022884499426246343
ACH-000310,0.01610671106573224
ACH-000311,0.00036187799925210975
ACH-000312,-0.04388232308463109
ACH-000315,-0.08597382857901993
ACH-000316,-0.025140632842657284
ACH-000317,0.06741497448966402
ACH-000318,0.0042471896025557815
ACH-000319,-0.042985764835300255
ACH-000320,0.08510458763972918
ACH-000322,0.040743675283315565
ACH-000323,-0.08708658288298271
ACH-000324,-0.13200361051722498
ACH-000329,0.030805522940524195
ACH-000330,-0.12055638014534728
ACH-000331,-0.016350466938670174
ACH-000332,-0.0037844197896642093
ACH-000334,0.09271514746280586
ACH-000335,-0.08151252373179277
ACH-000336,0.043650349497060766
ACH-000337,-0.07417045720457653
ACH-000338,0.21804160391119065
ACH-000339,-0.0877445254022334
ACH-000341,0.15684135421975032
ACH-000348,-0.07383250615540395
ACH-000350,-0.08856588382497366
ACH-000352,0.06111339309046587
ACH-000356,0.1379743042366949
ACH-000361,-0.001952561981036136
ACH-000362,0.00042283785586558393
ACH-000363,-0.04920295767337465
ACH-000364,0.003209608256551089
ACH-000365,0.012860905263341554
ACH-000366,0.009644320041179464
ACH-000368,-0.10728450433148927
ACH-000374,-0.013372647917721671
ACH-000375,-0.0988529203552397
ACH-000376,0.03746259138948745
ACH-000381,-0.1233036586209317
ACH-000383,-0.004055794599991506
ACH-000387,-0.02859870058611342
ACH-000389,0.02849720850027535
ACH-000390,-0.08633387268728937
ACH-000393,-0.14882171448790546
ACH-000395,0.1839884952300774
ACH-000396,0.14987811405413531
ACH-000397,-0.1636698351353209
ACH-000401,0.1551912959104164
ACH-000402,0.5847634598335447
ACH-000403,0.0016178374689231774
ACH-000404,-0.1001311393968876
ACH-000406,-0.01908772005402956
ACH-000407,-0.13152238642953756
ACH-000408,0.03010924388676492
ACH-000410,0.0954876259016447
ACH-000411,-0.1362169051522952
ACH-000414,0.059119968641791684
ACH-000415,-0.14841599060372135
ACH-000416,0.035827341898840695
ACH-000420,-0.13267987104618775
ACH-000421,-0.06994292159705573
ACH-000424,-0.18201638147558227
ACH-000425,-0.004062338346719382
ACH-000426,-0.13338973307384513
ACH-000427,0.07158615656935316
ACH-000433,-0.09294593196262634
ACH-000435,0.0989478635708782
ACH-000436,-0.1369947525086398
ACH-000444,-0.06658156788802824
ACH-000445,0.12925347903985832
ACH-000448,0.027573961242241454
ACH-000450,-0.056824138188584686
ACH-000452,0.02781927747039808
ACH-000454,-0.2167197660536482
ACH-000458,0.0232669422961236
ACH-000459,-0.03271770167676223
ACH-000460,-0.08379745536043326
ACH-000461,-0.08238030006001251
ACH-000463,-0.10477921243883508
ACH-000464,-0.17809673197788858
ACH-000466,-0.053499166314182084
ACH-000467,0.04203607881610485
ACH-000468,0.036205926368578105
ACH-000469,-0.2044856106504325
ACH-000470,0.05915113858670455
ACH-000471,0.02295867133437289
ACH-000472,-0.012884866943021916
ACH-000473,-0.06110590552673604
ACH-000475,-0.008585710374790709
ACH-000476,0.03237918456708087
ACH-000477,-0.1886208767116662
ACH-000479,-0.2444341257101141
ACH-000480,-0.01381531990054627
ACH-000481,-0.07447791964585088
ACH-000483,0.002940750071606585
ACH-000484,0.027651407580964783
ACH-000485,-0.1573692269100723
ACH-000486,-0.053283409171707936
ACH-000487,-0.13918274392431734
ACH-000488,0.013681701322196605
ACH-000490,0.02180254990746113
ACH-000491,-0.09522775169404073
ACH-000495,-0.0869351832661979
ACH-000496,0.010815670430427143
ACH-000499,-0.3232571394269272
ACH-000500,-0.566185070572227
ACH-000502,0.04082457808947967
ACH-000503,-0.090731951283161
ACH-000505,0.05796818239114899
ACH-000507,-0.051219283476929264
ACH-000510,-0.11989126318670368
ACH-000511,-0.041289933523848486
ACH-000512,-0.03672879498410279
ACH-000516,-0.060422187925629436
ACH-000517,-0.04279097003539393
ACH-000518,-0.11313444764718555
ACH-000520,-0.1992192912670437
ACH-000521,0.060607574144968326
ACH-000522,-0.10943173836020376
ACH-000524,-0.06776499880001523
ACH-000527,-0.06859326103500363
ACH-000528,-0.07263283209328884
ACH-000537,-0.05480294258985095
ACH-000541,-0.1811175509650517
ACH-000542,-0.03899673420353194
ACH-000544,-0.009028480769456402
