,PIP4K2A (5305)
ACH-000004,-0.08727740599948565
ACH-000005,0.35085741260523823
ACH-000007,0.04239074929437703
ACH-000009,0.1465601967725878
ACH-000011,0.1513523618670531
ACH-000012,0.02674865237258598
ACH-000013,0.0166471620457039
ACH-000014,-0.009174032578935341
ACH-000015,0.08619888413964552
ACH-000017,0.038710456740052634
ACH-000018,0.0729172394811358
ACH-000019,-0.07499825846199673
ACH-000021,0.025094697422426038
ACH-000022,0.1342571861087041
ACH-000025,-0.011087900384536177
ACH-000028,0.016193325954674983
ACH-000030,-0.0518406793208044
ACH-000035,0.03498485593674225
ACH-000036,0.11333410380571407
ACH-000037,0.14879084518303953
ACH-000039,-0.04983488760523597
ACH-000040,-0.03705829357161227
ACH-000041,0.015975817725963747
ACH-000042,0.08487250261007714
ACH-000045,0.4425691122818167
ACH-000047,0.03636600086664955
ACH-000052,-0.08499616078767935
ACH-000053,-0.020230077072183703
ACH-000054,-0.1306076873239303
ACH-000055,-0.07533077795827399
ACH-000060,-0.004178847777836399
ACH-000067,0.12697721227205458
ACH-000070,0.23777396791719185
ACH-000075,0.11000362164421336
ACH-000078,0.18764121693445115
ACH-000082,0.05063540102021273
ACH-000085,-0.0103246241645197
ACH-000086,0.020714671335612844
ACH-000087,-0.0035853216076958
ACH-000092,-0.10617200728487576
ACH-000095,-0.05658427404570435
ACH-000097,0.06267525321227556
ACH-000098,0.036716027625364515
ACH-000099,0.02628067181667808
ACH-000108,0.06584010287256638
ACH-000113,-0.006537188417902098
ACH-000116,0.10791692046962974
ACH-000118,-0.01578976937221603
ACH-000120,0.028050432374738702
ACH-000123,0.053536846755977516
ACH-000127,-0.02339535423324553
ACH-000128,0.1000125909424549
ACH-000132,0.09251158931844262
ACH-000133,0.037806200066815385
ACH-000137,0.11925314775850225
ACH-000138,0.1591354793261933
ACH-000142,0.05127560826607479
ACH-000143,-0.16746796540674816
ACH-000146,0.22611664015770055
ACH-000148,-0.008120223032250472
ACH-000150,-0.050894348442650776
ACH-000152,0.0381734228354075
ACH-000153,0.04664581191211221
ACH-000159,0.0551794859053988
ACH-000160,0.06191536582980095
ACH-000163,0.05188586428309895
ACH-000167,-0.06534607394450262
ACH-000168,0.24640118580318315
ACH-000169,0.1851925474157012
ACH-000178,0.0870406060874323
ACH-000183,-0.007754699289617372
ACH-000188,0.06722417781302797
ACH-000189,0.2312318614071848
ACH-000190,0.2152577066313267
ACH-000198,0.31081983963979354
ACH-000203,0.3142710062366723
ACH-000204,0.30138793550675
ACH-000206,-0.06189561006537739
ACH-000207,0.06379385959851214
ACH-000208,-0.07797014901319231
ACH-000210,-0.07134214242214379
ACH-000211,0.03767571163059849
ACH-000215,0.06759400814634678
ACH-000221,0.02374918042550869
ACH-000222,0.09951898148321374
ACH-000223,-0.02118302038595296
ACH-000226,0.03385478714989646
ACH-000227,-0.08495606856434597
ACH-000228,0.08275554843045606
ACH-000231,0.04681438764089599
ACH-000232,0.16849272211727626
ACH-000233,-0.0576346315344944
ACH-000234,0.12633639326796176
ACH-000235,0.14243450492168985
ACH-000237,0.1688149974198268
ACH-000238,0.1573511248690266
ACH-000242,0.5286273799918292
ACH-000243,0.06869299231989423
ACH-000244,0.07411024998179216
ACH-000246,0.22289944800719547
ACH-000248,0.05732211131764441
ACH-000250,0.1758352335404129
ACH-000251,0.0424380701494909
ACH-000252,-0.10993096781490544
ACH-000253,0.02734659900112271
ACH-000255,0.014561411735534137
ACH-000256,0.008642592900667146
ACH-000257,-0.17165152911192053
ACH-000258,-0.07634426823683374
ACH-000259,0.08353104578912185
ACH-000260,0.1123990042724078
ACH-000261,0.0378448806328502
ACH-000262,0.0185520848342402
ACH-000263,0.16429148513464387
ACH-000264,-0.004326123937775688
ACH-000265,0.08476052659998759
ACH-000266,0.03073815555957608
ACH-000272,-0.08475489973302801
ACH-000274,0.03783521363783048
ACH-000277,0.25297538478505416
ACH-000278,0.06049466375322405
ACH-000279,0.0916016487921647
ACH-000280,0.0004368814129639076
ACH-000281,-0.10350965838442046
ACH-000288,0.07771978449071018
ACH-000291,0.11606925463645933
ACH-000293,-0.031010641390881045
ACH-000294,0.06991006219450772
ACH-000295,0.21010204122748852
ACH-000296,0.10729915360584932
ACH-000302,0.11606389394684533
ACH-000304,0.15963832690282714
ACH-000307,0.027494852510258273
ACH-000308,0.012914830260981268
ACH-000310,-0.08961802032428981
ACH-000311,0.02322705877176221
ACH-000312,0.1927082926536366
ACH-000315,0.07651521106009675
ACH-000316,0.17387315471393178
ACH-000317,-0.0975663662759157
ACH-000318,-0.006838663071831403
ACH-000319,0.1683134714673267
ACH-000320,0.11409399324644565
ACH-000322,0.1361495266928057
ACH-000323,0.13222460675023842
ACH-000324,0.0866997666297111
ACH-000329,0.11473277874390565
ACH-000330,0.17212289741564804
ACH-000331,-0.034374717740952965
ACH-000332,0.07940968086430072
ACH-000334,-0.06716819578700799
