,ALOXE3 (59344)
ACH-000004,-0.2632780813854961
ACH-000005,-0.3252230705848668
ACH-000007,-0.2299056813736359
ACH-000009,-0.3538286828458365
ACH-000011,-0.0425454357552421
ACH-000012,-0.18060277359518412
ACH-000013,-0.19243292851636293
ACH-000014,-0.06526202073667843
ACH-000015,-0.2932760706001467
ACH-000017,-0.13314871892999688
ACH-000018,-0.16334962082951512
ACH-000019,0.012658172200951888
ACH-000021,-0.09117948803176387
ACH-000022,-0.19773797592545134
ACH-000025,-0.12044808467770665
ACH-000028,-0.16766101551770254
ACH-000030,-0.08927083314738596
ACH-000035,-0.2502825373364926
ACH-000036,-0.050128467634698935
ACH-000037,-0.17186177294391553
ACH-000039,-0.17555828170374896
ACH-000040,-0.10849128210891666
ACH-000041,-0.2405975586085774
ACH-000042,-0.20432050485936576
ACH-000045,-0.10383339428253473
ACH-000047,-0.2414167034325499
ACH-000052,-0.0998997886931953
ACH-000053,-0.17552285125201136
ACH-000054,-0.11196200589379064
ACH-000055,-0.1989842636576613
ACH-000060,-0.1875354208614204
ACH-000067,-0.09210554700519652
ACH-000070,-0.05629384100569081
ACH-000075,0.034813092920930495
ACH-000078,-0.135509938730831
ACH-000082,-0.3986406454808731
ACH-000085,-0.0024747935712528873
ACH-000086,-0.021633044372487045
ACH-000087,-0.001148409011479334
ACH-000092,-0.08932439307022559
ACH-000095,-0.09858837379782534
ACH-000097,-0.1349461485641394
ACH-000098,-0.20246524344860586
ACH-000099,-0.1522494825834786
ACH-000108,-0.26105756569635885
ACH-000113,-0.11366213652453107
ACH-000116,-0.1891819818599364
ACH-000118,-0.18482090939180298
ACH-000120,-0.18844919511588687
ACH-000123,-0.3260428229984899
ACH-000127,-0.1781837134909647
ACH-000128,-0.17984576283460948
ACH-000132,-0.13838310821667138
ACH-000133,-0.1589964610910701
ACH-000137,-0.1039213435106012
ACH-000138,-0.29724449111970314
ACH-000142,-0.1976551238524047
ACH-000143,0.03198051101390212
ACH-000146,-0.15150792600506474
ACH-000148,-0.15095106978732073
ACH-000150,-0.18159030073567226
ACH-000152,-0.2346878135197608
ACH-000153,-0.06956128430122227
ACH-000159,-0.08190548025660348
ACH-000160,-0.24915366090342375
ACH-000163,-0.17914029414247934
ACH-000167,-0.32654403020753964
ACH-000168,-0.2939838089094151
ACH-000169,-0.05897295558610152
ACH-000178,-0.1348556915013026
ACH-000183,-0.1638063462796127
ACH-000188,-0.34898655518756155
ACH-000189,-0.05199200982286722
ACH-000190,-0.2000917194328377
ACH-000198,-0.06134923899976711
ACH-000203,-0.14592171046133945
ACH-000204,-0.1307216004151009
ACH-000206,-0.22350788221048
ACH-000207,-0.12523949707960524
ACH-000208,-0.07818033586467008
ACH-000210,0.11016490790822477
ACH-000211,-0.06608192671692438
ACH-000215,-0.22582146497497316
