,BNIP3 (664)
ACH-000004,-0.21227849591596973
ACH-000005,0.22595812301632634
ACH-000007,-0.2887119572398349
ACH-000009,-0.1727815895285441
ACH-000011,-0.047462453782782514
ACH-000012,-0.0966600252250264
ACH-000013,-0.1133403325363584
ACH-000014,-0.14639859265439353
ACH-000015,-0.12248041848564553
ACH-000017,-0.1990702171578008
ACH-000018,-0.2077601029672081
ACH-000019,-0.07197362012896517
ACH-000021,-0.16471260745849642
ACH-000022,-0.3028058238359382
ACH-000025,-0.08767700437699985
ACH-000028,-0.07493986287007247
ACH-000030,-0.15668850922895458
ACH-000035,-0.07371168364869055
ACH-000036,-0.28212739399651593
ACH-000037,-0.32887782295727397
ACH-000039,-0.08160671263710341
ACH-000040,-0.2416267048603846
ACH-000041,-0.2304556613978145
ACH-000042,-0.2457248907670709
ACH-000045,-0.1347586856912752
ACH-000047,-0.042572905197357166
ACH-000052,-0.2878791729138222
ACH-000053,-0.1025826777470678
ACH-000054,-0.2464457805230087
ACH-000055,-0.3416776736460617
ACH-000060,-0.11326344788564567
ACH-000067,-0.1951363892775112
ACH-000070,-0.0023306110308371646
ACH-000075,-0.3362365114549918
ACH-000078,-0.22367695127684828
ACH-000082,-0.16886910854153175
ACH-000085,-0.14963969329387725
ACH-000086,-0.14903036940579098
ACH-000087,-0.01479122571856375
ACH-000092,-0.2785263903161709
ACH-000095,-0.18163930229654615
ACH-000097,-0.2168830821079497
ACH-000098,-0.13373215487590204
ACH-000099,-0.2782966807191106
ACH-000108,-0.1558067310500153
ACH-000113,-0.11482284925741855
ACH-000116,-0.08053271165904374
ACH-000118,-0.3284183360940213
ACH-000120,-0.2282226333307557
ACH-000123,-0.28042079149199456
ACH-000127,-0.10232395828648172
ACH-000128,-0.19525634956327456
ACH-000132,-0.2158487638158287
ACH-000133,-0.16894842970431834
ACH-000137,-0.2466894195863644
ACH-000138,-0.12683680837467415
ACH-000142,-0.14110870390746413
ACH-000143,-0.1846114080151557
ACH-000146,-0.21058765919887185
ACH-000148,-0.3565502679560896
ACH-000150,-0.08035893302498408
ACH-000152,-0.1643222834335962
ACH-000153,-0.002978907624999313
ACH-000159,-0.17190741486355626
ACH-000160,-0.18608717487081056
ACH-000163,-0.010627042821499004
ACH-000167,-0.3565217300090446
ACH-000168,-0.16853497898274666
ACH-000169,-0.3949866613187984
ACH-000178,-0.16380581415177556
ACH-000183,-0.2151888954368188
ACH-000188,-0.180855170004734
ACH-000189,-0.027841013508527617
ACH-000190,-0.03811310140407095
ACH-000198,-0.2262240148950541
ACH-000203,-0.2069664822538176
ACH-000204,-0.3046880966191455
ACH-000206,-0.4541363643428555
ACH-000207,-0.01501208907479788
ACH-000208,-0.42712190603098427
ACH-000210,-0.08614880603558613
ACH-000211,-0.2079007370958212
ACH-000215,-0.11095054937633668
ACH-000221,-0.13020186351845578
ACH-000222,-0.0415633660236452
ACH-000223,-0.17989990592429894
ACH-000226,-0.17350513622749625
ACH-000227,-0.17613276818085113
ACH-000228,-0.08988600702874346
ACH-000231,-0.15881387418907755
ACH-000232,-0.051701605552231404
ACH-000233,-0.0727031134739699
ACH-000234,-0.2059626245224508
ACH-000235,-0.17484494195615674
ACH-000237,-0.12213214020751093
ACH-000238,-0.08870648683944607
ACH-000242,0.27251588103403457
ACH-000243,-0.1204475224774078
ACH-000244,-0.10771580507790314
ACH-000246,-0.01169789205014943
ACH-000248,-0.10890313011052294
ACH-000250,-0.19047375961425916
ACH-000251,-0.11263903199425725
ACH-000252,-0.20674185283091048
ACH-000253,-0.2456238431134153
ACH-000255,-0.1468893982127734
ACH-000256,-0.10411791583243483
ACH-000257,-0.06814217952127449
ACH-000258,0.13067703003664086
ACH-000259,-0.15135594792465726
ACH-000260,-0.16283493793525936
ACH-000261,-0.17991823348469071
ACH-000262,-0.3606657411804376
ACH-000263,0.1334157348391605
ACH-000264,-0.15788499790937696
ACH-000265,-0.061413449471764935
ACH-000266,-0.18961156272872104
ACH-000272,-0.17288522975869253
ACH-000274,-0.16167914572675274
ACH-000277,-0.23933008911844614
ACH-000278,-0.2528109854389872
ACH-000279,-0.2516709371864426
ACH-000280,-0.2772924762561356
ACH-000281,-0.3793740221729383
ACH-000288,-0.18302086324551575
ACH-000291,-0.20894008595829008
ACH-000293,-0.203616155798788
ACH-000294,-0.3314095382322136
ACH-000295,-0.3726778987211399
ACH-000296,-0.2173880959253137
ACH-000302,-0.14716994084525165
ACH-000304,-0.3402509535555254
ACH-000307,-0.20068386716826814
ACH-000308,-0.13917652837491115
ACH-000310,-0.17403599866563554
ACH-000311,-0.1832809779706432
ACH-000312,-0.2072267556906634
ACH-000315,-0.11785899295228562
ACH-000316,-0.2799159955688822
ACH-000317,-0.12464859626557878
ACH-000318,-0.18887968596703889
ACH-000319,-0.06262415856310193
ACH-000320,-0.3590693504795893
ACH-000322,-0.3691827064406405
ACH-000323,-0.3426488026740753
ACH-000324,-0.11260122112642293
ACH-000329,-0.12696875377105152
ACH-000330,-0.2299891959426329
ACH-000331,-0.2219179078484079
ACH-000332,-0.17675521749843615
ACH-000334,-0.27614357353419644
ACH-000335,-0.06714813369107481
ACH-000336,-0.2874240016757218
ACH-000337,-0.3829736188703061
ACH-000338,-0.3174253237398891
ACH-000339,-0.16934079681096292
