,TRAPPC3 (27095)
ACH-000004,-1.0918601453573051
ACH-000005,-0.9144833873304368
ACH-000007,-1.1095060669457375
ACH-000009,-1.2411926865359344
ACH-000011,-0.7837315942038786
ACH-000012,-1.0854900106986909
ACH-000013,-0.9678740722208194
ACH-000014,-1.0083572903203843
ACH-000015,-1.1311643925195962
ACH-000017,-1.1181023814989008
ACH-000018,-1.2173728302128852
ACH-000019,-1.2769805811122932
ACH-000021,-1.1840117277204767
ACH-000022,-1.1706074673396187
ACH-000025,-1.0058911891533968
ACH-000028,-1.0777135585873605
ACH-000030,-1.0641341652637504
ACH-000035,-1.1911861998345048
ACH-000036,-0.9419926338763164
ACH-000037,-1.092435525415626
ACH-000039,-0.7587377144871097
ACH-000040,-1.0577113059399876
ACH-000041,-0.8587021588962077
ACH-000042,-0.9296144104139644
ACH-000045,-1.1557895107696794
ACH-000047,-1.084102396298907
ACH-000052,-1.3283949151543484
ACH-000053,-1.2268228390688665
ACH-000054,-1.094909941525027
ACH-000055,-0.9888218768435476
ACH-000060,-1.3556269224951438
ACH-000067,-1.2024571552357353
ACH-000070,-1.0609571531067272
ACH-000075,-1.4259710220864572
ACH-000078,-1.1341797202224917
ACH-000082,-1.2627254688809595
ACH-000085,-0.7553811958030882
ACH-000086,-1.119192848072491
ACH-000087,-0.9672182935534466
ACH-000092,-1.124223810568106
ACH-000095,-1.197872350311815
ACH-000097,-1.18878269996275
ACH-000098,-1.2556551709451034
ACH-000099,-1.3652096425123843
ACH-000108,-1.0840775871323876
ACH-000113,-1.1093422844910084
ACH-000116,-0.8099133234981107
ACH-000118,-0.9941690267536596
ACH-000120,-1.3510031986189468
ACH-000123,-1.0397610009586442
ACH-000127,-1.1075150004453682
ACH-000128,-0.9879600688692066
ACH-000132,-1.0613280754197685
ACH-000133,-0.9670067274612372
ACH-000137,-1.0487292285083627
ACH-000138,-0.9956713015831028
ACH-000142,-1.0695238365891355
ACH-000143,-1.1181544516826798
ACH-000146,-1.0552082884880227
ACH-000148,-0.9180232069566404
ACH-000150,-0.9888454608887516
ACH-000152,-1.0950936671303373
ACH-000153,-0.984371290482874
ACH-000159,-1.0584234010076077
ACH-000160,-1.178803771625619
ACH-000163,-1.1707376519746555
ACH-000167,-0.8623542258972781
ACH-000168,-1.1770456677463736
ACH-000169,-1.0267558308986413
ACH-000178,-0.9398600544008776
ACH-000183,-1.1344729939820646
ACH-000188,-0.9234901118393262
ACH-000189,-1.0718839155508164
ACH-000190,-1.2169656451424555
ACH-000198,-1.044849310885152
ACH-000203,-1.3310679434255586
