,SFPQ (6421)
ACH-000189,-1.12158834542621
ACH-000190,-0.7584917685927222
ACH-000198,-1.3447663341440774
ACH-000203,-1.359266222483573
ACH-000204,-1.2495568622704287
ACH-000206,-1.4505839743615498
ACH-000207,-1.4620277098327834
ACH-000208,-0.876274339465812
ACH-000210,-1.004937955023648
ACH-000211,-0.9214959749401656
ACH-000215,-1.0608886482175144
ACH-000221,-1.2640857412341369
ACH-000222,-1.1724414286174718
ACH-000223,-1.3382821717228943
ACH-000226,-1.3032257106924827
ACH-000227,-1.5776343337187924
ACH-000228,-1.2153328409028534
ACH-000231,-0.9505343781792626
ACH-000232,-1.1296803379886031
ACH-000233,-1.4564090962263219
ACH-000234,-1.255070454210775
ACH-000235,-1.235535002199088
ACH-000237,-1.2783775680062528
ACH-000238,-1.4296700326742475
ACH-000242,-1.3050210452757736
ACH-000243,-1.3621081922066969
ACH-000244,-1.017354336827914
ACH-000246,-1.443071473825398
ACH-000248,-1.263098800968994
ACH-000250,-1.3667503544772843
ACH-000251,-1.5264525374635347
ACH-000252,-0.7551312593990135
ACH-000253,-1.1081502876546736
ACH-000255,-1.0880570415382536
ACH-000256,-1.4490168905151577
ACH-000257,-1.1011466983254437
ACH-000258,-0.7496385189017579
ACH-000259,-1.416407410937663
ACH-000260,-1.2313113684783226
ACH-000261,-1.1753878108123184
ACH-000262,-1.2742287066383482
ACH-000263,-1.4506198001946842
ACH-000264,-1.1545296047951934
ACH-000265,-1.1796295191885329
ACH-000266,-1.066926117970282
ACH-000272,-1.0305191565669218
ACH-000274,-1.0473036908302669
ACH-000277,-1.4178918711558408
ACH-000278,-1.3510159549569705
ACH-000279,-1.1716577677633642
ACH-000280,-0.9647924220055304
ACH-000281,-1.061457567046771
ACH-000288,-1.0340678996679034
ACH-000291,-1.3914153960646751
ACH-000293,-1.4281010487464216
ACH-000294,-1.5046362024875222
ACH-000295,-1.0871649458511945
ACH-000296,-1.1167996668100384
ACH-000302,-1.4537150184241086
ACH-000304,-1.7818966542657548
ACH-000307,-1.049296666176127
ACH-000308,-1.0340668031063869
ACH-000310,-1.4334428458115376
ACH-000311,-1.218164554853162
ACH-000312,-1.3248248369697029
ACH-000315,-1.5564696861724996
ACH-000316,-1.1893299256484835
ACH-000317,-1.1198175092228202
ACH-000318,-1.4126192962844006
ACH-000319,-1.1909222744704673
ACH-000320,-0.8838885241133935
ACH-000322,-1.0556354286736631
ACH-000323,-1.2244237003234242
ACH-000324,-0.9751428649251116
ACH-000329,-0.881705435203777
ACH-000330,-1.1318739555837904
ACH-000331,-1.322131295355521
ACH-000332,-1.2662276096295255
ACH-000334,-1.8829670626173791
ACH-000335,-1.2711309473723469
ACH-000336,-1.132171621146037
ACH-000337,-1.1505804181365094
ACH-000338,-1.3741832074129652
ACH-000339,-1.3560847521535628
ACH-000341,-1.3011138448388275
ACH-000348,-1.316633182534268
ACH-000350,-1.305053358290711
ACH-000352,-1.3911996902541708
ACH-000356,-1.3033598764424212
ACH-000361,-1.7740701020700709
ACH-000362,-1.1401711119762497
ACH-000363,-1.3011687141924684
ACH-000364,-1.0080761853151252
ACH-000365,-1.3705687866664245
ACH-000366,-1.0938197208689495
ACH-000368,-0.7452873202783483
ACH-000374,-1.1198720526939503
ACH-000375,-1.1121951498669849
ACH-000376,-1.1489775536723537
ACH-000381,-1.2121687172157811
ACH-000383,-1.4029309753940715
ACH-000387,-1.2285410908773742
ACH-000389,-1.2766955079434563
ACH-000390,-1.2924317215855867
ACH-000393,-1.2376223879539658
ACH-000395,-1.1167886448812945
ACH-000396,-1.1191505547850549
ACH-000397,-1.3955506357206893
ACH-000401,-1.150441591535008
ACH-000402,-1.3004368632493657
ACH-000403,-1.5226725874186766
ACH-000404,-1.1634120900914346
ACH-000406,-1.1110178675055022
ACH-000407,-1.5012243309375963
ACH-000408,-1.2578573771973591
ACH-000410,-1.113585184757239
ACH-000411,-1.1735406088966178
ACH-000414,-1.4910119269442093
ACH-000415,-1.2643193083200466
ACH-000416,-1.22746923356403
ACH-000420,-1.3283313169646325
ACH-000421,-1.0718613054913422
ACH-000424,-0.9364624467511592
ACH-000425,-1.0052174640641645
ACH-000426,-1.4573374680556197
ACH-000427,-1.5175514019989391
ACH-000433,-1.145436473453524
ACH-000435,-1.2999197697075702
ACH-000436,-1.4245092649747924
ACH-000444,-1.0174541623575946
ACH-000445,-0.98051030648562
ACH-000448,-1.115717468682755
ACH-000450,-1.2416882589540132
ACH-000452,-1.2089402871067496
ACH-000454,-1.3582431914548745
ACH-000458,-1.254517929039948
ACH-000459,-1.8698094323251329
ACH-000460,-1.2470592834994412
ACH-000461,-1.1694260084459671
ACH-000463,-1.1301566956654092
ACH-000464,-0.8998484816512169
ACH-000466,-1.891850977109503
ACH-000467,-1.1127598197327233
ACH-000468,-1.151999507479755
ACH-000469,-1.1388335307021469
ACH-000470,-1.3612470252162128
ACH-000471,-1.2065334157434473
ACH-000472,-1.2281917845151338
ACH-000473,-1.3415169595647216
ACH-000475,-1.3177819562264341
ACH-000476,-1.3174540095284388
ACH-000477,-1.2112308444947042
ACH-000479,-0.9071507422286276
ACH-000480,-1.3719298167786007
ACH-000481,-1.2346236211819863
ACH-000483,-1.4874036699397857
ACH-000484,-1.0374252483468125
ACH-000485,-1.2120216637963257
ACH-000486,-1.1123700423668337
ACH-000487,-1.3724221665256315
ACH-000488,-1.3059818654253077
ACH-000490,-1.352976200397197
ACH-000491,-1.0521052674169156
ACH-000495,-0.9109408457614272
ACH-000496,-1.2914351011473109
ACH-000499,-0.9728545630466596
ACH-000500,-1.6819285536593125
ACH-000502,-1.3961496312169344
ACH-000503,-1.0024178177228074
ACH-000505,-1.1849909915615444
ACH-000507,-1.2269228208863874
ACH-000510,-1.1824485096917714
ACH-000511,-1.1961089917564585
ACH-000512,-1.3700234388938994
ACH-000516,-1.0744569672532231
ACH-000517,-1.1925629408388796
ACH-000518,-1.3648849360091395
ACH-000520,-1.2950323089142484
ACH-000521,-1.024690583688592
ACH-000522,-1.069216015182735
ACH-000524,-1.324471909497498
ACH-000527,-1.1387185187825997
ACH-000528,-1.3018805490323238
ACH-000537,-1.1233604667320538
ACH-000541,-1.4879893764459742
ACH-000542,-1.0555115287936263
ACH-000544,-1.2501434863501624
ACH-000545,-1.0517935104203375
ACH-000547,-1.220441531804365
ACH-000548,-1.3388851110643183
ACH-000549,-0.8409711023909621
ACH-000550,-1.2743856207153998
ACH-000552,-1.215612915598144
ACH-000556,-1.2565579593682081
ACH-000557,-0.9273340909989716
ACH-000569,-1.112447735202926
ACH-000570,-0.9037627660840284
ACH-000571,-1.2856590146979356
ACH-000573,-1.1616790743326466
ACH-000576,-1.5286058902124278
ACH-000579,-1.1186257715401997
ACH-000580,-1.356288002391098
ACH-000584,-1.0867229841771775
ACH-000585,-1.304742924378724
ACH-000588,-1.4090773710652067
ACH-000589,-1.2838855127993185
ACH-000591,-1.1229512447552394
ACH-000593,-1.1716490332644367
ACH-000600,-1.241952475615504
ACH-000601,-1.0882269464346912
ACH-000605,-1.283137886875737
ACH-000606,-1.1537362675273486
ACH-000608,-1.413477580357627
ACH-000614,-1.732932863561787
ACH-000616,-1.1272311431113262
ACH-000618,-1.2235967797857021
ACH-000619,-1.2638564468909026
ACH-000620,-1.3532221500104868
ACH-000621,-1.3461474011292172
ACH-000622,-1.349758949061563
ACH-000623,-0.8142363668868188
ACH-000624,-1.3140515679679474
ACH-000627,-1.2648982128256978
ACH-000630,-1.2246020585055013
ACH-000631,-1.12036328528096
ACH-000632,-1.2860044675382003
ACH-000633,-1.1058771663864269
ACH-000637,-1.264783854575548
ACH-000638,-1.06071587782254
ACH-000646,-1.7852756851658358
ACH-000647,-1.0748973522230607
ACH-000648,-1.4462700020892938
ACH-000649,-1.3299549451461865
ACH-000651,-1.1005585107931175
ACH-000652,-1.273212510135043
ACH-000653,-1.3025713990654022
ACH-000657,-1.3054399610637497
ACH-000658,-1.5693615743361318
ACH-000661,-1.7886155496470213
ACH-000662,-1.132796841331383
ACH-000663,-1.178670921904771
ACH-000665,-1.010700175940762
ACH-000671,-1.09981657802868
ACH-000672,-1.3877017393755915
ACH-000673,-1.0180337445035788
ACH-000676,-1.1025947610823006
ACH-000677,-1.0876653162536956
ACH-000681,-1.3623404461724888
ACH-000683,-1.2882938229613217
ACH-000684,-1.2163292494664235
ACH-000688,-1.3789506171209625
ACH-000693,-1.2829269219692196
ACH-000694,-0.9987753374288706
ACH-000695,-1.146419194340237
ACH-000696,-1.2205847944575654
ACH-000697,-1.0272690080821945
ACH-000699,-1.3186244065047723
ACH-000701,-1.240494044157109
ACH-000706,-1.3430582891812626
ACH-000711,-1.38766687369951
ACH-000713,-1.1382294645547133
ACH-000714,-1.3224499680754094
ACH-000718,-1.3667997267008265
ACH-000720,-1.4619522029627474
ACH-000721,-1.0990033807907231
ACH-000724,-1.6618255304312497
ACH-000725,-1.3455893063008075
ACH-000732,-1.0275265644109932
ACH-000734,-1.382966419433396
ACH-000735,-0.9943902235984056
ACH-000736,-1.3337891750914237
ACH-000738,-1.1611731926322029
ACH-000746,-1.2258385365655802
ACH-000747,-1.0581352282722092
ACH-000748,-1.0551141480318444
ACH-000753,-0.9335599877030416
ACH-000756,-0.8115442033823314
ACH-000757,-1.075991674127476
ACH-000758,-1.2406281080329489
ACH-000760,-1.0113131523365753
ACH-000762,-1.3122660209424062
ACH-000763,-1.8240954076740965
ACH-000764,-1.076189543755748
ACH-000765,-1.2075600855268291
ACH-000766,-1.2816873075660986
ACH-000767,-1.2254842223571314
ACH-000768,-1.0666894636067206
ACH-000769,-1.306387871030309
ACH-000770,-1.3012165338637436
ACH-000771,-1.3391806851269106
ACH-000773,-1.1932044086091014
ACH-000776,-1.0289121287145353
ACH-000777,-1.3800543171374908
ACH-000778,-1.4685666747614463
ACH-000781,-1.2984993577150186
ACH-000782,-1.0180728863276796
ACH-000783,-1.4701327294511524
ACH-000784,-1.1265587903767689
ACH-000785,-1.3671265587917178
ACH-000787,-1.126250813117796
ACH-000788,-1.0519010697580071
ACH-000791,-1.1178766971490683
ACH-000792,-1.1531281493155188
ACH-000794,-1.3197288324796728
ACH-000796,-1.2094845686453428
ACH-000798,-1.0008735214695306
ACH-000799,-1.1826602612987993
ACH-000800,-1.1558080769827914
ACH-000802,-1.3522942293767817
ACH-000804,-1.3430982455303142
ACH-000805,-1.0706769747485916
ACH-000809,-0.9906651254170418
ACH-000810,-1.310713086316978
ACH-000811,-0.9785835447936262
ACH-000817,-0.8229788566191271
ACH-000819,-0.9864068892306372
ACH-000820,-0.7894413558191877
ACH-000821,-1.6581848742152514
ACH-000822,-1.2764275534392384
ACH-000823,-1.223437219882152
ACH-000824,-1.158239830062573
ACH-000827,-1.3045310008766218
ACH-000829,-1.3686341969380684
ACH-000831,-1.2924100006351469
ACH-000832,-1.2421584072595722
ACH-000833,-1.4505489138951424
ACH-000834,-1.2474137898375135
ACH-000835,-1.0618832093797526
ACH-000836,-0.91472204728954
ACH-000837,-1.1873554333171066
ACH-000838,-1.2925368769939278
ACH-000839,-1.188713963016715
ACH-000840,-1.040246239501236
ACH-000841,-1.1725036345259825
ACH-000843,-1.3162537434351496
ACH-000846,-1.2125847460319914
ACH-000847,-1.1553562144841822
ACH-000848,-1.04362217030439
ACH-000849,-1.1293016569762655
ACH-000851,-1.26805539460391
ACH-000855,-0.9212456784811932
ACH-000856,-1.3012737063357285
ACH-000858,-1.1602086614969622
ACH-000859,-1.0422120543184326
ACH-000861,-1.4008762715354164
ACH-000862,-1.4497266154056645
ACH-000865,-1.12928603910336
ACH-000866,-1.2189965149784834
ACH-000867,-1.1571257256070584
ACH-000869,-1.0229619913652244
ACH-000872,-1.5446654512113398
ACH-000873,-1.1429181220960691
ACH-000876,-1.396733152531363
ACH-000878,-1.244543417650821
ACH-000880,-1.1585780229514442
ACH-000881,-1.3112870440521722
ACH-000882,-1.0419400342741392
ACH-000884,-1.0379772893485504
ACH-000885,-1.20006149502228
ACH-000887,-1.305963744405816
ACH-000889,-1.595812054127849
ACH-000896,-1.2879580656887697
ACH-000898,-1.1753497761617104
ACH-000900,-0.9882954608500972
ACH-000901,-1.1235394397905545
ACH-000905,-1.2594740472757806
ACH-000906,-1.1893391683669825
ACH-000907,-1.0098639584799531
ACH-000910,-1.097867737515768
ACH-000911,-1.104077441323797
ACH-000912,-1.2514705122274916
ACH-000913,-1.0250337410502959
ACH-000915,-1.0263329591814672
ACH-000916,-1.1958748326478332
ACH-000917,-1.0625678230852609
ACH-000920,-1.2076540898078196
ACH-000921,-1.1218893492953823
ACH-000924,-1.1024181702477387
ACH-000926,-1.1403064481359857
ACH-000928,-1.2708019370552448
ACH-000929,-1.2645850644514511
ACH-000932,-1.1140936546928346
ACH-000935,-1.2205653369469829
ACH-000936,-1.1514506460463518
ACH-000937,-1.0341849056892496
ACH-000938,-1.1083836675856082
ACH-000939,-1.113199865450522
ACH-000941,-1.248326844291425
ACH-000943,-1.1245422221059038
ACH-000946,-1.228596262668999
ACH-000947,-1.1662048210251028
ACH-000948,-1.2627387877365963
ACH-000950,-1.0807520712058092
ACH-000953,-1.0936618919061438
ACH-000954,-0.8907877618493039
ACH-000957,-1.1283631977412685
ACH-000958,-1.116746411456043
ACH-000960,-1.1729151871171712
ACH-000963,-1.4303417574946964
ACH-000968,-1.694610003507724
ACH-000969,-1.0673197892671304
ACH-000972,-0.9719304536824034
ACH-000973,-1.0059151628492953
ACH-000974,-1.0502484757007733
ACH-000978,-1.3714796263725042
ACH-000984,-0.9834799637007062
ACH-000986,-1.0746756027269797
ACH-000988,-1.6026129311715043
ACH-000993,-1.1621512078231753
ACH-000994,-1.2683368762810776
ACH-000996,-1.1388438558023029
ACH-001001,-1.144996667391521
ACH-001020,-0.9003329056542975
ACH-001028,-1.00489093488498
ACH-001031,-1.3050381922043273
ACH-001038,-0.9883631475850344
ACH-001048,-1.069930238384747
ACH-001050,-1.3549296934839477
ACH-001053,-1.2521254194479798
ACH-001054,-1.114803548615657
ACH-001061,-1.113514319558248
ACH-001067,-1.40238359019623
ACH-001075,-1.0071001498445005
ACH-001096,-1.0090476482395103
ACH-001111,-0.974826605485692
ACH-001119,-0.9643840751407068
ACH-001128,-0.5915772476954171
ACH-001134,-1.1597669351948408
ACH-001151,-1.3374264989461002
ACH-001163,-0.936270299417046
ACH-001164,-1.2063623760865112
ACH-001183,-1.1670327643721994
ACH-001192,-0.9997982311582386
ACH-001193,-0.9322871412423492
ACH-001196,-1.210280170260812
ACH-001197,-1.49690956387476
ACH-001205,-1.0821129782967664
ACH-001211,-1.0902113636225128
ACH-001212,-1.0998028427056812
ACH-001228,-1.3553934603452742
ACH-001232,-0.9048127828870954
ACH-001239,-1.3065881670014583
ACH-001270,-1.0156420613291033
ACH-001274,-1.1758330604912854
ACH-001275,-1.2164680001536674
ACH-001277,-1.2699946413747822
ACH-001278,-1.392181071544587
ACH-001280,-1.2369810369197054
ACH-001283,-1.1350432902722976
ACH-001289,-1.280809636715076
ACH-001300,-1.199509054057138
ACH-001301,-1.457988479254105
ACH-001302,-1.1605265457600178
ACH-001306,-0.8596849169902807
ACH-001318,-1.3451079264098682
ACH-001322,-1.141822539345811
ACH-001328,-1.0397796595490725
ACH-001332,-1.0458642208607971
ACH-001336,-0.9262882511335784
ACH-001346,-1.2461208690655567
ACH-001353,-1.198984546081027
ACH-001354,-1.2667792237906268
ACH-001367,-0.7335562508299636
ACH-001368,-1.2673303040368136
ACH-001374,-0.9962532966425018
ACH-001377,-1.6291882864586116
ACH-001380,-1.2904948109907275
ACH-001391,-1.2259526984655655
ACH-001408,-1.3199509107995695
ACH-001430,-1.0059197312152808
ACH-001431,-1.3178716014396716
ACH-001450,-1.1380454783989105
ACH-001496,-1.1339112372767153
ACH-001500,-1.09270175213486
ACH-001523,-1.4248743842391192
ACH-001532,-1.4129250268291689
ACH-001550,-0.7934161743747411
ACH-001552,-1.185758906402703
ACH-001554,-1.2516898023580325
ACH-001654,-1.3483090079878146
ACH-001735,-1.2529687801911626
ACH-001736,-1.343817549460827
ACH-001737,-0.8785233177691052
ACH-001740,-1.1676026533719084
ACH-001745,-1.1771944361935611
ACH-001765,-1.2945212539771764
