,MTO1 (25821)
ACH-000004,0.03919626208466241
ACH-000005,0.029995058854157
ACH-000007,-0.2747434688416958
ACH-000009,0.0019144015403767664
ACH-000011,0.11790652728888365
ACH-000012,-0.07033674100604681
ACH-000013,-0.15566549569377755
ACH-000014,-0.1583355067864161
ACH-000015,0.04078060787632177
ACH-000017,0.004622319253177142
ACH-000018,-0.016788556923377048
ACH-000019,-0.011640914893750196
ACH-000021,-0.2009158292247696
ACH-000022,-0.01729490818732805
ACH-000025,-0.04563984184754463
ACH-000028,-0.059707615863822214
ACH-000030,-0.04387944083737372
ACH-000035,0.012828600409110609
ACH-000036,0.13862260231480492
ACH-000037,0.06470259743614057
ACH-000039,0.049443418786542674
ACH-000040,-0.1005771826694839
ACH-000041,-0.17588343578831087
ACH-000042,-0.028332930220196593
ACH-000045,-0.4688290713777733
ACH-000047,-0.2310795003417922
ACH-000052,-0.13591767618958608
ACH-000053,0.06024886927086991
ACH-000054,0.12667107220161966
ACH-000055,-0.03627926067011012
ACH-000060,-0.07923977611681877
ACH-000067,-0.12899693894643335
ACH-000070,-0.2512413287577357
ACH-000075,-0.009375421824655158
ACH-000078,0.1053421351077482
ACH-000082,-0.024301213295920127
ACH-000085,0.04340223646573301
ACH-000086,-0.07430111806088212
ACH-000087,-0.35009060352780363
ACH-000092,-0.058075481854865836
ACH-000095,0.017084490666995106
ACH-000097,0.07326145389127646
ACH-000098,-0.13516577274558073
ACH-000099,0.048576681938727904
ACH-000108,-0.0344095788320416
ACH-000113,-0.43637864282651095
ACH-000116,0.10527689420611201
ACH-000118,-0.3237507401722896
ACH-000120,-0.1131980311288692
ACH-000123,-0.13847928271041346
ACH-000127,0.005086747297709979
ACH-000128,-0.17859659359238478
ACH-000132,-0.16085663292183008
ACH-000133,0.04411118102808781
ACH-000137,-0.060992252447286115
ACH-000138,-0.1166890021978823
ACH-000142,0.1359218359665803
ACH-000143,-0.12148690450793195
ACH-000146,0.09004569600155853
ACH-000148,-0.05754656155423645
