,SPATA31A6 (389730)
ACH-000004,-0.6238271110676136
ACH-000005,-0.3415614315516169
ACH-000007,-0.7372765229216153
ACH-000009,-0.6570985866846079
ACH-000011,-0.4097371904181897
ACH-000012,-0.578525203200824
ACH-000013,-0.3963216011404381
ACH-000014,-0.5930482189259398
ACH-000015,-0.6945512615457212
ACH-000017,-0.4942201435798434
ACH-000018,-0.5368360673637969
ACH-000019,-0.4996844027393119
ACH-000021,-0.6600461006280802
ACH-000022,-0.7400837416161468
ACH-000025,-0.44310631401670464
ACH-000028,-0.5360560902521679
ACH-000030,-0.474656989538347
ACH-000035,-0.581669093033427
ACH-000036,-0.5348611986450542
ACH-000037,-0.3625835474280589
ACH-000039,-0.4453031706643131
ACH-000040,-0.5227056792655467
ACH-000041,-0.6027640176399941
ACH-000042,-0.5509340999358111
ACH-000045,-0.3324678682474571
ACH-000047,-0.5266620212787589
ACH-000052,-0.4201279828345829
ACH-000053,-0.4643125311003602
ACH-000054,-0.4945351288672675
ACH-000055,-0.6210716737637623
ACH-000060,-0.5005345557438917
ACH-000067,-0.5998574580567346
ACH-000070,-0.47597497720273396
ACH-000075,-0.5999314820148879
ACH-000078,-0.5597130349247915
ACH-000082,-0.3316254196957463
ACH-000085,-0.5638278223395582
ACH-000086,-0.5869199570659164
ACH-000087,-0.42293627755762975
ACH-000092,-0.516794387856357
ACH-000095,-0.4846169588559332
ACH-000097,-0.5228392790083487
ACH-000098,-0.6350654837399713
ACH-000099,-0.5359452121202252
ACH-000108,-0.6129746477165299
ACH-000113,-0.6305949117370319
ACH-000116,-0.4559794964408777
ACH-000118,-0.4590536926436501
ACH-000120,-0.4337270078032819
ACH-000123,-0.4719496791840632
ACH-000127,-0.6959768137090661
ACH-000128,-0.4106468936838412
ACH-000132,-0.560558676951615
ACH-000133,-0.43378408670215546
ACH-000137,-0.6666318425895423
ACH-000138,-0.7414640177555046
ACH-000142,-0.5193352009569285
ACH-000143,-0.5838078493553821
ACH-000146,-0.5597925019389929
ACH-000148,-0.6916801969995883
ACH-000150,-0.5203689248644561
ACH-000152,-0.3343586609135724
ACH-000153,-0.5939209408199246
ACH-000159,-0.8494273797182827
ACH-000160,-0.8581414162309056
ACH-000163,-0.5238080834769798
ACH-000167,-0.6874116993145185
ACH-000168,-0.6015944761122691
ACH-000169,-0.5994786353267973
ACH-000178,-0.5983032353778789
ACH-000183,-0.7369253137086595
ACH-000188,-0.7040066717623894
ACH-000189,-0.537915576438168
ACH-000190,-0.8354575832071487
ACH-000198,-0.5016273274768402
ACH-000203,-0.21099625939058805
ACH-000204,-0.2216474111642781
ACH-000206,-0.6056490562479344
ACH-000207,-0.4110779444807521
ACH-000208,-0.7710105608345965
ACH-000210,-0.747545884147212
ACH-000211,-0.34194859746040324
ACH-000215,-0.6748546841872061
ACH-000221,-0.846104977983985
ACH-000222,-0.5868250180884691
ACH-000223,-0.4766320185520054
ACH-000226,-0.5240358133593293
ACH-000227,-0.7117024591407946
ACH-000228,-0.6950310052549495
ACH-000231,-0.4179560944149017
ACH-000232,-0.6386294502131077
ACH-000233,-0.7052717527302149
ACH-000234,-0.5128418749852733
ACH-000235,-0.4571228140827254
ACH-000237,-0.5176154022324178
ACH-000238,-0.5335215886922339
ACH-000242,-0.5893935433555235
ACH-000243,-0.4709819297816961
ACH-000244,-0.4719727475727872
ACH-000246,-0.5380296099366212
ACH-000248,-0.6897030644561177
ACH-000250,-0.42354769499891454
ACH-000251,-0.4990349997516636
ACH-000252,-0.9103783188380704
ACH-000253,-0.6637371758542373
ACH-000255,-0.39640882706209707
ACH-000256,-0.652813633237694
ACH-000257,-0.6943080124912943
ACH-000258,-0.4928552745139114
ACH-000259,-0.3547582751939368
ACH-000260,-0.479532961963923
ACH-000261,-0.6164091954555512
ACH-000262,-0.681086551062631
ACH-000263,-0.8080007152391091
ACH-000264,-0.7770304134862162
ACH-000265,-0.4357446331462424
ACH-000266,-0.5502107117876933
ACH-000272,-0.6848406813902601
ACH-000274,-0.7715022765018097
ACH-000277,-0.4849119311002662
ACH-000278,-0.5569310091586693
ACH-000279,-0.5158250967495355
ACH-000280,-0.5154597807897534
ACH-000281,-0.6705456952792104
ACH-000288,-0.5594204551253621
ACH-000291,-0.7330753633942579
ACH-000293,-0.586651825267608
ACH-000294,-0.6967391902509383
ACH-000295,-0.6448777206661603
ACH-000296,-0.6041309829201424
ACH-000302,-0.5522560514159188
ACH-000304,-0.35619639827995203
ACH-000307,-0.5413653423759067
ACH-000308,-0.6022651443880712
