,NFE2 (4778)
ACH-000004,-0.6435596117321389
ACH-000005,-0.29309945580253305
ACH-000007,-0.2030758280750451
ACH-000009,-0.20585132296563946
ACH-000011,-0.3005572901883499
ACH-000012,-0.22933903205485298
ACH-000013,-0.2612617700734241
ACH-000014,-0.3312898622667433
ACH-000015,-0.12474097906853784
ACH-000017,-0.2838874592762729
ACH-000018,-0.14906342255699925
ACH-000019,-0.22041574041603548
ACH-000021,-0.1343519331556748
ACH-000022,-0.2500586252056269
ACH-000025,-0.251625556101828
ACH-000028,-0.17708200394678042
ACH-000030,-0.11159963454067998
ACH-000035,-0.21233160727862754
ACH-000036,-0.1338888532238954
ACH-000037,-0.5018209496702621
ACH-000039,-0.14640295456821634
ACH-000040,-0.2512268709008771
ACH-000041,-0.4249261399555116
ACH-000042,-0.1787431041687026
ACH-000045,-0.2457052772024988
ACH-000047,-0.2159266704568668
ACH-000052,-0.15000870488548956
ACH-000053,-0.08973251923219218
ACH-000054,-0.17672610158155566
ACH-000055,-0.3650225650731245
ACH-000060,-0.24539478513145305
ACH-000067,-0.2059368108932559
ACH-000070,-0.25336691554536594
ACH-000075,-0.3188617305284074
ACH-000078,-0.23683025131962585
ACH-000082,-0.22640036976591374
ACH-000085,-0.5429363994439602
ACH-000086,-0.1434457088798551
ACH-000087,-0.2621476359010961
ACH-000092,-0.14518151294850304
ACH-000095,-0.1871921616507119
ACH-000097,-0.2163245724786622
ACH-000098,-0.06987720340658213
ACH-000099,-0.13302727880239398
ACH-000108,-0.09495429056357507
ACH-000113,-0.004176336062967767
ACH-000116,-0.20848171149842395
ACH-000118,-0.14175459345851665
ACH-000120,-0.18087775765369668
ACH-000123,-0.20312257310759652
ACH-000127,-0.1028284287627176
ACH-000128,-0.2648850200141704
ACH-000132,-0.013922430497663977
ACH-000133,-0.29366090529874195
ACH-000137,-0.28730568771279075
ACH-000138,-0.17242546156373198
ACH-000142,-0.2704644543395069
ACH-000143,-0.2255658958333277
ACH-000146,-0.21838324254181285
ACH-000148,-0.2177301708248149
ACH-000150,-0.5066408924317275
ACH-000152,-0.31273918275488066
ACH-000153,-0.3009596681253308
ACH-000159,-0.1797392212516366
ACH-000160,-0.024977342434633426
ACH-000163,-0.11383086048650133
ACH-000167,0.4040525912277771
ACH-000168,-0.4701566361686494
ACH-000169,-0.2698511952884579
ACH-000178,-0.14691278469666813
ACH-000183,-0.290224957307248
ACH-000188,-0.2383717909545076
ACH-000189,-0.07860865273432152
ACH-000190,0.20075754311891814
ACH-000198,-0.14442991077937867
ACH-000203,-0.2621811835122023
ACH-000204,-0.09355510253936623
ACH-000206,-0.18935472487221555
ACH-000207,0.005754856952725582
ACH-000208,-0.4700689921574737
ACH-000210,-0.1743025120571961
ACH-000211,-0.18697172391634
ACH-000215,-0.2340813991946186
ACH-000221,-0.246158016233798
ACH-000222,-0.14184756395630885
ACH-000223,-0.2101181643537368
ACH-000226,-0.14197251537916766
ACH-000227,-0.06250463802327527
ACH-000228,-0.16816736260439835
ACH-000231,-0.17005396415625695
ACH-000232,-0.07539791131391119
ACH-000233,-0.11338799367913165
ACH-000234,-0.08160625368123478
ACH-000235,-0.32656755469520804
ACH-000237,-0.20540103049593794
ACH-000238,-0.3861651856931442
ACH-000242,-0.06304312212948716
ACH-000243,-0.0938714566073104
ACH-000244,-0.1357381661675202
ACH-000246,-0.16455605798501152
ACH-000248,-0.15674056045568713
ACH-000250,-0.15880137898192093
ACH-000251,-0.3435624195489871
ACH-000252,-0.15522249263988022
ACH-000253,-0.21868904450197849
ACH-000255,-0.2047916747111264
ACH-000256,-0.17797378116609197
ACH-000257,-0.1919165967915368
ACH-000258,-0.32944168199481605
ACH-000259,-0.24804946337783385
ACH-000260,-0.11058640975638684
ACH-000261,-0.25252179837796057
ACH-000262,-0.2399359637187557
ACH-000263,-0.32471360148133144
ACH-000264,-0.16018705256788482
ACH-000265,-0.2166181066391688
ACH-000266,-0.25600154562232474
ACH-000272,-0.05771831968774409
ACH-000274,-0.15458653781717024
ACH-000277,-0.13648531292964994
ACH-000278,-0.3468214165678147
ACH-000279,-0.2262904355358964
ACH-000280,-0.18906169898961064
ACH-000281,-0.26243753240139445
ACH-000288,-0.2754605048540167
ACH-000291,-0.16778440305625186
ACH-000293,-0.03474803184546805
ACH-000294,-0.26984679930155514
ACH-000295,-0.1444846292953093
ACH-000296,-0.20869718646477164
ACH-000302,-0.15571292092615388
ACH-000304,-0.2408831759881583
ACH-000307,-0.20034689914734785
ACH-000308,-0.2456686451660069
ACH-000310,-0.20934289043924345
ACH-000311,-0.2432446031205549
ACH-000312,-0.2310949515936755
ACH-000315,-0.2615919058709971
ACH-000316,-0.12314366246759452
ACH-000317,-0.02889091450727407
ACH-000318,-0.3335330820977511
ACH-000319,-0.2469329213316398
ACH-000320,-0.14384330834860162
ACH-000322,-0.25903419453222165
ACH-000323,-0.2056226434413456
ACH-000324,-0.18978842114505612
ACH-000329,-0.17663827011623415
ACH-000330,0.02222884653530561
ACH-000331,-0.15022615591469946
ACH-000332,-0.2812091697763261
ACH-000334,-0.1037618945781282
ACH-000335,-0.21533557461561464
ACH-000336,-0.3649562979974028
ACH-000337,-0.008808246742262231
ACH-000338,0.0674278195700631
ACH-000339,-0.22368730267409828
ACH-000341,-0.1736014172688384
ACH-000348,-0.21399250827034744
ACH-000350,-0.2390059894369903
ACH-000352,-0.1939636259583948
ACH-000356,-0.4225749594931711
ACH-000361,-0.03885118205234258
ACH-000362,-0.19243830780336915
ACH-000363,-0.06021430410473767
ACH-000364,-0.3504443894108741
ACH-000365,-0.4203075944099136
ACH-000366,-0.20945676472613603
ACH-000368,-0.34165521110913905
ACH-000374,-0.1995772557338912
ACH-000375,-0.1498858016923056
ACH-000376,-0.1750989192142048
ACH-000381,-0.06622922698546646
ACH-000383,-0.15708520281489324
ACH-000387,-0.4118108649712366
ACH-000389,-0.11895419601544685
ACH-000390,-0.2369386051784286
ACH-000393,-0.3074064103155021
ACH-000395,-0.2121532175207391
ACH-000396,-0.04554278441046882
ACH-000397,-0.1364403494995175
ACH-000401,-0.3413159938051917
ACH-000402,-0.6395353324114732
ACH-000403,-0.09096239715710502
ACH-000404,-0.16898252712141115
ACH-000406,-0.15271411148995398
ACH-000407,-0.23006024214427326
ACH-000408,-0.056002772141277565
ACH-000410,-0.23672155018057955
ACH-000411,-0.08091060199451784
ACH-000414,-0.26827389861079937
ACH-000415,-0.12737979702223046
ACH-000416,-0.2767078937683336
ACH-000420,-0.0941428682358426
ACH-000421,-0.1615420347870511
ACH-000424,-0.17553616771217165
ACH-000425,-0.16768584721278348
ACH-000426,-0.19927528409424736
ACH-000427,-0.24655652136586975
ACH-000433,-0.2449787793304035
ACH-000435,-0.26779991497613026
ACH-000436,-0.26474062891250805
ACH-000444,-0.13824331429806747
ACH-000445,-0.16974686736092764
ACH-000448,-0.32259120267810504
ACH-000450,-0.2993325391554015
ACH-000452,-0.34751345659489724
ACH-000454,-0.23029629309147734
ACH-000458,-0.2407753078985977
ACH-000459,-0.011320560968621784
ACH-000460,-0.2713594720914575
ACH-000461,-0.19320749229371856
ACH-000463,-0.16459898749021007
ACH-000464,-0.31651206839526297
ACH-000466,-0.3104957169260316
ACH-000467,-0.2529018640712453
ACH-000468,-0.29556781423910744
ACH-000469,-0.11783605488448726
ACH-000470,-0.2042252184200466
ACH-000471,-0.08952354869026956
ACH-000472,-0.2444296328251272
ACH-000473,-0.2458848764843385
ACH-000475,-0.2370247503750813
ACH-000476,-0.22739484532208895
ACH-000477,-0.4064860705757083
ACH-000479,0.05099955013204438
ACH-000480,-0.11433879664742902
ACH-000481,-0.2674760515319739
ACH-000483,-0.17668297355849208
ACH-000484,-0.2632843633789005
ACH-000485,-0.3595370725692381
ACH-000486,-0.196902608597598
ACH-000487,0.0377763646612947
ACH-000488,-0.18630151803413011
ACH-000490,-0.1963309959760379
ACH-000491,-0.38453090959142666
ACH-000495,-0.09607608116948888
ACH-000496,-0.5331236218573852
ACH-000499,-0.04065127817127785
ACH-000500,0.03565037718258002
ACH-000502,-0.1196827986702812
ACH-000503,-0.20031238945920365
ACH-000505,-0.22754188023934055
ACH-000507,-0.3131139379061854
ACH-000510,-0.12254315385556025
ACH-000511,-0.07695357226151907
ACH-000512,-0.1591840773449399
ACH-000516,-0.2726875120508139
ACH-000517,-0.17717944366681848
ACH-000518,-0.05376957091071512
ACH-000520,-0.20430042174103602
ACH-000521,-0.08336878046534932
ACH-000522,-0.13982454087644333
ACH-000524,-0.2459949291932018
ACH-000527,-0.17792544462364931
ACH-000528,-0.1605297542582039
ACH-000537,-0.2330796261429592
ACH-000541,-0.009095050220697513
ACH-000542,-0.2899077751180215
ACH-000544,-0.2628431410351045
ACH-000545,-0.238575273549626
ACH-000547,-0.0607584445801438
ACH-000548,-0.14652984904471286
ACH-000549,-0.2962371851545437
ACH-000550,-0.3851875470695338
ACH-000552,-0.2444727324957797
ACH-000556,-0.07025020566525189
ACH-000557,-0.10006691994218048
ACH-000569,-0.3984835008914114
ACH-000570,-0.16488686715874418
ACH-000571,-0.20918119571972235
ACH-000573,-0.1913468465933501
ACH-000576,-0.2856210633400472
ACH-000579,-0.18468224833688845
ACH-000580,-0.07876576140002534
ACH-000584,-0.1818285582475751
ACH-000585,-0.222382065961685
ACH-000588,-0.32307487137676616
ACH-000589,-0.2409493472484706
ACH-000591,-0.2288590555682624
ACH-000593,-0.0710631363489903
ACH-000600,-0.17943984416159345
ACH-000601,-0.20854217923767795
ACH-000605,-0.3109049230495356
ACH-000606,-0.3631595909453094
ACH-000608,-0.14889901997028562
