,AHCTF1 (25909)
ACH-000004,-0.9745754002268944
ACH-000005,-0.8691072294851451
ACH-000007,-0.7984056025378172
ACH-000009,-0.8705587203986453
ACH-000011,-0.5230989247032258
ACH-000012,-0.988436658319336
ACH-000013,-0.7828102202977663
ACH-000014,-0.9139755224417534
ACH-000015,-0.8926325216199821
ACH-000017,-0.8901652680450465
ACH-000018,-0.7694783927758523
ACH-000019,-0.8030236246433989
ACH-000021,-0.8494534589761948
ACH-000022,-0.8227003606339416
ACH-000025,-0.993697014481929
ACH-000028,-0.7003558691652901
ACH-000030,-0.8817848413179861
ACH-000035,-0.8816826620465853
ACH-000036,-0.6340684771793577
ACH-000037,-0.5754004284288656
ACH-000039,-0.6151946085500197
ACH-000040,-0.9014937341543898
ACH-000041,-0.7066315831223134
ACH-000042,-0.6706755484590996
ACH-000045,-0.6623364974043422
ACH-000047,-0.9696945926020906
ACH-000052,-0.9064522404180669
ACH-000053,-0.7719036606061717
ACH-000054,-0.8875511892674544
ACH-000055,-1.0201056161809396
ACH-000060,-0.7227799658314671
ACH-000067,-0.7607664110874595
ACH-000070,-0.7928889522285798
ACH-000075,-0.786263555337335
ACH-000078,-0.6795057014103522
ACH-000082,-1.0414009119480323
ACH-000085,-0.7678710941819009
ACH-000086,-1.1235231117118991
ACH-000087,-0.7862522533337921
ACH-000092,-1.098469897765393
ACH-000095,-0.8013462580959956
ACH-000097,-0.8681627840231362
ACH-000098,-0.9120382881369116
ACH-000099,-0.7503680858144449
ACH-000108,-0.9468141335256952
ACH-000113,-0.6945129032675471
ACH-000116,-0.7348676653672207
ACH-000118,-0.7371709651351764
ACH-000120,-0.6243010039102069
ACH-000123,-0.731892663288808
ACH-000127,-0.8237770640177291
ACH-000128,-0.6168558758871531
ACH-000132,-0.997236072601153
ACH-000133,-0.9190874859743232
ACH-000137,-1.0749198422559
ACH-000138,-0.7358722126077321
ACH-000142,-0.9437831214998093
ACH-000143,-0.8803388202114231
ACH-000146,-0.7539982186740344
ACH-000148,-0.7365963057869649
ACH-000150,-0.9302575259019232
ACH-000152,-0.9287256284699564
ACH-000153,-1.298425334320508
ACH-000159,-0.7283870739979372
ACH-000160,-0.8132714608485676
ACH-000163,-0.8162717948315931
ACH-000167,-1.4963542086540784
ACH-000168,-0.8347772455289018
ACH-000169,-0.5878941846090949
ACH-000178,-0.7981239243394771
ACH-000183,-0.6645666284820364
ACH-000188,-0.689291280903165
ACH-000189,-0.6868903447108691
ACH-000190,-0.8918875007503257
ACH-000198,-0.8919400113335859
ACH-000203,-0.5692308852697266
ACH-000204,-0.9241230415284544
ACH-000206,-0.7301066256625776
ACH-000207,-0.7776876780472731
ACH-000208,-1.0186715746271018
ACH-000210,-0.7779609791903209
ACH-000211,-0.9775252559081954
ACH-000215,-0.8248383011371643
ACH-000221,-0.8299907384617952
ACH-000222,-0.8782527373634686
ACH-000223,-1.0097059810628084
ACH-000226,-0.7901389498339091
ACH-000227,-0.8046502734831089
ACH-000228,-0.8666166994284976
ACH-000231,-0.9106973235828972
ACH-000232,-0.8499349035235919
ACH-000233,-0.5057394511674662
ACH-000234,-0.7869129509416823
ACH-000235,-0.8316234413708508
ACH-000237,-1.0331622222763164
ACH-000238,-0.8341343200586019
ACH-000242,-0.9978500134145484
ACH-000243,-0.7560322239296962
ACH-000244,-0.4761891645839661
ACH-000246,-0.7171888359913595
ACH-000248,-0.7687869433134019
ACH-000250,-0.7387202024542103
ACH-000251,-0.7237284238421422
ACH-000252,-0.9839361909592708
ACH-000253,-0.7971877500190605
ACH-000255,-0.8522531189604019
ACH-000256,-0.7854202125475898
ACH-000257,-0.5496115443077157
ACH-000258,-0.4571519558862289
ACH-000259,-0.7969036692701057
ACH-000260,-0.7554053625887137
ACH-000261,-0.8780760130146492
ACH-000262,-0.8162468501817723
ACH-000263,-0.9127404977527772
ACH-000264,-0.8902665564851711
ACH-000265,-0.7845543133737978
ACH-000266,-0.8599951516710618
ACH-000272,-0.6992925626636456
ACH-000274,-0.6084244957091312
ACH-000277,-0.6878418707714367
ACH-000278,-0.8254248768397486
ACH-000279,-0.8086599493722271
ACH-000280,-0.6933891910155768
ACH-000281,-0.7441426230513002
ACH-000288,-0.8662377423517928
ACH-000291,-0.9055697078334554
ACH-000293,-0.8466564109418127
ACH-000294,-0.9973897313034932
ACH-000295,-0.8508736762188679
ACH-000296,-0.7559527124399169
ACH-000302,-0.4826534521508245
ACH-000304,-0.5016181378031891
ACH-000307,-0.8096789216662872
ACH-000308,-0.8541008953126665
ACH-000310,-0.8026670917938273
ACH-000311,-0.7331594059482821
ACH-000312,-0.7839441467458593
ACH-000315,-0.9445224574361076
ACH-000316,-0.6890116523730939
ACH-000317,-0.6542393812179423
ACH-000318,-0.900923374559336
ACH-000319,-0.8120928403961962
ACH-000320,-0.9388632134313988
ACH-000322,-0.9037469626329242
ACH-000323,-1.0606260021390843
ACH-000324,-0.6985461185403252
ACH-000329,-0.5226658560505529
ACH-000330,-1.0075095351154129
ACH-000331,-0.9162142911189785
ACH-000332,-1.003740313417818
ACH-000334,-0.9228799810773388
ACH-000335,-0.9315528111010416
ACH-000336,-0.6782027439237416
ACH-000337,-1.0636773913501338
ACH-000338,-0.9307202771437371
ACH-000339,-0.8994854064215959
ACH-000341,-0.9349685554160572
ACH-000348,-0.8554159299887569
ACH-000350,-0.6935593738628116
ACH-000352,-0.7514150610043299
ACH-000356,-0.8060233474018541
ACH-000361,-1.203767119164909
ACH-000362,-0.8103053599701877
ACH-000363,-0.8307437990645874
ACH-000364,-0.8793074566032095
ACH-000365,-1.081793152631103
ACH-000366,-0.7938850360566272
ACH-000368,-0.6994049787667573
ACH-000374,-0.6838488494373266
ACH-000375,-0.867504242193464
ACH-000376,-0.8107250269773225
ACH-000381,-0.8215400454225005
ACH-000383,-0.8110267204130902
ACH-000387,-0.9662009272156996
ACH-000389,-0.7978469874292019
ACH-000390,-0.8057716565159166
ACH-000393,-1.0840365964961165
ACH-000395,-0.7204520617665285
ACH-000396,-0.7139009767656469
ACH-000397,-0.8657645228044982
ACH-000401,-0.9163105880765048
ACH-000402,-0.8294899788103717
ACH-000403,-0.9793592653127734
ACH-000404,-0.6899934591740796
ACH-000406,-0.8642542475037387
ACH-000407,-0.6961488043855805
ACH-000408,-0.577050393663464
ACH-000410,-0.8684558521612049
ACH-000411,-0.6651488031667556
ACH-000414,-0.7095055903776798
ACH-000415,-0.7494005715581197
ACH-000416,-0.9984650786631925
ACH-000420,-0.6370640331372402
ACH-000421,-0.8368717940978033
ACH-000424,-0.9948093634071344
ACH-000425,-0.7395053305307042
ACH-000426,-0.5461553726667003
ACH-000427,-1.0350090855413252
ACH-000433,-0.8022330063205942
ACH-000435,-1.0621624949503263
ACH-000436,-0.7522222696678776
ACH-000444,-0.9790559206566736
ACH-000445,-0.8083430730273865
ACH-000448,-0.8751115694387676
ACH-000450,-0.699473798620728
ACH-000452,-0.8159680735495264
ACH-000454,-0.8651656077875071
ACH-000458,-0.8486912591695325
ACH-000459,-0.7435837926736918
ACH-000460,-0.6840730156605963
ACH-000461,-0.6670923530070222
ACH-000463,-0.7555048666423241
ACH-000464,-0.4619267031648679
ACH-000466,-0.6617444037999182
ACH-000467,-0.989597140789432
ACH-000468,-1.1944389282981769
ACH-000469,-0.7701927406268733
ACH-000470,-1.1337636988610635
ACH-000471,-0.8521788815123679
ACH-000472,-0.8988611482464433
ACH-000473,-0.8073621448535099
ACH-000475,-0.6464185189387982
ACH-000476,-0.7365495646024426
ACH-000477,-0.6102196274182236
ACH-000479,-0.9022719009587375
ACH-000480,-0.6159303694123636
ACH-000481,-0.8449989805376561
ACH-000483,-0.8708408439954082
ACH-000484,-1.1052119420936937
ACH-000485,-1.033989945467941
ACH-000486,-0.8162211639798856
ACH-000487,-0.8983659496349038
ACH-000488,-0.7542761858422742
ACH-000490,-0.8044438379079768
ACH-000491,-0.5411980026202821
ACH-000495,-0.9239983554144844
ACH-000496,-0.9254632549743692
ACH-000499,-0.8339835808001582
ACH-000500,-0.6665550478658894
ACH-000502,-0.9510504878511344
ACH-000503,-0.6015284450499703
ACH-000505,-0.988743366005653
ACH-000507,-0.9198593741897098
ACH-000510,-0.7731490470956641
ACH-000511,-0.8780875055737354
ACH-000512,-0.7722535082129489
ACH-000516,-1.0547845562292593
ACH-000517,-0.9013721857053212
ACH-000518,-0.8144032700706335
ACH-000520,-0.8056231298087957
ACH-000521,-0.7293051161707971
ACH-000522,-0.960042929402174
ACH-000524,-0.7746637615275846
ACH-000527,-0.7842399102187747
ACH-000528,-0.7930054896471048
ACH-000537,-0.9086635518126528
ACH-000541,-0.8440970073432985
ACH-000542,-0.7741628093336897
ACH-000544,-0.5913854339071749
ACH-000545,-0.8308395582827957
ACH-000547,-1.1926330994120853
ACH-000548,-0.7993873478912257
ACH-000549,-0.8041016115928163
ACH-000550,-0.9973423107279428
ACH-000552,-0.9198716120991101
ACH-000556,-0.7010350156587283
ACH-000557,-0.8470415514998858
ACH-000569,-0.9938451927081094
ACH-000570,-0.6121032825890869
ACH-000571,-0.5765075825806044
ACH-000573,-0.7351964415510566
ACH-000576,-0.6760957665603212
ACH-000579,-0.5555486387006403
ACH-000580,-0.9006926539254001
ACH-000584,-0.839425138761923
ACH-000585,-0.7307268616281215
ACH-000588,-1.039282834009206
ACH-000589,-0.8269241329358801
ACH-000591,-0.7229441555628229
ACH-000593,-0.7156273058813482
ACH-000600,-0.7551105633045585
ACH-000601,-0.6493720235494377
ACH-000605,-0.9528054728228074
ACH-000606,-0.7479711651730006
ACH-000608,-0.8836486799198009
ACH-000614,-0.8639224262016116
ACH-000616,-0.7758951845136046
ACH-000618,-0.7851293059114115
ACH-000619,-0.8067022718785253
ACH-000620,-0.6826114494032027
ACH-000621,-0.818130022018542
ACH-000622,-1.0204928885286482
ACH-000623,-0.7192167193075306
ACH-000624,-0.784428854066788
ACH-000627,-0.9182474026771972
ACH-000630,-0.7999425803411714
ACH-000631,-0.6897205152478888
ACH-000632,-0.7405954892165492
ACH-000633,-0.6345831188406499
ACH-000637,-0.7262240127972662
ACH-000638,-0.6290876719923185
ACH-000646,-0.7863511920083103
ACH-000647,-0.7553256511078752
ACH-000648,-0.553695153432797
ACH-000649,-0.6042422415334908
ACH-000651,-0.8887389538607222
ACH-000652,-0.9563492898195476
ACH-000653,-0.8401818842927051
ACH-000657,-0.6984598577231704
ACH-000658,-0.926731606445798
ACH-000661,-0.7064180471194358
ACH-000662,-0.8013326816491985
ACH-000663,-0.5816441751232371
ACH-000665,-0.7925630051003553
ACH-000671,-0.9570339367950488
ACH-000672,-0.689153015649378
ACH-000673,-0.9853897677217828
ACH-000676,-0.8415842972777705
ACH-000677,-0.8437677791868865
ACH-000681,-0.5896034715040174
ACH-000683,-0.6843540528967045
ACH-000684,-0.6664764453583877
ACH-000688,-1.0562239927502797
ACH-000693,-0.7501558222786099
