,MYO18A (399687)
ACH-000004,-0.3348442013479321
ACH-000005,-0.2623431272058152
ACH-000007,-0.3340725808155021
ACH-000009,-0.5121393200921645
ACH-000011,-0.19030716667823044
ACH-000012,-0.3263386770466088
ACH-000013,-0.3585354462259869
ACH-000014,-0.2537664116887081
ACH-000015,-0.20198384411962533
ACH-000017,-0.5340589923400441
ACH-000018,-0.34730260970329563
ACH-000019,-0.5686955375782669
ACH-000021,-0.2056371046757908
ACH-000022,-0.4751706725968923
ACH-000025,-0.1868080899701802
ACH-000028,-0.15078195831922042
ACH-000030,-0.31575377437511337
ACH-000035,-0.5892071976836403
ACH-000036,-0.3672496082059569
ACH-000037,-0.16461666766155386
ACH-000039,-0.2381503654611161
ACH-000040,-0.30953566484512
ACH-000041,-0.4689540118842488
ACH-000042,-0.05407953987185635
ACH-000045,-0.3359981623648177
ACH-000047,-0.2799679431135878
ACH-000052,-0.5330177851342678
ACH-000053,-0.267457782386028
ACH-000054,-0.2336958902786112
ACH-000055,-0.17551949831070304
ACH-000060,-0.2733269476167897
ACH-000067,-0.31707808008154753
ACH-000070,-0.2676996618004593
ACH-000075,-0.4430848648555453
ACH-000078,-0.4101156004357582
ACH-000082,-0.2959856097380901
ACH-000085,-0.12320440642871805
ACH-000086,-0.36683279846859657
ACH-000087,-0.10239276726301724
ACH-000092,-0.12609081457086402
ACH-000095,-0.5130599068165712
ACH-000097,-0.3649604246798698
ACH-000098,-0.2844472608602253
ACH-000099,-0.25550581960660185
ACH-000108,-0.029797974259884882
ACH-000113,-0.25754087272468473
ACH-000116,-0.2832208667067734
ACH-000118,-0.20566497817881302
ACH-000120,-0.22221265653179492
ACH-000123,-0.3734133771472634
ACH-000127,-0.3007347804288546
ACH-000128,-0.3758704051005857
ACH-000132,-0.040262095944791694
ACH-000133,-0.29872739009941723
ACH-000137,-0.22650114769743945
ACH-000138,-0.34088009953593484
ACH-000142,-0.4892318310448294
ACH-000143,-0.2695786026071897
ACH-000146,-0.2503078991624627
ACH-000148,-0.2516204360525481
ACH-000150,-0.03448374662534759
ACH-000152,-0.3923781879226919
ACH-000153,-0.4930274539482194
ACH-000159,-0.3195729970437264
ACH-000160,-0.28993193757591873
ACH-000163,-0.09976826741228544
ACH-000167,-0.5476473755970022
ACH-000168,-0.4357606729417724
ACH-000169,-0.3995465783084995
ACH-000178,-0.33873855742835923
ACH-000183,-0.3958644909291146
ACH-000188,-0.4271219860299348
ACH-000189,-0.500487707111165
ACH-000190,-0.4717729225247437
ACH-000198,-0.3429601015357591
ACH-000203,-0.11177455343380717
ACH-000204,-0.3449463472711635
ACH-000206,-0.22859946848769425
ACH-000207,-0.17467492382039548
ACH-000208,-0.2865322093885225
ACH-000210,-0.23554881563083116
ACH-000211,-0.27680072029614505
ACH-000215,-0.2445892514803649
ACH-000221,-0.3365036175841831
ACH-000222,-0.26975366054575306
ACH-000223,-0.2339727458975461
ACH-000226,-0.22186953743290014
ACH-000227,-0.22464892799734645
ACH-000228,-0.4126182457910964
ACH-000231,-0.3208241290264954
ACH-000232,-0.25055303224974257
ACH-000233,-0.2877187500759418
ACH-000234,-0.3889517974208607
ACH-000235,-0.26985196238567555
ACH-000237,-0.18650003507866308
ACH-000238,-0.2252491817617157
ACH-000242,0.16316629517962752
ACH-000243,-0.42935880760438144
ACH-000244,-0.37316281564440706
ACH-000246,-0.2300117898552759
ACH-000248,-0.3771869227900409
ACH-000250,-0.33680221597621524
ACH-000251,-0.3467802073498097
ACH-000252,-0.3358162655981327
ACH-000253,-0.11241373900842072
ACH-000255,-0.3589364713221224
ACH-000256,-0.4099957145190683
ACH-000257,-0.22310689175557166
ACH-000258,-0.11917014441823467
ACH-000259,-0.2585053344544063
ACH-000260,-0.2831004521512083
ACH-000261,-0.253584069101724
ACH-000262,-0.3713123291445925
ACH-000263,-0.2889861191247424
ACH-000264,-0.27227200591813017
ACH-000265,-0.3407546901451471
ACH-000266,-0.16193620146649906
ACH-000272,-0.2953479587916724
ACH-000274,-0.2100381861086431
ACH-000277,-0.35226055069102297
ACH-000278,-0.232544431934469
ACH-000279,-0.3121252118706631
ACH-000280,-0.23575172559804455
ACH-000281,-0.2330883238036334
ACH-000288,-0.40266175480214056
ACH-000291,-0.24877745890518985
ACH-000293,-0.31495103474831404
ACH-000294,-0.40745168874578375
ACH-000295,-0.5591713089406853
ACH-000296,-0.4298794271125315
ACH-000302,-0.29850258821393777
ACH-000304,-0.17376770371157296
ACH-000307,-0.3636071402593406
ACH-000308,-0.24429661073764014
ACH-000310,-0.3496377821753791
ACH-000311,-0.2736699483077312
ACH-000312,-0.3850574386950438
ACH-000315,-0.572845756422695
ACH-000316,-0.3521329275794744
ACH-000317,-0.6298153612861399
ACH-000318,-0.2615288809255861
ACH-000319,-0.4039621610786813
ACH-000320,-0.11005513159889926
ACH-000322,-0.1383568565022413
ACH-000323,-0.3232275947414629
ACH-000324,-0.3376046481665419
ACH-000329,-0.24800118159447326
ACH-000330,-0.4342128354694687
ACH-000331,-0.15335125170810432
ACH-000332,-0.2786373070142782
ACH-000334,-0.6165999469370512
ACH-000335,-0.14396938392374484
ACH-000336,-0.3240345174071085
ACH-000337,-0.22335251647564236
ACH-000338,-0.22195585467797305
ACH-000339,-0.15418286936360862
ACH-000341,-0.4834906230237255
ACH-000348,-0.2303518593307309
ACH-000350,-0.15871664000917815
ACH-000352,-0.26126515278905754
ACH-000356,-0.30325312945692323
ACH-000361,-0.20733448745488264
ACH-000362,-0.24465019949492395
ACH-000363,-0.4183109117191077
ACH-000364,-0.27735068811290603
ACH-000365,-0.35345686773895985
ACH-000366,-0.2833561848013333
