,SKP1 (6500)
ACH-000004,-0.8063013901575936
ACH-000005,-0.3080628921695424
ACH-000007,-0.41413595896505695
ACH-000009,-0.4982552303423568
ACH-000011,-0.6377033587389882
ACH-000012,-0.8064931439112891
ACH-000013,-0.482605200336047
ACH-000014,-0.6911145974831093
ACH-000015,-0.5758672024920191
ACH-000017,-0.6476593277367406
ACH-000018,-0.6380641013167727
ACH-000019,-0.6124591701016476
ACH-000021,-0.6255681529323304
ACH-000022,-0.5248875058669268
ACH-000025,-0.5655824825012982
ACH-000028,-0.4035142924039059
ACH-000030,-0.6167491034587101
ACH-000035,-0.5628763045168217
ACH-000036,-0.6154422327907898
ACH-000037,-0.6574413757637717
ACH-000039,-0.6110311241543254
ACH-000040,-0.7162650703470149
ACH-000041,-0.6797132641241405
ACH-000042,-0.6116760577003478
ACH-000045,-0.6805960795495359
ACH-000047,-0.5020785310934787
ACH-000052,-0.6342357052642507
ACH-000053,-0.5405631672767025
ACH-000054,-0.7401972987456837
ACH-000055,-0.5951474439313263
ACH-000060,-0.7725626740264019
ACH-000067,-0.6534516269201512
ACH-000070,-0.5024746481932292
ACH-000075,-0.5515615468263437
ACH-000078,-0.6193928573423672
ACH-000082,-0.7462806739740788
ACH-000085,-0.4979367502737413
ACH-000086,-0.916234667619672
ACH-000087,-0.5013255966556269
ACH-000092,-0.6144564560890439
ACH-000095,-0.6551871755529177
ACH-000097,-0.6074811764800319
ACH-000098,-0.5326548792524434
ACH-000099,-0.6017159289095939
ACH-000108,-0.6924943643731746
ACH-000113,-0.6342853113130036
ACH-000116,-0.5881512168228166
ACH-000118,-0.6130242084512293
ACH-000120,-0.6725173362442876
ACH-000123,-0.5755431709906113
ACH-000127,-0.5496781166963869
ACH-000128,-0.7282312582154936
ACH-000132,-0.8609603226407981
ACH-000133,-0.7044694065595392
ACH-000137,-0.9449445935793341
ACH-000138,-0.524649174681996
ACH-000142,-0.5199692254916762
ACH-000143,-0.6500230658866986
ACH-000146,-0.4828693145221742
ACH-000148,-0.6137531870640943
ACH-000150,-0.602805697275005
ACH-000152,-0.6868364406271263
ACH-000153,-0.6183444542932821
