,D2HGDH (728294)
ACH-000004,-0.04436573587668231
ACH-000005,0.17576080617700465
ACH-000007,-0.11538310244692207
ACH-000009,-0.13246630112625926
ACH-000011,-0.041495510158574056
ACH-000012,-0.0739924601599613
ACH-000013,-0.06544697638243775
ACH-000014,-0.19084995728889945
ACH-000015,-0.1398574308614156
ACH-000017,-0.05701376258558492
ACH-000018,-0.16484758021048665
ACH-000019,-0.15219585763322546
ACH-000021,-0.09500653839695436
ACH-000022,-0.19132677183870056
ACH-000025,-0.03781070243502836
ACH-000028,0.028553857790809017
ACH-000030,-0.02462973742019429
ACH-000035,0.02504293251182235
ACH-000036,-0.15462344709175802
ACH-000037,-0.2301629776978303
ACH-000039,0.025528544340566155
ACH-000040,-0.17779424574948813
ACH-000041,-0.025436861928132756
ACH-000042,-0.15507919608843249
ACH-000045,-0.05120303153561127
ACH-000047,-0.09288267758647836
ACH-000052,0.00040959845288145153
ACH-000053,-0.08144195822796188
ACH-000054,-0.06425321751523902
ACH-000055,0.07843279460477384
ACH-000060,-0.04014262018171188
ACH-000067,-0.13951104135713702
ACH-000070,-0.07645788447135297
ACH-000075,0.03086419624473914
ACH-000078,-0.2358481675917326
ACH-000082,-0.08838352833675872
ACH-000085,0.09394175393753916
ACH-000086,-0.09491960072238778
ACH-000087,-0.056685458224158325
ACH-000092,-0.1582855784691441
ACH-000095,-0.08613687390352814
ACH-000097,-0.060345180240744076
ACH-000098,-0.05830522125034755
ACH-000099,-0.21238684746601447
ACH-000108,-0.1631884287460098
ACH-000113,-0.1804360771953301
ACH-000116,-0.038499179216053066
ACH-000118,-0.03839259328478997
ACH-000120,-0.16283321921592708
ACH-000123,-0.03459108107420718
ACH-000127,-0.07166861330252866
ACH-000128,-0.1888188786358468
ACH-000132,-0.08855178298320443
ACH-000133,-0.12656215596166606
ACH-000137,0.061413400142594665
ACH-000138,-0.01923051375607516
ACH-000142,-0.14463499936474106
ACH-000143,-0.10886611687925904
ACH-000146,0.009729983141002374
ACH-000148,-0.06656358956745054
ACH-000150,-0.3371676217680866
ACH-000152,0.011476078925438863
ACH-000153,-0.08846206540322774
ACH-000159,-0.07180418405135015
ACH-000160,-0.13656426019305726
ACH-000163,-0.14040501159047947
ACH-000167,-0.5280824098024453
ACH-000168,0.15439153541122158
ACH-000169,-0.057243962483846285
ACH-000178,-0.08913649681355236
ACH-000183,0.006219379190444132
ACH-000188,-0.035892546624866635
ACH-000189,-0.23517470575731
ACH-000190,0.06560780226490644
ACH-000198,0.027299961216027804
ACH-000203,0.08646523782228968
ACH-000204,0.03986642019546149
ACH-000206,0.009170337586683824
ACH-000207,-0.02679855296587966
ACH-000208,0.2468958504509593
ACH-000210,-0.5059229786434206
ACH-000211,-0.050557660675763456
ACH-000215,-0.0905930777543417
ACH-000221,0.006425318230026514
ACH-000222,-0.1278729175577116
ACH-000223,-0.13242686495085196
ACH-000226,0.09286411975570474
ACH-000227,0.019709855919924347
ACH-000228,-0.2008201526943604
ACH-000231,-0.17016451948263522
ACH-000232,-0.0527246087128737
ACH-000233,-0.06813399090470168
ACH-000234,-0.07415018301652987
ACH-000235,-0.049009235301224884
ACH-000237,-0.13313445935452772
ACH-000238,-0.02909103453554644
ACH-000242,0.10127636581309862
ACH-000243,-0.05399574465894071
ACH-000244,-0.0024299192336057237
ACH-000246,-0.03184695111416008
ACH-000248,-0.002103442485445038
ACH-000250,-0.11653944834467425
ACH-000251,0.09854443514858817
ACH-000252,-0.1665777708001154
ACH-000253,-0.10657782305200053
ACH-000255,0.003632314546811881
ACH-000256,-0.19201668679385456
ACH-000257,-0.10268552222360394
ACH-000258,0.07205591791537387
ACH-000259,-0.12820701529182393
ACH-000260,-0.09891802751079323
ACH-000261,-0.133436991224089
ACH-000262,-0.09075057090891067
ACH-000263,-0.3359440969634831
ACH-000264,-0.05261886909832411
ACH-000265,-0.046424441528163066
ACH-000266,-0.14729765087329805
ACH-000272,-0.06916474829804216
ACH-000274,-0.10332547162557476
ACH-000277,0.01894077181173217
ACH-000278,-0.08932283307299557
ACH-000279,-0.0370723062880256
ACH-000280,-0.013521087461587195
ACH-000281,0.02842072963773729
ACH-000288,-0.132609435414834
ACH-000291,-0.0497365658047277
ACH-000293,-0.1819635311364256
ACH-000294,-0.05279149430484215
ACH-000295,0.1269696964054365
ACH-000296,-0.10346883519024724
ACH-000302,0.01717603382043085
ACH-000304,0.005152654036269915
ACH-000307,0.002759338545843962
ACH-000308,-0.1158405240518442
ACH-000310,-0.08660730440206912
ACH-000311,-0.0533655913849522
ACH-000312,-0.1273545818734894
ACH-000315,-0.1657688751861911
ACH-000316,-0.0320940370841988
ACH-000317,-0.13160132899559704
ACH-000318,-0.0173657165192552
ACH-000319,0.004339246573729153
ACH-000320,-0.184540081125988
ACH-000322,-0.1783494188298154
ACH-000323,-0.06186018338198939
ACH-000324,-0.2068610939907286
ACH-000329,-0.18471507310045254
ACH-000330,0.01244451649633418
ACH-000331,-0.1249334169344352
ACH-000332,-0.1100665033891708
ACH-000334,0.09445165388316047
ACH-000335,-0.0581318137370371
ACH-000336,-0.2211302487713668
ACH-000337,0.02870963868269937
ACH-000338,0.2383715075437126
ACH-000339,-0.16134898703279607
ACH-000341,0.016049670134337772
ACH-000348,-0.16888823312813125
ACH-000350,-0.07850417424897457
ACH-000352,-0.2123081947731449
ACH-000356,0.091612231422839
ACH-000361,-0.13976612449156284
ACH-000362,-0.1394449014056183
ACH-000363,-0.0908947960754828
ACH-000364,0.05628089211902081
