,LRP2BP (55805)
ACH-000004,0.09787322197140542
ACH-000005,0.05096255601637402
ACH-000007,-0.28629801894838497
ACH-000009,-0.019064058521616432
ACH-000011,0.09379645813078907
ACH-000012,0.11627396321499707
ACH-000013,0.09376310598785577
ACH-000014,-0.0553405005828725
ACH-000015,-0.01190998666730928
ACH-000017,-0.03340276423986225
ACH-000018,0.1720376939189097
ACH-000019,0.14626758096081022
ACH-000021,0.08933957992079691
ACH-000022,-0.048745842699689734
ACH-000025,0.029700290470163787
ACH-000028,0.16791058212793147
ACH-000030,0.07690524150780527
ACH-000035,0.062155666711932275
ACH-000036,-0.016719838235765134
ACH-000037,-0.007651601215512469
ACH-000039,0.13999316058759648
ACH-000040,0.04729623251288725
ACH-000041,0.052616993323589684
ACH-000042,-0.003668695867101568
ACH-000045,-0.06227202936072662
ACH-000047,-0.11126373141765143
ACH-000052,-0.00026265542655067123
ACH-000053,0.032482939060620934
ACH-000054,0.004033388364950915
ACH-000055,-0.1071251083432784
ACH-000060,0.0626477927534656
ACH-000067,-0.07183368065590302
ACH-000070,0.028560335986870824
ACH-000075,-0.14595910104320575
ACH-000078,-0.03268606874888616
ACH-000082,-0.08593864479306303
ACH-000085,-0.06811847355968695
ACH-000086,0.08741861602429497
ACH-000087,-0.05653437142692042
ACH-000092,-0.03462679000496343
ACH-000095,-0.07445209087503775
ACH-000097,-0.05615863148390522
ACH-000098,-0.0643419671484556
ACH-000099,-0.10885551413194984
ACH-000108,0.04427749627498751
ACH-000113,0.11699394654818
ACH-000116,0.08598228073838513
ACH-000118,0.15476860700921774
ACH-000120,-0.0726993161313344
ACH-000123,-0.049324788839655465
ACH-000127,-0.03070036185136116
ACH-000128,-0.06122249993690205
ACH-000132,0.029705993619248205
ACH-000133,-0.0016457272772692241
ACH-000137,0.1201177605156456
ACH-000138,0.051888181764227916
ACH-000142,0.20794506226021497
ACH-000143,0.004628424565423095
ACH-000146,0.05165205112066392
ACH-000148,-0.021087394639494054
ACH-000150,0.0921101410095956
ACH-000152,0.018417345040563343
ACH-000153,0.10104530928536287
ACH-000159,0.029179792710495433
ACH-000160,0.008197908695231149
ACH-000163,0.09808728253291507
ACH-000167,-0.2322143610830364
ACH-000168,-0.09476670324047066
ACH-000169,0.10024065526505503
ACH-000178,0.08188751660296309
ACH-000183,-0.051873371916154334
ACH-000188,0.11940387216098045
ACH-000189,0.1137858943871888
ACH-000190,0.01318935668119065
ACH-000198,0.06899026205278459
ACH-000203,0.05769745081588504
ACH-000204,0.09308273564594872
ACH-000206,-0.11080665960517462
ACH-000207,-0.2264367720625872
ACH-000208,0.15685311109199204
ACH-000210,0.1988562452082684
ACH-000211,-0.09900993918354688
ACH-000215,-0.053964696620965334
ACH-000221,0.0727979051777681
ACH-000222,-0.08482749886680342
ACH-000223,-0.07740982684239897
ACH-000226,0.08566259031653789
ACH-000227,-0.05317319355183802
ACH-000228,0.04214689143748922
ACH-000231,0.06371835579276675
ACH-000232,-0.012274350655074654
ACH-000233,0.0051762392359131545
ACH-000234,-0.08673946617724143
ACH-000235,-0.004578038481778056
ACH-000237,-0.009672399515307588
ACH-000238,0.04590409775433175
ACH-000242,0.059483305342825324
ACH-000243,0.010228072047276769
ACH-000244,-0.16456185849688096
ACH-000246,0.08744866443663554
ACH-000248,0.005236266355709339
ACH-000250,0.02205710521080624
ACH-000251,0.01986716445294764
ACH-000252,0.09667429247234
ACH-000253,-0.03079555656703253
ACH-000255,0.11197416138198107
ACH-000256,0.07785850291109835
ACH-000257,0.016909535348539118
ACH-000258,0.12218613076577645
ACH-000259,0.05477014559317317
ACH-000260,-0.003538161992352047
ACH-000261,0.04005320368804703
ACH-000262,-0.14386282780178591
ACH-000263,-0.13769593577351866
ACH-000264,-0.0106284632622243
ACH-000265,0.05397862746426455
ACH-000266,-0.03562604902867802
ACH-000272,0.042792646599352176
ACH-000274,-0.03280282979329298
ACH-000277,-0.18390155740027672
ACH-000278,-0.10028396938360283
ACH-000279,-0.08328165447591446
ACH-000280,-0.016428024661343178
ACH-000281,-0.028653347174407123
ACH-000288,0.047507539906162695
ACH-000291,0.007858282244536099
ACH-000293,0.040854311969865234
ACH-000294,0.010981410251998155
ACH-000295,-0.004109606413844357
ACH-000296,-0.048514718333221706
ACH-000302,-0.031677147925790405
ACH-000304,0.18214856217504613
ACH-000307,0.08558755277224883
ACH-000308,0.06544671017115704
ACH-000310,-0.10577706971155716
ACH-000311,-0.03406469086445898
