,SPO11 (23626)
ACH-000004,0.15795941321979626
ACH-000005,0.13614030537138447
ACH-000007,0.2665173978068118
ACH-000009,0.07258319784820605
ACH-000011,0.16018910788164395
ACH-000012,0.126797491499983
ACH-000013,0.13645343649773226
ACH-000014,0.04179928768700955
ACH-000015,0.15639857450540506
ACH-000017,0.16693250593081332
ACH-000018,0.027173641680484376
ACH-000019,0.07040546766547129
ACH-000021,0.05966143672149388
ACH-000022,0.05024077703382697
ACH-000025,-0.04809788651542909
ACH-000028,-0.0074885993909518545
ACH-000030,0.03659804456666825
ACH-000035,0.04069314094413668
ACH-000036,0.061366458873578826
ACH-000037,0.14223954220902624
ACH-000039,0.20448786305176514
ACH-000040,0.16306894638616198
ACH-000041,0.20617242186886794
ACH-000042,-0.12404595400125172
ACH-000045,0.2327792352026919
ACH-000047,0.038391400725302165
ACH-000052,-0.09352105551274853
ACH-000053,0.15430103702111184
ACH-000054,0.16009957512869166
ACH-000055,0.07185556191826624
ACH-000060,0.1257174718423555
ACH-000067,0.13356533869696266
ACH-000070,0.2341548023469935
ACH-000075,-0.1572649736153882
ACH-000078,0.024408138935524244
ACH-000082,0.050413875542016116
ACH-000085,0.05064393663920167
ACH-000086,0.04653343083417456
ACH-000087,0.18991771654793274
ACH-000092,0.21498172091540926
ACH-000095,0.1260570133333196
ACH-000097,0.03474695042836192
ACH-000098,0.17802674971822005
ACH-000099,0.020872752963608358
ACH-000108,0.04019211660129579
ACH-000113,0.09122963669071184
ACH-000116,0.11059830776098613
ACH-000118,0.10476266720080807
ACH-000120,-0.015141331507772615
ACH-000123,0.25325921737062096
ACH-000127,0.19896058011125434
ACH-000128,0.15577810447597726
ACH-000132,0.08942368364255195
ACH-000133,0.05503672420275447
ACH-000137,0.2932181866171373
ACH-000138,-0.012811868294927385
ACH-000142,0.20139402671341994
ACH-000143,0.2573801753760589
ACH-000146,0.1429716364942365
ACH-000148,0.059678975900121965
ACH-000150,0.2592187372514741
ACH-000152,-0.03526108079018616
ACH-000153,-0.061137878555003564
ACH-000159,0.020750456833909317
ACH-000160,0.09452429726423772
ACH-000163,0.08040094027460946
ACH-000167,-0.03513802379505528
ACH-000168,0.14011032143399324
ACH-000169,0.2310494542444772
ACH-000178,0.10059752514922177
ACH-000183,0.2264275053250656
ACH-000188,0.04181379229258067
ACH-000189,0.1921770249883276
ACH-000190,0.07778071017705039
ACH-000198,0.062181784598273476
ACH-000203,-0.5678468562668868
ACH-000204,-0.25709714701146597
ACH-000206,0.10481665540363903
ACH-000207,0.16977323672821393
ACH-000208,-0.13370092962251565
ACH-000210,-0.0928874449822156
ACH-000211,0.06645783803279963
ACH-000215,0.15469267465879327
ACH-000221,0.08264683615808176
ACH-000222,0.12746991720439033
ACH-000223,0.1539365019572125
ACH-000226,0.26657099299193315
ACH-000227,0.1480107528705227
ACH-000228,0.0925472595582083
ACH-000231,0.03741411262903878
ACH-000232,0.12877794702248924
ACH-000233,0.2530652838328393
ACH-000234,0.1272163464313138
ACH-000235,0.06433395022780722
ACH-000237,0.14878705983623428
ACH-000238,0.21530666973451512
ACH-000242,-0.12218314888627227
ACH-000243,0.06274114432009345
ACH-000244,-0.035366876929016675
ACH-000246,0.1371246054766243
ACH-000248,0.053396119024579206
ACH-000250,0.1390350832586238
ACH-000251,0.3308472033120626
ACH-000252,0.15130492394043052
ACH-000253,-0.02180009671222817
ACH-000255,0.13954099063088288
ACH-000256,0.020006291764455883
ACH-000257,-0.09835219030023354
ACH-000258,0.3007732203412129
ACH-000259,0.0146264182078408
ACH-000260,-0.026152546289845167
ACH-000261,0.12811072995004047
ACH-000262,0.2738427537465468
ACH-000263,-0.06857377036528764
ACH-000264,0.06467710767541443
ACH-000265,0.08688402303937197
ACH-000266,0.04693724374707831
ACH-000272,0.14859633886744142
ACH-000274,0.03751864645677815
ACH-000277,0.1003323937296734
ACH-000278,0.031719030195052705
ACH-000279,0.13145669424722614
ACH-000280,0.06844510878019171
ACH-000281,0.012685958309648946
ACH-000288,0.12475081566480845
ACH-000291,0.15302738456292214
ACH-000293,0.13776871663097168
ACH-000294,0.2351755293547013
ACH-000295,0.12118263442484176
ACH-000296,0.2082537509862207
ACH-000302,0.1011541147570562
ACH-000304,0.0573037003267002
ACH-000307,0.14676156356487632
ACH-000308,0.10615183014191328
ACH-000310,0.15600123006325944
ACH-000311,0.0777984460371916
ACH-000312,0.05211813792741984
ACH-000315,0.02383381447427128
ACH-000316,0.12727309485448735
ACH-000317,0.17322527833574325
ACH-000318,0.11547441821923117
ACH-000319,0.13740290528909746
ACH-000320,-0.1438874973298308
ACH-000322,0.0010707016335928562
ACH-000323,0.25497224172914645
ACH-000324,0.07187957273506948
ACH-000329,0.06579648999846444
ACH-000330,0.1892924582361985
ACH-000331,0.08165071896219639
ACH-000332,0.11498700308213915
ACH-000334,0.1348086102053451
ACH-000335,0.0931574445967413
ACH-000336,0.00012574655836604802
ACH-000337,0.0887626723043356
ACH-000338,-0.07658576950629199
ACH-000339,0.17681615181726285
ACH-000341,0.14725759550124815
ACH-000348,-0.022100061121497958
ACH-000350,0.061352312238586976
ACH-000352,0.09765174842712453
ACH-000356,0.10181216254261664
ACH-000361,0.0872360937351496
ACH-000362,0.19872514885225812
ACH-000363,0.2380923880378901
ACH-000364,0.16601498837507087
ACH-000365,0.0984167801657254
ACH-000366,0.16429164709922742
ACH-000368,0.06751023578547709
ACH-000374,0.21482495951646044
ACH-000375,0.10440652546851907
ACH-000376,0.04753536730660125
ACH-000381,0.12467447487269084
ACH-000383,0.030571935054871987
ACH-000387,0.1172699867152243
ACH-000389,0.0012423697484785327
ACH-000390,0.15394646261695338
ACH-000393,0.2170661191631241
ACH-000395,0.015709212713695672
ACH-000396,0.004620313396187718
ACH-000397,0.13504714800147136
ACH-000401,0.2207329149536879
ACH-000402,0.3266931581130353
