,PLAGL2 (5326)
ACH-000004,-0.7007285193061235
ACH-000005,-1.042029724364398
ACH-000007,-0.1105189317187074
ACH-000009,-0.6539872246666469
ACH-000011,-0.18883767626086956
ACH-000012,-0.16039067754000913
ACH-000013,-0.21361069324038687
ACH-000014,-0.33862765009741924
ACH-000015,-0.259166520844656
ACH-000017,-0.09503805176629593
ACH-000018,-0.41611662814187217
ACH-000019,-0.1377689613270592
ACH-000021,-0.16420533592549366
ACH-000022,-0.14596686874489292
ACH-000025,-0.07477578552629173
ACH-000028,-0.2565497817198541
ACH-000030,-0.24541984823078644
ACH-000035,-0.1013934531859662
ACH-000036,-0.10425709998322792
ACH-000037,-0.14102346267104246
ACH-000039,-0.2682960251733197
ACH-000040,-0.2631166175688481
ACH-000041,-0.1723967622793692
ACH-000042,-0.4650970227722823
ACH-000045,-0.31846976468733745
ACH-000047,-0.3207865959622969
ACH-000052,-0.1662196134180964
ACH-000053,-0.17777599019066093
ACH-000054,-0.18054239383738746
ACH-000055,-0.31610485422951884
ACH-000060,-0.24703800909456494
ACH-000067,-0.048589210189097225
ACH-000070,-0.16187834681734178
ACH-000075,-0.22934839470876836
ACH-000078,-0.2372396124608856
ACH-000082,-0.24178387546531685
ACH-000085,-0.1478837222282015
ACH-000086,-0.1841660849831644
ACH-000087,-0.06813885189402825
ACH-000092,-0.2049487958228774
ACH-000095,-0.0783370469145054
ACH-000097,-0.21327548464364413
ACH-000098,0.010356715820895751
ACH-000099,-0.27305787068288034
ACH-000108,-0.3410532496647427
ACH-000113,-0.5786561448654336
ACH-000116,-0.4835529216597836
ACH-000118,0.019138800935272038
ACH-000120,-0.2926879034820361
ACH-000123,-0.2009418824030629
ACH-000127,-0.18358441056082425
ACH-000128,-0.22578216003757315
ACH-000132,-0.061256408576791224
ACH-000133,-0.20359391784113656
ACH-000137,-0.2500996958393657
ACH-000138,-0.2355273938335125
ACH-000142,-0.1668652121299655
ACH-000143,-0.31230201168086485
ACH-000146,-0.2850249418043998
ACH-000148,-0.1584194017291866
ACH-000150,-0.08072401637781376
ACH-000152,-0.10798640983948292
ACH-000153,-0.3146241611024698
ACH-000159,-0.2316360513662656
ACH-000160,-0.16419207517921966
ACH-000163,-0.25232026064776186
ACH-000167,-0.2631841835551237
ACH-000168,-0.009837150300313598
ACH-000169,-0.27091506273399474
