,IL9 (3578)
ACH-000004,-0.1130916167910702
ACH-000005,-0.09829038139747506
ACH-000007,-0.07171877391172841
ACH-000009,-0.056747166430919024
ACH-000011,0.1315406794983463
ACH-000012,-0.04726528937766048
ACH-000013,-0.03796941700288477
ACH-000014,0.052701271030318124
ACH-000015,-0.012391364046596564
ACH-000017,0.08269261948139335
ACH-000018,0.05522145723533351
ACH-000019,-0.02204883942133544
ACH-000021,0.014040177798001364
ACH-000022,0.047952401819129936
ACH-000025,0.04509116002154715
ACH-000028,-0.021899566540871933
ACH-000030,0.02190741808271125
ACH-000035,-0.1692514957722486
ACH-000036,0.05749663251545771
ACH-000037,0.21745284410513616
ACH-000039,0.07124699775096914
ACH-000040,0.06735399932641174
ACH-000041,-0.013268966541248465
ACH-000042,-0.050950949510171435
ACH-000045,-0.049592817663852026
ACH-000047,0.05576253624492162
ACH-000052,-0.021577390078929472
ACH-000053,0.017758314669930966
ACH-000054,0.0309507248021249
ACH-000055,0.06383027509332269
ACH-000060,0.04537141732784882
ACH-000067,-0.050555367482582006
ACH-000070,0.08466483330587089
ACH-000075,0.07304232699219422
ACH-000078,0.049974233302985435
ACH-000082,0.010377988395092557
ACH-000085,0.12066507285327255
ACH-000086,0.011332003737886441
ACH-000087,0.21105928411003885
ACH-000092,-0.02279027256761336
ACH-000095,-0.023850031502380686
ACH-000097,-0.04609568566197212
ACH-000098,0.07645910902231028
ACH-000099,0.07211049776284656
ACH-000108,0.059286936828210665
ACH-000113,0.0885460962414833
ACH-000116,0.06315123503605873
ACH-000118,0.10180969856546644
ACH-000120,0.1875183347752145
ACH-000123,0.033777451462651285
ACH-000127,0.016211482549036985
ACH-000128,-0.11788267004933517
ACH-000132,0.02758966996509982
ACH-000133,0.018675535698675128
ACH-000137,0.04769382689216112
ACH-000138,-0.0481299967613551
ACH-000142,-0.005850420755827817
ACH-000143,0.0664711289278256
ACH-000146,0.008525401569719001
ACH-000148,-0.004384173001987544
ACH-000150,0.017374052764347427
ACH-000152,0.06969919017729449
ACH-000153,-0.08637129225710698
ACH-000159,0.042490337345453565
ACH-000160,0.05182123022650621
ACH-000163,0.012775899039919264
ACH-000167,-0.016816620357662536
ACH-000168,0.22062159675528448
ACH-000169,-0.11903059278497545
ACH-000178,0.0353671154312833
ACH-000183,-0.045689876879242704
ACH-000188,-0.052290877527847834
ACH-000189,0.014430998985062112
ACH-000190,0.10532921821828377
ACH-000198,0.01223562139179248
ACH-000203,-0.01162600643444652
ACH-000204,0.14777486944857648
ACH-000206,-0.16228484369497004
ACH-000207,-0.038727111313618064
ACH-000208,-0.06231673615831732
ACH-000210,0.07690993900597866
ACH-000211,-0.002121142005422589
ACH-000215,0.04308839194848765
ACH-000221,-0.14941101404742016
ACH-000222,-0.052611197596834934
ACH-000223,0.08711755067291158
ACH-000226,0.1359567544659951
ACH-000227,-0.10975922395986423
ACH-000228,0.0795437365513001
ACH-000231,0.0018826948137043325
ACH-000232,-0.05190867723594995
ACH-000233,0.021857327130052773
ACH-000234,0.02707328909645831
ACH-000235,0.0011093417889602292
ACH-000237,-0.0045285627564477845
ACH-000238,0.02850247271533108
ACH-000242,-0.052142842969375436
ACH-000243,0.014923711892775504
ACH-000244,0.18555136371270145
ACH-000246,-0.012181094132124629
ACH-000248,0.0767202276400286
ACH-000250,0.010170926270088742
ACH-000251,-0.11686301296416485
ACH-000252,-0.2307170788221796
ACH-000253,0.00991104876864168
ACH-000255,0.02501109977717039
ACH-000256,0.013469367462398431
ACH-000257,-0.0053081836055842895
ACH-000258,0.0989008146636438
ACH-000259,-0.0049039370953104155
ACH-000260,0.0419639143354186
ACH-000261,-0.01921247807062344
ACH-000262,-0.05549987992110782
ACH-000263,0.174620121023287
ACH-000264,-0.09193959206638333
ACH-000265,-0.03001496783777913
ACH-000266,-0.02471913613749739
ACH-000272,-0.00839636396646291
ACH-000274,0.029319422741141226
ACH-000277,0.07555312955306448
ACH-000278,-0.013122840195746902
ACH-000279,-0.00016421162654663016
ACH-000280,-0.07316311953241905
ACH-000281,0.09509501951693487
ACH-000288,0.045672827851946235
ACH-000291,-0.03766122286848399
ACH-000293,0.037619763859098376
ACH-000294,0.013324087906625029
ACH-000295,-0.07142618349350402
ACH-000296,0.07201571429903933
ACH-000302,0.056547109629404735
ACH-000304,0.14732274661986686
ACH-000307,-0.08497136588185555
ACH-000308,0.07863462675355701
ACH-000310,0.016519417723492517
ACH-000311,-0.0057026357430389465
ACH-000312,-0.0451021236310184
ACH-000315,-0.017999302063848158
ACH-000316,-0.042147081036390484
ACH-000317,-0.05679516279036453
ACH-000318,0.057216145348818324
