,BTRC (8945)
ACH-000004,0.07799318549622503
ACH-000005,0.3765429875549641
ACH-000007,0.11471121348981173
ACH-000009,-0.07434519299322807
ACH-000011,0.046722624331319816
ACH-000012,-0.07911291994612074
ACH-000013,-0.039933928153976665
ACH-000014,0.2561317748397477
ACH-000015,0.00534180920689921
ACH-000017,0.03695051753846188
ACH-000018,-0.035358227825183136
ACH-000019,0.0972737161752424
ACH-000021,0.03484417508291562
ACH-000022,0.04932176598041961
ACH-000025,-0.06309275319824198
ACH-000028,0.02519856218739868
ACH-000030,-0.01819933945088426
ACH-000035,-0.09389781823511917
ACH-000036,0.018411473955704825
ACH-000037,0.06343794561313827
ACH-000039,0.11136469174229648
ACH-000040,0.030911323512545174
ACH-000041,-0.006866251459161308
ACH-000042,-0.07650723755809674
ACH-000045,-0.10311406331963516
ACH-000047,-0.07262050078958009
ACH-000052,-0.289027732836088
ACH-000053,0.03893655041545231
ACH-000054,-0.010712601008899428
ACH-000055,0.08968732754881224
ACH-000060,0.05013255949178621
ACH-000067,-0.2784993750625918
ACH-000070,0.07325860985444684
ACH-000075,-0.08435113964249646
ACH-000078,0.08292465482035724
ACH-000082,-0.04445400358289743
ACH-000085,-0.04388459965347933
ACH-000086,0.04677678889522633
ACH-000087,0.03105302164687345
ACH-000092,0.016562183696273197
ACH-000095,0.0016381095566094027
ACH-000097,0.0352642093722084
ACH-000098,-0.011761773575805724
ACH-000099,0.07752408435567687
ACH-000108,-0.023946081777712427
ACH-000113,-0.11084647931351176
ACH-000116,-0.0030398181731526768
ACH-000118,-0.032833965762502366
ACH-000120,0.04570693148599436
ACH-000123,0.0074836029775271345
ACH-000127,-0.027648933213478586
ACH-000128,0.10589308970057357
ACH-000132,0.010298332495392451
ACH-000133,-0.025653879968677438
ACH-000137,-0.07873661744641627
ACH-000138,0.06235980588433476
ACH-000142,0.15764513762160526
ACH-000143,-0.06776563169625484
ACH-000146,0.022234120134871572
ACH-000148,-0.19810872323165574
ACH-000150,0.041713838230948715
ACH-000152,-0.0982036972303946
ACH-000153,0.08284945341055037
ACH-000159,-0.07044213709437194
ACH-000160,-0.033814336039453226
ACH-000163,-0.04876471742316386
ACH-000167,-0.005629695243483361
ACH-000168,0.008575151711215156
ACH-000169,-0.1273230260219171
ACH-000178,-0.09928761567397064
ACH-000183,-0.026982858091082283
ACH-000188,-0.02680775240723729
ACH-000189,0.024007933806952316
ACH-000190,0.025903033061875098
ACH-000198,0.0728840316016145
ACH-000203,-0.10740758607795242
ACH-000204,-0.1496549525181684
ACH-000206,-0.10227604333109268
ACH-000207,0.06579534172437028
ACH-000208,0.14729763099321666
ACH-000210,-0.1049727855008476
ACH-000211,0.04987685835773109
ACH-000215,0.01962535576654817
ACH-000221,-0.030931493731744964
ACH-000222,-0.008368344947012638
ACH-000223,-0.099084865086437
ACH-000226,0.11791249692041285
ACH-000227,-0.12492672026852693
ACH-000228,-0.17696844636300813
ACH-000231,-0.08345797957957225
ACH-000232,0.03418204500476674
ACH-000233,-0.0981087352388816
ACH-000234,0.040746767581346564
ACH-000235,-0.028365758711220743
ACH-000237,-0.05473562396416859
ACH-000238,0.046868905276407566
ACH-000242,-0.22462749945486085
ACH-000243,0.044546489562824254
ACH-000244,-0.1778717605605458
ACH-000246,-0.05679368150849545
ACH-000248,0.09619015809376673
ACH-000250,-0.07805303231653696
ACH-000251,-0.11193894980545067
ACH-000252,0.1325387723304877
ACH-000253,-0.06604390107312251
ACH-000255,0.010003810840408384
ACH-000256,-0.052451335976779805
ACH-000257,-0.02665653568643786
ACH-000258,-0.009317452639792731
ACH-000259,-0.048035302520774224
ACH-000260,0.018825052553383296
ACH-000261,-0.015300443769630497
ACH-000262,0.03280407167055652
ACH-000263,0.04069552564892615
ACH-000264,-0.0714169499408137
ACH-000265,0.022191661499600463
ACH-000266,-0.021892909972009367
ACH-000272,0.05149234567944301
ACH-000274,-0.012880282673954288
ACH-000277,-0.07792942726246094
ACH-000278,-0.040046514380588975
ACH-000279,-0.07069656758278438
ACH-000280,-0.02752531764255518
ACH-000281,0.03314587044591353
ACH-000288,-0.05817159957391474
ACH-000291,0.004377500908313206
ACH-000293,-0.09550978832595897
ACH-000294,-0.12823322201285786
ACH-000295,-0.013368161647796995
ACH-000296,0.02463905421434756
ACH-000302,-0.003186957016804012
ACH-000304,-0.20784236685241228
ACH-000307,0.055606340336241324
ACH-000308,-0.04393403959120935
ACH-000310,-0.03735516824246457
ACH-000311,0.14265729830007914
ACH-000312,0.015234477508513047
ACH-000315,0.1416475061611493
ACH-000316,-0.04478940485907088
ACH-000317,-0.09736240856854582
ACH-000318,-0.12187926119852395
ACH-000319,-0.12494259509162516
ACH-000320,-0.1010135333610632
ACH-000322,-0.07767017940867617
ACH-000323,-0.07734113256539099
ACH-000324,-0.020220514145978127
ACH-000329,-0.0970662671241513
ACH-000330,0.013358309927167378
ACH-000331,-0.02155463320577305
ACH-000332,-0.025396401271817717
ACH-000334,-0.2722938110845339
ACH-000335,0.15818886291143586
ACH-000336,-0.014142822758923269
ACH-000337,-0.062237576460408714
ACH-000338,-0.31721313236204945
ACH-000339,-0.06058673771145483
ACH-000341,-0.14057435966056636
ACH-000348,0.15790521581987282
ACH-000350,-0.023574598078229814
ACH-000352,0.11487407520950035
