,MLF2 (8079)
ACH-000004,-0.1602272683576654
ACH-000005,-0.16740853668939715
ACH-000007,-0.1390566801043515
ACH-000009,-0.16082893062286627
ACH-000011,-0.12625203964363452
ACH-000012,0.1150458905242583
ACH-000013,-0.05580593408923712
ACH-000014,-0.1647582094386248
ACH-000015,-0.07083512007014932
ACH-000017,-0.1458766185873557
ACH-000018,-0.1855137731863664
ACH-000019,0.9771281974606758
ACH-000021,-0.046841422072937185
ACH-000022,-0.08867481378769236
ACH-000025,-0.06576093028507587
ACH-000028,0.026770132318907597
ACH-000030,-0.046631325804847655
ACH-000035,0.015819687707191117
ACH-000036,-0.20274049332774272
ACH-000037,-0.05000308223544498
ACH-000039,-0.18490340450685372
ACH-000040,-0.07574954195688298
ACH-000041,-0.040185284260639935
ACH-000042,-0.011437860350891465
ACH-000045,0.05504689888319262
ACH-000047,-0.19161116275973608
ACH-000052,-0.0899352350090605
ACH-000053,-0.05033103355758205
ACH-000054,-0.039365099550878316
ACH-000055,-0.1112065966042948
ACH-000060,-0.20538521559777145
ACH-000067,-0.04385182684150215
ACH-000070,0.009643605098161114
ACH-000075,-0.04562843076411057
ACH-000078,-0.2308035779065752
ACH-000082,-0.1016484955071824
ACH-000085,-0.33130081232065345
ACH-000086,-0.07013920142318136
ACH-000087,0.044536204810897095
ACH-000092,-0.06360970935356171
ACH-000095,0.02137320975350183
ACH-000097,-0.22231647110876476
ACH-000098,0.05491034994418603
ACH-000099,-0.10608180561106707
ACH-000108,0.010034064565128002
ACH-000113,0.021917435730830968
ACH-000116,-0.1783246694742002
ACH-000118,0.016447346064938452
ACH-000120,-0.08416671497244445
ACH-000123,-0.2102497608379976
ACH-000127,-0.02244559861127104
ACH-000128,-0.04149428100415972
ACH-000132,-0.054823849170564654
ACH-000133,-0.05656430385651572
ACH-000137,-0.019993513189900336
ACH-000138,-0.015573161037213663
ACH-000142,-0.0684338166258809
ACH-000143,-0.14365950395190785
ACH-000146,-0.004665820274443821
ACH-000148,-0.10987738363574442
ACH-000150,0.010711116379154707
ACH-000152,-0.07356680206567823
ACH-000153,0.1525566274027008
ACH-000159,-0.011334643348878074
ACH-000160,0.05618094655713394
ACH-000163,-0.033301497748775936
ACH-000167,-0.17955616436401814
ACH-000168,0.3619952455643432
ACH-000169,-0.02050606288190331
ACH-000178,-0.10412290129149493
ACH-000183,-0.153195345526966
ACH-000188,0.08354207314710374
ACH-000189,-0.14138442848039112
ACH-000190,0.18307584404756055
ACH-000198,-0.09980404431013754
ACH-000203,0.020781633784896968
ACH-000204,-0.11351883466927015
ACH-000206,-0.16055811811317572
ACH-000207,-0.046823525863368735
ACH-000208,-0.3382903076371385
ACH-000210,-0.023755487016655984
ACH-000211,-0.11877259721429645
ACH-000215,-0.06821107538122931
ACH-000221,-0.1022518921205154
ACH-000222,-0.03748912542395594
ACH-000223,-0.19696481912762495
ACH-000226,-0.054496613530469945
ACH-000227,-0.04348131927713157
ACH-000228,-0.3255735653929959
ACH-000231,-0.04974504646457891
ACH-000232,-0.02310187477841033
ACH-000233,-0.1606281002738096
ACH-000234,-0.17353984225465865
ACH-000235,-0.1242341426078101
ACH-000237,-0.038283111580618576
ACH-000238,-0.04717393101090519
ACH-000242,-0.2191601317565127
ACH-000243,-0.07398116571340027
ACH-000244,0.019871012786024225
ACH-000246,-0.12346587630935454
ACH-000248,-0.022777903375570518
ACH-000250,-0.09206499452562884
ACH-000251,-0.19890574524818108
ACH-000252,-0.16467195298877824
ACH-000253,-0.2425086013368065
ACH-000255,-0.1747533743981184
ACH-000256,-0.12094161459331484
ACH-000257,0.19015617126186385
ACH-000258,-0.21321351298724567
ACH-000259,-0.015958529770810557
ACH-000260,-0.28653140778054914
ACH-000261,0.010393001307965308
ACH-000262,0.007583166004085215
ACH-000263,-0.023691061233129463
ACH-000264,-0.15235860448937333
ACH-000265,-0.014760325035047896
ACH-000266,-0.06939625721335949
ACH-000272,-0.09427249058643092
ACH-000274,-0.09291389360900536
ACH-000277,-0.09953571483793117
ACH-000278,-0.041097353851787366
ACH-000279,-0.02492657383307833
ACH-000280,0.035863875616594335
ACH-000281,-0.1973099616427169
ACH-000288,-0.11706196309206356
ACH-000291,-0.0963078452414603
ACH-000293,-0.13401798786280844
ACH-000294,0.09811158452524348
ACH-000295,-0.22124393990635705
ACH-000296,-0.11659086407105206
ACH-000302,-0.05517250723008422
ACH-000304,0.182955897836738
ACH-000307,-0.19362577560341693
ACH-000308,-0.10567249195307044
ACH-000310,-0.08479830532244258
ACH-000311,-0.0631407797155079
ACH-000312,-0.016322139183440002
ACH-000315,0.012891353109892293
ACH-000316,-0.06813273486856974
ACH-000317,-0.20828218043052435
ACH-000318,-0.12230464325708533
ACH-000319,-0.014878602743343863
ACH-000320,-0.011362439451579926
ACH-000322,-0.0606861359712104
ACH-000323,-0.10087709968859318
ACH-000324,-0.09589976419139587
ACH-000329,-0.1392730185586493
ACH-000330,0.05157731725043554
ACH-000331,-0.18857917795245435
ACH-000332,-0.014573091181195296
ACH-000334,-0.1703260223355568
ACH-000335,0.09893155282215778
ACH-000336,-0.1574270285370592
ACH-000337,0.0012179318030105365
ACH-000338,-0.4043923796526191
ACH-000339,-0.12000028061647185
ACH-000341,-0.1645493122617653
ACH-000348,-0.12229793411051472
ACH-000350,-0.21863447347355747
ACH-000352,-0.1829445215816011
ACH-000356,-0.1806769447275651
ACH-000361,-0.17463836625323273
ACH-000362,0.08292892149577852
ACH-000363,-0.05363241109014062
ACH-000364,0.010592143163191342
ACH-000365,-0.2160140361724397
ACH-000366,-0.0460527278758454
ACH-000368,-0.1177877515383304
ACH-000374,0.0979184713131388
ACH-000375,-0.029675594080065624
ACH-000376,-0.08815214834665829
ACH-000381,0.01845044328258836
ACH-000383,-0.17408268640646435
ACH-000387,-0.11086540021426154
ACH-000389,-0.09852948156827684
ACH-000390,-0.0289719888589241
ACH-000393,-0.0066161033781197386
ACH-000395,0.08901931357687942
ACH-000396,-0.038971330542607416
ACH-000397,-0.07841521565743567
ACH-000401,-0.005854184393478487
ACH-000402,-0.18713505316892587
ACH-000403,-0.098913042813745
ACH-000404,-0.1251509385945001
ACH-000406,0.04127900931853153
ACH-000407,-0.24451869249954514
ACH-000408,-0.05185444443914356
ACH-000410,-0.039789678631846515
ACH-000411,-0.1367181361150406
ACH-000414,-0.06759028761777396
ACH-000415,-0.13360889999158576
ACH-000416,-0.04864320762585425
ACH-000420,-0.21145657796348044
ACH-000421,-0.09621658313198422
ACH-000424,-0.19830247274668555
ACH-000425,-0.13849954317492824
ACH-000426,-0.19597014142718716
ACH-000427,-0.1921500417823624
ACH-000433,-0.13374261273305724
ACH-000435,0.0989499766156262
ACH-000436,0.0026421243347732088
ACH-000444,-0.07159617625989713
ACH-000445,-0.02014831152690164
ACH-000448,-0.06421374792073685
ACH-000450,-0.005929602949260027
ACH-000452,-0.13113306750949655
ACH-000454,-0.16346547496088173
ACH-000458,-0.06604788679785333
ACH-000459,0.01906850407169997
ACH-000460,-0.1001730747728915
ACH-000461,-0.07357414868648303
ACH-000463,0.018296323431510463
ACH-000464,-0.2229233374526145
ACH-000466,-0.035114848825487766
ACH-000467,-0.12644011756819973
ACH-000468,-0.1890200897535791
ACH-000469,-0.08232461250745643
ACH-000470,-0.21639831368360304
ACH-000471,-0.13554392979229554
ACH-000472,-0.2075881829548045
ACH-000473,0.08123018281949984
ACH-000475,0.015121542321162806
ACH-000476,-0.19471654743504585
ACH-000477,-0.23090340155427305
ACH-000479,-0.13510637478477935
ACH-000480,-0.1397557585120353
ACH-000481,-0.13298511507483834
ACH-000483,-0.1485382295044544
ACH-000484,0.1351929726100063
ACH-000485,-0.2855995708228032
ACH-000486,-0.051366179156376215
ACH-000487,-0.05273392837442771
ACH-000488,-0.054968670157967296
ACH-000490,-0.133729115616726
