,DYRK1B (9149)
ACH-000004,0.17089124482859638
ACH-000005,0.22225621505732512
ACH-000007,0.11112182807811184
ACH-000009,0.07753541819432988
ACH-000011,0.0436620316383369
ACH-000012,-0.14449981180035007
ACH-000013,-0.4774263601364754
ACH-000014,0.12932600705450936
ACH-000015,-0.044088030858101965
ACH-000017,0.0914460330578202
ACH-000018,-0.15261125615154414
ACH-000019,-0.2255451588025996
ACH-000021,-0.07432961914572653
ACH-000022,0.07986615425411722
ACH-000025,0.04894066085782882
ACH-000028,-0.08212839423063095
ACH-000030,-0.10935778251381033
ACH-000035,-0.2702794507130428
ACH-000036,0.01758399970490369
ACH-000037,0.0063374764006302545
ACH-000039,0.22849075774405264
ACH-000040,0.049918760753833724
ACH-000041,-0.007192955895441461
ACH-000042,0.04421374684705024
ACH-000045,0.06472948547349584
ACH-000047,-0.0809631628356412
ACH-000052,-0.11378144571376415
ACH-000053,-0.12577406055595902
ACH-000054,0.04183541094057012
ACH-000055,0.11072743942125728
ACH-000060,0.010626471579856479
ACH-000067,0.01668107793829341
ACH-000070,0.2145177978811226
ACH-000075,-0.03716282772676346
ACH-000078,-0.08574353580780676
ACH-000082,0.07997882858063496
ACH-000085,0.19590420041811546
ACH-000086,0.036006327212159565
ACH-000087,-0.08200915955536084
ACH-000092,-0.062235671077113225
ACH-000095,0.033390652881480035
ACH-000097,-0.08600753509704233
ACH-000098,0.034413178678330325
ACH-000099,-0.09047255786423973
ACH-000108,-0.012823573798370505
ACH-000113,-0.020114211998705053
ACH-000116,0.12766327136173394
ACH-000118,-0.06439691751817486
ACH-000120,-0.045965109032275166
ACH-000123,-0.1630456286688632
ACH-000127,-0.006957973109651209
ACH-000128,-0.07330522618581645
ACH-000132,0.050308091352597416
ACH-000133,0.0475085886246571
ACH-000137,-0.23912837274807425
ACH-000138,0.006014193485589513
ACH-000142,-0.13022109574380664
ACH-000143,0.03153593223110675
ACH-000146,-0.025235542916582525
ACH-000148,0.13201291488411154
ACH-000150,0.0250095985602817
ACH-000152,0.11283210136610115
ACH-000153,-0.1154450773530365
ACH-000159,-0.007237853341737734
ACH-000160,0.422045904127538
ACH-000163,-0.0840191872299803
ACH-000167,1.0565832837993114
ACH-000168,-0.003202304436560077
ACH-000169,-0.03542038266795764
ACH-000178,-0.10431815524188737
ACH-000183,-0.04722197672989432
ACH-000188,-0.056742649522716786
ACH-000189,0.06082397977436725
ACH-000190,0.4464802477615503
ACH-000198,-0.16834063154392492
ACH-000203,-0.3129042247396564
ACH-000204,-0.02817248603929866
ACH-000206,-0.06285756434041008
ACH-000207,0.042411722286990285
ACH-000208,0.08394703588236167
ACH-000210,-0.3983942047473107
ACH-000211,0.05253180532335448
ACH-000215,0.05004627582437316
ACH-000221,0.0067366054538351644
ACH-000222,-0.09610676089544984
ACH-000223,0.05879262951930241
ACH-000226,0.00937044828881717
ACH-000227,0.024029779700784275
ACH-000228,-0.13071850864544615
ACH-000231,0.12980788514234629
ACH-000232,-0.09843480427037143
ACH-000233,-0.1737632500438296
ACH-000234,-0.0702384025770325
ACH-000235,-0.031702974090996774
ACH-000237,-0.09403039755670936
ACH-000238,-0.05086396297284832
ACH-000242,-0.21984884231575835
ACH-000243,-0.010225739487708723
ACH-000244,-0.22528739277517584
ACH-000246,0.1399939549299946
ACH-000248,0.07034356855257981
ACH-000250,0.012648631571235318
ACH-000251,-0.19830708302328012
ACH-000252,-0.014154025271134216
ACH-000253,0.07957846641863528
ACH-000255,-0.09418957478999064
ACH-000256,-0.04133608855992469
ACH-000257,0.14126682358041878
ACH-000258,-0.11221825220872783
ACH-000259,-0.0016442388409521893
ACH-000260,-0.0007842172404068137
ACH-000261,-0.014546096919835287
ACH-000262,-0.22724300108298945
ACH-000263,0.05059681864316495
ACH-000264,0.09810068312432668
ACH-000265,-0.15897813252238852
ACH-000266,-0.07007917516765683
ACH-000272,0.04803207058993672
ACH-000274,0.08287757340266932
ACH-000277,0.14876821135204113
ACH-000278,-0.08359452188099972
ACH-000279,0.05985250056155966
ACH-000280,-0.047532917353819815
