,DCAKD (79877)
ACH-000277,-0.17410344272486478
ACH-000278,-0.1729165061880966
ACH-000279,-0.24649397531746814
ACH-000280,-0.15517528711683148
ACH-000281,-0.2702582023359266
ACH-000288,-0.20221979648058425
ACH-000291,-0.2932576764275145
ACH-000293,-0.2682722407984225
ACH-000294,-0.23230344777675596
ACH-000295,-0.3075834624848049
ACH-000296,-0.1712666916211095
ACH-000302,-0.19003178346378785
ACH-000304,-0.23298568003283315
ACH-000307,-0.14340728066071587
ACH-000308,-0.17891563865403295
ACH-000310,-0.19887229121726696
ACH-000311,-0.3044489475240245
ACH-000312,-0.20564387722472102
ACH-000315,-0.21462206458537994
ACH-000316,-0.2586286939027411
ACH-000317,-0.11580543550327957
ACH-000318,-0.1973871759512487
ACH-000319,-0.13744054752940493
ACH-000320,-0.08754811110159405
ACH-000322,-0.3990799483795223
ACH-000323,-0.13336654792652294
ACH-000324,-0.22200339913058406
ACH-000329,-0.25882980943833245
ACH-000330,-0.015558451881323796
ACH-000331,-0.11518067075703525
ACH-000332,-0.20054914424159515
ACH-000334,-0.14563546234620522
ACH-000335,-0.08027740198833783
ACH-000336,-0.029237883419202106
ACH-000337,-0.27371151660463794
ACH-000338,0.1911104943935865
ACH-000339,-0.19762787931371176
ACH-000341,-0.3292077710957526
ACH-000348,-0.12922481245942471
ACH-000350,-0.24432603307554235
ACH-000352,-0.09380766427618396
ACH-000356,-0.3079900901966399
ACH-000361,-0.047713079178698985
ACH-000362,-0.09655817474300443
ACH-000363,-0.1766978354671283
ACH-000364,-0.2575531398327666
ACH-000365,-0.135398826978277
ACH-000366,-0.16427801779465706
ACH-000368,-0.11814038314696178
ACH-000374,-0.2463939452510677
ACH-000375,0.07497154958896034
ACH-000376,-0.11835477365205578
ACH-000381,-0.15007101396873698
ACH-000383,-0.16763439124820145
ACH-000387,-0.18573547230153045
ACH-000389,-0.17189217915363506
ACH-000390,-0.1993195765433611
ACH-000393,-0.18057465903561756
ACH-000395,-0.11819351107481148
ACH-000396,0.03445496072575105
ACH-000397,-0.33197079695574244
ACH-000401,-0.10358596709868324
ACH-000402,-0.22525166836132815
ACH-000403,-0.14815009674322568
ACH-000404,0.15281515627573725
ACH-000406,-0.17385094950896046
ACH-000407,-0.143196079132181
ACH-000408,-0.21416028142258706
ACH-000410,0.037396923880224565
ACH-000411,-0.16165445373301554
ACH-000414,-0.21777970583129505
ACH-000415,-0.3491815293560843
ACH-000416,-0.18205340172770995
ACH-000420,-0.2644620338129665
ACH-000421,-0.2264281001875493
ACH-000424,-0.15167477701569013
ACH-000425,-0.2542745854019429
ACH-000426,-0.17983156127241828
ACH-000427,-0.3770313357991599
ACH-000433,-0.2229295361583728
ACH-000435,0.15507485236615767
ACH-000436,-0.13988546459884935
ACH-000444,-0.2853573020459144
ACH-000445,-0.08133492583684139
ACH-000448,-0.08584496302212855
ACH-000450,0.015584511182190956
ACH-000452,-0.2260186826305452
ACH-000454,-0.005925949825988207
ACH-000458,-0.10081035835796373
ACH-000459,-0.1253693358722617
ACH-000460,-0.2684062028373177
ACH-000461,-0.06961404690120526
ACH-000463,-0.17730581195757628
ACH-000464,-0.18661720650767946
ACH-000466,-0.2519976832296529
ACH-000467,-0.17659951472048996
ACH-000468,-0.33710865566714554
ACH-000469,-0.329854493821749
ACH-000470,-0.11803954768545415
ACH-000471,-0.17755380939815427
ACH-000472,-0.2236621025572042
ACH-000473,-0.15014748551948395
ACH-000475,-0.13294975698726816
ACH-000476,-0.12807388267188138
ACH-000477,-0.09795203314514273
ACH-000479,-0.007720199063369635
ACH-000480,-0.11216815765834184
ACH-000481,-0.17595209278407153
ACH-000483,-0.07371682165367051
ACH-000484,-0.10723012821962752
ACH-000485,-0.11987408769615968
ACH-000486,-0.26272593008108125
ACH-000487,-0.20321694052413444
ACH-000488,-0.04760821325298766
ACH-000490,-0.13501978919191265
ACH-000491,-0.1854631956924888
ACH-000495,-0.13721925615699485
ACH-000496,-0.19217870384457544
ACH-000499,-0.29103671044396706
ACH-000500,-0.2394596543471851
ACH-000502,-0.11764621088750803
ACH-000503,-0.06521330018969879
ACH-000505,-0.15238304191023788
ACH-000507,-0.30237821384586705
ACH-000510,-0.14828371285697978
ACH-000511,-0.1509539721258856
ACH-000512,-0.15283791518931114
ACH-000516,-0.3513838923065595
ACH-000517,-0.1680983691746218
ACH-000518,0.003286197877118783
ACH-000520,-0.03381937634470863
ACH-000521,-0.3340957612076991
ACH-000522,-0.07186493863543301
ACH-000524,-0.18659007545910225
ACH-000527,-0.16995199027174365
ACH-000528,-0.1359956132828105
ACH-000537,-0.1452515496233811
ACH-000541,-0.07917766668033352
ACH-000542,-0.0611591051815297
ACH-000544,-0.2568121595589501
ACH-000545,-0.12497162250809102
ACH-000547,-0.05105093907109371
ACH-000548,-0.2344717204708231
ACH-000549,-0.10324008742502214
ACH-000550,-0.22579642763799565
ACH-000552,-0.11693934847173335
ACH-000556,-0.2108281302456807
ACH-000557,-0.13144180126402574
ACH-000569,-0.4340107500474703
ACH-000570,-0.1259565504582635
ACH-000571,-0.14596256204386762
ACH-000573,-0.15274091629964098
ACH-000576,-0.08452558600617761
ACH-000579,-0.1416294553548085
ACH-000580,-0.046430075239232926
ACH-000584,-0.19786428861095
ACH-000585,-0.18219229383584304
ACH-000588,-0.32175815154233145
ACH-000589,-0.1075622210722385
ACH-000591,-0.055904092628850564
ACH-000593,-0.1278354955701108
ACH-000600,-0.2731618237555219
ACH-000601,-0.16684603210887308
ACH-000605,-0.11536722679722095
ACH-000606,-0.10704945441540743
ACH-000608,-0.17117240748617804
ACH-000614,-0.15550247733220454
ACH-000616,-0.19255225728405734
ACH-000618,-0.17388428940129724
ACH-000619,-0.2460673563548417
ACH-000620,-0.14096346855562555
ACH-000621,-0.19289828284506189
ACH-000622,-0.19546348258144206
ACH-000623,-0.22402888782805244
ACH-000624,-0.13001501789893333
ACH-000627,-0.2338904515806465
ACH-000630,-0.20780860311542326
ACH-000631,-0.002541445059799029
ACH-000632,-0.24952652334433315
ACH-000633,-0.15288925909485973
ACH-000637,-0.3606380150337587
ACH-000638,-0.13723451688115804
ACH-000646,-0.24921065801038195
ACH-000647,-0.29062929019778305
ACH-000648,-0.027568073132200083
ACH-000649,-0.12919675745969889
ACH-000651,-0.11394757370294517
ACH-000652,-0.1780912041302694
ACH-000653,-0.4871214759230877
ACH-000657,-0.21067767226397874
ACH-000658,-0.2244625729563358
ACH-000661,-0.26394160711103115
ACH-000662,-0.15266866653472025
ACH-000663,-0.19428076989417187
ACH-000665,-0.10823783303039926
ACH-000671,-0.2268270910756417
ACH-000672,-0.300936465094142
ACH-000673,-0.28021882160946937
ACH-000676,-0.2711820519032319
ACH-000677,-0.07021936964821147
ACH-000681,-0.2214456645865093
ACH-000683,-0.16482929166360202
ACH-000684,-0.28542356457655
ACH-000688,-0.2951017444629596
ACH-000693,-0.1425722395947549
ACH-000694,-0.18541931393886876
ACH-000695,-0.028570069875424212
ACH-000696,-0.12206932941573732
ACH-000697,-0.3049093094997204
ACH-000699,-0.25217729509941234
ACH-000701,-0.13391134755021955
ACH-000706,-0.2278750766341185
ACH-000711,-0.15701745005719078
ACH-000713,-0.26119556550344764
ACH-000714,-0.1516390254754356
ACH-000718,-0.12035423616258582
ACH-000720,-0.3043207922304579
ACH-000721,-0.21499631349923648
ACH-000724,-0.16824758742703558
ACH-000725,-0.054479840470407485
ACH-000732,-0.354283822889757
ACH-000734,-0.11092519277616802
ACH-000735,-0.08839875040599755
ACH-000736,-0.21682606338713475
ACH-000738,-0.2771604931348837
ACH-000746,-0.2709684788436832
ACH-000747,-0.4094529650858493
ACH-000748,-0.23681662048071736
ACH-000753,-0.19928049714080484
ACH-000756,-0.25176876869380505
ACH-000757,-0.11931055073187904
ACH-000758,-0.14637854355587715
ACH-000760,-0.1997266980696416
ACH-000762,-0.1366938437425935
ACH-000763,-0.08250888771306181
ACH-000764,-0.059088301062752084
ACH-000765,-0.13152376857126538
ACH-000766,-0.2984960777535496
ACH-000767,-0.1803326644918133
ACH-000768,-0.2231766451475718
ACH-000769,0.0043399198303163316
ACH-000770,-0.16444022284233845
ACH-000771,-0.20555115352683345
ACH-000773,-0.13868379938734207
ACH-000776,-0.36566514563182106
ACH-000777,-0.13300744713141782
ACH-000778,-0.16815362205472645
ACH-000781,-0.19381030773050706
ACH-000782,-0.4112008362930493
ACH-000783,-0.14138029875030225
ACH-000784,-0.21917290270632786
ACH-000785,-0.08306118529547506
ACH-000787,-0.14207017925789192
ACH-000788,-0.23923236265230746
ACH-000791,-0.13428608893393354
ACH-000792,-0.26050261179776
ACH-000794,-0.2508224031813843
ACH-000796,-0.19557367945125254
ACH-000798,-0.2696096807088252
ACH-000799,-0.034150846850930214
ACH-000800,-0.3133188892532261
ACH-000802,-0.11204452305097687
ACH-000804,-0.07236879601604332
ACH-000805,-0.16585624531334747
ACH-000809,-0.30253791643658784
ACH-000810,-0.23069431455993786
ACH-000811,-0.2286223483582543
ACH-000817,-0.2984733377630629
ACH-000819,0.004596892350782381
ACH-000820,-0.25237620435515673
ACH-000821,-0.14815219433738694
ACH-000822,-0.20007042624004945
ACH-000823,-0.2619562810605213
ACH-000824,-0.17490849765376135
ACH-000827,-0.1096579506379478
ACH-000829,-0.12868533814838834
ACH-000831,-0.11946573019676565
ACH-000832,-0.1318409265591526
ACH-000833,-0.17688677808508912
ACH-000834,-0.057364183245725335
ACH-000835,-0.22432406795111
ACH-000836,-0.18741613372577665
ACH-000837,-0.18749435397828346
ACH-000838,-0.22503095594403905
ACH-000839,-0.06739002614733737
ACH-000840,-0.13636089239698646
ACH-000841,-0.21357640959417912
ACH-000843,-0.2557627448981709
ACH-000846,-0.19063331478655926
ACH-000847,-0.2665937725549524
ACH-000848,-0.29670834445688365
ACH-000849,-0.12577435638813025
ACH-000851,-0.2561391637065566
ACH-000855,0.09667337918401726
ACH-000856,-0.20017989195859875
ACH-000858,-0.17893272194837545
ACH-000859,-0.3121015494220484
ACH-000861,-0.16802295261781675
ACH-000862,-0.16338306362979066
ACH-000865,-0.10367921642406916
ACH-000866,-0.1474724555336316
ACH-000867,-0.1128054910597756
ACH-000869,-0.16089778743637026
ACH-000872,-0.1909360744755747
ACH-000873,-0.29480677566846003
ACH-000876,-0.19374486080978376
ACH-000878,-0.1456989483790208
ACH-000880,-0.12441957480631605
ACH-000881,-0.08075199151720973
ACH-000882,-0.25202078725089283
ACH-000884,-0.14385216574450174
ACH-000885,-0.20115970143660852
ACH-000887,-0.2273607746505443
ACH-000889,-0.13830313289441482
ACH-000896,-0.13591001072385964
ACH-000898,-0.012163502717410304
ACH-000900,-0.2520732748914692
ACH-000901,-0.23680487231618
ACH-000905,-0.18500053178475626
ACH-000906,-0.14630117470969986
ACH-000907,-0.12072271403877828
ACH-000910,-0.1833184986705513
ACH-000911,-0.1882234086331453
ACH-000912,-0.07469196714010473
ACH-000913,-0.2500796658435296
ACH-000915,-0.22369524505052954
ACH-000916,-0.15964927016695865
ACH-000917,-0.17732923370525225
ACH-000920,-0.20224984556707185
ACH-000921,-0.02874495143000768
ACH-000924,-0.2966020512149361
ACH-000926,-0.16866892490003788
ACH-000928,-0.17664585894200993
ACH-000929,-0.06700384703931901
ACH-000932,-0.13766115481314625
ACH-000935,-0.3316494448757527
ACH-000936,-0.2260921902291707
ACH-000937,-0.10131031200221426
ACH-000938,-0.14087209091794825
ACH-000939,-0.1878687364342762
ACH-000941,-0.1821747962377991
ACH-000943,-0.1033792811835368
ACH-000946,-0.11551645193490755
ACH-000947,-0.2011809553209411
ACH-000948,-0.07793003109743543
ACH-000950,-0.12159023810691948
ACH-000953,-0.1905323563867405
ACH-000954,-0.20721691723605756
ACH-000957,-0.2324975132667557
ACH-000958,-0.2765354983392958
ACH-000960,-0.1143354224153109
ACH-000963,-0.0978123880973372
ACH-000968,-0.32853807437161675
ACH-000969,-0.1012885456711101
ACH-000972,-0.09879343160949183
ACH-000973,-0.1831860118497002
ACH-000974,-0.09463350075400001
ACH-000978,-0.2661978080606652
ACH-000984,-0.3101819775417694
ACH-000986,-0.22161657489693035
ACH-000988,-0.15073668592403985
ACH-000993,-0.3761919658651959
ACH-000994,-0.03369190207509808
ACH-000996,-0.18977038421776332
ACH-001001,-0.10657520605215193
ACH-001020,-0.4018001319068844
ACH-001028,-0.1666326860243978
ACH-001031,-0.26496276056810725
ACH-001038,-0.1947802628527772
ACH-001048,-0.2274721489896345
ACH-001050,-0.337855382995603
ACH-001053,-0.3924684571372741
ACH-001054,-0.23329733673165895
ACH-001061,-0.1465314074437651
ACH-001067,-0.2050942380185283
ACH-001075,-0.17849117293142733
ACH-001096,-0.2295732823909535
ACH-001111,-0.15025337951373716
ACH-001119,-0.1892294552192096
ACH-001128,-0.196617894555426
ACH-001134,-0.2253279337094963
ACH-001151,-0.13338049836554314
ACH-001163,-0.2596555257184674
ACH-001164,-0.02070584971721319
ACH-001183,-0.0028519016086963203
ACH-001192,-0.3579794885086852
ACH-001193,-0.5567386653775074
ACH-001196,-0.08616340749018657
ACH-001197,-0.2397215798274977
ACH-001205,-0.04927648753499362
ACH-001211,-0.17415409118041064
ACH-001212,-0.15039904430102471
ACH-001228,-0.07938028476962494
ACH-001232,-0.2140156299895664
ACH-001239,-0.3677337714103645
ACH-001270,-0.047013193856514486
ACH-001274,-0.2898322159447645
ACH-001275,-0.2341672357573435
ACH-001277,-0.15847218877750788
ACH-001278,-0.11144128870151457
ACH-001280,-0.3136204809092087
ACH-001283,-0.1693038686354166
ACH-001289,-0.23066959690778374
ACH-001300,-0.39703756291791376
ACH-001301,-0.40812266344786746
ACH-001302,-0.4743004194934821
ACH-001306,-0.0887422262361244
ACH-001318,-0.18412005855601954
ACH-001322,-0.5757520064456296
ACH-001328,-0.2771629680177893
ACH-001332,-0.23053168132319296
ACH-001336,-0.06776174564967702
ACH-001346,-0.21803249822913204
ACH-001353,-0.22842226645184716
ACH-001354,-0.022815553499293317
ACH-001367,0.002318926221540962
ACH-001368,-0.19925775944334814
ACH-001374,-0.08193916817518519
ACH-001377,-0.10632088479555336
ACH-001380,-0.1854381326755211
ACH-001391,-0.2139618080689072
ACH-001408,-0.20136892099214512
ACH-001430,-0.029697936281553275
ACH-001431,-0.30532829183785404
ACH-001450,-0.06320825941665004
ACH-001496,-0.1398686938763438
ACH-001500,-0.3543981737029585
ACH-001523,-0.2071312495990176
ACH-001532,-0.1984537124635609
ACH-001550,-0.0835034208500485
ACH-001552,-0.275110434496096
ACH-001554,-0.17751875483818488
ACH-001654,-0.2193326444619936
ACH-001735,-0.15295168005188658
ACH-001736,-0.11467382099663223
ACH-001737,-0.3197329421653438
ACH-001740,-0.3696215450829305
ACH-001745,-0.19270916690806447
ACH-001765,-0.19954337522649412
