,ECM1 (1893)
ACH-000004,-0.10423290973546888
ACH-000005,-0.4198231460938299
ACH-000007,-0.06389882890263501
ACH-000009,-0.28973854919663145
ACH-000011,-0.12484158568518088
ACH-000012,-0.17386006008290333
ACH-000013,-0.09884400800048046
ACH-000014,-0.18031668761381747
ACH-000015,-0.12958513068998007
ACH-000017,-0.10586270501841287
ACH-000018,-0.25969726649813457
ACH-000019,-0.19348906904906826
ACH-000021,-0.2864175022321825
ACH-000022,-0.08104828230879609
ACH-000025,-0.19239342055105607
ACH-000028,-0.13958590906901194
ACH-000030,-0.11982296505831705
ACH-000035,-0.2440453170339889
ACH-000036,-0.09122247185256734
ACH-000037,-0.14949779836912816
ACH-000039,-0.2751518111206429
ACH-000040,-0.15676667171633146
ACH-000041,-0.2561630801189862
ACH-000042,-0.1254857937563775
ACH-000045,-0.10567652948613923
ACH-000047,0.00021018189708860206
ACH-000052,-0.1482860899806884
ACH-000053,-0.29774869546542304
ACH-000054,-0.2342939848474333
ACH-000055,-0.24471719533211106
ACH-000060,-0.1215718485692938
ACH-000067,0.15031422840081776
ACH-000070,-0.11505458600435806
ACH-000075,0.057242012983554975
ACH-000078,-0.027975906811901145
ACH-000082,-0.07717648534670415
ACH-000085,-0.3105632037886242
ACH-000086,-0.2397870147169449
ACH-000087,-0.2418021179135401
ACH-000092,-0.18421115223584625
ACH-000095,-0.13891248933652756
ACH-000097,-0.17371323835994312
ACH-000098,-0.20142486624803044
ACH-000099,-0.07891833255372968
ACH-000108,-0.03130993292376644
ACH-000113,-0.04135938859150196
ACH-000116,-0.17423163528359434
ACH-000118,-0.20216113436366348
ACH-000120,-0.19354199412386303
ACH-000123,-0.2531983985776263
ACH-000127,-0.0962164660992264
ACH-000128,-0.1904058517893183
ACH-000132,-0.1101354185103121
ACH-000133,-0.2359125140917664
ACH-000137,-0.024799367936342062
ACH-000138,-0.10749049885791988
ACH-000142,-0.18945171677007405
ACH-000143,-0.2403160900744453
ACH-000146,-0.16964571247882412
ACH-000148,-0.2717767589053605
ACH-000150,-0.2211101926661262
ACH-000152,-0.2392365660173815
ACH-000153,-0.17810336540675736
ACH-000159,-0.09992727433836593
ACH-000160,-0.03934822611767031
ACH-000163,-0.2895294033543552
ACH-000167,0.015167334678302126
ACH-000168,0.0015664334723816651
ACH-000169,-0.2647525001531499
ACH-000178,-0.011636553849494248
ACH-000183,-0.22124640799761455
ACH-000188,-0.10030365584163847
ACH-000189,-0.2932431645444505
ACH-000190,-0.11319933759006548
ACH-000198,-0.08316318606451494
ACH-000203,-0.30229818202219605
ACH-000204,-0.4964160561649792
ACH-000206,-0.05269219513138215
ACH-000207,-0.15009117662732915
ACH-000208,-0.3143537124404901
ACH-000210,-0.2751730559641503
ACH-000211,-0.19275970676961365
ACH-000215,-0.2403682628401709
ACH-000221,-0.15042349465297591
ACH-000222,-0.10990961767332784
ACH-000223,-0.1800114655155962
ACH-000226,-0.20875596215450176
ACH-000227,-0.08637892645583467
ACH-000228,-0.20234285794557852
ACH-000231,-0.2564499938084545
ACH-000232,-0.23798715266575515
ACH-000233,-0.031378348779140634
ACH-000234,0.009259294477052702
ACH-000235,-0.12891768175394785
ACH-000237,-0.2036123963122914
ACH-000238,-0.16364476618289844
ACH-000242,0.020112526917439817
ACH-000243,-0.16464668178618294
ACH-000244,0.0016147567028837006
ACH-000246,-0.14817486087223145
ACH-000248,-0.1753970822358331
ACH-000250,-0.1086664589740014
ACH-000251,-0.29211814977962663
ACH-000252,-0.22337034831730215
ACH-000253,-0.2448757668604645
ACH-000255,-0.13380554635763606
ACH-000256,-0.13712312671979018
ACH-000257,-0.2451534960967583
ACH-000258,-0.1260082724762547
ACH-000259,-0.19556883778337736
ACH-000260,-0.14236095870907875
ACH-000261,-0.07391816050091453
ACH-000262,-0.21747582319163325
ACH-000263,-0.041332807576089405
ACH-000264,-0.26849330699822044
ACH-000265,-0.03360616364968395
ACH-000266,-0.18108351535672185
ACH-000272,-0.16786865692713965
ACH-000274,-0.0872269578579808
ACH-000277,-0.15378525902452134
ACH-000278,-0.2037449663417236
ACH-000279,-0.04425482937084527
ACH-000280,-0.20029840006172175
ACH-000281,-0.26219010537211745
ACH-000288,-0.17269763205738822
ACH-000291,-0.2393486885994485
ACH-000293,-0.05887513748908545
ACH-000294,-0.17809926825652134
ACH-000295,-0.24685450621788
ACH-000296,0.014633687588276352
ACH-000302,-0.09899594740057244
ACH-000304,-0.13012322795023795
ACH-000307,-0.0212201886147928
ACH-000308,-0.10119363637548633
ACH-000310,-0.03900170890570975
ACH-000311,-0.20773653855385235
ACH-000312,-0.18314295187121046
ACH-000315,-0.11164502339355938
