,APOF (319)
ACH-001192,-0.1998112978381001
ACH-001193,-0.13160198382067476
ACH-001196,-0.08031103296273884
ACH-001197,-0.116426288481096
ACH-001205,-0.1350062705938633
ACH-001211,-0.0701371739889329
ACH-001212,0.04435004216849594
ACH-001228,-0.11265370652459085
ACH-001232,-0.06517548298480465
ACH-001239,-0.13426200984859218
ACH-001270,-0.14879593125617888
ACH-001274,-0.09361719454594393
ACH-001275,-0.16217130318673353
ACH-001277,-0.07814097472724127
ACH-001278,-0.040318607094474594
ACH-001280,-0.1771569101105523
ACH-001283,-0.06680020256681432
ACH-001289,-0.09496155928709
ACH-001300,-0.2443970435696589
ACH-001301,-0.06336934782977928
ACH-001302,0.04466264152479065
ACH-001306,-0.10479501021928762
ACH-001318,-0.11069047167928528
ACH-001322,-0.04697740145236906
ACH-001328,-0.0106618030969217
ACH-001332,-0.022035145640047608
ACH-001336,-0.15135706836781282
ACH-001346,-0.08859184340111484
ACH-001353,0.021614011106920246
ACH-001354,0.032322163662139664
ACH-001367,-0.2927043812167054
ACH-001368,-0.10239988810951664
ACH-001374,-0.16396544908451813
ACH-001377,-0.07859378877944324
ACH-001380,-0.05087106730842465
ACH-001391,-0.19638959829788089
ACH-001408,-0.07003910513609872
ACH-001430,-0.16450303674702985
ACH-001431,0.09457310171613494
ACH-001450,0.02393062432816019
ACH-001496,-0.10255914573094198
ACH-001500,-0.095331883339479
ACH-001523,-0.1741598384834116
ACH-001532,-0.10644350703059237
ACH-001550,-0.17936005794799778
ACH-001552,-0.15338351006397855
ACH-001554,-0.04873837997901717
ACH-001654,-0.1742048109142656
ACH-001735,-0.1042574907892255
ACH-001736,-0.1860248942899841
ACH-001737,-0.28980720740876537
ACH-001740,-0.12826599192184926
ACH-001745,-0.04971093821262263
ACH-001765,-0.16670299957337098
