,APOF (319)
ACH-000004,-0.1810774113132237
ACH-000005,-0.19714399164570734
ACH-000007,0.027512209124550158
ACH-000009,-0.11490947356716555
ACH-000011,-0.17756036865116956
ACH-000012,-0.06321853441215909
ACH-000013,-0.05963800270994288
ACH-000014,-0.15831736995822734
ACH-000015,-0.20850220666984184
ACH-000017,-0.03945435199395208
ACH-000018,-0.12011238746392215
ACH-000019,-0.11022349470945436
ACH-000021,-0.04215011194901196
ACH-000022,-0.12787106566226486
ACH-000025,-0.17046075530749955
ACH-000028,-0.13671675064527
ACH-000030,-0.032280855598018535
ACH-000035,-0.08400736861930057
ACH-000036,-0.10008273528628056
ACH-000037,-0.21952168151550108
ACH-000039,-0.16296606082984502
ACH-000040,-0.3574463523291412
ACH-000041,-0.2815990116019369
ACH-000042,-0.14894470638265653
ACH-000045,-0.049430879253207806
ACH-000047,-0.0934219238968696
ACH-000052,-0.15580113539764268
ACH-000053,-0.09615952171993697
ACH-000054,0.07497041865765508
ACH-000055,-0.10092851440897474
ACH-000060,-0.06930734876879173
ACH-000067,-0.10299738320977128
ACH-000070,-0.2032680183967701
ACH-000075,-0.22393770959797407
ACH-000078,-0.0730601515434387
ACH-000082,-0.16601795644299625
ACH-000085,-0.05488666812396623
ACH-000086,-0.1449912193887409
ACH-000087,-0.040246373419812506
ACH-000092,-0.14255780986750913
ACH-000095,-0.2060024437619161
ACH-000097,-0.06367135544296883
ACH-000098,-0.09810394255397294
ACH-000099,0.014209256558016487
ACH-000108,-0.07220811166212104
ACH-000113,-0.16344981829375313
ACH-000116,-0.046865651581549705
ACH-000118,-0.2300079763235335
ACH-000120,-0.0789744348761489
ACH-000123,-0.12855480002187805
ACH-000127,0.0008227099460530769
ACH-000128,-0.06454487216757747
ACH-000132,-0.0923548324291543
ACH-000133,-0.2296141323080381
ACH-000137,-0.16214432241046411
ACH-000138,-0.20445069552552675
ACH-000142,-0.037686685914194495
ACH-000143,-0.003388947511512713
ACH-000146,-0.10969080149273464
ACH-000148,-0.1699505562268634
ACH-000150,-0.1975290049872523
ACH-000152,-0.21756500229417566
ACH-000153,-0.05543307613417048
ACH-000159,-0.09657691930283503
ACH-000160,-0.1924385691509306
ACH-000163,-0.28806814282548404
ACH-000167,0.07464567644307897
ACH-000168,-0.2778420282471319
ACH-000169,-0.17175189341364613
ACH-000178,-0.02519921118907985
ACH-000183,-0.15878335448787295
ACH-000188,-0.044973030693295404
ACH-000189,-0.22406298673263264
ACH-000190,-0.1619670652122871
ACH-000198,-0.20533886979616467
ACH-000203,-0.010167525937592192
ACH-000204,-0.13041326120043034
ACH-000206,-0.13320597797956055
ACH-000207,-0.06752148832988031
ACH-000208,-0.08186267966880838
ACH-000210,0.1401497843435379
ACH-000211,-0.12279358502320845
ACH-000215,-0.09291052072562248
ACH-000221,-0.08797631931806085
ACH-000222,-0.12691031641413525
ACH-000223,-0.0987097052660936
ACH-000226,-0.12171387135178592
ACH-000227,-0.0060772862519476644
ACH-000228,-0.12374759793341784
ACH-000231,-0.13257595380291334
ACH-000232,-0.011237770027411349
ACH-000233,0.02477585528080832
ACH-000234,-0.1722465422410309
ACH-000235,-0.1900509948111017
ACH-000237,-0.028516915664721608
ACH-000238,-0.05196848914540552
ACH-000242,-0.07927178894317614
ACH-000243,-0.11590875083103082
ACH-000244,0.10277580282218302
ACH-000246,0.02015999343689304
ACH-000248,-0.18867689060451964
ACH-000250,-0.03129196662434277
ACH-000251,-0.0715878098277005
ACH-000252,-0.08976377295993468
ACH-000253,-0.049822159828433264
ACH-000255,-0.10921692124607217
ACH-000256,-0.103593140152873
ACH-000257,-0.056193649799913765
ACH-000258,-0.07153187583860526
ACH-000259,-0.10805980869575016
ACH-000260,-0.08146581847673419
ACH-000261,-0.12585483738736986
ACH-000262,-0.13631481878515336
ACH-000263,-0.14259336316433902
ACH-000264,-0.11293630621722812
ACH-000265,-0.1968544228316672
ACH-000266,-0.13892626043150008
ACH-000272,0.003934378763775004
ACH-000274,-0.15048568266917844
ACH-000277,-0.17307803255444834
ACH-000278,-0.08036807200944905
ACH-000279,-0.16902449885712176
ACH-000280,-0.023084352561507256
ACH-000281,-0.2648768333803618
ACH-000288,-0.1356031969021034
ACH-000291,-0.0924344707249126
ACH-000293,-0.07983821775608392
ACH-000294,-0.028000655273918026
ACH-000295,0.12047741736016257
ACH-000296,-0.07685133547885427
ACH-000302,-0.09655543087369747
ACH-000304,-0.29775383619581464
ACH-000307,-0.12851982870730844
ACH-000308,-0.15256354885378978
ACH-000310,-0.06437435288258136
ACH-000311,-0.2428539232902653
ACH-000312,-0.21141893409891455
ACH-000315,-0.13444708747699266
ACH-000316,-0.11255387241432008
ACH-000317,0.007433964355244395
ACH-000318,-0.2510433278972129
ACH-000319,-0.05113039727901123
ACH-000320,-0.06455467505125659
ACH-000322,-0.2550116016093795
ACH-000323,0.030614928887367988
ACH-000324,-0.039515275530294436
ACH-000329,-0.1557813725581351
ACH-000330,-0.08815823399384191
ACH-000331,-0.1659305900244265
ACH-000332,-0.0610509035284564
ACH-000334,-0.14180871756539565
ACH-000335,-0.10202513332294537
ACH-000336,0.13798334816890315
ACH-000337,-0.1298560828996167
ACH-000338,-0.015644894026918817
ACH-000339,-0.18704184593122453
ACH-000341,-0.05696053132541847
ACH-000348,-0.15583595245924908
ACH-000350,-0.052822606480248016
ACH-000352,-0.12534846841947034
ACH-000356,-0.1968256275999182
ACH-000361,-0.1748379214050725
ACH-000362,-0.19430295042334308
ACH-000363,-0.17038595250638205
ACH-000364,-0.058067972259711435
ACH-000365,-0.19537070939041387
ACH-000366,-0.07389485203278222
ACH-000368,-0.07211262406075436
ACH-000374,-0.2661249931073753
ACH-000375,-0.07876258208881176
ACH-000376,-0.0982055037069482
ACH-000381,-0.051809048474763884
ACH-000383,-0.11798165817295868
ACH-000387,-0.031698121394794894
ACH-000389,-0.07873509819434453
ACH-000390,-0.06577354457583319
ACH-000393,-0.12770302032416656
ACH-000395,-0.13510288674386586
ACH-000396,-0.17866903505741968
ACH-000397,-0.02711532288544332
ACH-000401,-0.049545847216107365
ACH-000402,-0.4734834069791745
ACH-000403,-0.08302769653115538
ACH-000404,-0.19361253391825886
ACH-000406,-0.10548578049304166
ACH-000407,-0.02370266416109327
ACH-000408,0.01409914243682645
ACH-000410,-0.1546188652539246
ACH-000411,-0.004313514058470907
ACH-000414,-0.051607232481837545
ACH-000415,-0.025808652702141985
ACH-000416,-0.09519240547825704
ACH-000420,-0.04271990312700248
ACH-000421,-0.19279565607264626
ACH-000424,-0.34442947242346145
ACH-000425,-0.07003016159777509
ACH-000426,-0.0035148480794369268
ACH-000427,-0.13174967657812575
ACH-000433,-0.2314538717272605
ACH-000435,-0.002361663985683804
ACH-000436,-0.09628493437972832
ACH-000444,-0.012303561736751229
ACH-000445,-0.10618315289919188
ACH-000448,-0.23393679924179986
ACH-000450,0.09699763717278696
ACH-000452,-0.14573530482139074
ACH-000454,-0.030993423538512026
ACH-000458,-0.1130455516446578
ACH-000459,0.04490538135683947
ACH-000460,-0.06959831050731874
ACH-000461,-0.018723683330497617
ACH-000463,-0.12269334615246165
ACH-000464,-0.2479066264744171
ACH-000466,0.03477299889072686
ACH-000467,-0.14015887527903945
ACH-000468,-0.2013860596922464
ACH-000469,-0.07222152416179023
ACH-000470,-0.0697572384256446
ACH-000471,-0.05639879734640558
ACH-000472,-0.1030067480911514
ACH-000473,-0.04965634124310053
ACH-000475,-0.09558445422993864
ACH-000476,-0.059151885499267635
ACH-000477,-0.23779813739600306
ACH-000479,-0.11044103803939476
ACH-000480,-0.13845367888040366
ACH-000481,-0.2546855747791073
ACH-000483,-0.1282524277742205
ACH-000484,0.04066433155783493
ACH-000485,0.01685787217700898
ACH-000486,-0.10919800700936534
ACH-000487,0.05746600703350783
ACH-000488,-0.027747224862485417
ACH-000490,-0.11391134381981402
ACH-000491,-0.16826468408869932
ACH-000495,0.08392225905775517
ACH-000496,-0.11733286072829775
ACH-000499,-0.27226866019206625
ACH-000500,-0.1056577258493292
ACH-000502,-0.1423574968430166
ACH-000503,-0.08226817102074148
ACH-000505,-0.14713314491359664
ACH-000507,-0.10685436872219
ACH-000510,-0.1263590488884507
ACH-000511,-0.1086671842177421
ACH-000512,-0.11285128582722602
ACH-000516,-0.0657441270058378
ACH-000517,-0.1384600764780247
ACH-000518,-0.01205838052818073
ACH-000520,-0.2772657928048944
ACH-000521,-0.15496080832528716
ACH-000522,-0.0300112276504966
ACH-000524,-0.08194925810603841
ACH-000527,-0.0856171324289111
ACH-000528,-0.07371074431363621
ACH-000537,-0.052673550107090496
ACH-000541,-0.07225731998880593
ACH-000542,-0.07799744272935127
ACH-000544,-0.012758566697267909
ACH-000545,-0.07182110249108545
ACH-000547,0.022418071567136384
ACH-000548,-0.04034257064303348
ACH-000549,-0.05505167127166802
ACH-000550,-0.09664061690619367
ACH-000552,-0.10634689087158067
ACH-000556,-0.03695360007218392
ACH-000557,-0.13668099835629552
ACH-000569,-0.139665466639508
ACH-000570,-0.07743554909436204
ACH-000571,-0.029042465211405983
ACH-000573,-0.06603796897667273
ACH-000576,-0.14196207964269356
ACH-000579,-0.23584599291468214
ACH-000580,-0.19139850241057926
ACH-000584,-0.05268299502125487
ACH-000585,-0.04298475383955749
ACH-000588,-0.0047860971336212
ACH-000589,-0.09123266042048578
ACH-000591,-0.11459810687927552
ACH-000593,-0.16098682550324978
ACH-000600,-0.16378658101398685
ACH-000601,-0.05642398502572885
ACH-000605,-0.1305148500127756
ACH-000606,-0.16191364770971672
ACH-000608,-0.17232750907756347
ACH-000614,-0.17044205204086826
ACH-000616,-0.25009406500317843
ACH-000618,-0.07962453671569912
ACH-000619,0.14362572375275678
ACH-000620,-0.1386903284064344
ACH-000621,-0.22341067725857247
ACH-000622,-0.10743728120331712
ACH-000623,-0.03982003771210948
ACH-000624,-0.06753753297346407
ACH-000627,0.0031279664548304327
ACH-000630,-0.10368488781571326
ACH-000631,-0.08436791934961123
ACH-000632,-0.10771116178253393
ACH-000633,-0.06621985185712682
ACH-000637,-0.08432439766297023
ACH-000638,-0.3190205788487636
ACH-000646,0.03912510358108635
ACH-000647,-0.08810959109459009
ACH-000648,0.0
ACH-000649,-0.08320745193076609
ACH-000651,-0.15772155873899255
ACH-000652,-0.20670880109716747
ACH-000653,-0.12606426086655687
ACH-000657,-0.0979403597475792
ACH-000658,0.01998340230598407
ACH-000661,-0.2177409069382373
ACH-000662,-0.3107783699521666
ACH-000663,-0.11165733499333612
ACH-000665,-0.13642530204601575
ACH-000671,-0.061873780543977484
ACH-000672,-0.12143207546754972
ACH-000673,-0.07285516401560459
ACH-000676,-0.08310602284183434
ACH-000677,-0.2412928068946305
ACH-000681,-0.004776133877540348
ACH-000683,-0.08153369705918181
ACH-000684,-0.0017003195131316045
ACH-000688,-0.18461344268659766
ACH-000693,-0.007077818704486572
ACH-000694,-0.15373778891520118
ACH-000695,-0.181287449960103
ACH-000696,-0.10262972887746197
ACH-000697,-0.11411736535286487
ACH-000699,-0.15679104206717118
ACH-000701,-0.2465843326206408
ACH-000706,-0.0806112829970074
ACH-000711,-0.1549454476949081
ACH-000713,-0.06794563314933881
ACH-000714,-0.1986836804425432
ACH-000718,-0.2098676750889603
ACH-000720,-0.04564739883859275
ACH-000721,-0.09262086610415432
ACH-000724,-0.19912273295256053
ACH-000725,-0.16578806828548132
ACH-000732,-0.0034004048791330807
ACH-000734,-0.2019810552129048
ACH-000735,-0.17850043483630634
ACH-000736,-0.22200982513595524
ACH-000738,-0.3205963554974855
ACH-000746,0.012637863493610485
ACH-000747,-0.2322256830902227
ACH-000748,0.02253266843238927
ACH-000753,-0.08935621178043172
ACH-000756,-0.05675528740573855
ACH-000757,-0.16160692660072634
ACH-000758,-0.035941095969703435
ACH-000760,-0.18315756479950535
ACH-000762,-0.09640474568065577
ACH-000763,-0.09585133593106293
ACH-000764,-0.2538547973336332
ACH-000765,-0.008290349335274392
ACH-000766,-0.2080527160850653
ACH-000767,-0.22271853719299045
ACH-000768,-0.13475809287569826
ACH-000769,-0.01209516787532627
ACH-000770,-0.10314677281092703
ACH-000771,0.07864426465668292
ACH-000773,-0.07310216505831538
ACH-000776,-0.16195842903173538
ACH-000777,-0.009466227790515777
ACH-000778,-0.07296610298413353
ACH-000781,-0.059894261071669924
ACH-000782,-0.08283518973730226
ACH-000783,-0.1780056098408127
ACH-000784,-0.058896184502986025
ACH-000785,-0.08298574170514969
ACH-000787,-0.11789463913776252
ACH-000788,-0.11674452557185462
ACH-000791,-0.1018273553860654
ACH-000792,-0.07290062650887033
ACH-000794,0.015075936365687026
ACH-000796,-0.13191745617718645
ACH-000798,-0.2292214669954964
ACH-000799,-0.1390756107397322
ACH-000800,-0.07591745661062356
ACH-000802,-0.142680471687975
ACH-000804,-0.1386375736463924
ACH-000805,-0.14609244442044844
ACH-000809,-0.10913362817832792
ACH-000810,-0.1096957073749032
ACH-000811,-0.14604362071886226
ACH-000817,-0.08180813253784062
ACH-000819,-0.12222959659338732
ACH-000820,-0.13679229245746727
ACH-000821,-0.012901758938820352
ACH-000822,-0.07194205594629535
ACH-000823,-0.11641645594314848
ACH-000824,-0.0922386467002473
ACH-000827,-0.25370326267862325
ACH-000829,-0.18678257114442806
ACH-000831,-0.0740526645093377
ACH-000832,-0.171014196805382
ACH-000833,-0.13772504546407027
ACH-000834,-0.3029782201041987
ACH-000835,0.00944480997032124
ACH-000836,-0.03962402761832255
ACH-000837,-0.08117565017465904
ACH-000838,0.02639294181522411
ACH-000839,-0.2992993733968894
ACH-000840,-0.2362384619592534
ACH-000841,-0.2258300507981793
ACH-000843,-0.03590576712562031
ACH-000846,-0.015112006200378472
ACH-000847,-0.1450540971827521
ACH-000848,-0.08773477048154002
ACH-000849,-5.141232551762118e-05
ACH-000851,-0.1834090306449519
ACH-000855,-0.08073832374793331
ACH-000856,-0.2045988439451952
ACH-000858,-0.10851635944323433
ACH-000859,-0.1057251816247239
ACH-000861,-0.042067331993335975
ACH-000862,-0.09541883549215703
ACH-000865,-0.05211612270825225
ACH-000866,-0.17076480673339467
ACH-000867,-0.0864741391119133
ACH-000869,-0.17338802856618046
ACH-000872,-0.03884344944909486
ACH-000873,-0.05559725962017203
ACH-000876,-0.1739130519231625
ACH-000878,-0.17221350237690106
ACH-000880,-0.01658400564816855
ACH-000881,-0.06590170917481658
ACH-000882,-0.11635697231258545
ACH-000884,-0.1145006301975632
ACH-000885,-0.006855422430785092
ACH-000887,-0.11765470617320188
ACH-000889,-0.12423434953572697
ACH-000896,-0.19538599404789128
ACH-000898,-0.058218149483352966
ACH-000900,-0.2882205657936612
ACH-000901,-0.17437391642131533
ACH-000905,-0.1273260415640255
ACH-000906,-0.16925746933883332
ACH-000907,0.023333539589365317
ACH-000910,-0.03979803028573968
ACH-000911,-0.07324642058584213
ACH-000912,-0.1192511590132517
ACH-000913,-0.12401584513461952
ACH-000915,-0.21876989381295786
ACH-000916,-0.3435730100145713
ACH-000917,-0.13431862596522454
ACH-000920,0.15068559052023134
ACH-000921,-0.0930676326492566
ACH-000924,-0.06633683125740951
ACH-000926,-0.10832662008818897
ACH-000928,0.037667599978097134
ACH-000929,0.10902061786152296
ACH-000932,-0.11701588326542972
ACH-000935,-0.1930788027410418
ACH-000936,-0.07707389996692217
ACH-000937,-0.16185252592114224
ACH-000938,-0.17726989404597787
ACH-000939,-0.020560744355075287
ACH-000941,-0.02228332517475374
ACH-000943,-0.14271603363059296
ACH-000946,-0.07669471108605315
ACH-000947,-0.10971891497354118
ACH-000948,0.00608277487451374
ACH-000950,-0.1594839511982065
ACH-000953,-0.2159823018855495
ACH-000954,-0.02750357845259317
ACH-000957,-0.027781268985243725
ACH-000958,0.026535261171290018
ACH-000960,-0.20358780955180475
ACH-000963,-0.08696101091995677
ACH-000968,0.00023747260812262118
ACH-000969,-0.06056494949035196
ACH-000972,-0.2847357751473184
ACH-000973,-0.05098262254682912
ACH-000974,-0.042978656679507406
ACH-000978,-0.0679433209416953
ACH-000984,-0.15468447043983524
ACH-000986,0.026841744056562263
ACH-000988,-0.03612547008725195
ACH-000993,-0.28342669305156776
ACH-000994,-0.22088598857360014
ACH-000996,-0.25093173349192377
ACH-001001,-0.09890307528284184
ACH-001020,-0.3431868064300119
ACH-001028,-0.17228831217727014
ACH-001031,-0.07383844853275484
ACH-001038,-0.10583582509391376
ACH-001048,-0.08849798183506463
ACH-001050,-0.12717378391315498
ACH-001053,-0.008266112953064779
ACH-001054,-0.05421565010733639
ACH-001061,-0.12140330876574745
ACH-001067,-0.17808335108357548
ACH-001075,-0.0004712079290814068
ACH-001096,-0.0012787979451685918
ACH-001111,0.15903346893343442
ACH-001119,-0.04291379011901729
ACH-001128,-0.02020694065731545
ACH-001134,-0.02805110473617287
ACH-001151,-0.09498257314823848
ACH-001163,-0.2265567948160075
ACH-001164,-0.29769438030575424
ACH-001183,-0.11639257318979462
