,RASGEF1B (153020)
ACH-000004,0.18999646940348444
ACH-000005,-0.09736715553676664
ACH-000007,0.028585378518693926
ACH-000009,0.07592300775794059
ACH-000011,0.14558446421262491
ACH-000012,-0.05536043184764053
ACH-000013,0.0751761828919662
ACH-000014,0.05627979839353058
ACH-000015,0.025215050185105264
ACH-000017,0.05474994682801372
ACH-000018,0.13283239455138476
ACH-000019,0.05796291315187089
ACH-000021,0.06996889367464189
ACH-000022,0.11223258949093157
ACH-000025,0.00014186321957330902
ACH-000028,-0.06392905393661225
ACH-000030,0.023406732751503224
ACH-000035,0.03657535330911196
ACH-000036,-0.0030929549233159738
ACH-000037,0.006661809577852961
ACH-000039,-0.07508332249041393
ACH-000040,-0.07773340139686419
ACH-000041,-0.0846479234625229
ACH-000042,0.12261090845757334
ACH-000045,0.06813388951749316
ACH-000047,0.0711906362491798
ACH-000052,0.034413546899818966
ACH-000053,0.04221631431336206
ACH-000054,0.06678376735467266
ACH-000055,0.06974869482522769
ACH-000060,-0.0017229538760660055
ACH-000067,0.1093305582849534
ACH-000070,-0.04224787671436449
ACH-000075,0.07155245709305003
ACH-000078,-0.005767308623068861
ACH-000082,0.06678578851744953
ACH-000085,0.04082465901262648
ACH-000086,0.044861695472339584
ACH-000087,0.12243057478389775
ACH-000092,0.016399245933839214
ACH-000095,-0.24618957606604794
ACH-000097,-0.05495337267503828
ACH-000098,-0.002313983783441502
ACH-000099,-0.05916677110361498
ACH-000108,0.13351436678912645
ACH-000113,0.020407963367354863
ACH-000116,-0.01809750599681175
ACH-000118,-0.008360313459970228
ACH-000120,-0.03329366112892297
ACH-000123,0.016656934152300733
ACH-000127,-0.02773048103430019
ACH-000128,0.0067619164606900345
ACH-000132,0.04279274720517745
ACH-000133,0.0863986304635745
ACH-000137,0.05790194809668845
ACH-000138,0.09610579731655294
ACH-000142,-0.007246283532474553
ACH-000143,0.08876548141737486
ACH-000146,0.043578834595866936
ACH-000148,0.0010626758562318208
ACH-000150,0.01949807841795962
ACH-000152,0.015011322657385926
ACH-000153,-0.029494689379581336
ACH-000159,-0.05037877759024702
ACH-000160,-0.07532002544244984
ACH-000163,0.02886429749971932
ACH-000167,-0.04043838110838464
ACH-000168,0.2087781207388001
ACH-000169,0.09498119110717453
ACH-000178,0.00470277693044473
ACH-000183,0.03508751715051118
ACH-000188,-0.009254995795138362
ACH-000189,0.06558210241179092
ACH-000190,-0.023241240271908083
ACH-000198,0.005081163125787374
ACH-000203,-0.035835360635207245
ACH-000204,0.0017535467673641225
ACH-000206,0.037721363871248206
ACH-000207,0.005444639910680804
ACH-000208,0.003740980086922474
ACH-000210,0.08666686303181978
ACH-000211,-0.04913892629389165
ACH-000215,-0.0130188928179196
ACH-000221,0.0033796100317159197
ACH-000222,0.02830598390445798
ACH-000223,0.14281476228648926
ACH-000226,-0.16061133776771694
ACH-000227,0.10931271679514944
ACH-000228,0.026024674100308717
ACH-000231,0.04186993349765728
ACH-000232,0.05210820181156773
ACH-000233,0.02871667836907849
ACH-000234,-0.06952075504868657
ACH-000235,0.04848744678786093
ACH-000237,-0.0095433079386559
ACH-000238,0.05681041240075281
ACH-000242,0.16186419419289375
ACH-000243,0.05434153001607013
ACH-000244,0.02687049307651171
ACH-000246,0.17889774420992569
ACH-000248,-0.017512694431114056
ACH-000250,-0.010007341306787416
ACH-000251,-0.03724290809632006
ACH-000252,-0.13485853544187967
ACH-000253,-0.10642782116519826
ACH-000255,0.11191524958255993
ACH-000256,0.2698077227792461
ACH-000257,-0.07895397112759593
ACH-000258,-0.06841313958969536
ACH-000259,0.07068849158655283
ACH-000260,-0.05402006417479626
ACH-000261,0.05697944211060608
ACH-000262,-0.06675648143005823
ACH-000263,0.05503990747037789
ACH-000264,0.028815842795151963
ACH-000265,-0.0501771687937394
ACH-000266,0.02080753775608617
ACH-000272,0.035863813264508805
ACH-000274,0.05457165619227405
ACH-000277,0.07605504698727546
ACH-000278,0.0863344783473264
ACH-000279,-0.07117193118969385
ACH-000280,0.011313813764150915
ACH-000281,-0.04555368818729919
ACH-000288,0.10527426125581787
ACH-000291,0.08528869949760587
ACH-000293,-0.05213309463491619
