,TUFT1 (7286)
ACH-000004,-0.0049029079951304145
ACH-000005,0.06482268033139439
ACH-000007,0.09296461413455097
ACH-000009,-0.15106281195441426
ACH-000011,0.14123428603954036
ACH-000012,0.04763011327881515
ACH-000013,-0.029275562243791256
ACH-000014,0.05713795602916787
ACH-000015,-0.0040667039768378975
ACH-000017,0.04410061252398862
ACH-000018,-0.14500699941736894
ACH-000019,-0.2461350644639747
ACH-000021,-0.019485056321898668
ACH-000022,-0.06352146973272653
ACH-000025,-0.14370793659904085
ACH-000028,-0.034853470707270164
ACH-000030,0.02715871700638577
ACH-000035,0.07091700131873828
ACH-000036,0.0230903546837508
ACH-000037,0.09420459765763806
ACH-000039,-0.12629890739121652
ACH-000040,-0.07194784198643159
ACH-000041,-0.2115613632404119
ACH-000042,0.05241993215246223
ACH-000045,0.002487207067128017
ACH-000047,0.06238146368517852
ACH-000052,-0.19546939324947696
ACH-000053,-0.04811908224812079
ACH-000054,-0.08679620567301835
ACH-000055,0.08712740064567932
ACH-000060,0.17818218361482754
ACH-000067,0.01723192430268275
ACH-000070,0.10476092001434337
ACH-000075,0.0905944316800014
ACH-000078,-0.0961526165594152
ACH-000082,-0.0892127569884378
ACH-000085,0.043154738256704336
ACH-000086,-0.17643911524257042
ACH-000087,0.2540255274693142
ACH-000092,0.05102855175470536
ACH-000095,-0.04166643220809702
ACH-000097,0.005806943619577953
ACH-000098,-0.0882227949678985
ACH-000099,-0.04223357287510164
ACH-000108,0.07586295468312976
ACH-000113,0.030212407459154756
ACH-000116,-0.0575664512528941
ACH-000118,-0.043023707610128345
ACH-000120,-0.08017636211815286
ACH-000123,-0.0009692283399934627
ACH-000127,-0.08462659943501695
ACH-000128,0.008619288055044874
ACH-000132,0.11100789328825084
ACH-000133,-0.19072410151109587
ACH-000137,0.09428194335603013
ACH-000138,-0.005060620491959831
ACH-000142,0.17073153024376628
ACH-000143,0.13654225046352567
ACH-000146,-0.017699688975834123
ACH-000148,-0.01910922357787116
ACH-000150,0.02826925574204722
ACH-000152,0.058230676328781976
ACH-000153,-0.06060522838394172
ACH-000159,-0.10248280727864766
ACH-000160,0.14760065897282834
ACH-000163,-0.21674611721945936
ACH-000167,-0.10409464673470832
ACH-000168,0.20995355619784456
ACH-000169,0.019324489918206005
ACH-000178,-0.022485732473247224
ACH-000183,0.02609507287092756
ACH-000188,-0.0472384398010054
ACH-000189,0.04429904429571787
