,GYLTL1B (120071)
ACH-000376,-0.17245403578534413
ACH-000381,-0.09947733302248644
ACH-000383,-0.09770151380821676
ACH-000387,-0.1338256906360091
ACH-000389,-0.028171487355396162
ACH-000390,-0.12395591008629188
ACH-000393,-0.2325544062493729
ACH-000395,-0.01087835899778687
ACH-000396,0.1042260749711662
ACH-000397,-0.1153663337833478
ACH-000401,-0.20960441012777775
ACH-000402,-0.2137061938948684
ACH-000403,0.014957969469491104
ACH-000404,-0.272679498186774
ACH-000406,-0.11683565981801786
ACH-000407,-0.02993239928679145
ACH-000408,-0.09227810286624076
ACH-000410,-0.2682658536710752
ACH-000411,-0.2381225100951439
ACH-000414,-0.1007118631128769
ACH-000415,-0.2898646830512973
ACH-000416,-0.05105136286979416
ACH-000420,-0.1869560171553924
ACH-000421,-0.16104919402354867
ACH-000424,0.02463049345083429
ACH-000425,-0.10364091658361843
ACH-000426,-0.2307520462972497
ACH-000427,-0.2652914433648655
ACH-000433,-0.17011881746394755
ACH-000435,0.07391013242604069
ACH-000436,-0.3352375329316596
ACH-000444,-0.022125601237287167
ACH-000445,-0.06705227239712089
ACH-000448,-0.0975179836110434
ACH-000450,-0.45446590996896297
ACH-000452,-0.06842062329627309
ACH-000454,-0.0826772698045196
ACH-000458,-0.10055213700495166
ACH-000459,-0.2803897294667204
ACH-000460,-0.04842960014131045
ACH-000461,-0.06521613619012656
ACH-000463,-0.21141530756659865
ACH-000464,-0.07918368974429292
ACH-000466,0.007583496234518538
ACH-000467,0.054124267000500575
ACH-000468,-0.0954759014705953
ACH-000469,-0.2754303693617544
ACH-000470,-0.21258810572018613
ACH-000471,-0.1243886187684106
ACH-000472,-0.11402429611956802
ACH-000473,-0.2078737983230632
ACH-000475,-0.0369662260115577
ACH-000476,-0.10896929700488266
ACH-000477,-0.009395624528202286
ACH-000479,-0.13270384278375552
ACH-000480,-0.10017407064193004
ACH-000481,-0.026976419885028368
ACH-000483,-0.10388350115972096
ACH-000484,0.0044852751700568735
ACH-000485,-0.06426784606262748
ACH-000486,-0.3021143579566159
ACH-000487,-0.10371171894023998
ACH-000488,0.0019408908330571378
ACH-000490,0.038637114635662016
ACH-000491,-0.05852663719970848
ACH-000495,-0.16685329179937172
ACH-000496,-0.03917043042363266
ACH-000499,-0.0945976210097057
ACH-000500,-0.2817602946674556
ACH-000502,-0.04696312542001156
ACH-000503,-0.0029864697075983088
ACH-000505,-0.02972846651211368
ACH-000507,-0.1168628800314779
ACH-000510,-0.2260620396850085
ACH-000511,-0.08874199923949791
ACH-000512,-0.26783183518966325
ACH-000516,-0.06396237666020015
ACH-000517,-0.14696900668286395
ACH-000518,-0.22899206002239736
ACH-000520,-0.21654955386192468
ACH-000521,0.03359615838680338
ACH-000522,-0.18384579201625748
ACH-000524,-0.21155113490823546
ACH-000527,-0.06311705254232396
ACH-000528,-0.11303266451627768
ACH-000537,-0.06981502672992619
ACH-000541,-0.21933124801210108
ACH-000542,-0.1211764505674396
ACH-000544,-0.14327713793430732
ACH-000545,-0.23662141260908634
ACH-000547,-0.3890234580698317
ACH-000548,-0.033707419907300626
ACH-000549,-0.06445014173895007
ACH-000550,-0.025757395147790497
ACH-000552,-0.02996004976397192
ACH-000556,-0.06646148506762575
ACH-000557,-0.20492720520833985
ACH-000569,-0.1427120365037612
ACH-000570,-0.12926307165439044
ACH-000571,-0.14304758163901665
ACH-000573,-0.1699223882810284
ACH-000576,-0.09307350333484683
ACH-000579,-0.04100583444442288
ACH-000580,-0.27259958632386
ACH-000584,-0.026339645807639454
ACH-000585,-0.165759214206147
ACH-000588,-0.07014939626391009
ACH-000589,0.06189071524187958
ACH-000591,-0.03792077173951852
ACH-000593,-0.0614485418354393
ACH-000600,-0.21700013342837587
ACH-000601,-0.14544410698375174
ACH-000605,-0.032012242387929775
ACH-000606,-0.052054080070396816
ACH-000608,-0.1872897722382205
ACH-000614,-0.12819724530580773
ACH-000616,-0.18130520290623792
ACH-000618,-0.09966878697762643
ACH-000619,-0.20087949807545397
ACH-000620,-0.1338684438888216
ACH-000621,-0.05754312387772732
ACH-000622,-0.12749783142370094
ACH-000623,-0.09803857080761216
ACH-000624,-0.10877720128958383
ACH-000627,0.07448078802756777
ACH-000630,-0.038577233079733535
ACH-000631,-0.05064990208689727
ACH-000632,-0.05557814876294069
ACH-000633,-0.06633860300401928
ACH-000637,-0.0035325122588635697
ACH-000638,-0.1046578173537067
ACH-000646,-0.14556975029125388
ACH-000647,-0.081480334719947
ACH-000648,-0.07888642259256504
ACH-000649,-0.09463340237426723
ACH-000651,-0.0553319053275582
ACH-000652,-0.044342933130759266
ACH-000653,-0.17798039321533318
ACH-000657,-0.08889963810033118
ACH-000658,-0.19304657471116668
ACH-000661,-0.2187412026344801
ACH-000662,-0.012449522763362355
ACH-000663,-0.19024958635614636
ACH-000665,-0.27866749366631155
ACH-000671,-0.1368545576137163
ACH-000672,0.026734159652107826
ACH-000673,-0.1489447089712004
ACH-000676,0.00388573851165975
ACH-000677,-0.18466760137633734
ACH-000681,-0.023904662542641928
ACH-000683,-0.11089674489807178
ACH-000684,-0.32701089099606995
ACH-000688,-0.04080559882420162
ACH-000693,-0.19021308813294052
ACH-000694,-0.06608000831667195
ACH-000695,0.02843823767493635
ACH-000696,-0.10697317539802643
ACH-000697,-0.04376911673975145
ACH-000699,-0.08642195328797468
ACH-000701,-0.05826761586825476
ACH-000706,-0.08565259462823759
ACH-000711,-0.2560060739083985
ACH-000713,-0.22997167306630895
ACH-000714,-0.08551594635928447
ACH-000718,0.09676435947711988
ACH-000720,-0.255121081510612
ACH-000721,-0.06407474316896404
ACH-000724,-0.1997559194059288
ACH-000725,-0.10229831231452792
ACH-000732,-0.03260714382682548
ACH-000734,-0.18183877953657715
ACH-000735,-0.07633186191408027
ACH-000736,-0.2062155774752608
ACH-000738,-0.16293341081722373
ACH-000746,-0.06018561946292837
ACH-000747,-0.09540886777775964
ACH-000748,-0.2873125588098815
ACH-000753,-0.12757146257642354
ACH-000756,-0.02281644142272497
ACH-000757,-0.1084610448771954
ACH-000758,-0.22278113235938585
ACH-000760,-0.029723108689021494
ACH-000762,-0.08192611581562724
ACH-000763,-0.14162200334973007
ACH-000764,0.008605259823264755
ACH-000765,-0.11678725295229347
ACH-000766,-0.07802867629184365
ACH-000767,-0.04937878603879705
ACH-000768,-0.09535287331255267
ACH-000769,-0.2313919970680917
ACH-000770,-0.10245715767655084
ACH-000771,-0.19780719424830115
ACH-000773,-0.046910861395863486
ACH-000776,0.10277745962081714
ACH-000777,-0.1963154847546386
ACH-000778,-0.13335592249843775
ACH-000781,-0.10261939038903008
ACH-000782,-0.0164408919399545
ACH-000783,-0.13763782728365492
ACH-000784,-0.1535630398190422
ACH-000785,0.10165724838469754
ACH-000787,-0.13119909541542055
ACH-000788,-0.10569288305136196
ACH-000791,-0.20690684667048284
ACH-000792,-0.2003577116399548
ACH-000794,0.08239121409728332
ACH-000796,-0.05898095679393985
ACH-000798,0.0028739066265083433
ACH-000799,-0.18723713474884732
ACH-000800,-0.09545806980770888
ACH-000802,0.014612550193932284
ACH-000804,-0.2442698024496796
ACH-000805,-0.0916493566756692
ACH-000809,-0.15705598504400656
ACH-000810,-0.18880460909194155
ACH-000811,-0.10980579498311444
ACH-000817,-0.050813556467726236
ACH-000819,-0.1530069715263234
ACH-000820,-0.15827143523084694
ACH-000821,-0.13429244481417615
ACH-000822,-0.1150641401876222
ACH-000823,-0.14159486414981878
ACH-000824,-0.07176035257328367
ACH-000827,-0.27985440745022666
ACH-000829,-0.190064900632718
ACH-000831,-0.05452332309279634
ACH-000832,-0.0918801380652854
ACH-000833,-0.06407038620750821
ACH-000834,-0.09094246237138932
ACH-000835,-0.1176597197263264
ACH-000836,-0.21190436203883295
ACH-000837,0.020800502565511383
ACH-000838,-0.07718079746745145
ACH-000839,-0.12819603345591762
ACH-000840,-0.21297877369805687
ACH-000841,-0.12528116265360106
ACH-000843,-0.3425928225468605
ACH-000846,-0.35514032423091074
ACH-000847,-0.0035207399017982907
ACH-000848,-0.023507201092470585
ACH-000849,-0.006377912162803143
ACH-000851,-0.11645953401267985
ACH-000855,-0.26741138515454216
ACH-000856,-0.1434117693056341
ACH-000858,-0.06868068652047292
ACH-000859,-0.04566227102608708
ACH-000861,-0.06455458140109938
ACH-000862,-0.10733694021318664
ACH-000865,0.01753672316888814
ACH-000866,-0.07724270781187408
ACH-000867,-0.07584829074079424
ACH-000869,-0.07219422174298297
ACH-000872,-0.1941079124511198
ACH-000873,0.1306570626639983
ACH-000876,-0.11898929118327885
ACH-000878,-0.0813063753617341
ACH-000880,-0.10592450258756672
ACH-000881,-0.024029390123792124
ACH-000882,-0.1405177624862279
ACH-000884,-0.005482029169327872
ACH-000885,-0.19982826758887354
ACH-000887,-0.05429110910919101
ACH-000889,0.08498572503832168
ACH-000896,-0.15439290736512656
ACH-000898,-0.055077057314565206
ACH-000900,-0.09903558200667524
ACH-000901,0.015325956992829673
ACH-000905,-0.035494802717730284
ACH-000906,-0.13507170710086214
ACH-000907,-0.17711939701079854
ACH-000910,-0.18438601426214607
ACH-000911,0.004516095761815522
ACH-000912,0.0050451216039962546
ACH-000913,-0.0013771104208854614
ACH-000915,-0.11813225486778345
ACH-000916,-0.222487349743258
ACH-000917,-0.41855031858502334
ACH-000920,-0.25630920709399263
ACH-000921,-0.002661683843216769
ACH-000924,-0.057756608264732265
ACH-000926,0.02052331015655933
ACH-000928,-0.06503473784320891
ACH-000929,0.042267617781800215
ACH-000932,-0.02572482449306796
ACH-000935,-0.09760667667431544
ACH-000936,-0.0566248289238056
ACH-000937,-0.2326171749445485
ACH-000938,0.011106812172279596
ACH-000939,-0.10008519464457702
ACH-000941,-0.0059318225399061005
ACH-000943,-0.1019213242072422
ACH-000946,-0.13941732833314394
ACH-000947,-0.1429422369382019
ACH-000948,-0.22140855220590205
ACH-000950,-0.1250031573469523
ACH-000953,-0.12077362848007
ACH-000954,-0.06509627219913418
ACH-000957,-0.13022619630801008
ACH-000958,-0.2148173065642116
ACH-000960,-0.10257324019799187
ACH-000963,-0.0994585795616261
ACH-000968,-0.09529815898059796
ACH-000969,-0.2587100560632017
ACH-000972,-0.029630593845049413
ACH-000973,-0.09075296648517232
ACH-000974,-0.0005582640580264199
ACH-000978,-0.08516558683985563
ACH-000984,-0.026439354776696445
ACH-000986,-0.3183132147050161
ACH-000988,-0.0442125924503532
ACH-000993,-0.015111458152696744
ACH-000994,0.013088694102180049
ACH-000996,-0.0598184485508691
ACH-001001,-0.08163405873227039
ACH-001020,-0.0608312273999263
ACH-001028,-0.05698486009504746
ACH-001031,-0.2005246902549933
ACH-001038,-0.1741423737075265
ACH-001048,-0.15640766735214878
ACH-001050,-0.15774394308452766
ACH-001053,-0.18132259091806435
ACH-001054,-0.14074477543289782
ACH-001061,-0.03497387264268267
ACH-001067,-0.10468429578532294
ACH-001075,0.1221863895603322
ACH-001096,-0.04413695453177981
ACH-001111,-0.3174129071267213
ACH-001119,-0.1748456777184675
ACH-001128,-0.07293839642891962
ACH-001134,-0.15670884206876864
ACH-001151,-0.12019173546285344
ACH-001163,0.0015055128681842743
ACH-001164,-0.02011229909234157
ACH-001183,0.003667568974548004
ACH-001192,0.06761243649267283
ACH-001193,-0.09530670342397453
ACH-001196,-0.2075640755545504
ACH-001197,0.01446865793795797
ACH-001205,-0.11979836914309655
ACH-001211,-0.2163845246637024
ACH-001212,-0.2484199319856124
ACH-001228,-0.13810872460624346
ACH-001232,-0.19610463798950628
ACH-001239,-0.0850557962367325
ACH-001270,0.1688185083158505
ACH-001274,-0.21488895616602507
ACH-001275,-0.1312512707671709
ACH-001277,-0.002721169056377375
ACH-001278,-0.13450557415250386
ACH-001280,-0.1338536244241414
ACH-001283,-0.30288206607949697
ACH-001289,-0.05356523967875248
ACH-001300,-0.10198588560010137
ACH-001301,-0.08405672435619435
ACH-001302,-0.08064751794736533
ACH-001306,-0.20306221042945036
ACH-001318,-0.14802285419612302
ACH-001322,-0.28220238635460004
ACH-001328,-0.11528312868584464
ACH-001332,0.11193505986160827
ACH-001336,-0.17230151955304934
ACH-001346,-0.14809576306856065
ACH-001353,-0.0349854607570006
ACH-001354,-0.19708004310271646
ACH-001367,0.03496380039021324
ACH-001368,-0.044650921132966134
ACH-001374,-0.18511881736767094
ACH-001377,-0.22350593368483213
ACH-001380,-0.04127278833495191
ACH-001391,0.09609090689312494
ACH-001408,-0.039367858457859735
ACH-001430,-0.06769349071278666
ACH-001431,-0.1954045255937691
ACH-001450,-0.111798469919682
ACH-001496,-0.16738097721787504
ACH-001500,0.012431798610588643
ACH-001523,0.038544719837852855
ACH-001532,-0.13648493975469886
ACH-001550,-0.0414161501428935
ACH-001552,-0.2673894564514673
ACH-001554,-0.11776521070357053
ACH-001654,-0.034051460672786554
ACH-001735,-0.057900931765099424
ACH-001736,-0.1150244638129575
ACH-001737,-0.16862322466594504
ACH-001740,-0.21049888920145304
ACH-001745,-0.08730858329330478
ACH-001765,-0.1222339485324029
