,HCFC2 (29915)
ACH-000004,0.1429580595789249
ACH-000005,0.1282991512266813
ACH-000007,0.17083997187397484
ACH-000009,0.19875018538411995
ACH-000011,0.3101834692844413
ACH-000012,0.10660189350786838
ACH-000013,0.09539266825835284
ACH-000014,-0.05485252708148058
ACH-000015,0.16814480375130642
ACH-000017,0.05243294559380849
ACH-000018,0.14996040520521028
ACH-000019,0.17083245188675072
ACH-000021,-0.005576580593270762
ACH-000022,0.0202736761138554
ACH-000025,0.09505614132424146
ACH-000028,0.19925948832865956
ACH-000030,0.10748218355445284
ACH-000035,0.0546562113165911
ACH-000036,-0.1957555498264111
ACH-000037,0.1647498726005903
ACH-000039,0.2662248756070772
ACH-000040,-0.03934724872313695
ACH-000041,0.2083724685010294
ACH-000042,0.04525267843543139
ACH-000045,0.1025062402909622
ACH-000047,0.07453679696386313
ACH-000052,0.3592528256808872
ACH-000053,0.08475331748590814
ACH-000054,0.1051957922121366
ACH-000055,0.038331830236431885
ACH-000060,0.08618339939237597
ACH-000067,-0.10446273661828556
ACH-000070,-0.041707322153006106
ACH-000075,0.03294358837016189
ACH-000078,0.018849736251315433
ACH-000082,0.08766901498806523
ACH-000085,0.21645317184787446
ACH-000086,0.0998258010808004
ACH-000087,0.09568979636864174
ACH-000092,0.15862906845677868
ACH-000095,0.039503346371535616
ACH-000097,0.15678207170049402
ACH-000098,0.10204418341313327
ACH-000099,0.1315352161766869
ACH-000108,0.11513149666405048
ACH-000113,0.3478294521729217
ACH-000116,0.028127008307588536
ACH-000118,0.07987237237393581
ACH-000120,0.3070578967165137
ACH-000123,-0.01355397820384585
ACH-000127,0.19212190209543595
ACH-000128,0.2711345329604641
ACH-000132,0.19553234713993967
ACH-000133,0.05877773272442215
ACH-000137,0.18771816999597987
ACH-000138,0.3236879681398762
ACH-000142,-0.0005733871876980613
ACH-000143,0.07336127294821862
ACH-000146,0.10197930914509024
ACH-000148,-0.06179131775841758
ACH-000150,0.01900550402819364
ACH-000152,0.10628789114682367
ACH-000153,0.1735257411148025
ACH-000159,0.07621675444492235
ACH-000160,0.3831713736509094
ACH-000163,0.1112968716697706
ACH-000167,0.7939897136119748
ACH-000168,0.10169104355939274
