,CLNS1A (1207)
ACH-000791,-1.1781901136655777
ACH-000792,-1.1322548710385592
ACH-000794,-1.3087379068458445
ACH-000796,-1.4253620902794617
ACH-000798,-1.401878255817363
ACH-000799,-1.5225833673091491
ACH-000800,-1.0952256228576431
ACH-000802,-1.2160858450233003
ACH-000804,-1.2665306375179082
ACH-000805,-1.0124898518318008
ACH-000809,-1.0572992900605571
ACH-000810,-1.2723253219281123
ACH-000811,-1.2915044185853208
ACH-000817,-0.9990656689372844
ACH-000819,-1.143472040730748
ACH-000820,-1.8347166715178145
ACH-000821,-1.026730317596885
ACH-000822,-1.254131732350761
ACH-000823,-1.1349936110789067
ACH-000824,-1.1172164370807771
ACH-000827,-1.0024558468842817
ACH-000829,-1.1123201399673486
ACH-000831,-1.1209092342020348
ACH-000832,-1.1669562789118018
ACH-000833,-1.298667287726719
ACH-000834,-1.184897987761053
ACH-000835,-0.9043920411664044
ACH-000836,-1.1294750382812857
ACH-000837,-0.9825495342672104
ACH-000838,-1.309757135172549
ACH-000839,-1.06270876288405
ACH-000840,-0.8634117709657739
ACH-000841,-1.272518394362117
ACH-000843,-1.1469766063693625
ACH-000846,-1.3496929530243031
ACH-000847,-1.1259283894971872
ACH-000848,-1.2341064138913709
ACH-000849,-1.248593520147948
ACH-000851,-1.322303539475609
ACH-000855,-1.203270949909636
ACH-000856,-0.9226295197482094
ACH-000858,-1.2498345957204728
ACH-000859,-1.3143727320202163
ACH-000861,-1.1346111654462971
ACH-000862,-1.0754962143680995
ACH-000865,-1.1045423887617392
ACH-000866,-1.2612529225835245
ACH-000867,-1.084824345370375
ACH-000869,-1.0151902665535344
ACH-000872,-1.2390081251784435
ACH-000873,-1.0938246406855463
ACH-000876,-1.1305532356832917
ACH-000878,-1.362271630368996
ACH-000880,-1.1529306681245637
ACH-000881,-1.1569884160789068
ACH-000882,-1.0984277484772391
ACH-000884,-1.0855655351684468
ACH-000885,-1.3266430753784173
ACH-000887,-1.1671726579150865
ACH-000889,-0.6982453679474889
ACH-000896,-1.2793496465748806
ACH-000898,-1.2577473692111183
ACH-000900,-1.111331502426752
ACH-000901,-1.4781810213387256
ACH-000905,-1.2352175255414606
ACH-000906,-1.3603020102583463
ACH-000907,-1.2939721306687229
ACH-000910,-1.0494183336584908
ACH-000911,-1.0698970598376425
ACH-000912,-1.1903325918622476
ACH-000913,-1.1533073475581868
ACH-000915,-1.3536652368760187
ACH-000916,-1.2487713150707989
ACH-000917,-1.1664571754786863
ACH-000920,-1.1531121160553948
ACH-000921,-1.2489123431760805
ACH-000924,-1.2126108897967265
ACH-000926,-1.1712281979774053
ACH-000928,-0.9052676572506788
ACH-000929,-1.2499679586069112
ACH-000932,-1.1309035468170747
ACH-000935,-1.1905350203999885
ACH-000936,-1.047678789271307
ACH-000937,-1.1411789815178708
ACH-000938,-0.9778986636613712
ACH-000939,-1.099037457071991
ACH-000941,-1.1056442479607955
ACH-000943,-0.966427902926109
ACH-000946,-0.9370914979036332
ACH-000947,-1.1843339827507977
ACH-000948,-1.0844636503647629
ACH-000950,-1.0895620600714164
ACH-000953,-0.8145540611864562
ACH-000954,-0.8662541332327248
ACH-000957,-1.1567178750713252
ACH-000958,-1.233524787268127
ACH-000960,-1.091030760472768
ACH-000963,-1.0642691048437198
ACH-000968,-1.2823205366306332
ACH-000969,-0.8762206497808573
ACH-000972,-1.2054726527815305
ACH-000973,-1.1598518006042298
ACH-000974,-1.2258711143584875
ACH-000978,-1.0364881849382164
ACH-000984,-1.3554987438989257
ACH-000986,-1.253051250593214
ACH-000988,-0.9855625452496836
ACH-000993,-1.059313342532759
ACH-000994,-0.9304155059489057
ACH-000996,-1.3195542794763249
ACH-001001,-1.1697148033451827
ACH-001020,-1.0076503112989923
ACH-001028,-1.225197465015704
ACH-001031,-0.9919411878324772
ACH-001038,-1.4000571867950151
ACH-001048,-1.3515054846876218
ACH-001050,-1.250192944385732
ACH-001053,-1.0736669484542984
ACH-001054,-1.2876940619420696
ACH-001061,-1.2398276499640375
ACH-001067,-1.0808427310231727
ACH-001075,-1.0873214630154464
ACH-001096,-1.083531048493025
ACH-001111,-1.0602409434828408
ACH-001119,-1.1742940605731875
ACH-001128,-1.393199021879952
ACH-001134,-1.1096104941913778
ACH-001151,-1.2459057498581476
ACH-001163,-1.21626926339376
ACH-001164,-1.2637637768699523
ACH-001183,-1.204141589341761
ACH-001192,-1.3815563896524543
ACH-001193,-1.4926633263022768
ACH-001196,-1.2081290926690478
ACH-001197,-1.3496958099685696
ACH-001205,-1.126581776837572
ACH-001211,-1.2769532622954378
ACH-001212,-1.2357835243532411
ACH-001228,-1.222282392482718
ACH-001232,-1.3965541089113018
ACH-001239,-0.9742114739689808
ACH-001270,-1.2663617138352041
ACH-001274,-1.2960158214752056
ACH-001275,-1.1177761456878808
ACH-001277,-1.2115547201850532
ACH-001278,-0.9629377816649209
ACH-001280,-1.2960490610557005
ACH-001283,-1.13850532105642
ACH-001289,-1.199600714475962
ACH-001300,-1.3685535559218232
ACH-001301,-1.235013382137223
ACH-001302,-1.363724617410769
ACH-001306,-1.2698840041238864
ACH-001318,-1.1853250854358215
ACH-001322,-1.0241252028567602
ACH-001328,-1.291139896368284
ACH-001332,-1.4371516961705257
ACH-001336,-1.2785023595106135
ACH-001346,-0.9513588938397788
ACH-001353,-1.1667736886473792
ACH-001354,-1.4195609228823765
ACH-001367,-1.2106117582029767
ACH-001368,-1.102476753122557
ACH-001374,-1.2943796296388244
ACH-001377,-1.3618688973596154
ACH-001380,-1.1623734677446318
ACH-001391,-0.9775470511932801
ACH-001408,-1.2693427127790733
ACH-001430,-1.3995133980889167
ACH-001431,-1.373211204021208
ACH-001450,-1.2454570796962898
ACH-001496,-1.2744285318114634
ACH-001500,-1.2551529456576975
ACH-001523,-1.118146762640546
ACH-001532,-1.1900749941969804
ACH-001550,-1.4491198433618693
ACH-001552,-1.435623806863756
ACH-001554,-1.228659378024842
ACH-001654,-1.3064333179105978
ACH-001735,-1.0170563315269598
ACH-001736,-0.9189453750484368
ACH-001737,-1.3612037325075328
ACH-001740,-1.2685353438207447
ACH-001745,-1.1297303843017463
ACH-001765,-1.3059371589060156
