,STH (246744)
ACH-000004,-0.09184821298888048
ACH-000005,0.16604746998609646
ACH-000007,-0.08913144326329331
ACH-000009,-0.3019239655930035
ACH-000011,-0.09001595305132566
ACH-000012,-0.2638758252301893
ACH-000013,-0.18084499659356784
ACH-000014,-0.14556883339742446
ACH-000015,-0.04364398534786948
ACH-000017,-0.1861163712506112
ACH-000018,-0.13598919518557315
ACH-000019,-0.08342741443150684
ACH-000021,-0.06028351725331134
ACH-000022,-0.1184956149126845
ACH-000025,-0.25286300739834283
ACH-000028,-0.12669737290730534
ACH-000030,-0.2331288465537277
ACH-000035,-0.1876762813635924
ACH-000036,-0.1644679525231307
ACH-000037,-0.1447449220031975
ACH-000039,-0.17410464386930488
ACH-000040,-0.1845115172092964
ACH-000041,-0.10113160126804804
ACH-000042,-0.03342983442341811
ACH-000045,0.04728502105336947
ACH-000047,-0.21444521597258084
ACH-000052,-0.14322573302532246
ACH-000053,-0.19181800741461885
ACH-000054,-0.10888817402132996
ACH-000055,0.23822347247552336
ACH-000060,-0.034349401491001116
ACH-000067,-0.09660565214400632
ACH-000070,-0.09362981340851492
ACH-000075,-0.0334766039464493
ACH-000078,-0.10852296192456992
ACH-000082,-0.14424480131917672
ACH-000085,0.026995750687967883
ACH-000086,-0.19435648026496327
ACH-000087,0.03923526813707663
ACH-000092,-0.15136747128865866
ACH-000095,-0.14149431492400402
ACH-000097,-0.13481122852222505
ACH-000098,-0.15318113463051836
ACH-000099,-0.14596980883682306
ACH-000108,-0.06451473673746931
ACH-000113,0.0121677623967785
ACH-000116,-0.10899523685503693
ACH-000118,-0.15907105178521588
ACH-000120,-0.2313070226830405
ACH-000123,-0.1856618905732711
ACH-000127,0.0405190739283797
ACH-000128,-0.14478468113217485
ACH-000132,-0.1388562675907355
ACH-000133,-0.1717892416707929
ACH-000137,-0.14713930536050573
ACH-000138,-0.1614956021341852
ACH-000142,-0.21419405352336232
ACH-000143,-0.1057123272464115
ACH-000146,-0.1089970249935456
ACH-000148,-0.0776246113740562
ACH-000150,-0.2869474818549533
ACH-000152,-0.13025435174128572
ACH-000153,0.25728357845560273
ACH-000159,-0.09279598333582813
ACH-000160,-0.1256970837939317
ACH-000163,-0.1723990346681444
ACH-000167,-0.1287351262545018
ACH-000168,-0.1535717614879641
ACH-000169,-0.21256410968003592
ACH-000178,-0.04915890414130558
ACH-000183,-0.1364812690700294
ACH-000188,-0.31780867804404744
ACH-000189,0.0830779073269549
ACH-000190,0.02087294345197389
ACH-000198,-0.04735226503660368
ACH-000203,-0.10326355207055524
ACH-000204,0.09718607688777814
ACH-000206,-0.1517254389134012
ACH-000207,-0.2567811036486904
ACH-000208,-0.08040335720316752
ACH-000210,-0.3314789907512372
ACH-000211,-0.13553888143024045
ACH-000215,-0.15024660323345454
ACH-000221,-0.09264600797852088
ACH-000222,-0.24563053119239694
ACH-000223,-0.07373876577977033
ACH-000226,-0.14535332498422818
ACH-000227,-0.14185701513099272
ACH-000228,-0.1229889650613869
ACH-000231,-0.13125158812471746
ACH-000232,-0.07871140572864023
ACH-000233,-0.18440000141574475
ACH-000234,-0.011051232989316291
ACH-000235,-0.09579770072885836
ACH-000237,-0.059955143872660537
ACH-000238,-0.29103576231610834
ACH-000242,-0.012098433567158184
ACH-000243,-0.23630604550864195
ACH-000244,-0.012487235011261194
ACH-000246,0.007569712634820555
ACH-000248,-0.17632317107187054
ACH-000250,-0.08491636941143825
