,GFER (2671)
ACH-000552,-0.7495000431980379
ACH-000556,-0.5971032075338121
ACH-000557,-0.5421189105484302
ACH-000569,-0.6645509121096874
ACH-000570,-0.8237885131322011
ACH-000571,-0.38400405313343977
ACH-000573,-0.6217063345746456
ACH-000576,-0.5399294322580125
ACH-000579,-0.6325564485127129
ACH-000580,-0.6709057098510601
ACH-000584,-0.7766504258595286
ACH-000585,-0.6992471537380927
ACH-000588,-0.8182222551384329
ACH-000589,-0.6143838774517718
ACH-000591,-0.7833544959710367
ACH-000593,-0.5311832820726604
ACH-000600,-0.5090287825946533
ACH-000601,-0.7860108800066181
ACH-000605,-0.7191769295796144
ACH-000606,-0.7371980451778523
ACH-000608,-0.4203011273310607
ACH-000614,-0.4606600087739614
ACH-000616,-0.6270199938878076
ACH-000618,-0.7140752708811118
ACH-000619,-0.6012983127173369
ACH-000620,-0.717962649884731
ACH-000621,-0.6633625811970808
ACH-000622,-0.5900674860900118
ACH-000623,-0.8444418176988298
ACH-000624,-0.5522788657508485
ACH-000627,-0.6123995688354253
ACH-000630,-0.6859349192849695
ACH-000631,-0.6566858484233034
ACH-000632,-0.8604034444908316
ACH-000633,-0.5754624840622596
ACH-000637,-0.785157718086204
ACH-000638,-0.6794466292307308
ACH-000646,-0.4015760416146918
ACH-000647,-0.5290621795129928
ACH-000648,-0.7691012791556485
ACH-000649,-0.8328937566113093
ACH-000651,-0.6565272069790795
ACH-000652,-0.8916983390484496
ACH-000653,-0.5280255574796449
ACH-000657,-0.5929851677149202
ACH-000658,-0.5944310299935928
ACH-000661,-0.8621791377985807
ACH-000662,-0.4875233365505559
ACH-000663,-0.5531285504879055
ACH-000665,-0.852774539170379
ACH-000671,-0.7919449824099942
ACH-000672,-0.4657993911578826
ACH-000673,-0.5380806787589724
ACH-000676,-0.7011163889809076
ACH-000677,-0.537339337719212
ACH-000681,-0.7248557040507608
ACH-000683,-0.7450299633070151
ACH-000684,-0.7094576341906531
ACH-000688,-0.7525166707818459
ACH-000693,-0.5719508132091616
ACH-000694,-0.6077857716000065
ACH-000695,-0.4321386827785296
ACH-000696,-0.6729680197386614
ACH-000697,-0.4606043522355318
ACH-000699,-0.7474316892100211
ACH-000701,-0.7236049497900651
ACH-000706,-0.7948167306133959
ACH-000711,-0.6555029583833226
ACH-000713,-0.7067391210082511
ACH-000714,-0.801433121325468
ACH-000718,-0.5945444656930985
ACH-000720,-0.6843131805339899
ACH-000721,-0.6411522549022405
ACH-000724,-0.4708282142673236
ACH-000725,-0.4205411206791949
ACH-000732,-0.7694004981347754
ACH-000734,-0.7697132579613934
ACH-000735,-0.4427132255592757
ACH-000736,-0.7242741976342971
ACH-000738,-0.624954577941255
ACH-000746,-0.4378652445325367
ACH-000747,-0.8053858081253847
ACH-000748,-0.6468953585500256
ACH-000753,-0.6569840464445935
ACH-000756,-0.6826532824670202
ACH-000757,-0.9561467567476912
ACH-000758,-0.7111062950476427
ACH-000760,-0.7502916090326934
ACH-000762,-0.6053309694267296
ACH-000763,-0.5117225513707093
ACH-000764,-0.3638585439808876
ACH-000765,-0.9773835487164698
ACH-000766,-0.6080191181693463
ACH-000767,-0.5075885197743286
ACH-000768,-0.7231461018960298
ACH-000769,-0.8151908028330734
ACH-000770,-0.6022702494789991
ACH-000771,-0.8439306212025741
ACH-000773,-0.4211250756045105
ACH-000776,-0.5403599162806495
ACH-000777,-0.7506328707646369
ACH-000778,-0.589709803713578
ACH-000781,-0.9060651217357368
ACH-000782,-0.6204812841178301
ACH-000783,-0.5576054788097766
ACH-000784,-0.8189053556278928
ACH-000785,-0.516927668055727
ACH-000787,-0.7361526892662976
ACH-000788,-0.6774176697031339
ACH-000791,-0.5922837829602549
ACH-000792,-0.9732080713150626
ACH-000794,-0.7273994151806045
ACH-000796,-0.4439296756963728
ACH-000798,-0.4958842791903901
ACH-000799,-0.6653247300942531
ACH-000800,-0.4950795444610238
ACH-000802,-0.7505424119348743
ACH-000804,-0.38714789721376
ACH-000805,-0.6657375794404456
ACH-000809,-0.50562251536854
ACH-000810,-0.9085516742635881
ACH-000811,-0.5531394615192751
ACH-000817,-0.6362106354949864
ACH-000819,-0.8710696437399885
ACH-000820,-0.6216377997675059
ACH-000821,-0.7970338497733015
ACH-000822,-0.4982958474386706
ACH-000823,-0.6836674878786659
ACH-000824,-0.6306272097347212
ACH-000827,-0.84383305087532
ACH-000829,-0.5647090923864978
ACH-000831,-0.8314355667961197
ACH-000832,-0.8437615249582622
ACH-000833,-0.7278922932886169
ACH-000834,-0.5947173314136364
ACH-000835,-0.8426354280640223
ACH-000836,-0.4741745932616855
ACH-000837,-0.6840296798320202
ACH-000838,-0.6130755208138222
ACH-000839,-0.6310165563999063
ACH-000840,-0.5438609144879374
ACH-000841,-0.8187570561548796
ACH-000843,-0.6292602825138507
ACH-000846,-0.6534036604654673
ACH-000847,-0.862924122179661
ACH-000848,-0.5520452314939995
ACH-000849,-0.7075242746166508
ACH-000851,-0.6048416058592982
ACH-000855,-0.8782758630543871
ACH-000856,-0.5243721331498105
ACH-000858,-0.7359251202792442
ACH-000859,-0.6090616230144912
ACH-000861,-0.7454485870703917
ACH-000862,-0.6612605115473397
ACH-000865,-0.7019968364678074
ACH-000866,-0.8315101896402899
ACH-000867,-0.5554776560587363
ACH-000869,-0.43827117526216064
ACH-000872,-0.8250290695875759
ACH-000873,-0.6050795126664729
ACH-000876,-0.5602384009453953
ACH-000878,-0.9329278766186156
ACH-000880,-0.5944948068176477
ACH-000881,-0.8913498839534247
ACH-000882,-0.7006972704882027
ACH-000884,-0.6575566092297833
ACH-000885,-0.5503952229197283
ACH-000887,-0.7420647593521535
ACH-000889,-0.8926670578810466
ACH-000896,-0.8114726909539843
ACH-000898,-0.4607615737718582
ACH-000900,-0.8759675420933292
ACH-000901,-0.6789736539265823
ACH-000905,-0.8083554549878679
ACH-000906,-0.6720793627747691
ACH-000907,-0.8255519756284388
ACH-000910,-0.6591936279775825
ACH-000911,-0.8073673986978622
ACH-000912,-0.6663563708166508
ACH-000913,-0.5743138944745413
ACH-000915,-0.6383536627418896
ACH-000916,-0.67267477780553
ACH-000917,-0.8034632193735891
ACH-000920,-0.5423295795539981
ACH-000921,-0.7046727034183263
ACH-000924,-0.7532017353514764
ACH-000926,-0.5649326571974691
ACH-000928,-0.4694302285166733
ACH-000929,-0.6582721125351101
ACH-000932,-0.5274696237834153
ACH-000935,-0.3264610323406893
ACH-000936,-0.652477739606592
ACH-000937,-0.4885672546758045
ACH-000938,-0.4281599555383685
ACH-000939,-0.7614300603297648
ACH-000941,-0.8852130040410595
ACH-000943,-0.7184084778253826
ACH-000946,-0.5775245250883416
ACH-000947,-0.5711076205027961
ACH-000948,-0.6870278230454316
ACH-000950,-0.9109184052385184
ACH-000953,-0.573158664152806
ACH-000954,-0.8761644452771599
ACH-000957,-0.6525655740495062
ACH-000958,-0.6343824800280873
ACH-000960,-0.5321900598076713
ACH-000963,-0.506122549152481
ACH-000968,-0.7444529659094368
ACH-000969,-0.6775460800903628
ACH-000972,-0.851098411497518
ACH-000973,-0.6488887846819712
ACH-000974,-0.7455017050278013
ACH-000978,-0.4280820554375375
ACH-000984,-0.7170379387726277
ACH-000986,-0.6051221512325345
ACH-000988,-0.5663607051073967
ACH-000993,-0.7967881120842568
ACH-000994,-0.6829659882993752
ACH-000996,-0.6403637625045954
ACH-001001,-0.626995328036856
ACH-001020,-0.7268614804375494
ACH-001028,-0.6358348340443304
ACH-001031,-0.6357038709388879
ACH-001038,-0.6609944087059981
ACH-001048,-0.6370211008625425
ACH-001050,-0.8866968924325276
ACH-001053,-0.7839928724492294
ACH-001054,-0.6770088662604252
ACH-001061,-0.6803770989890884
ACH-001067,-0.5706838411261127
ACH-001075,-0.8024895692166211
ACH-001096,-0.6437800687135775
ACH-001111,-0.3510563717799356
ACH-001119,-0.7070372388716083
ACH-001128,-0.6750209634978857
ACH-001134,-0.5547945365100728
ACH-001151,-0.551646820920082
ACH-001163,-0.613898847320558
ACH-001164,-0.8757877294411474
ACH-001183,-0.6970952631603109
ACH-001192,-0.8756236225949912
ACH-001193,-1.0240923726934106
ACH-001196,-0.6234282730298483
ACH-001197,-0.5312497627064584
ACH-001205,-0.6516977805202105
ACH-001211,-0.8167754329406341
ACH-001212,-0.32839612032922444
ACH-001228,-0.809741365506229
ACH-001232,-0.6772567978867661
ACH-001239,-0.876070563443149
ACH-001270,-0.9654074338512648
ACH-001274,-0.6079391987989418
ACH-001275,-0.7562178726719107
ACH-001277,-0.8434601080337885
ACH-001278,-0.555609152587473
ACH-001280,-0.6248506786030069
ACH-001283,-0.708768414897013
ACH-001289,-0.6180360301455313
ACH-001300,-0.647987380270065
ACH-001301,-0.7662997301758329
ACH-001302,-0.4599171099566769
ACH-001306,-0.641098867361087
ACH-001318,-0.7853398813359305
ACH-001322,-0.6664558592199229
ACH-001328,-0.6582465177147968
ACH-001332,-0.6760939176956968
ACH-001336,-0.7775811091959595
ACH-001346,-0.6998919581724821
ACH-001353,-0.5562001123484671
ACH-001354,-0.7722923046247484
ACH-001367,-0.2660423698416099
ACH-001368,-0.9771419432813172
ACH-001374,-0.6046910424566783
ACH-001377,-0.6756492853219604
ACH-001380,-0.6190329628627731
ACH-001391,-0.3599489225598498
ACH-001408,-0.7711451777439431
ACH-001430,-0.5421385452120822
ACH-001431,-0.5646361660393079
ACH-001450,-0.6243809166720388
ACH-001496,-0.6177177773293415
ACH-001500,-0.774813133951021
ACH-001523,-0.8643173362571889
ACH-001532,-0.546740537671079
ACH-001550,-0.5534123448716768
ACH-001552,-0.6430285005539841
ACH-001554,-0.7426895053322632
ACH-001654,-0.7146464300977478
ACH-001735,-0.6166228854696154
ACH-001736,-0.558146777986572
ACH-001737,-0.7431532159701598
ACH-001740,-0.8342058693751954
ACH-001745,-0.7944423798039775
ACH-001765,-0.6575632764102318
