,PRKAR2B (5577)
ACH-000004,-0.01442950827824424
ACH-000005,0.2513314585411557
ACH-000007,0.138861602275732
ACH-000009,0.15057469461225528
ACH-000011,0.1363352010963262
ACH-000012,0.0006255557195983047
ACH-000013,0.05276073623551096
ACH-000014,-0.1900887864985684
ACH-000015,0.08025385861466593
ACH-000017,-0.0243831617930282
ACH-000018,0.0057894937701845174
ACH-000019,-0.08911035406264092
ACH-000021,0.013630492019385092
ACH-000022,0.054773765990747895
ACH-000025,0.06387845624723172
ACH-000028,0.011427282490984285
ACH-000030,0.06953470352525865
ACH-000035,0.06802612169534944
ACH-000036,0.11576963955714112
ACH-000037,0.018891203397646928
ACH-000039,0.04720212435825439
ACH-000040,-0.030956785057844518
ACH-000041,-0.06996210348258522
ACH-000042,0.07817044948253295
ACH-000045,0.1424174448075009
ACH-000047,-0.030259245001984236
ACH-000052,-0.06365285433384142
ACH-000053,0.07441896163756058
ACH-000054,-0.1207264535083712
ACH-000055,0.04506683592872575
ACH-000060,-0.03723232624552072
ACH-000067,-0.01706425930539924
ACH-000070,0.13281806853267142
ACH-000075,0.09294963088520854
ACH-000078,0.1240033511012349
ACH-000082,-0.01734792461481251
ACH-000085,0.04603373286346251
ACH-000086,0.2301613563956809
ACH-000087,0.03141253497247055
ACH-000092,0.029681435098621405
ACH-000095,0.1270651956822761
ACH-000097,0.11701368827482304
ACH-000098,0.0306226064284607
ACH-000099,-0.006024642697993797
ACH-000108,0.06206098284615471
ACH-000113,0.07783218150230277
ACH-000116,0.11156715498354523
ACH-000118,0.011280160785285244
ACH-000120,0.05893585006830063
ACH-000123,0.10465093096933517
ACH-000127,0.05458718216904872
ACH-000128,-0.04042062763435288
ACH-000132,0.11518371739770035
ACH-000133,0.12060957635002348
ACH-000137,0.06439675174971994
ACH-000138,0.14562209383488264
ACH-000142,0.07370935307987313
ACH-000143,0.20692923995065413
ACH-000146,-0.030082497261401987
ACH-000148,0.10376188851689576
ACH-000150,0.13123667481343013
ACH-000152,-0.014721117367449816
ACH-000153,0.1228605866400906
ACH-000159,-0.0227300656646094
ACH-000160,0.002406769660721689
ACH-000163,0.05918412538615996
ACH-000167,0.1712284981404523
ACH-000168,0.030053611037894563
ACH-000169,0.10556949526752346
ACH-000178,0.035873571936722505
ACH-000183,0.15514925908019442
ACH-000188,0.0655901965932168
ACH-000189,-0.030822040428224742
ACH-000190,0.012604940630274937
ACH-000198,0.1024740596011003
ACH-000203,-0.4351731029922804
ACH-000204,0.07085832121607294
ACH-000206,0.1947482948634488
ACH-000207,-0.07217266839939067
ACH-000208,0.3640192063806123
ACH-000210,0.13920502123509432
ACH-000211,0.12462916708098334
ACH-000215,0.08836649776429938
ACH-000221,0.1262190162389235
ACH-000222,-0.006356753775919564
ACH-000223,0.05158039599160981
ACH-000226,0.1150132239759917
ACH-000227,0.23598837013258275
ACH-000228,0.10023985246844704
ACH-000231,-0.01035867258974982
ACH-000232,-0.03455204568996311
ACH-000233,0.07568928739527869
ACH-000234,-0.009679179742181642
ACH-000235,-0.027553544274629603
ACH-000237,0.012420537338159182
ACH-000238,0.07498756035678457
ACH-000242,0.24321766911079185
ACH-000243,0.10120601848816337
ACH-000244,0.010096203392959965
ACH-000246,0.05558517584942981
ACH-000248,0.07491285760774273
ACH-000250,0.04454099511457501
ACH-000251,-0.02675927030612935
ACH-000252,0.14731789102190898
ACH-000253,-0.06159938717350472
ACH-000255,0.14362265597985574
ACH-000256,-0.03986377459740845
ACH-000257,0.1841525041057666
ACH-000258,0.07494250753717951
ACH-000259,0.021323909687749013
ACH-000260,0.04301414043120722
ACH-000261,0.1645432279373455
ACH-000262,-0.015992996065350932
ACH-000263,-0.034774597640902995
ACH-000264,0.00889109018050187
ACH-000265,0.043470682499930836
ACH-000266,0.03674847817973394
ACH-000272,0.053759675679206816
ACH-000274,0.02257990278464933
ACH-000277,0.13286141213599986
ACH-000278,0.08906075181493177
ACH-000279,0.05229629560984506
ACH-000280,0.11536497151454167
ACH-000281,0.06252593276801081
ACH-000288,0.061258938364368326
ACH-000291,-0.041378662657021566
ACH-000293,-0.05333588487205908
ACH-000294,0.1092632346024859
ACH-000295,0.0037570390517995093
ACH-000296,0.13811565393630865
ACH-000302,0.12947205716284482
ACH-000304,-0.13468704459835198
ACH-000307,0.2515425061503155
ACH-000308,0.0472220695532273
ACH-000310,0.055669280075654866
ACH-000311,0.12915437156147347
ACH-000312,0.06945280911801538
ACH-000315,0.08798807092341156
ACH-000316,0.05112628793151625
ACH-000317,0.009680351759958532
ACH-000318,-0.10671773743714348
ACH-000319,0.15048843358467748
ACH-000320,0.06353005182781403
ACH-000322,0.24125856389283515
ACH-000323,-0.07176816097847588
ACH-000324,0.05452105915691642
ACH-000329,0.15311352334945413
ACH-000330,0.1096723762455021
ACH-000331,-0.045516433475893785
ACH-000332,0.10183542517214154
ACH-000334,0.21001581368650335
ACH-000335,-0.05382398238712232
ACH-000336,0.0073943642637739155
ACH-000337,0.1928413743739342
ACH-000338,-0.01957797774098456
ACH-000339,0.0445431159544743
ACH-000341,-0.03373499921695503
ACH-000348,0.06694807093067523
ACH-000350,0.12903471808933706
ACH-000352,-0.012660439859985766
ACH-000356,-0.017852754439217397
ACH-000361,-0.09151682501874894
ACH-000362,-0.0020348501653338047
ACH-000363,0.0371536855839282
ACH-000364,-0.21431326250410346
