,CSE1L (1434)
ACH-000310,-0.9002011931985083
ACH-000311,-0.9047634866996852
ACH-000312,-0.9900344179898783
ACH-000315,-1.240179977131768
ACH-000316,-1.0612156046706895
ACH-000317,-0.9849358478153164
ACH-000318,-0.8977834617139269
ACH-000319,-0.9211500982637548
ACH-000320,-0.8771923178350901
ACH-000322,-1.137720561431132
ACH-000323,-0.9265519765313076
ACH-000324,-0.8994310413880563
ACH-000329,-0.9157562481938925
ACH-000330,-0.9280829283365702
ACH-000331,-1.0140006399930388
ACH-000332,-0.971797137987872
ACH-000334,-1.3560407488793478
ACH-000335,-0.8668860138089705
ACH-000336,-0.5974661128233963
ACH-000337,-1.1622885876402151
ACH-000338,-0.8704354848745053
ACH-000339,-0.8774119214034944
ACH-000341,-0.8457259462847568
ACH-000348,-0.7696881349997395
ACH-000350,-0.7311249777193797
ACH-000352,-1.1133218685596156
ACH-000356,-1.1589951326024417
ACH-000361,-0.986046998396958
ACH-000362,-0.8570287707630478
ACH-000363,-0.9322709053314726
ACH-000364,-0.959657005550078
ACH-000365,-1.0635631951682178
ACH-000366,-1.0015843226475594
ACH-000368,-0.8066246821619003
ACH-000374,-1.1011156151524837
ACH-000375,-0.8882310932590202
ACH-000376,-0.9210748572222316
ACH-000381,-0.8711648614501963
ACH-000383,-1.2016134002640628
ACH-000387,-0.9805811836707146
ACH-000389,-1.1233896293448475
ACH-000390,-0.9873691317765184
ACH-000393,-1.037373253607636
ACH-000395,-0.7637041236911625
ACH-000396,-0.8830357473922908
ACH-000397,-0.8410591579038865
ACH-000401,-1.0465271719564748
ACH-000402,-0.8792948959946694
ACH-000403,-1.2832577856365035
ACH-000404,-1.0640143983341452
ACH-000406,-1.0903648660199377
ACH-000407,-1.0102524801218824
ACH-000408,-0.8624955157016568
ACH-000410,-0.8152641324066889
ACH-000411,-0.7123853719772909
ACH-000414,-0.8590353737812652
ACH-000415,-0.9408191082332056
ACH-000416,-0.9740459197694976
ACH-000420,-0.9866533547290685
ACH-000421,-0.9139000554791374
ACH-000424,-1.1102982609399437
ACH-000425,-1.1243191237090595
ACH-000426,-0.7229320045610034
ACH-000427,-1.058958738597434
ACH-000433,-0.9662054177028904
ACH-000435,-1.1245625572364628
ACH-000436,-0.7698710017136214
ACH-000444,-1.160207265855456
ACH-000445,-1.105473021425323
ACH-000448,-0.8098131734465441
ACH-000450,-0.8405284650118009
ACH-000452,-0.9964033616247914
ACH-000454,-0.9263288176642152
ACH-000458,-0.7379088804445546
ACH-000459,-0.9114523079172994
ACH-000460,-0.8769964269312861
ACH-000461,-0.8962812001966509
ACH-000463,-0.9640534195104408
ACH-000464,-1.050896691680821
ACH-000466,-0.8788691878191214
ACH-000467,-0.8489970794895066
ACH-000468,-1.265256303394096
ACH-000469,-0.9608327974544556
ACH-000470,-1.035362849139725
ACH-000471,-1.1108742249004195
ACH-000472,-0.8058749328175977
ACH-000473,-0.8224160721905159
ACH-000475,-1.088816741781244
ACH-000476,-0.8454654651516196
ACH-000477,-0.5450308616346433
ACH-000479,-0.984932092094879
ACH-000480,-0.731951588109048
ACH-000481,-1.008428545751224
ACH-000483,-0.861823774596229
ACH-000484,-1.2269495681169569
ACH-000485,-1.0062247126317605
ACH-000486,-0.7988004274097811
ACH-000487,-0.9515612365471996
ACH-000488,-0.8791498371093551
ACH-000490,-0.7565948807619125
ACH-000491,-0.8693593427298544
ACH-000495,-0.9876376330743688
ACH-000496,-0.8914380589312253
ACH-000499,-1.0377226677789269
ACH-000500,-0.8015879979960504
ACH-000502,-0.7731765901710755
ACH-000503,-1.0082957447959138
ACH-000505,-0.8587991239461874
ACH-000507,-0.8554535086760898
ACH-000510,-1.0459936477050804
ACH-000511,-0.8815279675271461
ACH-000512,-1.3210858850456522
ACH-000516,-1.0081021242056931
ACH-000517,-0.9617326327857816
ACH-000518,-0.8337734157974296
ACH-000520,-1.1763307653008679
ACH-000521,-0.9316250597744828
ACH-000522,-1.0640243331470252
ACH-000524,-0.8253861240384177
ACH-000527,-0.9811062002112696
ACH-000528,-0.9309016113871692
ACH-000537,-0.7323572370132184
ACH-000541,-0.9380015562547857
ACH-000542,-0.8991372673605047
ACH-000544,-0.9573091102552432
ACH-000545,-0.9436318642369186
ACH-000547,-1.1671213401440268
ACH-000548,-0.7859501168660524
ACH-000549,-0.7731190242362379
ACH-000550,-0.9782419070188536
ACH-000552,-0.8879047349748749
ACH-000556,-0.826109570270955
ACH-000557,-0.9326908174216184
ACH-000569,-1.2344808820212625
ACH-000570,-0.86673667732703
ACH-000571,-1.0490569283814768
ACH-000573,-0.9987340114936534
ACH-000576,-1.0034102191106824
ACH-000579,-1.0872114071719663
ACH-000580,-0.9511164955838324
ACH-000584,-1.1423837429376975
ACH-000585,-1.0021451546885582
ACH-000588,-0.9543993686641294
ACH-000589,-0.8674249384162392
ACH-000591,-0.9663408688495572
ACH-000593,-0.7704802545200131
ACH-000600,-1.1750478245111975
ACH-000601,-1.0173611011615016
ACH-000605,-0.7052993515910456
ACH-000606,-0.9280243292741532
ACH-000608,-1.0816574270000152
ACH-000614,-0.9090766609601878
ACH-000616,-0.8785905640244221
ACH-000618,-0.8662918310149065
ACH-000619,-0.7201318914703871
ACH-000620,-0.8827101416506444
ACH-000621,-1.132046266411924
ACH-000622,-1.2048034778176326
ACH-000623,-0.9807181865667872
ACH-000624,-1.0466287247376975
ACH-000627,-1.08725146727896
ACH-000630,-0.8736742742263242
ACH-000631,-0.7867994653746334
ACH-000632,-1.0916191155829194
ACH-000633,-0.6915800639287226
ACH-000637,-0.7630822926254623
ACH-000638,-0.7568831863637505
ACH-000646,-0.8326878993390715
ACH-000647,-0.8906101467788182
ACH-000648,-0.7642726964385959
ACH-000649,-0.8765174339490992
ACH-000651,-1.016517486103302
ACH-000652,-0.8065021815114133
ACH-000653,-1.0519197909977256
ACH-000657,-0.9247859600660764
ACH-000658,-0.8376687538666482
ACH-000661,-0.8216844425183264
ACH-000662,-0.9699383076326872
ACH-000663,-0.7979381574605633
ACH-000665,-1.1235731121025767
ACH-000671,-0.6611886037032105
ACH-000672,-1.025337259338973
ACH-000673,-1.0121583566715648
ACH-000676,-1.0399792508441654
ACH-000677,-0.9280436390938188
ACH-000681,-0.9574403131601136
ACH-000683,-1.0890250377431083
ACH-000684,-0.8691030517718549
ACH-000688,-1.1559736374579468
ACH-000693,-1.0362034712006936
ACH-000694,-0.9805436065312212
ACH-000695,-0.9369554711294096
ACH-000696,-1.0421457107991279
ACH-000697,-1.0858122934073622
ACH-000699,-0.9163154292112484
ACH-000701,-0.9733188716121371
ACH-000706,-0.9664533762665061
ACH-000711,-0.9557315841891462
ACH-000713,-0.9151194856028652
ACH-000714,-1.0118733971880194
ACH-000718,-1.2193565953653842
ACH-000720,-1.0669030394879515
ACH-000721,-1.0128164860339766
ACH-000724,-0.8895637345842963
ACH-000725,-0.9952522698537272
ACH-000732,-0.9923975615486436
ACH-000734,-0.8904624230977739
ACH-000735,-1.0905514718430782
ACH-000736,-0.6994358634861457
ACH-000738,-0.9665767162069754
ACH-000746,-0.8076938604026429
ACH-000747,-0.9373339287688072
ACH-000748,-0.9423229024579829
ACH-000753,-0.9990728535090376
ACH-000756,-1.0805920633377104
ACH-000757,-1.0175654013591602
ACH-000758,-0.9363326534288072
ACH-000760,-1.1196199523170167
ACH-000762,-0.947880957152044
ACH-000763,-0.8518258336504229
ACH-000764,-1.0592236972849782
ACH-000765,-0.8831303537979038
ACH-000766,-0.8582729173342217
ACH-000767,-1.092213263206092
ACH-000768,-0.8751729740445648
ACH-000769,-0.8750940247788163
ACH-000770,-0.8691100678966726
ACH-000771,-0.8083854425785745
ACH-000773,-0.7936701681797845
ACH-000776,-0.8295771865790189
ACH-000777,-0.9461832306963196
ACH-000778,-0.7935212943058274
ACH-000781,-1.040044779578433
ACH-000782,-0.9781511394092348
ACH-000783,-1.3697173439884824
ACH-000784,-1.162127797258132
ACH-000785,-1.2397053861694285
ACH-000787,-0.943092062521058
ACH-000788,-1.1954598897941862
ACH-000791,-1.0002280212573431
ACH-000792,-0.8131457453544524
ACH-000794,-1.0098650730680871
ACH-000796,-1.2466840416958644
ACH-000798,-0.8237251157245573
ACH-000799,-1.0015326031192822
ACH-000800,-1.1030435551723006
ACH-000802,-1.132991036144632
ACH-000804,-0.9078202636611814
ACH-000805,-0.9485677791104292
ACH-000809,-0.7957508048309909
ACH-000810,-0.9433218524034154
ACH-000811,-1.0204512510269848
ACH-000817,-0.9357582894394892
ACH-000819,-0.9206802136904249
ACH-000820,-1.0701066274673088
ACH-000821,-0.7159414033182304
ACH-000822,-1.3137971124944914
ACH-000823,-1.040863916397266
ACH-000824,-1.0169042197305087
ACH-000827,-0.8530746392082948
ACH-000829,-0.9692678390327
ACH-000831,-0.8471406218784119
ACH-000832,-0.9222533835955522
ACH-000833,-0.7590930679696661
ACH-000834,-0.8078303378010928
ACH-000835,-0.9662637445521504
ACH-000836,-1.1818270055408937
ACH-000837,-0.8189799345053715
ACH-000838,-1.0602135557276795
ACH-000839,-0.9767966201148752
ACH-000840,-0.7968236830784003
ACH-000841,-0.9708214193615248
ACH-000843,-0.91924043765268
ACH-000846,-0.9659161709764366
ACH-000847,-1.2619792141227395
ACH-000848,-0.9330002033627158
ACH-000849,-0.8972029371808408
ACH-000851,-1.0544036577893838
ACH-000855,-0.8602805069353616
ACH-000856,-1.0528080647209672
ACH-000858,-0.9192596374521792
ACH-000859,-0.7911057810402221
ACH-000861,-0.8781455152703045
ACH-000862,-0.8140603072974113
ACH-000865,-1.026763357524349
ACH-000866,-1.0844171086360217
ACH-000867,-0.9731475893857164
ACH-000869,-1.0182909773226043
ACH-000872,-0.9695042413136821
ACH-000873,-0.8098921851401804
ACH-000876,-0.8987707440926693
ACH-000878,-1.1373911744978238
ACH-000880,-0.7890270977750473
ACH-000881,-0.938435624834728
ACH-000882,-0.9357018670568592
ACH-000884,-0.9263090187782032
ACH-000885,-0.9485103405672592
ACH-000887,-0.7524491520784001
ACH-000889,-1.0094629113548723
ACH-000896,-0.9983991353118232
ACH-000898,-1.0406285426856072
ACH-000900,-1.0201819481639998
ACH-000901,-1.1804036593728122
ACH-000905,-1.0144627999352422
ACH-000906,-0.9763909147675652
ACH-000907,-1.1783487537089061
ACH-000910,-0.9149687013787996
ACH-000911,-0.8145076438040239
ACH-000912,-1.09186614082608
ACH-000913,-0.9685434243681452
ACH-000915,-1.075719376669664
ACH-000916,-0.9470914916391616
ACH-000917,-0.957833781661406
ACH-000920,-1.043158784715109
ACH-000921,-0.9415146190764122
ACH-000924,-0.95444204020414
ACH-000926,-1.1675332551679218
ACH-000928,-1.2044770104573508
ACH-000929,-0.9154986743580804
ACH-000932,-0.7440805751993024
ACH-000935,-0.9311193180649481
ACH-000936,-0.8768821325277166
ACH-000937,-0.9256594799225474
ACH-000938,-1.2073582610363505
ACH-000939,-1.1476202168164658
ACH-000941,-1.0125656630866329
ACH-000943,-0.9047201325763616
ACH-000946,-0.9595657568303906
ACH-000947,-0.9478338292255294
ACH-000948,-0.6885228946044439
ACH-000950,-1.2258500971402155
ACH-000953,-1.1293522363341917
ACH-000954,-0.8988136616271418
ACH-000957,-0.9332209498457956
ACH-000958,-0.8946009165646147
ACH-000960,-1.196089458429184
ACH-000963,-0.8049446477065727
ACH-000968,-0.9934285424370244
ACH-000969,-0.7835781948526601
ACH-000972,-1.2048600336839237
ACH-000973,-1.0821174170658838
ACH-000974,-0.95650506192709
ACH-000978,-0.7824119552987423
ACH-000984,-0.9713899496897652
ACH-000986,-0.9821715805127068
ACH-000988,-0.8896330915969949
ACH-000993,-0.9244667540266172
ACH-000994,-0.9890675204974656
ACH-000996,-1.0389141986036798
ACH-001001,-0.8755145466113531
ACH-001020,-1.1250046209905455
ACH-001028,-1.149213818434306
ACH-001031,-0.9146190972994358
ACH-001038,-1.062219562532075
ACH-001048,-0.9294170080996044
ACH-001050,-0.8847609724135959
ACH-001053,-1.073608267988166
ACH-001054,-1.0284654584008537
ACH-001061,-0.9155455641165814
ACH-001067,-0.991253081989782
ACH-001075,-0.7742124279147528
ACH-001096,-1.0859771620209115
ACH-001111,-0.9470775971993008
ACH-001119,-0.8270711884831284
ACH-001128,-0.8167585178522329
ACH-001134,-1.083896110645353
ACH-001151,-1.0363981275741498
ACH-001163,-1.1129510972723822
ACH-001164,-0.9624539657464308
ACH-001183,-0.8071081607301432
ACH-001192,-1.2700241806496757
ACH-001193,-0.9849938616126536
ACH-001196,-0.9920588623316406
ACH-001197,-1.2024041863167099
ACH-001205,-1.255900855739444
ACH-001211,-0.8357344937496497
ACH-001212,-0.8093746469830393
ACH-001228,-1.06035373456757
ACH-001232,-1.1248143258845469
ACH-001239,-1.1190548425366929
ACH-001270,-1.0476991450094133
ACH-001274,-1.0495431597982203
ACH-001275,-0.9254396213210686
ACH-001277,-1.2182612608562726
ACH-001278,-1.1467135763956438
ACH-001280,-0.944293924880933
ACH-001283,-1.059056440827163
ACH-001289,-1.0029502573203586
ACH-001300,-1.0922454972280298
ACH-001301,-1.0116040908476518
ACH-001302,-1.0572279391071715
ACH-001306,-1.0033966122670137
ACH-001318,-0.7935627473558658
ACH-001322,-0.7631089220758854
ACH-001328,-0.8867220659001217
ACH-001332,-1.1546593497453002
ACH-001336,-0.93710041771121
ACH-001346,-1.159568525111029
ACH-001353,-0.8595102269206797
ACH-001354,-0.7330764316047237
ACH-001367,-1.051443433604489
ACH-001368,-1.1331476148550976
ACH-001374,-1.1337391540206878
ACH-001377,-0.7900149534891784
ACH-001380,-1.040751678942802
ACH-001391,-0.9186473011072293
ACH-001408,-0.7605243055394437
ACH-001430,-0.9987163677455114
ACH-001431,-0.9643457363701848
ACH-001450,-0.9209851775271518
ACH-001496,-1.1741569847675526
ACH-001500,-1.0500542314191623
ACH-001523,-0.8154364284240487
ACH-001532,-0.9780421915235088
ACH-001550,-1.068724531373034
ACH-001552,-0.9849329007867528
ACH-001554,-0.8879617815784534
ACH-001654,-0.9489496931848832
ACH-001735,-1.1066972044340957
ACH-001736,-1.0725976585249022
ACH-001737,-1.2671250078603038
ACH-001740,-0.8972323977250453
ACH-001745,-0.8967416044967291
ACH-001765,-0.8653838892843037
