,PIGB (9488)
ACH-000397,-0.32436266341569137
ACH-000401,-0.04151481401676087
ACH-000402,-0.12682634909500992
ACH-000403,-0.2986134660677562
ACH-000404,-0.03989409078604113
ACH-000406,-0.21331676765176447
ACH-000407,-0.3882290781272696
ACH-000408,-0.06249781855682592
ACH-000410,-0.4997671834515499
ACH-000411,-0.33342508569917434
ACH-000414,-0.23599140223806234
ACH-000415,-0.31421526308852005
ACH-000416,-0.3186142204985299
ACH-000420,-0.3899427479369191
ACH-000421,-0.3551340033995955
ACH-000424,-0.1940167152211931
ACH-000425,-0.2953355400411375
ACH-000426,-0.11003109044493976
ACH-000427,-0.31866190149135754
ACH-000433,-0.5158060419671914
ACH-000435,-0.5191167191716818
ACH-000436,-0.1339858978563802
ACH-000444,-0.2341741795902563
ACH-000445,-0.3633042524118462
ACH-000448,-0.3009756008838828
ACH-000450,-0.2914366229060505
ACH-000452,-0.2801858449481497
ACH-000454,-0.1778200642740648
ACH-000458,-0.31220393890735365
ACH-000459,-0.1120172498396615
ACH-000460,-0.31024771604315315
ACH-000461,-0.19709038611027735
ACH-000463,-0.38095299696520396
ACH-000464,-0.5806878701914289
ACH-000466,-0.3274553449146592
ACH-000467,-0.20416037234128545
ACH-000468,-0.06457183902182513
ACH-000469,-0.15355007724610886
ACH-000470,-0.28225832823096664
ACH-000471,-0.3466706363339793
ACH-000472,-0.19435360233586726
ACH-000473,-0.2283528965531659
ACH-000475,-0.3181511517901311
ACH-000476,-0.5070846185840914
ACH-000477,-0.164939560161437
ACH-000479,-0.2047368455943314
ACH-000480,-0.2893461741975107
ACH-000481,-0.33870712792830404
ACH-000483,-0.2110987499280594
ACH-000484,-0.2295047697912108
ACH-000485,-0.2064253648207816
ACH-000486,-0.3039918928071531
ACH-000487,-0.2516179798095797
ACH-000488,-0.15884988792792132
ACH-000490,-0.26198215188823226
ACH-000491,-0.3543152486219334
ACH-000495,-0.22511468306135135
ACH-000496,-0.4742513476879392
ACH-000499,-0.25612522671934845
ACH-000500,-0.27579022404320425
ACH-000502,-0.3090764630865099
ACH-000503,-0.2429780756516011
ACH-000505,-0.23204623776194774
ACH-000507,-0.2530318864984728
ACH-000510,-0.3178834378801661
ACH-000511,-0.31536827556419605
ACH-000512,-0.12232175255019773
ACH-000516,-0.4410161059104786
ACH-000517,-0.4558480360113032
ACH-000518,-0.348951204502989
ACH-000520,-0.5193782638289215
ACH-000521,-0.2466817405787947
ACH-000522,-0.5080990050125427
ACH-000524,-0.3468006630054825
ACH-000527,-0.3131581552160569
ACH-000528,-0.2729886943893312
ACH-000537,-0.38750658052423576
ACH-000541,-0.12265546022762745
ACH-000542,-0.3554756538733138
ACH-000544,-0.3143572961691921
ACH-000545,-0.23611605456115994
ACH-000547,0.02244999891531557
ACH-000548,-0.1401941268514637
ACH-000549,-0.28797812447840543
ACH-000550,-0.3367352339239671
ACH-000552,-0.3387970280722237
ACH-000556,-0.21750200805527792
ACH-000557,-0.18824658358316693
ACH-000569,-0.2927998207080161
ACH-000570,-0.33200209547266346
ACH-000571,-0.24667510639940146
ACH-000573,-0.2882767466236897
ACH-000576,-0.15118308705121822
ACH-000579,-0.2853723534922691
ACH-000580,-0.13302143874770825
ACH-000584,-0.19891518369789912
ACH-000585,-0.28232340395494465
ACH-000588,-0.2355079890623509
ACH-000589,-0.237743628691845
ACH-000591,-0.4633445306745568
ACH-000593,-0.2894957444808093
ACH-000600,-0.3093318492698185
ACH-000601,-0.30844594790850755
ACH-000605,-0.2582436248250161
ACH-000606,-0.4315330907301104
ACH-000608,-0.35474830839651844
ACH-000614,-0.3237608404836942
ACH-000616,-0.2810650404570187
ACH-000618,-0.2244032541370356
ACH-000619,-0.2621619593157461
ACH-000620,-0.4173763915572334
ACH-000621,-0.1698268113552234
ACH-000622,-0.1320017534386209
ACH-000623,-0.3728979322468825
ACH-000624,-0.3407983643837512
ACH-000627,-0.32770577572965864
ACH-000630,-0.401350375278323
ACH-000631,-0.4829421077983398
ACH-000632,-0.3569090767946318
ACH-000633,-0.18768327088038636
ACH-000637,-0.20497333942958307
ACH-000638,-0.4786294006953735
ACH-000646,-0.3346542930007377
ACH-000647,-0.32603515448735104
ACH-000648,-0.17834474946309697
ACH-000649,-0.32363901060239536
ACH-000651,-0.3134818123568916
ACH-000652,-0.17171672724662265
ACH-000653,-0.34302811589351123
ACH-000657,-0.3922830759087748
ACH-000658,-0.0743778862231754
ACH-000661,-0.21996444320871528
ACH-000662,-0.3608295608546701
ACH-000663,-0.35274401237967895
ACH-000665,-0.33267626597259514
ACH-000671,-0.3753580079498634
ACH-000672,-0.7389433500470561
ACH-000673,-0.2938574645845192
ACH-000676,-0.13731311467974647
ACH-000677,-0.3087834930939534
ACH-000681,-0.4293751202850411
ACH-000683,-0.22876734377592525
ACH-000684,-0.4568739234383432
ACH-000688,-0.4315438290440461
ACH-000693,-0.4869930020521609
ACH-000694,-0.13952534173667833
ACH-000695,-0.3240220451748511
ACH-000696,-0.3375228304942678
ACH-000697,-0.2309758710810912
ACH-000699,-0.22170410208270785
ACH-000701,-0.0986393802749882
ACH-000706,-0.3739619738503186
ACH-000711,-0.4190686289823828
ACH-000713,-0.2615096021614952
ACH-000714,-0.07755721225044916
ACH-000718,-0.4181339195851375
ACH-000720,-0.2937807766040645
ACH-000721,-0.2611347709353055
ACH-000724,-0.2879213299791385
ACH-000725,-0.13485196054068813
ACH-000732,-0.13194561763708898
ACH-000734,-0.31819342094978537
ACH-000735,-0.2735129197773029
ACH-000736,-0.20380974665107973
ACH-000738,-0.3944841803036384
ACH-000746,-0.14738071832102434
ACH-000747,-0.33784598148031736
ACH-000748,-0.4040287520976567
ACH-000753,-0.29424626545608473
ACH-000756,-0.4407738207209363
ACH-000757,-0.5135798540494383
ACH-000758,-0.2777855015204925
ACH-000760,-0.2660103959774527
ACH-000762,-0.17873965913484002
ACH-000763,-0.4137847525925677
ACH-000764,-0.2786415961776881
ACH-000765,-0.32690605849226234
ACH-000766,-0.3016363068098482
ACH-000767,-0.3570895981582355
ACH-000768,-0.38245659039821706
ACH-000769,-0.24300557978256346
ACH-000770,-0.2908487032187277
ACH-000771,-0.29263150747997324
ACH-000773,-0.42373054370979263
ACH-000776,-0.2168931495702521
ACH-000777,-0.3463676449168241
ACH-000778,-0.3678272230164541
ACH-000781,-0.38390545295600603
ACH-000782,-0.21185955573675072
ACH-000783,-0.3101795366876008
ACH-000784,-0.1402574350404757
ACH-000785,-0.4492138354539513
ACH-000787,-0.2679572678527563
ACH-000788,-0.3740849507531497
ACH-000791,-0.510190435650745
ACH-000792,-0.18290347477461288
ACH-000794,-0.31708398288236045
ACH-000796,-0.3161199662888089
ACH-000798,-0.22124398979306992
ACH-000799,-0.3974808071225983
ACH-000800,-0.3150448652512082
ACH-000802,-0.31257144721473873
ACH-000804,-0.3867099551560693
ACH-000805,-0.3182568609570692
ACH-000809,-0.20363826380030445
ACH-000810,-0.4681000909392382
ACH-000811,-0.2147872626452501
ACH-000817,-0.13887987989709347
ACH-000819,-0.057187800723794
ACH-000820,-0.3683374518445992
ACH-000821,-0.30588247139726144
ACH-000822,-0.3033735327550775
ACH-000823,-0.4496654571216879
ACH-000824,-0.2160270158273303
ACH-000827,-0.34585808627550363
ACH-000829,-0.4341707829546626
ACH-000831,-0.4120496277206889
ACH-000832,-0.3264567234383143
ACH-000833,-0.3510354104829712
ACH-000834,-0.20375852528748506
ACH-000835,-0.17300483022647126
ACH-000836,-0.2513557440489993
ACH-000837,-0.1550764976695942
ACH-000838,-0.0418323821198866
ACH-000839,-0.4787532994089972
ACH-000840,-0.1317810979072546
ACH-000841,-0.21434913598324132
ACH-000843,-0.14924651241145598
ACH-000846,-0.2514182921274597
ACH-000847,-0.011239050731483357
ACH-000848,-0.2642930323696524
ACH-000849,-0.3729736147762833
ACH-000851,-0.3420733705320837
ACH-000855,-0.16496465838391233
ACH-000856,-0.2556512678240344
ACH-000858,-0.2401893400476049
ACH-000859,-0.292476327848899
ACH-000861,-0.3657476626990392
ACH-000862,-0.1739653571678863
ACH-000865,-0.30589859232438565
ACH-000866,-0.1891360369865624
ACH-000867,-0.3258713536980944
ACH-000869,-0.13948163264121766
ACH-000872,-0.25877136829338804
ACH-000873,-0.4872457079451304
ACH-000876,-0.3231290159579175
ACH-000878,-0.3569760062971493
ACH-000880,-0.3376006395125101
ACH-000881,-0.3057187464455362
ACH-000882,-0.3054604281467879
ACH-000884,-0.22999050729147946
ACH-000885,-0.539652269043665
ACH-000887,-0.36345125352365343
ACH-000889,-0.20949674795939055
ACH-000896,-0.33840869138827434
ACH-000898,-0.2830476308039477
ACH-000900,-0.4666947727142554
ACH-000901,-0.2942211039788797
ACH-000905,-0.29962282484577096
ACH-000906,-0.3607894581571742
ACH-000907,-0.27567059251495485
ACH-000910,-0.3144239355656288
ACH-000911,-0.2317030913089924
ACH-000912,-0.2290939728182693
ACH-000913,-0.31801326984992023
ACH-000915,-0.3423588488722133
ACH-000916,-0.013311301689072292
ACH-000917,-0.2079760861969989
ACH-000920,-0.3679700127164021
ACH-000921,-0.3111762363587777
ACH-000924,-0.2743448192573319
ACH-000926,-0.13845541503049394
ACH-000928,-0.23012865297947505
ACH-000929,-0.5891401237561291
ACH-000932,-0.4546459080254538
ACH-000935,-0.14869945294134246
ACH-000936,-0.21829239604033512
ACH-000937,-0.39777445026607106
ACH-000938,-0.1908489199568005
ACH-000939,-0.2072017075004577
ACH-000941,-0.18905708252960704
ACH-000943,-0.1139404919801658
ACH-000946,-0.3089747818418073
ACH-000947,-0.24539629485221376
ACH-000948,-0.3564152377389083
ACH-000950,-0.2872111025475751
ACH-000953,-0.3614785187549529
ACH-000954,-0.22253136450880653
ACH-000957,-0.3544489634132493
ACH-000958,-0.3701718762278329
ACH-000960,-0.32688281457693125
ACH-000963,-0.2638310524505288
ACH-000968,-0.0812528025193062
ACH-000969,-0.2421784193653372
ACH-000972,-0.08793482163135233
ACH-000973,-0.3465419607077376
ACH-000974,-0.4065267996577565
ACH-000978,-0.12068837432146155
ACH-000984,-0.4755530487953596
ACH-000986,-0.21546878233315744
ACH-000988,-0.3077150777133488
ACH-000993,-0.23318320358958344
ACH-000994,-0.6356549905324975
ACH-000996,-0.3822710176707931
ACH-001001,-0.36837914956736817
ACH-001020,-0.2748578103625772
ACH-001028,-0.3158495134794093
ACH-001031,-0.4561488522514882
ACH-001038,-0.3116602896308415
ACH-001048,-0.34629219007393763
ACH-001050,-0.437881403709229
ACH-001053,-0.1872434433674118
ACH-001054,-0.4532453390617542
ACH-001061,-0.2811732692444536
ACH-001067,-0.17277676769829792
ACH-001075,-0.29608167878768393
ACH-001096,-0.2242323753559351
ACH-001111,-0.12413312186706887
ACH-001119,0.045262250216033764
ACH-001128,-0.4311637646306938
ACH-001134,-0.16029917242691902
ACH-001151,-0.33579006360075425
ACH-001163,-0.4234106441272325
ACH-001164,-0.27269315035375724
ACH-001183,-0.2662604885895887
ACH-001192,-0.3391342436104469
ACH-001193,0.06924984427392833
ACH-001196,-0.3682435735721934
ACH-001197,0.01333072111029457
ACH-001205,-0.3715921763600391
ACH-001211,-0.4113970279868266
ACH-001212,-0.5759850631169744
ACH-001228,-0.3268396515211344
ACH-001232,-0.3352285084852472
ACH-001239,-0.18295252607995874
ACH-001270,-0.31879825162993713
ACH-001274,-0.5616163774607315
ACH-001275,-0.3243858536073563
ACH-001277,-0.19317814879221196
ACH-001278,-0.31520126146390354
ACH-001280,-0.4246686919763408
ACH-001283,-0.3202804980453037
ACH-001289,-0.21517611969480646
ACH-001300,-0.4000116014038356
ACH-001301,-0.4778836747274053
ACH-001302,-0.4519124061089028
ACH-001306,-0.367077608787477
ACH-001318,-0.3465853008745069
ACH-001322,-0.28728077793388657
ACH-001328,-0.3896302219316896
ACH-001332,-0.32136252384346153
ACH-001336,-0.2961708685555467
ACH-001346,-0.12136723713877373
ACH-001353,-0.2732217021315099
ACH-001354,-0.4417991252762111
ACH-001367,-0.2586236075742172
ACH-001368,-0.33189603814296953
ACH-001374,-0.35608263037793164
ACH-001377,-0.3644024933768597
ACH-001380,-0.27902024085840915
ACH-001391,-0.3302437700318825
ACH-001408,-0.23125418921696306
ACH-001430,-0.4360478475534017
ACH-001431,-0.3610392789060805
ACH-001450,-0.21759098746954825
ACH-001496,-0.29104298383785315
ACH-001500,-0.13871784046868074
ACH-001523,-0.13193648269264055
ACH-001532,-0.35741989993124473
ACH-001550,-0.16083620117380298
ACH-001552,-0.1767152144569123
ACH-001554,-0.30202986701563234
ACH-001654,-0.35906469071901626
ACH-001735,-0.28963743174900625
ACH-001736,-0.4001375485625488
ACH-001737,-0.6848073106463891
ACH-001740,-0.24507780491253184
ACH-001745,-0.24181031595141544
ACH-001765,-0.3017566980882217
