,CPEB1 (64506)
ACH-000004,-0.17053102086978214
ACH-000005,0.020925922948909225
ACH-000007,-0.18234817450887245
ACH-000009,-0.054372580966042014
ACH-000011,-0.07914389394960501
ACH-000012,-0.06544366683016407
ACH-000013,-0.1859175372811196
ACH-000014,-0.04965647699912715
ACH-000015,-0.15082933522112627
ACH-000017,-0.12749937284612078
ACH-000018,-0.0005712986408672923
ACH-000019,-0.15613191087596556
ACH-000021,-0.08516868114026997
ACH-000022,-0.2318146267888717
ACH-000025,-0.06904457677355155
ACH-000028,-0.0902130750746935
ACH-000030,-0.1264173200962193
ACH-000035,-0.09594141270221553
ACH-000036,-0.03594980063171141
ACH-000037,-0.09694083718800713
ACH-000039,-0.1997495734663496
ACH-000040,-0.1794691809715002
ACH-000041,-0.2354783001957843
ACH-000042,-0.16502090464146274
ACH-000045,-0.005823653487976004
ACH-000047,-0.1894182093090837
ACH-000052,-0.2439600088003581
ACH-000053,-0.1810646668844152
ACH-000054,-0.1571969758450267
ACH-000055,-0.11733937278249293
ACH-000060,-0.20005609757661488
ACH-000067,-0.04178072364628447
ACH-000070,-0.10042322269850333
ACH-000075,-0.01676814986664075
ACH-000078,-0.1220548984763392
ACH-000082,-0.1770817742994183
ACH-000085,0.0034865903921366733
ACH-000086,-0.13923357534974634
ACH-000087,-0.13638062417650607
ACH-000092,-0.14377470344379728
ACH-000095,-0.18840670838191487
ACH-000097,-0.13739219930236904
ACH-000098,-0.2363662673121215
ACH-000099,-0.2851313737261613
ACH-000108,-0.161830583015341
ACH-000113,-0.0816448020224186
ACH-000116,-0.21984976046704333
ACH-000118,-0.0880137371870192
ACH-000120,-0.14312010777707151
ACH-000123,-0.17077926362526946
ACH-000127,-0.115830781428977
ACH-000128,-0.2138756859901274
ACH-000132,-0.11108545051723624
ACH-000133,-0.042083801105807415
ACH-000137,-0.12917114076703545
ACH-000138,-0.0614046869946894
ACH-000142,-0.012239172042289468
ACH-000143,-0.08483083633625317
ACH-000146,-0.11526582870157492
ACH-000148,-0.1113210286471168
ACH-000150,-0.1065312822854687
ACH-000152,-0.049487097443724426
ACH-000153,-0.12306768565178712
ACH-000159,-0.036173253236889635
ACH-000160,-0.2070543166953204
ACH-000163,-0.052575806774046815
ACH-000167,0.008960291497631372
ACH-000168,-0.15849058716278322
ACH-000169,-0.06676178159043401
ACH-000178,-0.1507976381349853
ACH-000183,-0.1377543238540564
ACH-000188,-0.09721817134812556
ACH-000189,-0.14968236241733407
ACH-000190,0.015126711393895487
ACH-000198,-0.1249500750201908
ACH-000203,-0.04411001374113874
ACH-000204,-0.16518333761896076
ACH-000206,-0.14348585213283338
ACH-000207,-0.19790397962169876
ACH-000208,-0.3343225183758543
ACH-000210,-0.4508610170736545
ACH-000211,-0.12540397047994134
ACH-000215,-0.08308353034310541
ACH-000221,-0.19159937114282086
ACH-000222,-0.13840057326447908
ACH-000223,-0.2169968642461004
ACH-000226,-0.05545344493018358
ACH-000227,-0.2101613209763675
ACH-000228,-0.005716458937342892
ACH-000231,-0.1680783155641611
ACH-000232,-0.11886757338129418
ACH-000233,-0.14676685426167285
ACH-000234,-0.1950823496694724
ACH-000235,-0.11413763918087452
ACH-000237,-0.1361801911559454
ACH-000238,-0.2292347490755653
ACH-000242,-0.3947898489556298
ACH-000243,-0.13309220878981656
ACH-000244,-0.2171870243902653
ACH-000246,-0.03795563196099734
ACH-000248,-0.1381937926209513
ACH-000250,-0.2214112473470498
ACH-000251,-0.19338381696728807
ACH-000252,-0.4147655382863984
ACH-000253,-0.19625535403764374
