,NCAN (1463)
ACH-000544,-0.09592820557435404
ACH-000545,-0.3164315152589739
ACH-000547,-0.11605602169340108
ACH-000548,-0.05692831825505325
ACH-000549,-0.2050427961923804
ACH-000550,-0.15013847002492006
ACH-000552,-0.22459404213614506
ACH-000556,-0.20242564814228686
ACH-000557,-0.14185858531267914
ACH-000569,-0.19891243294738634
ACH-000570,-0.08714002779660687
ACH-000571,-0.2251480976156452
ACH-000573,-0.039173554968002185
ACH-000576,-0.1285746171948387
ACH-000579,-0.2368654761897644
ACH-000580,-0.09972644892446086
ACH-000584,-0.28514298337889915
ACH-000585,-0.14662882827484258
ACH-000588,0.007971853813280038
ACH-000589,-0.0927908126745014
ACH-000591,-0.2257541389027684
ACH-000593,-0.11817155209306578
ACH-000600,-0.1086250193631196
ACH-000601,-0.16734136906472202
ACH-000605,-0.09186024656101488
ACH-000606,-0.2307750906437705
ACH-000608,-0.11111175106408352
ACH-000614,0.134554501511822
ACH-000616,-0.20212623590633735
ACH-000618,-0.09092151789578133
ACH-000619,-0.20568339176006192
ACH-000620,-0.15659121545410418
ACH-000621,-0.2063691664652094
ACH-000622,-0.16095868926119375
ACH-000623,-0.2709547131241323
ACH-000624,-0.1312924873681047
ACH-000627,-0.25679584526492705
ACH-000630,-0.23187477755518374
ACH-000631,0.07781630185362788
ACH-000632,-0.14979861029647867
ACH-000633,-0.3090694059332814
ACH-000637,-0.18895067510736294
ACH-000638,-0.15761764453064106
ACH-000646,-0.08625098865246941
ACH-000647,-0.07791629676769031
ACH-000648,-0.2748898228700352
ACH-000649,-0.06054186385003655
ACH-000651,-0.1497352886887272
ACH-000652,-0.324475052013966
ACH-000653,-0.30311506879482697
ACH-000657,-0.12902342119170096
ACH-000658,-0.14261040721551074
ACH-000661,-0.18331216564978176
ACH-000662,-0.01627008266122895
ACH-000663,-0.1981151146076746
ACH-000665,-0.2971174171126057
ACH-000671,-0.19273907271391888
ACH-000672,-0.062110794777262876
ACH-000673,-0.06122864196317849
ACH-000676,-0.1512984126769284
ACH-000677,-0.3148841583045464
ACH-000681,-0.18106273122468647
ACH-000683,-0.18755376026551165
ACH-000684,-0.03256979999045925
ACH-000688,-0.07912812573897154
ACH-000693,-0.2706890987922968
ACH-000694,-0.051318475309894585
ACH-000695,0.06674117714666501
ACH-000696,-0.15471623186219255
ACH-000697,-0.16063757593918546
ACH-000699,-0.06997125549705988
ACH-000701,-0.17163754563807024
ACH-000706,-0.15389821699190104
ACH-000711,-0.1942586729091504
ACH-000713,-0.22730687227275526
ACH-000714,-0.13426692686738753
ACH-000718,-0.15806033572830888
ACH-000720,-0.1979788664960341
ACH-000721,-0.25303146077952043
ACH-000724,-0.16722383773847854
ACH-000725,-0.3645312936803316
ACH-000732,-0.0036671983232887976
ACH-000734,-0.3025735055580043
ACH-000735,-0.07397037025755539
ACH-000736,-0.08578295134498587
ACH-000738,-0.0979242167504152
ACH-000746,-0.2319614496522648
ACH-000747,-0.13872602798711475
ACH-000748,-0.13978819717762367
ACH-000753,-0.2197901256366433
ACH-000756,-0.1072770740196908
ACH-000757,-0.11240565372233408
ACH-000758,-0.17999089692479273
ACH-000760,0.012880507233624034
ACH-000762,-0.11342247506278028
ACH-000763,-0.14008483749408535
ACH-000764,-0.4328051332164555
ACH-000765,-0.17814465375123756
ACH-000766,-0.05000665666132381
ACH-000767,-0.05485288689410865
ACH-000768,-0.18011261214170585
ACH-000769,-0.15884778024829438
ACH-000770,-0.07559612580921836
ACH-000771,-0.11178850651628562
ACH-000773,-0.1772382297655289
ACH-000776,-0.260563777649561
ACH-000777,-0.1488013476742484
ACH-000778,-0.288935303890307
ACH-000781,-0.12178979073732114
ACH-000782,-0.2422905412659852
ACH-000783,-0.034727573591245696
ACH-000784,-0.16628225987855472
ACH-000785,-0.2337374014307725
ACH-000787,-0.06826033019441366
ACH-000788,-0.1788731803618617
ACH-000791,-0.21960376539697946
ACH-000792,-0.2605525582763891
ACH-000794,-0.2666606369360442
ACH-000796,-0.0634253460480407
ACH-000798,0.04057344541736377
ACH-000799,-0.2508089201093899
ACH-000800,-0.3590533251132955
ACH-000802,-0.2305555096149662
ACH-000804,-0.01963016851104122
ACH-000805,-0.13339281340813122
ACH-000809,-0.17162751978841448
ACH-000810,-0.14629544153813384
ACH-000811,-0.1171966692597673
ACH-000817,-0.2287331233336264
ACH-000819,-0.19119986214034
ACH-000820,0.039395024585691066
ACH-000821,-0.01330711628061338
ACH-000822,-0.1971119907215509
ACH-000823,-0.2062237014561724
ACH-000824,-0.03778593335005128
ACH-000827,-0.13992135339976766
ACH-000829,-0.1316668930644329
ACH-000831,-0.19023033676341405
ACH-000832,-0.0696221797383215
ACH-000833,-0.08905809780269533
ACH-000834,-0.2269165315888179
ACH-000835,-0.006866647585860441
ACH-000836,-0.2582625948288965
ACH-000837,-0.2952073896421774
ACH-000838,-0.07038828959995604
ACH-000839,-0.13404231759765006
ACH-000840,-0.06750406512438575
ACH-000841,-0.19614978959815196
ACH-000843,0.028558161996396436
ACH-000846,-0.12224086190943513
ACH-000847,-0.11255356714716973
ACH-000848,-0.19363720030850007
ACH-000849,-0.25448829873183504
ACH-000851,-0.2039825672577562
ACH-000855,-0.16262847430769126
ACH-000856,-0.4061268658864231
ACH-000858,-0.16306373548592148
ACH-000859,-0.07999188028353735
ACH-000861,-0.151487201192772
ACH-000862,-0.16260288328116765
ACH-000865,-0.09764764267797103
ACH-000866,-0.08307204649885633
ACH-000867,-0.09799749264835507
ACH-000869,-0.16961077957827614
ACH-000872,-0.19104899229876104
ACH-000873,-0.0389452514446231
ACH-000876,-0.25286399473205035
ACH-000878,-0.07688396832538734
ACH-000880,-0.17033188175341854
ACH-000881,-0.1452338062518633
ACH-000882,-0.2527723657103613
ACH-000884,-0.0704575120270824
ACH-000885,-0.03474421202354567
ACH-000887,-0.1859718669584338
ACH-000889,-0.09964550516046093
ACH-000896,-0.13891041747245803
ACH-000898,-0.10329790289571862
ACH-000900,-0.13283755084108773
ACH-000901,-0.044172663251005634
ACH-000905,-0.14820177562752107
ACH-000906,-0.08966971150298209
ACH-000907,-0.00983595130612411
ACH-000910,-0.05044189567669552
ACH-000911,-0.1798540905870727
ACH-000912,-0.1194161304053206
ACH-000913,-0.16667379995388293
ACH-000915,-0.26486043109735435
ACH-000916,-0.14491170006260248
ACH-000917,-0.25184365794105684
ACH-000920,-0.31744525148073005
ACH-000921,0.004536757791578154
ACH-000924,-0.14302148732017486
ACH-000926,-0.19749106141142211
ACH-000928,-0.17095905840860698
ACH-000929,-0.14630484656546205
ACH-000932,-0.16282478198997613
ACH-000935,0.004995172014983348
ACH-000936,-0.2055400546945516
ACH-000937,-0.13632102199750482
ACH-000938,-0.1836620848415376
ACH-000939,-0.2497629422498045
ACH-000941,-0.4353159630478285
ACH-000943,-0.2255755986794712
ACH-000946,-0.09769092995689338
ACH-000947,-0.08083898611242908
ACH-000948,-0.1862830842611184
ACH-000950,-0.2335368308293548
ACH-000953,-0.19679387305573404
ACH-000954,-0.2564247321343109
ACH-000957,-0.1126477573498573
ACH-000958,-0.3807349402373322
ACH-000960,-0.2182232289782756
ACH-000963,-0.13269173906154855
ACH-000968,-0.109491853148996
ACH-000969,-0.2108610479886408
ACH-000972,-0.121408520140739
ACH-000973,-0.08994446134261404
ACH-000974,-0.1296179604579384
ACH-000978,-0.3472972397511204
ACH-000984,-0.4139447765747164
ACH-000986,-0.10896138198118807
ACH-000988,-0.0755894759274138
ACH-000993,-0.1952541343248192
ACH-000994,-0.11233806035527673
ACH-000996,-0.1923370519964014
ACH-001001,-0.11347131520588816
ACH-001020,-0.4042154316189838
ACH-001028,-0.18081327549619555
ACH-001031,-0.23767711821678825
ACH-001038,-0.1341788139324878
ACH-001048,-0.221012406496693
ACH-001050,-0.2042042438446504
ACH-001053,0.06461441093515267
ACH-001054,-0.12813676579638544
ACH-001061,-0.2002710747087531
ACH-001067,-0.21682637453822745
ACH-001075,0.031362959212868864
ACH-001096,0.037880833916878326
ACH-001111,-0.033263510773151414
ACH-001119,-0.23120690749908165
ACH-001128,-0.19216162211623147
ACH-001134,-0.1382075857916335
ACH-001151,-0.12780530546625685
ACH-001163,-0.1879011074750922
ACH-001164,0.08058719481450329
ACH-001183,-0.1996266219622466
ACH-001192,-0.046418224914179886
ACH-001193,-0.004502170086677226
ACH-001196,-0.08756520426643702
ACH-001197,-0.22997194056762
ACH-001205,-0.17958407297588388
ACH-001211,-0.17320176905437729
ACH-001212,-0.06566326392418317
ACH-001228,-0.1806914087525684
ACH-001232,0.02547533514201137
ACH-001239,-0.036929528685305205
ACH-001270,-0.12391579711411978
ACH-001274,-0.14673709996238926
ACH-001275,-0.2874573776042993
ACH-001277,-0.2704047599305929
ACH-001278,-0.3040937433106724
ACH-001280,-0.2213788412513175
ACH-001283,0.030469004851553405
ACH-001289,-0.4152834105214469
ACH-001300,-0.18760799518765828
ACH-001301,-0.27202353263752216
ACH-001302,-0.2059651751953185
ACH-001306,-0.3794591650678916
ACH-001318,0.006515684913708057
ACH-001322,-0.17620414706790452
ACH-001328,-0.17792247672970332
ACH-001332,-0.3348597648674743
ACH-001336,-0.15349684839654107
ACH-001346,-0.19596930057161333
ACH-001353,-0.14388022698601516
ACH-001354,0.09159200014294214
ACH-001367,-0.3544331725069827
ACH-001368,-0.22526315590650198
ACH-001374,-0.14451388062236872
ACH-001377,-0.1731530737086832
ACH-001380,-0.22167385453755856
ACH-001391,-0.232681818994401
ACH-001408,-0.12096249475309212
ACH-001430,0.10919946914702504
ACH-001431,-0.037885401518916034
ACH-001450,-0.17693037719747126
ACH-001496,-0.2449848771087369
ACH-001500,-0.22203401436786827
ACH-001523,0.03501333687840783
ACH-001532,-0.10175371320200356
ACH-001550,-0.0900931867351874
ACH-001552,-0.19001291400385856
ACH-001554,-0.17417748674498082
ACH-001654,-0.16319160571383015
ACH-001735,-0.24163369326737694
ACH-001736,-0.2725847699506058
ACH-001737,-0.24462393120237336
ACH-001740,-0.18059631869077705
ACH-001745,-0.21426563426445708
ACH-001765,-0.2427147123622013
