,YEATS4 (8089)
ACH-000004,-0.5991331339598934
ACH-000005,-0.5103947011117372
ACH-000007,-0.7767850917253638
ACH-000009,-0.7961098245123165
ACH-000011,-0.7600842113619035
ACH-000012,-0.8897795437094497
ACH-000013,-0.8561308639496867
ACH-000014,-0.7527011238884433
ACH-000015,-0.7456418462090744
ACH-000017,-0.8260098790202328
ACH-000018,-0.6911336757713052
ACH-000019,-0.5212824967747652
ACH-000021,-0.6703320261931952
ACH-000022,-0.7398682862167986
ACH-000025,-0.9671867115664544
ACH-000028,-0.5114816029750705
ACH-000030,-0.8816821026946555
ACH-000035,-0.880253198953114
ACH-000036,-0.8071146768801858
ACH-000037,-0.7931641016954337
ACH-000039,-0.5759235942625183
ACH-000040,-0.7455663980976834
ACH-000041,-0.7557345112637388
ACH-000042,-0.7574970111469193
ACH-000045,-0.7469989999402434
ACH-000047,-0.5500409561110422
ACH-000052,-0.9670194647008936
ACH-000053,-0.6775772126462962
ACH-000054,-0.6190687329935781
ACH-000055,-0.97349419713278
ACH-000060,-0.7807885439348069
ACH-000067,-0.8917631477675371
ACH-000070,-0.676422916148384
ACH-000075,-0.8232804286106243
ACH-000078,-0.6272846841451339
ACH-000082,-0.4635128899688182
ACH-000085,-0.6888924616858798
ACH-000086,-0.6869181689213539
ACH-000087,-0.7531562671088413
ACH-000092,-0.8606154139794774
ACH-000095,-0.6534413816057826
ACH-000097,-0.6481350209776451
ACH-000098,-1.0926082148290686
ACH-000099,-0.6398785746553176
ACH-000108,-0.7073942093216053
ACH-000113,-0.8226970825544879
ACH-000116,-0.7911487097717702
ACH-000118,-0.931569932668164
ACH-000120,-0.6728730818378227
ACH-000123,-0.6299976891627569
ACH-000127,-0.7793132752740358
ACH-000128,-0.7968456034537512
ACH-000132,-0.5857392749577555
ACH-000133,-0.8183320723243778
ACH-000137,-0.8911873322922631
ACH-000138,-0.4909171800694955
ACH-000142,-0.6261953651328059
ACH-000143,-0.7695746148914089
ACH-000146,-0.5383567732599476
ACH-000148,-0.9378641021083908
ACH-000150,-0.8153429184722415
ACH-000152,-0.8583262334287304
ACH-000153,-0.6850140355100557
ACH-000159,-0.5930305071849011
ACH-000160,-0.551507853923576
ACH-000163,-0.5503900184452046
ACH-000167,-0.6348204361082243
ACH-000168,-0.7463564711851762
ACH-000169,-0.6430995498558157
ACH-000178,-0.7878110314848095
ACH-000183,-0.9507508175168572
ACH-000188,-0.7215645246236033
ACH-000189,-0.8053084738040386
ACH-000190,-0.5542182777799937
ACH-000198,-0.7702873307652857
ACH-000203,-0.7874049593836834
ACH-000204,-0.6389790454796334
ACH-000206,-0.8905520040130804
ACH-000207,-0.6490465311064436
ACH-000208,-0.8505558499236441
ACH-000210,-0.6434753922964913
ACH-000211,-0.8031671025868191
ACH-000215,-0.9826039170566232
ACH-000221,-0.7021767854485316
ACH-000222,-0.6798673035889043
ACH-000223,-0.650904209197177
ACH-000226,-0.6251211881309685
ACH-000227,-0.5979532526634121
ACH-000228,-0.7941945670776633
ACH-000231,-1.0270273408806614
ACH-000232,-0.8282350044273719
ACH-000233,-0.8005484895992088
ACH-000234,-0.8105190096139844
ACH-000235,-0.6008355480702982
ACH-000237,-0.8852337677341373
ACH-000238,-0.7835809160831588
ACH-000242,-0.5551532124449834
ACH-000243,-0.8228372105847603
ACH-000244,-0.6793984972546341
ACH-000246,-0.7045655311908873
ACH-000248,-0.8920365914363221
ACH-000250,-0.7670016511990176
ACH-000251,-0.9496328120684939
ACH-000252,-0.9047998589248432
ACH-000253,-0.5927351505184048
ACH-000255,-0.7427316641766067
ACH-000256,-0.5894527895978794
ACH-000257,-0.5280025843810825
ACH-000258,-0.78632419192401
ACH-000259,-0.7665886600778565
ACH-000260,-0.8267897415995685
ACH-000261,-0.6863896253188841
ACH-000262,-0.7430165384439849
ACH-000263,-0.5710861486461385
ACH-000264,-0.836577184449535
ACH-000265,-0.7799402892730368
ACH-000266,-0.6075286682863327
ACH-000272,-0.4528362664194763
ACH-000274,-0.32265568780477644
ACH-000277,-0.7268691072203326
ACH-000278,-0.9887766268204656
ACH-000279,-0.6484436285434433
ACH-000280,-0.7357798467417009
ACH-000281,-0.9338141130586296
ACH-000288,-0.8179983433531898
ACH-000291,-0.6312994923990868
ACH-000293,-0.7177249517328734
ACH-000294,-0.7686745830299718
ACH-000295,-0.8377661150077418
ACH-000296,-0.7258489550362213
ACH-000302,-0.8299245429181287
ACH-000304,-0.6474984050252627
ACH-000307,-0.6887463546994657
ACH-000308,-0.8368214844300549
ACH-000310,-0.5405900509820839
ACH-000311,-0.6101451458600797
ACH-000312,-0.7308810493900398
ACH-000315,-0.9179624395224201
ACH-000316,-0.8745086012479767
ACH-000317,-0.9944927982175638
ACH-000318,-0.7237039976581313
ACH-000319,-0.7455957992132651
ACH-000320,-0.6660684774368556
ACH-000322,-0.8778226897100881
ACH-000323,-0.5201481751890715
ACH-000324,-0.6635273536727907
ACH-000329,-0.6552015590659763
ACH-000330,-0.7985063715053722
ACH-000331,-0.9570277602237696
ACH-000332,-0.8460810862473856
ACH-000334,-0.6805378900709232
ACH-000335,-0.7974106081247927
ACH-000336,-0.8414827846182942
ACH-000337,-0.7450888569156765
ACH-000338,-0.772642737222742
ACH-000339,-0.9059973814268568
ACH-000341,-0.5045689477638887
ACH-000348,-0.8881023228701368
ACH-000350,-0.4915558432597226
ACH-000352,-0.5555644811557732
ACH-000356,-0.8263974376987879
ACH-000361,-0.8979968841273662
ACH-000362,-0.7177365617429645
ACH-000363,-0.6397893094305515
ACH-000364,-0.8196208191863168
ACH-000365,-0.7112664075545708
ACH-000366,-0.7050107279527247
ACH-000368,-0.6984823005716045
ACH-000374,-0.5901076995192448
ACH-000375,-0.4858511837844666
ACH-000376,-0.5784030577986989
ACH-000381,-0.538075837874084
ACH-000383,-0.5221013040738465
ACH-000387,-0.7395211756857107
ACH-000389,-0.7764701675120107
ACH-000390,-0.8251554191018126
ACH-000393,-0.6997704413028928
ACH-000395,-0.6559817508704534
ACH-000396,-1.028431716093505
ACH-000397,-0.81466336273104
ACH-000401,-0.7317528495218638
ACH-000402,-0.8285588172335622
ACH-000403,-0.6901836975282325
ACH-000404,-0.8590622891061981
ACH-000406,-0.9501500639837474
ACH-000407,-0.932757521557515
ACH-000408,-0.997234097281844
ACH-000410,-0.6506745173507804
ACH-000411,-0.8176256070201394
ACH-000414,-0.7785089537243939
ACH-000415,-0.6165287475893141
ACH-000416,-0.8724565169597825
ACH-000420,-0.6277067582346243
ACH-000421,-0.8167366447938911
ACH-000424,-0.4606454966899357
ACH-000425,-0.7879308004433659
ACH-000426,-0.7386542133569675
ACH-000427,-0.7944360410139694
ACH-000433,-0.6669944050441989
ACH-000435,-0.9636211652060459
ACH-000436,-0.6429530064111044
ACH-000444,-0.9352574487187628
ACH-000445,-0.955230029638298
ACH-000448,-0.7276963242757651
ACH-000450,-0.6518986605072445
ACH-000452,-0.881238166882587
ACH-000454,-0.8704182754752829
ACH-000458,-0.8195089827605949
ACH-000459,-0.6834180630329981
ACH-000460,-0.938375920482068
ACH-000461,-0.7649341876727621
ACH-000463,-0.8228521921263295
ACH-000464,-0.8520189206414547
ACH-000466,-0.8520247099003487
ACH-000467,-0.6948751563791138
ACH-000468,-0.6656748407485066
ACH-000469,-0.7711698352993525
ACH-000470,-0.4765133961461991
ACH-000471,-0.5828978590545941
ACH-000472,-0.7950564875983459
ACH-000473,-0.6527019978004991
ACH-000475,-0.6867909715193927
ACH-000476,-0.5845437962593615
ACH-000477,-0.5285274773119296
ACH-000479,-0.7839545457964157
ACH-000480,-0.6736742538505059
ACH-000481,-0.7482417292186191
ACH-000483,-0.4218470612145705
ACH-000484,-0.8883051804088852
ACH-000485,-0.7320897271475296
ACH-000486,-0.7439620555645334
ACH-000487,-0.7888660462766942
ACH-000488,-0.7026990019155548
ACH-000490,-0.8375349111499628
ACH-000491,-0.4383111991796896
ACH-000495,-0.8634242306609936
ACH-000496,-0.8088895601244561
ACH-000499,-0.6081918482401178
ACH-000500,-0.5672738334223721
ACH-000502,-0.8775557788787147
ACH-000503,-0.8178004503332023
ACH-000505,-0.7754548545573994
ACH-000507,-0.7217508451904205
ACH-000510,-0.5256951412415789
ACH-000511,-0.5848440180691895
ACH-000512,-0.6564123131508841
ACH-000516,-0.8044285206358831
ACH-000517,-0.6825269233469725
ACH-000518,-0.991297826179218
ACH-000520,-0.9427921300999966
ACH-000521,-0.7696153680558827
ACH-000522,-0.8135573220846379
ACH-000524,-0.569714268813606
ACH-000527,-0.7349874170664799
ACH-000528,-0.6054002758499728
ACH-000537,-0.7600894623040189
ACH-000541,-0.5470967038024758
ACH-000542,-0.7318186193324212
ACH-000544,-0.8027629164634477
ACH-000545,-0.836260450779175
ACH-000547,-0.7369435880623101
ACH-000548,-0.7564006786941104
ACH-000549,-0.6938826755591505
ACH-000550,-0.7659248251327756
ACH-000552,-0.6793745893120681
ACH-000556,-0.5510415719723635
ACH-000557,-0.7550209237305189
ACH-000569,-0.6549131064232727
ACH-000570,-0.8183765335712228
ACH-000571,-0.6214415082235683
ACH-000573,-0.7011190221223701
ACH-000576,-0.7558759023499066
ACH-000579,-0.7892877426561266
ACH-000580,-0.8947053147035379
ACH-000584,-0.7774439909892956
ACH-000585,-0.6292598048955778
ACH-000588,-0.7949782134500006
ACH-000589,-0.7195443922407972
ACH-000591,-0.711570740522542
ACH-000593,-0.5480084875173806
ACH-000600,-0.5821494454803143
ACH-000601,-0.9294682170337888
ACH-000605,-0.969025603946398
ACH-000606,-0.8766053617503778
ACH-000608,-0.4600293032896883
ACH-000614,-0.8621474653493312
ACH-000616,-1.0031768590572374
ACH-000618,-0.8839743205236984
ACH-000619,-0.7916172742721754
ACH-000620,-0.6647711017385671
ACH-000621,-0.6664210447867813
ACH-000622,-0.6477512973290536
ACH-000623,-0.4393964014198105
ACH-000624,-0.8148696729948731
ACH-000627,-0.7280128429483288
ACH-000630,-0.8140780469550625
ACH-000631,-0.6465256807155911
ACH-000632,-0.9695428947719452
ACH-000633,-0.39734541937737705
ACH-000637,-0.6017309828205427
ACH-000638,-0.8838957631198845
ACH-000646,-0.5965986970578481
ACH-000647,-0.4779239805946418
ACH-000648,-0.7483364714246962
ACH-000649,-0.8654830853880164
ACH-000651,-0.6109950989928187
ACH-000652,-0.7356090197678876
ACH-000653,-0.8881801959989953
ACH-000657,-0.7757464024291794
ACH-000658,-0.8368821199717386
ACH-000661,-0.6938758021663927
ACH-000662,-0.43641387929186
ACH-000663,-0.7071512607615618
ACH-000665,-0.7394758036557517
ACH-000671,-0.5637142424231165
ACH-000672,-0.6498966014006615
ACH-000673,-0.9056454168829522
ACH-000676,-0.8095742979479382
ACH-000677,-0.6609758394620973
ACH-000681,-0.5573746077789725
ACH-000683,-0.588744341238504
ACH-000684,-0.8537807040530873
ACH-000688,-1.0023563310674029
ACH-000693,-0.6761065088159595
ACH-000694,-0.7927171871441154
ACH-000695,-0.8129063726905069
ACH-000696,-0.8765945263347885
ACH-000697,-0.8142327227991983
ACH-000699,-0.6612367831038701
ACH-000701,-0.8046180104955507
ACH-000706,-0.6202906201270286
ACH-000711,-0.7723518731832478
ACH-000713,-0.7918825466125391
ACH-000714,-0.673736380596558
ACH-000718,-0.8614715494014994
ACH-000720,-0.8879360765224191
ACH-000721,-0.8017759633458849
ACH-000724,-0.7657691133874116
ACH-000725,-0.6220645052473512
ACH-000732,-0.9221115109093468
ACH-000734,-0.6436284100460432
ACH-000735,-0.7842153863263944
ACH-000736,-0.5552181297848002
ACH-000738,-0.7374419812540091
ACH-000746,-0.6293804778151945
ACH-000747,-0.8892129052552795
ACH-000748,-0.6209235239409878
ACH-000753,-0.9146510623581159
ACH-000756,-0.91355285541751
ACH-000757,-0.6560565674191878
ACH-000758,-0.8620819058329326
ACH-000760,-0.5602340346363892
ACH-000762,-0.8779969787173418
ACH-000763,-0.9937196305280168
ACH-000764,-0.7770561908158639
ACH-000765,-0.9519318578046244
ACH-000766,-0.5417331933615871
ACH-000767,-0.5425401633775303
ACH-000768,-0.9166478802396524
ACH-000769,-0.6475671884332084
ACH-000770,-0.5457433975528448
ACH-000771,-0.7955489470845694
ACH-000773,-0.6178247065310412
ACH-000776,-0.8843771269466323
ACH-000777,-0.7662237239109665
ACH-000778,-0.53436486309138
ACH-000781,-0.5787698892556224
ACH-000782,-0.9098530361225179
ACH-000783,-0.7000768412584667
ACH-000784,-0.5030025061478072
ACH-000785,-0.7381030266570179
ACH-000787,-0.5629598569906292
ACH-000788,-0.8702224610069978
ACH-000791,-0.5455660163837263
ACH-000792,-0.8803247002760111
ACH-000794,-0.704100113718588
ACH-000796,-0.6521455824976441
ACH-000798,-0.8140916893701008
ACH-000799,-1.100137090256576
ACH-000800,-0.8688766542459156
ACH-000802,-0.8710469712940097
ACH-000804,-0.5951268946451074
ACH-000805,-0.9088773969765938
ACH-000809,-0.6633354749713585
ACH-000810,-0.725684945183173
ACH-000811,-0.6921602295596647
ACH-000817,-0.6963920010460241
ACH-000819,-0.8197122407158173
ACH-000820,-0.6333798226113394
ACH-000821,-0.9874019321494842
ACH-000822,-0.9923376705280472
ACH-000823,-0.9083818120694248
ACH-000824,-0.6086247677779926
ACH-000827,-0.8619657865177679
ACH-000829,-0.8557316346537778
ACH-000831,-0.8036028594651391
ACH-000832,-0.8735865597946822
ACH-000833,-0.6479175619495677
ACH-000834,-0.6714283516565444
ACH-000835,-0.9617258303681028
ACH-000836,-0.6214982141348961
ACH-000837,-0.73645496786272
ACH-000838,-0.6508607423336179
ACH-000839,-0.8031637789702613
ACH-000840,-0.7825377425945178
ACH-000841,-0.8182887371848373
ACH-000843,-0.7480072090737805
ACH-000846,-0.4872810809768682
ACH-000847,-0.818022160732958
ACH-000848,-0.5813090836866797
ACH-000849,-0.7240200645534245
ACH-000851,-0.8118794704486868
ACH-000855,-0.7343960274162307
ACH-000856,-0.6640207048736186
ACH-000858,-0.4708977716069772
ACH-000859,-0.7045975895001239
ACH-000861,-0.7891374280863984
ACH-000862,-0.6389192759752517
ACH-000865,-0.8368487592249284
ACH-000866,-0.8716062765538133
ACH-000867,-0.5494567879350272
ACH-000869,-0.6932632106629493
ACH-000872,-0.4367565287399606
ACH-000873,-0.8722374461822534
ACH-000876,-0.5844189038423168
ACH-000878,-0.836097278086965
ACH-000880,-0.7179785843000319
ACH-000881,-0.9960676239440269
ACH-000882,-0.7058373324680757
ACH-000884,-0.8356221706982655
ACH-000885,-0.5520813830338691
ACH-000887,-0.5826569806407599
ACH-000889,-0.7247957956256809
ACH-000896,-0.7910230379112041
ACH-000898,-0.894374372307723
ACH-000900,-0.8270619475353308
ACH-000901,-0.8547656564582454
ACH-000905,-0.7890863598420016
ACH-000906,-0.6838841814116997
ACH-000907,-0.8998258583733275
ACH-000910,-0.5483283618893853
ACH-000911,-0.9232379393120024
ACH-000912,-0.9237250238072576
ACH-000913,-0.8658999158213271
ACH-000915,-0.97799575426749
ACH-000916,-0.9312163230412858
ACH-000917,-0.6738152618992416
ACH-000920,-0.7513586376940504
ACH-000921,-0.7830178039446313
ACH-000924,-0.6051474232687155
ACH-000926,-0.6332567622775285
ACH-000928,-0.7565450862913821
ACH-000929,-0.5879275083300929
ACH-000932,-0.7103219061004827
ACH-000935,-0.7517269432504882
ACH-000936,-0.6932800780387512
ACH-000937,-0.6451697930399122
ACH-000938,-0.7398886601176354
ACH-000939,-0.5542302255439466
ACH-000941,-0.9091634524051068
ACH-000943,-0.7174279884869896
ACH-000946,-0.8228129646821821
ACH-000947,-0.8584249515266135
ACH-000948,-0.8262191603270008
ACH-000950,-0.8368690651675669
ACH-000953,-0.5037011504574574
ACH-000954,-0.7615500196432089
ACH-000957,-0.5815669011695749
ACH-000958,-0.8173575476307047
ACH-000960,-0.6370424947815146
ACH-000963,-0.9026824555526552
ACH-000968,-0.8185504435206773
ACH-000969,-0.6408215984667747
ACH-000972,-0.8742460120571451
ACH-000973,-0.7578161206278042
ACH-000974,-0.9357936716331692
ACH-000978,-0.8163219952921502
ACH-000984,-0.8131378226796439
ACH-000986,-0.5796480742920347
ACH-000988,-0.99822730659883
ACH-000993,-0.7304243237648296
ACH-000994,-0.6878013892255275
ACH-000996,-0.7418948332805838
ACH-001001,-0.3848909868495703
ACH-001020,-0.5406813734372524
ACH-001028,-0.7336125566724669
ACH-001031,-0.8252811261049067
ACH-001038,-0.749584538147619
ACH-001048,-0.8811527818969068
ACH-001050,-0.7958059316205005
ACH-001053,-0.6080783557785964
ACH-001054,-0.7578718379082998
ACH-001061,-0.7982201331993041
ACH-001067,-0.7952438281130328
ACH-001075,-0.8388211993890142
ACH-001096,-1.6766264574891576
ACH-001111,-0.7451239008308942
ACH-001119,-0.838664783515912
ACH-001128,-0.2323230246224044
ACH-001134,-0.9746364560309296
ACH-001151,-0.7748274517497303
ACH-001163,-0.7955400989963158
ACH-001164,-0.6895644613689528
ACH-001183,-0.7805436256749655
ACH-001192,-0.6762781475920718
ACH-001193,-0.7517005837609753
ACH-001196,-0.2214623795237728
ACH-001197,-0.5120325389758678
ACH-001205,-0.7840020738185475
ACH-001211,-0.5457436588753914
ACH-001212,-0.7294665388630982
ACH-001228,-0.7682118924081602
ACH-001232,-0.9173440808375098
ACH-001239,-0.7481657629964533
ACH-001270,-0.8488272366871195
ACH-001274,-0.5831054999869382
ACH-001275,-0.5625868950106846
ACH-001277,-0.5682869910367613
ACH-001278,-0.5826149428718491
ACH-001280,-0.21388346186097548
ACH-001283,-0.665221176904041
ACH-001289,-0.5965941454685214
ACH-001300,-0.6974945049533234
ACH-001301,-0.7667306134285135
ACH-001302,-0.6413071958716019
ACH-001306,-0.9357305772304788
ACH-001318,-0.6461306046301357
ACH-001322,-0.8109941480656493
ACH-001328,-0.8412223465871499
ACH-001332,-0.9547771497085448
ACH-001336,-0.916277983715619
ACH-001346,-0.7903815114484573
ACH-001353,-0.6370228384506278
ACH-001354,-0.6641449352860663
ACH-001367,-0.8267796481508537
ACH-001368,-0.8026395109846344
ACH-001374,-0.8328139987321207
ACH-001377,-0.5756974691855078
ACH-001380,-0.6094628922420179
ACH-001391,-0.7372286672863696
ACH-001408,-0.7711350670494873
ACH-001430,-0.6829376698793703
ACH-001431,-0.6160563274409929
ACH-001450,-0.7535956989502203
ACH-001496,-0.8794679494944774
ACH-001500,-0.5717677927625578
ACH-001523,-0.8795161662230451
ACH-001532,-0.696436701041193
ACH-001550,-0.6638012115312238
ACH-001552,-0.8824210685322492
ACH-001554,-0.7320829607961659
ACH-001654,-0.8114749524717634
ACH-001735,-0.4356980677478639
ACH-001736,-0.7664390837227953
ACH-001737,-0.4379662791436663
ACH-001740,-0.7682810375167995
ACH-001745,-0.7096021465258607
ACH-001765,-0.5007187709632407
