,PRKCZ (5590)
ACH-001096,-0.18150323059891646
ACH-001111,-0.2586056618514626
ACH-001119,-0.1033598239760338
ACH-001128,-0.0015554014448405124
ACH-001134,-0.12909900097220206
ACH-001151,-0.2323141320587083
ACH-001163,-0.4119435918918761
ACH-001164,0.1454803219778467
ACH-001183,-0.24601077093980456
ACH-001192,-0.29784825772832
ACH-001193,-0.4579655429277079
ACH-001196,-0.3305184374640285
ACH-001197,-0.16868124316803726
ACH-001205,-0.030653511401850107
ACH-001211,-0.23879069614530474
ACH-001212,-0.3572829845346133
ACH-001228,-0.3617905584601092
ACH-001232,-0.3126373546181311
ACH-001239,-0.07539116300573909
ACH-001270,-0.41863028240419603
ACH-001274,-0.24338461216005644
ACH-001275,-0.4109363888802178
ACH-001277,-0.3778941402472072
ACH-001278,-0.13650415369289204
ACH-001280,-0.2554682407466415
ACH-001283,-0.3163348009749758
ACH-001289,-0.13505752808534122
ACH-001300,-0.12527330971658732
ACH-001301,-0.3045580883689812
ACH-001302,-0.2658976258511769
ACH-001306,-0.2209992405000151
ACH-001318,-0.17039828559302667
ACH-001322,-0.15311519546209926
ACH-001328,-0.3266473001424962
ACH-001332,-0.06618715754540401
ACH-001336,-0.04005132779038123
ACH-001346,-0.1328602912610423
ACH-001353,-0.3216314435022744
ACH-001354,0.10552352752319234
ACH-001367,-0.3932864701352019
ACH-001368,-0.20700169999862675
ACH-001374,-0.6018789648886492
ACH-001377,-0.14799042098198048
ACH-001380,-0.31214875445642964
ACH-001391,-0.1805277847814664
ACH-001408,-0.08470170039374084
ACH-001430,-0.5231303989492759
ACH-001431,-0.4038264161430438
ACH-001450,-0.15512880327647216
ACH-001496,-0.11805529817018118
ACH-001500,-0.2328359062204059
ACH-001523,-0.27887975604002474
ACH-001532,-0.21812129989584667
ACH-001550,-0.1656816079942836
ACH-001552,-0.35114138979114684
ACH-001554,-0.09698329224907898
ACH-001654,-0.2367545178434749
ACH-001735,-0.1901759200097713
ACH-001736,-0.14792967761686607
ACH-001737,-0.4090680561604905
ACH-001740,-0.2020271850959098
ACH-001745,-0.2824435492893873
ACH-001765,-0.13310196966069013
