,PRKCZ (5590)
ACH-000004,-0.12127737030900593
ACH-000005,-0.31362755635567685
ACH-000007,-0.08556031473068325
ACH-000009,-0.4373532944421158
ACH-000011,-0.013304640506676112
ACH-000012,-0.1470534576965833
ACH-000013,-0.24426436863357054
ACH-000014,-0.0271049924206854
ACH-000015,-0.17728311417391504
ACH-000017,-0.2614619193908354
ACH-000018,-0.2234140221556002
ACH-000019,-0.12767361995221976
ACH-000021,-0.2499728160834239
ACH-000022,-0.054482174589305085
ACH-000025,-0.3022389876145389
ACH-000028,-0.17576748578667584
ACH-000030,-0.2241007747867052
ACH-000035,-0.3249465918101122
ACH-000036,-0.31729779559642896
ACH-000037,-0.2682193191212978
ACH-000039,-0.3605927276953194
ACH-000040,-0.2673438896700932
ACH-000041,-0.3129670853824837
ACH-000042,-0.23286776583555796
ACH-000045,-0.3043519296081991
ACH-000047,-0.41727687723458456
ACH-000052,-0.2426114338718903
ACH-000053,-0.16145494882352807
ACH-000054,-0.2474529000272402
ACH-000055,-0.006780896789529794
ACH-000060,-0.1766414421537771
ACH-000067,-0.1992721891083903
ACH-000070,-0.1675238274588095
ACH-000075,-0.11834439237362805
ACH-000078,-0.3070971861450124
ACH-000082,-0.08410282413411672
ACH-000085,-0.26096555925911663
ACH-000086,-0.2307054355320628
ACH-000087,-0.32854047989735624
ACH-000092,-0.2814603229139203
ACH-000095,-0.2327382434081962
ACH-000097,-0.34078395849440724
ACH-000098,-0.2395374845141869
ACH-000099,-0.2948602209496097
ACH-000108,-0.4452976716822175
ACH-000113,-0.06471431342264455
ACH-000116,-0.18032787446027246
ACH-000118,-0.10500658651958053
ACH-000120,-0.12396416491619823
ACH-000123,-0.2927023848243279
ACH-000127,-0.14101222289305007
ACH-000128,-0.3011312306458629
ACH-000132,-0.18113469171178964
ACH-000133,-0.2762644045913277
ACH-000137,-0.3284379758484965
ACH-000138,-0.4122789418425813
ACH-000142,-0.4039456534570599
ACH-000143,-0.25364281178662235
ACH-000146,-0.17816156438655556
ACH-000148,-0.2911430693947352
ACH-000150,-0.5441417484674413
ACH-000152,0.0006521524927509472
ACH-000153,-0.10830760492152458
ACH-000159,-0.10618229426496832
ACH-000160,-0.16185940632571655
ACH-000163,-0.09704250646323476
ACH-000167,-0.2737250551883349
ACH-000168,-0.06493648720298592
ACH-000169,-0.04162900700646981
ACH-000178,-0.21562258466178466
ACH-000183,-0.3940776821583665
ACH-000188,-0.3739382491730565
ACH-000189,-0.17261568079802628
ACH-000190,-0.15137235977287214
ACH-000198,-0.029711114444812677
ACH-000203,-0.19767360010007048
ACH-000204,-0.10336169101157572
ACH-000206,-0.17790505932679276
ACH-000207,-0.24315532635635626
ACH-000208,-0.3734606854811599
ACH-000210,-0.04372064743695571
ACH-000211,-0.27081360667898274
ACH-000215,-0.2368809078014445
ACH-000221,-0.3590293404760208
ACH-000222,-0.2316995705122019
ACH-000223,-0.1863224390566124
ACH-000226,-0.07146875463995858
ACH-000227,-0.2093515556504369
ACH-000228,-0.11620564081600772
ACH-000231,-0.2627723531081412
ACH-000232,-0.16544622090628092
ACH-000233,-0.3236686338775126
ACH-000234,-0.2638784219989399
ACH-000235,-0.2669091067009368
ACH-000237,-0.25688905134019024
ACH-000238,-0.2098628187288672
ACH-000242,-0.21227098372655392
ACH-000243,-0.10335895441159064
ACH-000244,-0.3129831959014749
ACH-000246,-0.1933371742553152
ACH-000248,-0.22803458182069605
ACH-000250,-0.31519437646679
ACH-000251,-0.07813215032836139
ACH-000252,-0.1701538604983564
ACH-000253,-0.13507008096609988
ACH-000255,-0.07056625418347079
ACH-000256,-0.31387849182777905
ACH-000257,-0.5040266472927961
ACH-000258,-0.08086855906700588
ACH-000259,-0.15662981712779128
ACH-000260,-0.21314239644565186
ACH-000261,-0.2288528182843921
ACH-000262,-0.3252796855385835
ACH-000263,-0.08672907210861236
ACH-000264,-0.2962071626167317
ACH-000265,-0.13715692934233956
ACH-000266,-0.32174271153942824
ACH-000272,-0.14192792123536024
ACH-000274,-0.15091677477516208
ACH-000277,-0.15233993062579496
ACH-000278,-0.3492775847275427
ACH-000279,-0.3419173283088057
ACH-000280,-0.41600018430132735
ACH-000281,-0.2340869324271501
ACH-000288,-0.43114601921876056
ACH-000291,-0.1967265867360703
ACH-000293,-0.2813677638734618
ACH-000294,-0.27563530153082383
ACH-000295,-0.2639696584706639
ACH-000296,-0.3711640852012369
ACH-000302,-0.3796796267997252
ACH-000304,-0.2989576602179145
ACH-000307,-0.19734986100725055
ACH-000308,-0.18859909740424693
ACH-000310,-0.2042583843324768
ACH-000311,-0.17328503313499202
ACH-000312,-0.2617899334371961
ACH-000315,-0.10852869722613376
ACH-000316,-0.2476581149346393
ACH-000317,-0.3646131017050928
ACH-000318,-0.12094252737067004
ACH-000319,-0.24340613965798996
ACH-000320,-0.16309493481489584
ACH-000322,-0.2137529881745767
ACH-000323,-0.25828817121720943
ACH-000324,-0.2649488766977475
ACH-000329,-0.24479432690070835
ACH-000330,-0.17446529875599992
ACH-000331,-0.06628560899783846
ACH-000332,-0.19421321456067586
ACH-000334,-0.03727159439110006
ACH-000335,-0.09589362631452597
ACH-000336,0.02801025516558649
ACH-000337,-0.08953419497324877
ACH-000338,-0.20085562443892305
ACH-000339,-0.14471223504931066
ACH-000341,-0.1780945425543777
ACH-000348,-0.1434851015886586
ACH-000350,-0.18380199537184194
ACH-000352,-0.323075592557974
ACH-000356,-0.2392185727318463
ACH-000361,-0.32241516160088324
ACH-000362,-0.26098541905377026
ACH-000363,-0.19117514339888572
ACH-000364,-0.4164569280802637
ACH-000365,-0.09922943876273067
ACH-000366,-0.23887541802299564
ACH-000368,-0.402952418753098
ACH-000374,-0.18021142817987565
ACH-000375,-0.4463133738904429
ACH-000376,-0.05112806082628231
ACH-000381,-0.17936052030891786
ACH-000383,-0.2527946904652393
ACH-000387,-0.26687726540926954
ACH-000389,-0.3714029974663904
ACH-000390,-0.1877763611956995
ACH-000393,-0.2796246613916903
ACH-000395,-0.28576181491231645
ACH-000396,-0.18403974916001506
ACH-000397,-0.21526552386110032
ACH-000401,-0.2219039546938302
ACH-000402,0.04516781796941778
ACH-000403,-0.24226322351194576
ACH-000404,-0.06348961526007225
ACH-000406,-0.2373421130688189
ACH-000407,-0.25039243772287345
ACH-000408,-0.06103985722578595
ACH-000410,-0.08839666805245265
ACH-000411,-0.12239177282809832
ACH-000414,-0.1796349806116021
ACH-000415,-0.1628873369090122
ACH-000416,-0.3110107330461168
ACH-000420,-0.28226052979402083
ACH-000421,-0.2305237642541512
ACH-000424,-0.11633022284543384
ACH-000425,-0.20661912988016007
ACH-000426,-0.1069324351455399
ACH-000427,-0.18329496495780745
ACH-000433,-0.2675578441072233
ACH-000435,-0.4076911679272599
ACH-000436,-0.10604302829420847
ACH-000444,-0.05782586191695267
ACH-000445,-0.3442875059697882
ACH-000448,-0.1987763507109445
ACH-000450,-0.1259334391828141
ACH-000452,-0.2475613399922569
ACH-000454,-0.07885341291180263
ACH-000458,-0.3771734519094752
ACH-000459,-0.27497961479959543
ACH-000460,-0.29896996224883265
ACH-000461,-0.2261731430435329
ACH-000463,-0.14674851503918182
ACH-000464,-0.23524247470990695
ACH-000466,-0.4825623516171658
ACH-000467,-0.2568327835220329
ACH-000468,-0.22228168353655656
ACH-000469,-0.3499729122593657
ACH-000470,-0.312521728094772
ACH-000471,-0.2264826039832204
ACH-000472,-0.15662881290035846
ACH-000473,-0.29186588344203435
ACH-000475,-0.2007288062491916
ACH-000476,-0.3334572830158995
ACH-000477,0.1187741922567941
ACH-000479,-0.03712686082978516
ACH-000480,-0.15773280916787988
ACH-000481,-0.07733222736811017
ACH-000483,-0.2656681275757896
ACH-000484,-0.4580753053310706
ACH-000485,-0.13216179991228386
ACH-000486,-0.3359625831497217
ACH-000487,-0.2253082370151773
ACH-000488,-0.23967897507865635
ACH-000490,-0.18028854299476998
ACH-000491,-0.20874242177233646
ACH-000495,-0.059116946691784425
ACH-000496,-0.24058932688226595
ACH-000499,0.02047591332552167
ACH-000500,-0.2341478772760724
ACH-000502,-0.41183729033195343
ACH-000503,-0.15398449688539315
ACH-000505,-0.23442799845754966
ACH-000507,-0.22073215102209315
ACH-000510,-0.2162257914248128
ACH-000511,-0.24004111499508546
ACH-000512,-0.0567973574953897
ACH-000516,-0.15199057790752898
ACH-000517,-0.14780058678326688
ACH-000518,-0.17193366935826015
ACH-000520,-0.11931199926837352
ACH-000521,-0.2485977446248409
ACH-000522,-0.1861980923810071
ACH-000524,-0.3576213143838409
ACH-000527,-0.1989473194586287
ACH-000528,-0.1207134898005766
ACH-000537,-0.3217519381416033
ACH-000541,-0.426208051763456
ACH-000542,-0.31153310063152456
ACH-000544,-0.1816460027966464
ACH-000545,-0.11568313123592475
ACH-000547,-0.3224333380898108
ACH-000548,-0.10990460316529092
ACH-000549,-0.228040745884922
ACH-000550,-0.3528593212816116
ACH-000552,-0.337527928616313
ACH-000556,-0.08122986640421889
ACH-000557,-0.16622091288572338
ACH-000569,-0.3514064782570725
ACH-000570,-0.2833278839445007
ACH-000571,-0.17106549658396691
ACH-000573,-0.19343252807581546
ACH-000576,-0.12323239597866803
ACH-000579,-0.11910507094091775
ACH-000580,-0.4194185262090661
ACH-000584,-0.2554272699998164
ACH-000585,-0.21460204573036892
ACH-000588,-0.19250483876108312
ACH-000589,-0.12161439672642428
ACH-000591,-0.17724208315603632
ACH-000593,-0.2606005753472741
ACH-000600,-0.20451224170890125
ACH-000601,-0.18598777693387505
ACH-000605,-0.049770217040635015
ACH-000606,-0.27612319861649925
ACH-000608,-0.4009423010485339
ACH-000614,-0.2330061369012474
ACH-000616,-0.19341751240194016
ACH-000618,-0.1830387595891844
ACH-000619,-0.20365990151276905
ACH-000620,-0.3064722274407421
ACH-000621,-0.21663196548477506
ACH-000622,-0.13195621011267747
ACH-000623,-0.14409773767746473
ACH-000624,-0.2684701027097951
ACH-000627,-0.3133642973956153
ACH-000630,-0.2850991984857334
ACH-000631,-0.2972093069090181
ACH-000632,-0.24023974922626026
ACH-000633,-0.30019130113426984
ACH-000637,-0.18932607375582944
ACH-000638,-0.1918637507557917
ACH-000646,-0.44170895111172603
ACH-000647,-0.2242095164031882
ACH-000648,-0.3137574337872261
ACH-000649,-0.240955447242666
ACH-000651,-0.165339380320668
ACH-000652,-0.2469992991400319
ACH-000653,-0.005613539802107626
ACH-000657,-0.2817298444670394
ACH-000658,-0.08558562452119538
ACH-000661,-0.21388680218041448
ACH-000662,-0.08224952918880052
ACH-000663,-0.07997361549782947
ACH-000665,-0.10048459979913232
ACH-000671,-0.37568680141379823
ACH-000672,-0.07363176437552664
ACH-000673,-0.2771685490513799
ACH-000676,-0.14332031592423145
ACH-000677,-0.12710015533626026
ACH-000681,-0.11509895504699805
ACH-000683,-0.2966343433668272
ACH-000684,-0.3988836991327315
ACH-000688,-0.475711187591891
ACH-000693,-0.2315722511016262
ACH-000694,-0.1567494003484072
ACH-000695,-0.3720793309013373
ACH-000696,-0.273169266893795
ACH-000697,-0.27722454381062617
ACH-000699,-0.2563970378014025
ACH-000701,-0.14952658431398813
ACH-000706,-0.08474550296526769
ACH-000711,-0.12610264715794864
ACH-000713,-0.19502329630507104
ACH-000714,-0.3423132470854173
ACH-000718,-0.1817367012477996
ACH-000720,-0.1711897820570053
ACH-000721,-0.2472567181878749
ACH-000724,-0.2004623297830916
ACH-000725,-0.14310143999830452
ACH-000732,-0.1509065990030424
ACH-000734,-0.18910287781095192
ACH-000735,-0.2261744233653396
ACH-000736,-0.04489878489354362
ACH-000738,-0.23334346069960946
ACH-000746,-0.219605496605378
ACH-000747,-0.2303487569267725
ACH-000748,-0.1208602860888517
ACH-000753,-0.29253502898801315
ACH-000756,-0.2584711069152269
ACH-000757,-0.14751308404616842
ACH-000758,-0.4536114597679201
ACH-000760,-0.17776750965240928
ACH-000762,-0.0229311719104535
ACH-000763,-0.11179284474030522
ACH-000764,-0.09981628647674973
ACH-000765,-0.1714443128114182
ACH-000766,-0.07460435382145776
ACH-000767,-0.17298593892531888
ACH-000768,-0.20159975627748175
ACH-000769,-0.26244017690190313
ACH-000770,-0.16238870851232615
ACH-000771,-0.1813954585201069
ACH-000773,-0.1996488074158705
ACH-000776,-0.18048007426342103
ACH-000777,-0.2952397474535904
ACH-000778,-0.13302316727753624
ACH-000781,-0.19485020911169332
ACH-000782,-0.5498869534164558
ACH-000783,-0.3368758809347994
ACH-000784,-0.24984391109723106
ACH-000785,-0.09326742136576674
ACH-000787,-0.17599480873051182
ACH-000788,-0.194253433763482
ACH-000791,-0.09781242350845172
ACH-000792,-0.1505322474707984
ACH-000794,-0.3811642250330953
ACH-000796,-0.4667097971301293
ACH-000798,-0.12728172408916394
ACH-000799,-0.2690496180079018
ACH-000800,-0.4163742183440772
ACH-000802,-0.02279214247244979
ACH-000804,-0.2476563249558512
ACH-000805,-0.09958580693142216
ACH-000809,-0.3275407786470026
ACH-000810,-0.14175418230632786
ACH-000811,-0.21456848174800947
ACH-000817,-0.2271174064220137
ACH-000819,-0.13520137576257266
ACH-000820,-0.6703049591261787
ACH-000821,-0.1265935658667553
ACH-000822,-0.07483101411138984
ACH-000823,-0.16112850850599558
ACH-000824,-0.2929747315324103
ACH-000827,-0.2887648638779129
ACH-000829,-0.12888419919817734
ACH-000831,-0.13421411707406622
ACH-000832,-0.17039196327526018
ACH-000833,-0.20478656331255693
ACH-000834,-0.2068120111606424
ACH-000835,-0.21168314640791852
ACH-000836,-0.15776120586769676
ACH-000837,-0.12901632371422342
ACH-000838,0.018016404988856316
ACH-000839,-0.2527045150181691
ACH-000840,-0.2206894553887336
ACH-000841,-0.3380943299782874
ACH-000843,-0.24078324328865905
ACH-000846,-0.2123782942651376
ACH-000847,-0.21543534231321976
ACH-000848,-0.04958352406182673
ACH-000849,-0.3954500672538023
ACH-000851,-0.21238593420008994
ACH-000855,0.01696948448541561
ACH-000856,-0.31460601905303937
ACH-000858,-0.24794942197182365
ACH-000859,-0.21872471713780287
ACH-000861,-0.285553900268544
ACH-000862,-0.11254207110786002
ACH-000865,-0.09258749356087784
ACH-000866,-0.09774836206537266
ACH-000867,-0.20994119140582151
ACH-000869,-0.23985670917514976
ACH-000872,-0.15461939283214646
ACH-000873,-0.2461715479831631
ACH-000876,-0.1899471569272784
ACH-000878,-0.11309430235397575
ACH-000880,-0.4862618289414155
ACH-000881,-0.17263794307148395
ACH-000882,-0.31914243038474
ACH-000884,-0.3701756905500892
ACH-000885,-0.2887570156073975
ACH-000887,-0.3548368646970492
ACH-000889,-0.2869149627116083
ACH-000896,-0.05407738321118909
ACH-000898,-0.2994574836677341
ACH-000900,-0.16946680898975602
ACH-000901,-0.3934632046998698
ACH-000905,-0.17342238198552332
ACH-000906,-0.1872821564552751
ACH-000907,-0.09267993389007884
ACH-000910,-0.3525809621733144
ACH-000911,-0.1827791098283672
ACH-000912,-0.21515725753586265
ACH-000913,-0.3448512212693544
ACH-000915,-0.28517013469616204
ACH-000916,-0.04774298439012858
ACH-000917,-0.2353064984775672
ACH-000920,0.1829385192709338
ACH-000921,-0.2837293046539268
ACH-000924,-0.23600350229878506
ACH-000926,-0.14922763724238305
ACH-000928,-0.4366947632410079
ACH-000929,-0.31684745455580826
ACH-000932,0.004358697332149775
ACH-000935,-0.3534409228155596
ACH-000936,-0.21250374592251672
ACH-000937,-0.17736300142950845
ACH-000938,-0.1930127996092661
ACH-000939,-0.4017232627484852
ACH-000941,-0.1852285536343936
ACH-000943,-0.07575591119207799
ACH-000946,-0.1558190489594933
ACH-000947,-0.2749031073701395
ACH-000948,-0.1775839819845243
ACH-000950,-0.02767820877843696
ACH-000953,-0.35631269457384146
ACH-000954,0.05340648879233822
ACH-000957,-0.1395006287855926
ACH-000958,-0.2744960358866575
ACH-000960,-0.300076836372929
ACH-000963,-0.11540556982016922
ACH-000968,-0.09175986042231862
ACH-000969,-0.2933797506526865
ACH-000972,-0.22090945190097594
ACH-000973,-0.18186360901169127
ACH-000974,-0.15974680495158478
ACH-000978,-0.08346448220553236
ACH-000984,-0.3067773519793837
ACH-000986,-0.2520872927066973
ACH-000988,-0.22929901226869
ACH-000993,-0.11079921117006664
ACH-000994,-0.12822828350331925
ACH-000996,-0.2547477486425963
ACH-001001,-0.19744170206379874
ACH-001020,-0.12874409710878687
ACH-001028,-0.26517372740636064
ACH-001031,-0.3401109941069932
ACH-001038,-0.2292539483354644
ACH-001048,-0.2441431678405181
ACH-001050,-0.043809466284786484
ACH-001053,0.0094350096270286
ACH-001054,-0.14233702680700874
ACH-001061,-0.21450798151989012
ACH-001067,-0.3636244658165366
ACH-001075,-0.2388383372045032
