,UTS2R (2837)
ACH-000004,-0.05430001424244196
ACH-000005,-0.10007237770587712
ACH-000007,-0.08612426865866933
ACH-000009,-0.09888468224449168
ACH-000011,-0.0499564783721633
ACH-000012,-0.05359032004212053
ACH-000013,-0.03374198041853145
ACH-000014,-0.1089245735235974
ACH-000015,-0.047473252424257234
ACH-000017,-0.176557915240303
ACH-000018,-0.0015022969338011876
ACH-000019,-0.08738150010304152
ACH-000021,0.004133914023448596
ACH-000022,0.08078289412912787
ACH-000025,-0.07538575267665686
ACH-000028,0.017829705952702824
ACH-000030,-0.1124641961788512
ACH-000035,-0.06305778943760583
ACH-000036,-0.12866488254024624
ACH-000037,-0.06511416170941565
ACH-000039,-0.053881791541382784
ACH-000040,-0.047152005197021285
ACH-000041,0.054730848590599866
ACH-000042,-0.04597287098190761
ACH-000045,-0.030610507538251338
ACH-000047,-0.02399931602723001
ACH-000052,0.1361391254142285
ACH-000053,-0.05608049616857324
ACH-000054,-0.05081860014606696
ACH-000055,0.0784820636482035
ACH-000060,-0.05683971252801589
ACH-000067,0.13678568722906698
ACH-000070,0.014904045376610563
ACH-000075,-0.026078687689063924
ACH-000078,-0.19275386966219968
ACH-000082,-0.001331474881477269
ACH-000085,-0.18615974957185544
ACH-000086,-0.02246145445500169
ACH-000087,-0.08572264941025645
ACH-000092,0.01588871702111989
ACH-000095,-0.07179625167053247
ACH-000097,0.013646076707909334
ACH-000098,-0.033162992134081214
ACH-000099,-0.10407855316724422
ACH-000108,0.08636209722278049
ACH-000113,0.02651626291330893
ACH-000116,-0.0572312971567929
ACH-000118,-0.1364258848288451
ACH-000120,-0.06085027249818474
ACH-000123,-0.05268665545032826
ACH-000127,-0.06262303610634162
ACH-000128,-0.09547821493281232
ACH-000132,0.17447634110921653
ACH-000133,-0.04421008884795075
ACH-000137,-0.18565391440492027
ACH-000138,-0.08452901654772971
ACH-000142,-0.25736780070837545
ACH-000143,-0.04422272256689709
ACH-000146,0.006479520649548626
ACH-000148,-0.06001743419309239
ACH-000150,0.026244104732677374
ACH-000152,-0.13964883179734588
ACH-000153,-0.1838722207645033
ACH-000159,0.016694609121252584
ACH-000160,-0.030639311710982976
ACH-000163,-0.11802414875541198
ACH-000167,-0.2500289832120773
ACH-000168,-0.00926191620750101
ACH-000169,0.08119412675952603
ACH-000178,-0.08933031626116933
ACH-000183,-0.09927680826009318
ACH-000188,0.092794736215349
ACH-000189,0.129056704399627
ACH-000190,9.48383208637391e-05
ACH-000198,-0.029309688374323805
ACH-000203,-0.2286959283052032
ACH-000204,0.15009045828064616
ACH-000206,0.1014523871718677
ACH-000207,-0.14425081341542614
ACH-000208,0.057580249188495414
ACH-000210,-0.2766845115796502
ACH-000211,-0.015932502345596806
ACH-000215,-0.05169317220896616
ACH-000221,-0.09741196378185553
ACH-000222,0.20179655864516274
ACH-000223,0.003433652460175557
ACH-000226,0.09634003612713103
ACH-000227,0.026841281496667917
ACH-000228,-0.015245198226123215
ACH-000231,-0.19199593465008244
ACH-000232,0.03018125021738598
ACH-000233,0.05130624264684719
ACH-000234,-0.16489226519385192
ACH-000235,0.05001730954555862
ACH-000237,0.037842912464290335
ACH-000238,-0.18295109035034315
ACH-000242,0.11160447412568317
ACH-000243,0.03299598518863179
ACH-000244,-0.2484002582126405
ACH-000246,-0.005999344677917753
ACH-000248,0.043021165277296575
ACH-000250,-0.1302542774029144
ACH-000251,-0.16820348044402814
ACH-000252,-0.1288569446618313
ACH-000253,-0.07059180694556268
ACH-000255,-0.1634348265081321
ACH-000256,-0.14749031025335513
ACH-000257,-0.15006205358226782
ACH-000258,-0.12716188054945313
ACH-000259,0.02203936420865332
ACH-000260,0.04984706946250296
ACH-000261,-0.10139142527480643
ACH-000262,0.0488045886358383
ACH-000263,0.2434971855977013
ACH-000264,-0.06290521072054801
ACH-000265,-0.03762368743712668
ACH-000266,-0.054372081241014635
ACH-000272,-0.008267672402296205
ACH-000274,-0.16608379071221416
ACH-000277,0.10491126781534356
ACH-000278,-0.15826963141574033
ACH-000279,0.014012001880049495
ACH-000280,0.030929485269235286
ACH-000281,0.016819266238628814
ACH-000288,-0.07554936093301592
ACH-000291,0.049310410701520715
ACH-000293,-0.048638569279084665
ACH-000294,-0.028633631781595576
ACH-000295,-0.33047597316959154
ACH-000296,-0.05242785554173905
ACH-000302,-0.04912126677167558
ACH-000304,-0.021935694242114605
ACH-000307,-0.09727983619402482
ACH-000308,-0.05149566481916376
ACH-000310,-0.2731155996948508
ACH-000311,0.09180095027289074
ACH-000312,0.09498326548333576
ACH-000315,0.06427884307627728
ACH-000316,0.04291671976261178
ACH-000317,-0.1214177657657213
ACH-000318,0.03719610322161908
ACH-000319,-0.03937624588533165
ACH-000320,0.08343573958161914
ACH-000322,-0.1431778272057492
ACH-000323,-0.044377207479738924
ACH-000324,-0.07443085716643501
ACH-000329,-0.06542286400638186
ACH-000330,-0.07185261533520282
ACH-000331,0.09511110748771412
ACH-000332,0.004811125405600567
