,PDYN (5173)
ACH-000004,0.058481301717033314
ACH-000005,0.13976974218380572
ACH-000007,0.02515697394561376
ACH-000009,0.1026556530388765
ACH-000011,0.12774097186421465
ACH-000012,0.2141967071234848
ACH-000013,0.1099175325524526
ACH-000014,0.10975725178644287
ACH-000015,0.12067163970892762
ACH-000017,-0.08260176294536108
ACH-000018,-0.08637659880481582
ACH-000019,0.14194009046969822
ACH-000021,0.12998268276269545
ACH-000022,-0.0021327331882039324
ACH-000025,0.13195103942324435
ACH-000028,0.03041454629762223
ACH-000030,0.004588282680665732
ACH-000035,0.1188284895306009
ACH-000036,0.09289139061778688
ACH-000037,0.07780000407504563
ACH-000039,0.08177345335452252
ACH-000040,0.03169585310011622
ACH-000041,-0.044481648026147125
ACH-000042,-0.0527785415130969
ACH-000045,-0.12382766059652635
ACH-000047,0.16950734322122418
ACH-000052,0.09656244854979444
ACH-000053,0.007621544194381365
ACH-000054,-0.04922730221287032
ACH-000055,0.04107292763633253
ACH-000060,0.10419666315763604
ACH-000067,0.1302289467315634
ACH-000070,0.0860586093717821
ACH-000075,0.32126616975493305
ACH-000078,-0.07240123619498175
ACH-000082,0.04189394295982332
ACH-000085,0.022493458313063472
ACH-000086,-0.03431562604120944
ACH-000087,-0.04527541500992963
ACH-000092,0.13283166172870742
ACH-000095,0.1003221330498964
ACH-000097,0.0007142747095959719
ACH-000098,0.1362027168473423
ACH-000099,0.003163572855054215
ACH-000108,0.08634277371265517
ACH-000113,-0.009705889933957237
ACH-000116,0.12793522812469896
ACH-000118,-0.03131630475606166
ACH-000120,0.13888371560317775
ACH-000123,0.0749094588519928
ACH-000127,0.013835536804295228
ACH-000128,0.06746972348520239
ACH-000132,0.1884714457984233
ACH-000133,0.0021645251484560947
ACH-000137,0.2473601525359972
ACH-000138,-0.012521580554466429
ACH-000142,0.1363116850209233
ACH-000143,-0.014817444943582187
ACH-000146,-0.020292755319302892
ACH-000148,-0.0594778761254915
ACH-000150,-0.15224027380380056
ACH-000152,0.07265170331291987
ACH-000153,0.13189088119756512
ACH-000159,-0.002806423294384617
