,CES3 (23491)
ACH-000004,-0.05158915293285318
ACH-000005,0.37272417476520936
ACH-000007,0.004455145367481368
ACH-000009,0.05214328694108869
ACH-000011,0.16306708908224352
ACH-000012,-0.22355985739083525
ACH-000013,-0.057984545162317276
ACH-000014,0.029208374493555626
ACH-000015,-0.004839392077739879
ACH-000017,-0.08738243126150395
ACH-000018,0.1071150932644224
ACH-000019,0.14706773699401915
ACH-000021,-0.17533096823877914
ACH-000022,-0.10935225128677606
ACH-000025,-0.11941933562112625
ACH-000028,0.17581315905038158
ACH-000030,0.001061438410004545
ACH-000035,0.02633470281864951
ACH-000036,0.013906795551988508
ACH-000037,-0.18619173395854496
ACH-000039,-0.016264283623310397
ACH-000040,-0.02163200615921952
ACH-000041,0.015285418826261719
ACH-000042,-0.0943734384990762
ACH-000045,-0.13021563920638565
ACH-000047,0.02651098883747896
ACH-000052,-0.13472236113662597
ACH-000053,-0.04138043135191307
ACH-000054,0.07990501491995057
ACH-000055,-0.06814245780080096
ACH-000060,0.02374394273872721
ACH-000067,0.12222581492619435
ACH-000070,-0.18986636430528173
ACH-000075,0.06943684159984506
ACH-000078,0.03120093214244728
ACH-000082,0.016860959572174043
ACH-000085,-0.226450413580132
ACH-000086,-0.10595564974950987
ACH-000087,0.03015315977800568
ACH-000092,-0.029461058255291345
ACH-000095,-0.047561441688176366
ACH-000097,-0.05086005883363582
ACH-000098,-0.07315680505276596
ACH-000099,0.012466338289744062
ACH-000108,-0.13167545154704546
ACH-000113,-0.00550089812661853
ACH-000116,0.013853918586588564
ACH-000118,0.07918967059069228
ACH-000120,-0.1948419826166816
ACH-000123,-0.050270779431729626
ACH-000127,-0.06462866649553077
ACH-000128,0.008103191638024776
ACH-000132,-0.0021417726653938747
ACH-000133,-0.1543349006519042
ACH-000137,-0.007224216797597817
ACH-000138,0.048768072839074174
ACH-000142,-0.01669277082419294
ACH-000143,0.029153542287969618
ACH-000146,-0.10176401893131827
ACH-000148,-0.18110088880239275
ACH-000150,-0.041905873410358965
ACH-000152,-0.06625021302113887
ACH-000153,0.17106777538106765
ACH-000159,-0.039903529150988486
ACH-000160,0.02460488800710492
ACH-000163,0.14479144869533675
ACH-000167,-0.15007583636680602
ACH-000168,-0.08689886594597006
ACH-000169,0.10338803166303556
ACH-000178,-0.011696292440712236
ACH-000183,-0.0679108074073076
ACH-000188,-0.14838303035451192
ACH-000189,-0.02078618110988084
ACH-000190,-0.06830254684064223
ACH-000198,0.04438316538594031
ACH-000203,-0.002197746458955346
ACH-000204,-0.07540460302717206
