,MCF2L (23263)
ACH-000004,0.05229370980933678
ACH-000005,0.22325410414956348
ACH-000007,0.205199702580438
ACH-000009,0.1910694631420076
ACH-000011,0.1468277035380376
ACH-000012,0.18997521093262232
ACH-000013,0.07778862409654802
ACH-000014,0.0827169726796493
ACH-000015,0.07076156178758224
ACH-000017,0.07398702674204614
ACH-000018,0.06818003917203623
ACH-000019,0.268947881640186
ACH-000021,0.14704578851390715
ACH-000022,-0.01979224661317055
ACH-000025,0.12118588042939912
ACH-000028,0.18714749584847976
ACH-000030,0.1628548394690556
ACH-000035,0.021278012315491885
ACH-000036,0.06022156562431431
ACH-000037,0.09065462029548972
ACH-000039,0.06900279908278527
ACH-000040,0.0018611101125658323
ACH-000041,0.0702428411577631
ACH-000042,-0.025976243215833247
ACH-000045,0.1323233816622689
ACH-000047,-0.017505069518405608
ACH-000052,0.3674176624916731
ACH-000053,0.07745291440091588
ACH-000054,0.0065941489862670595
ACH-000055,0.17005785629018327
ACH-000060,0.05319430351084305
ACH-000067,0.11225869272220236
ACH-000070,0.1298178816433564
ACH-000075,0.1891568485485292
ACH-000078,0.013572158488897665
ACH-000082,0.04654014022585329
ACH-000085,0.047898467599412936
ACH-000086,0.11545943414406355
ACH-000087,-0.07896786933170713
ACH-000092,0.13155175245540046
ACH-000095,0.10141152160673196
ACH-000097,-0.024545864553197204
ACH-000098,0.13833866691748892
ACH-000099,0.13839549675411886
ACH-000108,0.04046354282979569
ACH-000113,0.05600381841222684
ACH-000116,0.06565763596893143
ACH-000118,0.05573650699494958
ACH-000120,0.12803998204369274
ACH-000123,0.04594451747564799
ACH-000127,0.117803474309422
ACH-000128,-0.061411551006543524
ACH-000132,0.04418562142836885
ACH-000133,0.06073229774150165
ACH-000137,-0.0168240484859281
ACH-000138,0.17566386886006696
ACH-000142,0.04817683866105862
ACH-000143,0.041214217943458926
ACH-000146,0.13094536084546818
ACH-000148,-0.011205333013400856
ACH-000150,0.10930431845892292
ACH-000152,0.05161322480049257
ACH-000153,0.13838400441873985
ACH-000159,0.18256017382803147
ACH-000160,0.27513799669452177
ACH-000163,-0.002976188741224879
ACH-000167,0.28223676431003675
ACH-000168,0.11209051615972124
ACH-000169,0.2970493842579156
ACH-000178,0.060662175877539234
ACH-000183,0.10375254568906006
ACH-000188,0.13904783189465988
ACH-000189,-0.03766351245293261
ACH-000190,0.2400728013955288
ACH-000198,0.04746496846903679
ACH-000203,0.13447665721425606
ACH-000204,0.30149420891422524
ACH-000206,0.10351016649437424
ACH-000207,0.04873608467538895
ACH-000208,-0.0927504835548948
ACH-000210,0.13642855939608364
ACH-000211,0.12778668168112867
ACH-000215,0.15378915272816868
ACH-000221,0.14669618363690795
ACH-000222,0.017656205871016392
ACH-000223,0.1632832530111504
ACH-000226,0.2961435475647825
ACH-000227,0.10890439376327424
ACH-000228,-0.07188059523923876
ACH-000231,0.16198902427694334
ACH-000232,0.10622607082762367
ACH-000233,0.10908754758780477
ACH-000234,0.049081484486759086
ACH-000235,0.05587193749631997
ACH-000237,0.14064355432051195
ACH-000238,0.1354469172688826
ACH-000242,-0.02594808994634091
ACH-000243,0.1078568356182057
ACH-000244,0.4287456235748409
ACH-000246,0.00893143718459453
ACH-000248,0.3416680173684143
ACH-000250,0.0841256928047751
ACH-000251,0.11141842140410058
ACH-000252,-0.07624585852646404
ACH-000253,0.1438970368913872
ACH-000255,0.2323946828238994
ACH-000256,-0.05206432492899103
ACH-000257,0.012524149555149052
ACH-000258,0.22033818984789474
ACH-000259,0.05795796095825221
ACH-000260,0.016367379274025845
ACH-000261,0.09922406854900473
ACH-000262,0.09770637422108512
ACH-000263,0.05191290711774585
ACH-000264,0.0441053398068431
ACH-000265,-0.04655279158038296
ACH-000266,0.04850213609709502
ACH-000272,0.1362212819792229
ACH-000274,0.08168828199961205
ACH-000277,0.08623689526795901
ACH-000278,0.14579012200904176
ACH-000279,0.06923500917095245
ACH-000280,0.0338406534375191
ACH-000281,0.048990291857479926
ACH-000288,-0.010516875536989208
ACH-000291,0.06407698138668971
ACH-000293,0.07519955826485945
ACH-000294,0.03706846560392815
ACH-000295,0.08722012468954995
ACH-000296,0.058221731887302286
ACH-000302,0.02726953974609855
ACH-000304,0.18577865226257545
ACH-000307,0.06090309189192364
ACH-000308,0.20185969168631626
ACH-000310,0.015936396064194742
ACH-000311,0.009777113033368465
ACH-000312,0.11039948975336003
ACH-000315,0.271006755506682
ACH-000316,-0.0006954004464924282
ACH-000317,0.06280693028873449
ACH-000318,0.16940936068086027
ACH-000319,0.057461140547606114
ACH-000320,0.08848744724461742
ACH-000322,0.13679145920542735
ACH-000323,0.1414034125103814
ACH-000324,0.07315392238437031
ACH-000329,0.1494321603627082
ACH-000330,0.021516691690349143
ACH-000331,0.014959182625446347
ACH-000332,0.1243368763302755
ACH-000334,0.16694298819812947
ACH-000335,0.2550689828055297
ACH-000336,0.003176132740811449
ACH-000337,0.1837085974022132
ACH-000338,-0.013472875963005377
ACH-000339,0.16352434317014505
ACH-000341,0.026471378731456042
ACH-000348,0.0934925442997125
ACH-000350,0.09836228065565276
ACH-000352,0.021485461872348673
ACH-000356,0.1195496460941845
ACH-000361,0.08971344434329112
ACH-000362,0.17830801397988166
ACH-000363,0.10157205582729277
ACH-000364,0.15476835753688822
ACH-000365,-0.106154753888454
ACH-000366,0.14583369551261585
ACH-000368,0.03133709365665175
ACH-000374,0.22613576885110545
ACH-000375,0.04793570198968639
ACH-000376,0.12299367865831573
ACH-000381,0.12479360097247752
ACH-000383,0.05736521393605878
ACH-000387,0.2108966392159076
ACH-000389,0.05864423557245663
ACH-000390,0.19046182633380404
ACH-000393,0.06162813400376524
ACH-000395,-0.0020981274678516914
ACH-000396,0.09900740667810144
ACH-000397,0.028209074989655795
ACH-000401,0.030986777060357018
ACH-000402,0.1879011820446248
ACH-000403,-0.011994577796707795
ACH-000404,0.32319877735374897
ACH-000406,0.10665615053671328
ACH-000407,0.1020285078661816
ACH-000408,0.2751586844240613
ACH-000410,0.2425684624429111
ACH-000411,0.047413468847735424
ACH-000414,0.08956666740357105
ACH-000415,0.10310958563146533
ACH-000416,0.07691001322212157
ACH-000420,0.06736601356255444
ACH-000421,0.1888738675627724
ACH-000424,0.0596419306411743
ACH-000425,0.1772929871151711
ACH-000426,0.10306063694793724
ACH-000427,0.056769010269557114
ACH-000433,0.05583388316778154
ACH-000435,0.259614089371095
ACH-000436,0.24502893675559986
ACH-000444,0.0017179322515994474
