,MEF2D (4209)
ACH-000004,0.08374743692936125
ACH-000005,0.09478588890665376
ACH-000007,0.06097832825960025
ACH-000009,-0.18805445109620755
ACH-000011,-0.049953904526193436
ACH-000012,-0.019608601439971327
ACH-000013,-0.1818855731757584
ACH-000014,-0.10230566670420804
ACH-000015,-0.072277573887627
ACH-000017,-0.09338337164271084
ACH-000018,-0.12297801638293007
ACH-000019,-0.03057464098099848
ACH-000021,-0.1682252353984926
ACH-000022,-0.12714482567459182
ACH-000025,-0.1215943188412317
ACH-000028,-0.04610413607006684
ACH-000030,0.09355724623848302
ACH-000035,-0.14879106203172685
ACH-000036,-0.060680705868612815
ACH-000037,-0.11209169913237146
ACH-000039,-0.13839484838846816
ACH-000040,0.017492522251031626
ACH-000041,-0.06295413245959719
ACH-000042,-0.1859318321787704
ACH-000045,-0.6726709374461154
ACH-000047,-0.1361632023746192
ACH-000052,-0.13274883110685878
ACH-000053,0.0017102371420052848
ACH-000054,-0.18256306563861527
ACH-000055,-0.11586321895863705
ACH-000060,-0.055939777192368416
ACH-000067,0.0305942716995372
ACH-000070,-0.21682377024376973
ACH-000075,0.05573841528374821
ACH-000078,-0.00020102020939039418
ACH-000082,-0.07436475580489252
ACH-000085,-0.07103531992368692
ACH-000086,-0.2793400919516615
ACH-000087,-0.11490495497689884
ACH-000092,-0.17809509332945306
ACH-000095,-0.14035779930139547
ACH-000097,-0.04155739383002995
ACH-000098,-0.037278903662969695
ACH-000099,0.04211083198350162
ACH-000108,-0.20446509369839494
ACH-000113,-0.7137743211838291
ACH-000116,-0.13647077712505656
ACH-000118,-0.0029664191750787714
ACH-000120,-0.023224740518160574
ACH-000123,0.07239491755952847
ACH-000127,0.07542988557639857
ACH-000128,-0.021045917038613526
ACH-000132,-0.1178979977615772
ACH-000133,-0.13397068758392028
ACH-000137,0.021850944398487268
ACH-000138,0.004600071108027677
ACH-000142,-0.1559790166901501
ACH-000143,-0.0020941305556897646
ACH-000146,-0.9005977651957513
ACH-000148,-0.010527922112229622
ACH-000150,-0.12020840276087587
ACH-000152,0.02128528852735311
ACH-000153,-0.09647910104931942
ACH-000159,-0.2488157687250435
ACH-000160,-0.05385583063714761
ACH-000163,-0.1659903870587032
ACH-000167,0.07870923964433191
ACH-000168,0.14339262366764904
ACH-000169,0.22131875553569286
ACH-000178,0.04685139838958413
ACH-000183,-0.16628165002341214
ACH-000188,-0.0037777229568945092
ACH-000189,-0.21936739532202404
ACH-000190,-0.053430489673103966
ACH-000198,-1.0044911501016505
ACH-000203,-0.3580180716646869
ACH-000204,-0.2288562231325608
