,HTR3E (285242)
ACH-000004,0.11057908105491797
ACH-000005,0.1683738411454356
ACH-000007,0.06382322834599112
ACH-000009,0.10899921688075764
ACH-000011,0.0662634576233765
ACH-000012,0.0634889410829141
ACH-000013,0.09081962005456633
ACH-000014,0.08917421099357632
ACH-000015,0.08095556300868065
ACH-000017,0.06296281541143356
ACH-000018,0.3545255090403877
ACH-000019,0.08357076840582099
ACH-000021,0.1755276552965095
ACH-000022,0.0645535781062477
ACH-000025,0.1783709242996616
ACH-000028,0.10668908051564513
ACH-000030,0.06624260952903842
ACH-000035,0.024625947336003186
ACH-000036,0.15703674503072754
ACH-000037,0.16170829681084753
ACH-000039,0.07768794479622095
ACH-000040,0.04428266179570737
ACH-000041,0.08366309384408185
ACH-000042,0.10656529620693307
ACH-000045,0.03887332899877585
ACH-000047,0.06883045457382445
ACH-000052,0.22729159628549575
ACH-000053,0.1354822324675964
ACH-000054,0.020934328376082514
ACH-000055,-0.16062996278940958
ACH-000060,0.01589941871292566
ACH-000067,0.1433051534285302
ACH-000070,-0.03508542714782447
ACH-000075,0.1582728633780289
ACH-000078,0.024010197911060432
ACH-000082,0.08007561148105577
ACH-000085,0.1278003789967156
ACH-000086,0.08849307796102916
ACH-000087,0.05367487479019921
ACH-000092,-0.0022120905608068
ACH-000095,0.18287404133653545
ACH-000097,0.046139874627422466
ACH-000098,0.1420370175911162
ACH-000099,0.05147354592964845
ACH-000108,0.03803053320199933
ACH-000113,0.09502585736325724
ACH-000116,-0.03153341618460391
ACH-000118,0.14808926074613812
ACH-000120,-0.03761338890601881
ACH-000123,0.11095831322329533
ACH-000127,0.08090404141652527
ACH-000128,-0.06752155109646156
ACH-000132,0.10605498582063301
ACH-000133,0.0611466827098978
ACH-000137,0.30842415329318584
ACH-000138,0.06070071563598513
ACH-000142,0.06538012935666028
ACH-000143,0.2659604871433577
ACH-000146,0.16299120671487582
ACH-000148,0.15133521336716468
ACH-000150,0.18039315068136005
ACH-000152,0.050147837811121934
ACH-000153,0.08503344793714879
ACH-000159,0.09256693197969806
ACH-000160,0.09295464935114084
ACH-000163,0.0789855463949464
ACH-000167,0.2578842596570988
ACH-000168,-0.017267951941271797
ACH-000169,0.08835291477094656
ACH-000178,0.009151401716252696
ACH-000183,0.11062846635122693
ACH-000188,0.16520001891601305
ACH-000189,0.15522408443139066
ACH-000190,-0.10293314266267203
ACH-000198,0.10367219986953052
ACH-000203,0.18600611934926709
ACH-000204,0.00997638662097636
ACH-000206,0.1442577855718199
ACH-000207,-0.05336762217902733
ACH-000208,0.01979540668096521
ACH-000210,0.0637853294282009
ACH-000211,0.06205031966647739
ACH-000215,0.07314887655685065
ACH-000221,0.3047934340933544
ACH-000222,0.060215120730798224
ACH-000223,0.053120856362968615
ACH-000226,0.2572944249924732
ACH-000227,0.19804597072260424
ACH-000228,0.11041163850203607
ACH-000231,0.04764564225778137
ACH-000232,0.04414544544269417
ACH-000233,0.19067462270386715
ACH-000234,-0.0055175270460029935
ACH-000235,0.057439997240770715
ACH-000237,0.02748425829790473
ACH-000238,0.09340819223588932
ACH-000242,0.2422507478267655
ACH-000243,0.16222889028784104
ACH-000244,0.04624524877090657
ACH-000246,0.002686792997824137
ACH-000248,0.203514001378004
ACH-000250,0.07594152587958537
ACH-000251,0.06674590525521015
ACH-000252,0.15373400181673855
ACH-000253,0.13522938908057422
ACH-000255,0.18025404285591695
ACH-000256,0.0988450848635202
ACH-000257,0.06688975462724407
ACH-000258,0.09690554069385987
ACH-000259,0.060762256766525885
ACH-000260,0.029723920597533506
ACH-000261,0.0781425822111365
ACH-000262,-0.03481890927128065
ACH-000263,-0.07939104713720205
ACH-000264,0.18064752080636973
ACH-000265,0.12085756976150155
ACH-000266,0.04195884682082029
ACH-000272,0.038325809150116685
ACH-000274,0.0684540442768503
ACH-000277,0.010014305796873006
ACH-000278,0.07095934456336184
ACH-000279,0.10377878104584318
ACH-000280,-0.06487073240072007
ACH-000281,0.019589883655775454
ACH-000288,0.09314556590568276
ACH-000291,0.08437636018070384
ACH-000293,0.04711433462504935
ACH-000294,0.04334623813858295
ACH-000295,0.12058259350137357
ACH-000296,0.18503809195896787
ACH-000302,0.06171232320054984
ACH-000304,0.019316625866807158
ACH-000307,0.1511815583838442
ACH-000308,0.12061210481975135
ACH-000310,-0.07635221050255278
ACH-000311,0.17636677592595054
ACH-000312,-0.02139490901763713
ACH-000315,-0.06612442552841585
ACH-000316,0.06047365578209703
ACH-000317,0.21861105455893984
ACH-000318,0.1528291436725151
ACH-000319,0.21288151982712814
ACH-000320,0.1420269446357588
ACH-000322,0.06608030726708176
ACH-000323,0.16799552563308154
ACH-000324,0.1119232035406199
ACH-000329,0.08181835825441779
ACH-000330,0.09957038117619756
ACH-000331,0.04486911856466623
ACH-000332,0.10777019487703364
ACH-000334,0.2316902282071083
ACH-000335,0.14963599374673442
ACH-000336,0.2818103256817616
ACH-000337,0.0806579372050334
ACH-000338,-0.002957156350583263
ACH-000339,0.1108633531703296
ACH-000341,-0.0030494050687419924
ACH-000348,0.0383645063180191
ACH-000350,-0.013590474162657698
ACH-000352,0.028311559994083982
ACH-000356,0.1765070253394096
ACH-000361,0.06034582211274071
ACH-000362,-0.029016076431324325
ACH-000363,0.136532726643506
ACH-000364,0.13986794142239872
ACH-000365,0.1855945104026033
ACH-000366,0.0863271197677186
ACH-000368,0.05829665199482548
ACH-000374,0.1707411832962142
ACH-000375,0.12985876648777767
ACH-000376,0.0762773811621373
ACH-000381,0.09083338830743468
ACH-000383,0.11324822723869656
ACH-000387,0.0620442143018957
ACH-000389,0.0057289047654688115
ACH-000390,0.028270651599247656
ACH-000393,0.14857115073777666
ACH-000395,0.2951519722782696
ACH-000396,0.17165528035510813
ACH-000397,0.06270587641290726
ACH-000401,0.015469727094386569
ACH-000402,0.06339472204810137
ACH-000403,0.06436564652486844
ACH-000404,0.1210482899279103
ACH-000406,0.05513821294621712
ACH-000407,0.1322663944828073
ACH-000408,-0.10176701018218884
ACH-000410,0.09289680265990533
ACH-000411,0.06158174295292858
ACH-000414,0.016347062715860238
ACH-000415,0.09838519746345928
ACH-000416,0.11094829362054404
ACH-000420,0.0130159643942136
ACH-000421,0.0916735583335752
ACH-000424,0.29524854102291753
ACH-000425,0.009253384962321486
ACH-000426,0.1709429641054262
ACH-000427,0.05001042840279667
ACH-000433,0.112221760655403
ACH-000435,0.15492743388923105
ACH-000436,-0.055834362951954784
ACH-000444,0.03766820980357332
ACH-000445,0.05416230401470767
ACH-000448,0.019233254903185015
ACH-000450,-0.03694292594272351
ACH-000452,0.11090107962167016
