,CRYGA (1418)
ACH-000004,-0.20039239609086498
ACH-000005,-0.14619601380996303
ACH-000007,0.0028836568604194554
ACH-000009,-0.2446465029086228
ACH-000011,-0.1639722591996942
ACH-000012,-0.2007940928009876
ACH-000013,-0.15104140164120136
ACH-000014,-0.24752433851615646
ACH-000015,-0.20402628334574416
ACH-000017,-0.06129885082190655
ACH-000018,-0.11883853714743026
ACH-000019,-0.17426939695657015
ACH-000021,-0.1267748754050113
ACH-000022,-0.28396927801472466
ACH-000025,-0.07686785144537972
ACH-000028,-0.15076283450757313
ACH-000030,-0.16083029880633862
ACH-000035,0.10008924229782294
ACH-000036,-0.13962780467156274
ACH-000037,-0.2660355286775151
ACH-000039,-0.11904700178656115
ACH-000040,-0.17454829439268496
ACH-000041,-0.10644552517219444
ACH-000042,-0.24555933774370955
ACH-000045,-0.17141399009395536
ACH-000047,-0.1997732764711318
ACH-000052,-0.06826048430127699
ACH-000053,-0.2262864042834219
ACH-000054,-0.24642019039909274
ACH-000055,0.0012564442200773936
ACH-000060,-0.23187136929784305
ACH-000067,-0.268533234114907
ACH-000070,-0.012686163974951035
ACH-000075,-0.11684381405423147
ACH-000078,-0.0571509258100489
ACH-000082,-0.1994222634615799
ACH-000085,-0.2353471665057084
ACH-000086,-0.2185062093754971
ACH-000087,-0.07287282346816522
ACH-000092,-0.2699447282559312
ACH-000095,-0.14448054235325164
ACH-000097,-0.22777815132088375
ACH-000098,-0.2268284993432161
ACH-000099,-0.15377366531764455
ACH-000108,-0.3381117661290053
ACH-000113,-0.16672567600922902
ACH-000116,-0.19946836050425767
ACH-000118,-0.18434298647730185
ACH-000120,-0.032204518830247636
ACH-000123,-0.18470890893960812
ACH-000127,-0.17497167343744002
ACH-000128,-0.13756481223300487
ACH-000132,-0.13137195704279558
ACH-000133,-0.1628120930081794
ACH-000137,-0.3157399444176929
ACH-000138,-0.1091087019440322
ACH-000142,-0.184728726313778
ACH-000143,-0.1862874534097648
ACH-000146,-0.1743741516030896
ACH-000148,-0.25836486442849
ACH-000150,-0.12624584560945082
ACH-000152,-0.07802856768140913
ACH-000153,-0.06004735718432382
ACH-000159,-0.15724690254407053
ACH-000160,-0.15202113254793706
ACH-000163,-0.2572879223458819
ACH-000167,-0.3497348743719361
ACH-000168,-0.04848457893849136
ACH-000169,-0.1841078889838844
ACH-000178,-0.18900300063253
ACH-000183,-0.31594680667952074
ACH-000188,-0.10360359136855846
ACH-000189,-0.14190977832395454
ACH-000190,-0.330376525492393
ACH-000198,-0.07736467472545551
ACH-000203,0.1871556050852325
ACH-000204,-0.3004908034821117
ACH-000206,-0.255297672616396
ACH-000207,-0.1539004454396223
ACH-000208,-0.2882356139431753
ACH-000210,-0.2093362073585826
ACH-000211,-0.2311119154860376
ACH-000215,-0.13796480116379972
ACH-000221,-0.10479645866301902
ACH-000222,-0.2203014445074021
ACH-000223,-0.16630592798348384
ACH-000226,-0.26032205804754405
ACH-000227,-0.29821888783256306
ACH-000228,-0.11337345393713953
ACH-000231,-0.18852365693897352
ACH-000232,-0.14622496047923958
ACH-000233,-0.13478676765850525
ACH-000234,-0.2749954255964064
ACH-000235,-0.1772512683616729
ACH-000237,-0.21824579140303654
ACH-000238,-0.12880857900589435
ACH-000242,-0.2574280260453499
ACH-000243,-0.13458824391636787
ACH-000244,-0.2547840063652165
ACH-000246,-0.09082293718215358
ACH-000248,0.010011663883366731
ACH-000250,-0.24942578806491686
ACH-000251,-0.2407133783022353
ACH-000252,-0.32179759237935884
ACH-000253,-0.1905929073244136
ACH-000255,-0.11680414730107533
ACH-000256,-0.1017735204198899
ACH-000257,-0.1162791025857778
ACH-000258,-0.2651166759900631
ACH-000259,-0.2359369628524498
ACH-000260,-0.23641846421138885
ACH-000261,-0.20645275275932695
ACH-000262,-0.04105124117622711
ACH-000263,0.05951919158339574
ACH-000264,-0.18593740432529224
ACH-000265,-0.2539526849695157
ACH-000266,-0.20553046213679896
ACH-000272,-0.21480258245244305
ACH-000274,-0.33613922068387625
ACH-000277,-0.08999376811848186
ACH-000278,-0.257169053552803
ACH-000279,-0.1482585504714116
ACH-000280,-0.01555143228931016
ACH-000281,-0.07639126225807456
ACH-000288,-0.2187323757693092
ACH-000291,-0.1602191052439811
ACH-000293,-0.2354098581267523
ACH-000294,-0.2758826398094135
ACH-000295,-0.05993996441530858
ACH-000296,-0.08206247210987287
ACH-000302,-0.19290716888960724
ACH-000304,-0.12030266728477007
ACH-000307,-0.26562228634632834
ACH-000308,-0.21963680109268352
ACH-000310,-0.13045566948340126
ACH-000311,-0.22385793009634866
ACH-000312,-0.2454730677257368
ACH-000315,0.07254836673069351
ACH-000316,-0.19266676167109453
ACH-000317,-0.2886583729351784
ACH-000318,-0.2415263754245753
ACH-000319,-0.09746537953713956
ACH-000320,-0.2364921614466261
ACH-000322,-0.2960979837972375
ACH-000323,-0.26336932689511605
ACH-000324,-0.2066629809017839
ACH-000329,-0.2865093875694232
ACH-000330,-0.035529831630779905
ACH-000331,-0.16887335296210856
ACH-000332,-0.3439301947922629
ACH-000334,-0.22490497457572733
ACH-000335,-0.3093606737430901
ACH-000336,0.09589349959414158
ACH-000337,-0.2922712786003577
ACH-000338,-0.2339577235375678
ACH-000339,-0.12421214297941847
ACH-000341,-0.1810777023320875
ACH-000348,-0.17283196049647945
ACH-000350,-0.10644411739479803
ACH-000352,-0.022015564940285132
ACH-000356,-0.14453897623331016
ACH-000361,-0.02773062233622801
ACH-000362,-0.24945897548068485
ACH-000363,-0.1229582083598132
ACH-000364,-0.14187859037469794
ACH-000365,-0.13284998065918385
ACH-000366,-0.1555889474054377
ACH-000368,-0.16032231363391894
ACH-000374,-0.20565753655946
ACH-000375,-0.2055036969330603
ACH-000376,-0.18024728199815027
ACH-000381,-0.0071376865761235316
ACH-000383,-0.181432142065912
ACH-000387,-0.22551585102093905
ACH-000389,-0.15425157144379664
ACH-000390,-0.10538798135655213
ACH-000393,-0.2775488839874117
ACH-000395,-0.0679433493763687
ACH-000396,-0.3367168505648501
ACH-000397,-0.240264704632618
ACH-000401,0.002864223252958974
ACH-000402,-0.21796410012368245
ACH-000403,-0.2255305174775884
ACH-000404,-0.21598322210933169
ACH-000406,-0.16868015589709948
ACH-000407,-0.35732597039744224
ACH-000408,-0.19539423465040828
ACH-000410,-0.2397051467374829
ACH-000411,-0.1335584823268504
ACH-000414,-0.14752502223093322
ACH-000415,-0.1988906460193376
ACH-000416,-0.1276545944148078
ACH-000420,-0.32836088482269515
ACH-000421,-0.2811518639118898
ACH-000424,-0.05564961071716093
ACH-000425,-0.2111246880204525
ACH-000426,-0.2640794468710305
ACH-000427,-0.13311689930001114
ACH-000433,-0.04566952174853595
ACH-000435,-0.0235476269512238
ACH-000436,-0.14702554107812166
ACH-000444,-0.25342783857463824
ACH-000445,-0.19094119565534126
ACH-000448,-0.15846088424278712
ACH-000450,-0.05684966905208536
ACH-000452,-0.1237203087451182
ACH-000454,-0.022568432101191173
ACH-000458,-0.04338414272531335
ACH-000459,-0.16905487813185488
ACH-000460,-0.16879421295522148
ACH-000461,-0.05122206790823654
ACH-000463,-0.20733526396777416
ACH-000464,-0.03980656097443407
ACH-000466,-0.09345189227591563
ACH-000467,-0.1470258854919732
ACH-000468,-0.1468320135823189
ACH-000469,-0.22206981256017333
ACH-000470,-0.13732721877275908
ACH-000471,-0.16132121838640873
ACH-000472,-0.1091422285405758
ACH-000473,-0.16447709858405585
ACH-000475,-0.2430801631186736
ACH-000476,-0.2346495779586109
ACH-000477,-0.058914492753393714
ACH-000479,-0.13641335555480966
ACH-000480,-0.24285167053487244
ACH-000481,-0.2511489421710941
ACH-000483,-0.19931816699066796
ACH-000484,-0.19261067425277292
ACH-000485,-0.12978166475415942
ACH-000486,-0.10390561461209832
ACH-000487,-0.4092447016889789
ACH-000488,-0.2618820352777135
ACH-000490,-0.1404188208062405
ACH-000491,-0.14100165273623633
ACH-000495,-0.2560049928239463
ACH-000496,-0.2216385816275704
ACH-000499,-0.08586909955135627
ACH-000500,-0.5505890141680881
ACH-000502,-0.22156648876353094
ACH-000503,-0.11610627253248765
ACH-000505,-0.11589848751077685
ACH-000507,-0.09546724234620048
ACH-000510,-0.14836195001412353
ACH-000511,-0.1514495494415706
ACH-000512,-0.5171845715439554
ACH-000516,-0.19957576266223964
ACH-000517,-0.16763463491133965
ACH-000518,-0.1815166133394877
ACH-000520,-0.22294698427543733
ACH-000521,-0.17417322401223906
ACH-000522,-0.16064150168208555
ACH-000524,-0.2746894942556345
ACH-000527,-0.2285214263804449
ACH-000528,-0.19428605351250472
ACH-000537,-0.2785863647989609
ACH-000541,-0.22790143959248216
ACH-000542,-0.2236903345294396
ACH-000544,-0.1424782570058301
ACH-000545,-0.1897368309656108
ACH-000547,-0.05468041575814305
ACH-000548,-0.11685742159192986
ACH-000549,-0.10398117528219904
ACH-000550,-0.2293936482752816
ACH-000552,-0.15040884272534807
ACH-000556,-0.2147910866451515
ACH-000557,-0.21735640930356032
ACH-000569,-0.279064908445208
